Registration No,Product Name,Holder
MAL19984838AZ,PRISTINEX CREAM 2%,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL19984839AZ,SOFILEX ORAL SUSPENSION,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL19984845AZ,PHARMANIAGA DERMAPRO OINTMENT 0.05% W/W,PHARMANIAGA MANUFACTURING BERHAD
MAL19984856XZ,APPETON ACTIV-C (ORANGE) TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19984857XZ,APPETON ESSENTIALS ACTIV-C 250 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL19985166AZ,Hovid Gentamicin Cream 0.1%,HOVID BERHAD
MAL19985171AZ,AKOSET INJECTION 2ML AMP,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985172AZ,ANIKEF STERILE 750MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985174AZ,TALGESIL INJECTION 0.1MG/2ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985177AZ,MANACE INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985178AZ,VOTMINE INJECTION 10ML VIAL (50MG/ML),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985184AZ,CEPHALEXIN TABLETS `�MPI`� 500MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19985187AZ,NORGAN TABLET 400MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19985188AZ,HADOL-5 TABLETS,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19985332T,"SORE THROAT POWDER SPRAY ""UNIFLEX""",S.H. UNIFLEX CHINESE MEDICAL FACTORY SDN BHD
MAL19985513AZ,VERAHEXAL 120 SR TABLET,IMEKS PHARMA SDN. BHD.
MAL19985521ACZ,GENTAMICIN-POS EYE DROPS,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL19985522ACZ,GENTAMICIN-POS EYE OINTMENT,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL19985531ASZ,OTSU-HM HARTMANN INTRAVENOUS INFUSION BP ( COMPOUND SODIUM LACTATE INTRAVENOUS INFUSION B.P ),LUEN WAH MEDICAL CO. SDN. BHD.
MAL19985532AZ,AXCEL FUNGICORT CREAM,KOTRA PHARMA (M) SDN. BHD.
MAL19985538AZ,NEGATIL TABLET 50MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19985539AZ,NEGATIL TABLET 200MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19985553AZ,ET CREAM,WINWA MEDICAL SDN. BHD.
MAL19985554AZ,DUOGYNON INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985556AZ,MALON INJECTION 2ML AMP,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985559AZ,VOREN SUPPOSITORY 25MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985560AZ,VOREN SUPPOSITORIES 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985561AZ,PEACE SYRUP,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985562X,SHINE CALCIUM WITH VITAMIN D CHEWABLE TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985903ACZ,TRAMADOLOR 50 CAPSULE,IMEKS PHARMA SDN. BHD.
MAL19985960AZ,"YSP Nystatin Capsule 500,000 units",Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985962AZ,YSP HYDROCORT CREAM 1% W/W,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985963AZ,APUZIN TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19985966AZ,UDOXAN INJECTION (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19985971AZ,GARASENT 80MG INJ (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19986025X,Champs Vitamin C 100mg Plus Lysine Fruity Flavour Chewable Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19986084T,ARNICA COMP GEL,BIO-PHARMACEUTICALS SDN. BHD.
MAL19986450AZ,OLFEN-100 SR DEPOCAPS,MEPHARM (MALAYSIA) SDN. BHD.
MAL19986455ACZ,TIMOLOL-POS 0.5% EYE DROPS,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL19986456ACZ,ALLERGOCROM EYE DROPS,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL19986464AZ,Mixtard� 30 100 IU/ml Suspension for Injection,NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD.
MAL19986498AZ,YUCOMY TABLET 200MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19986499AZ,SHINTAMET FILM COATED TABLET 200MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19986501AZ,VIRLESS TABLET 800MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19986502XZ,CASPRIN ENTERIC-MICROENCAPSULATED CAPSULE,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19986503AZ,DECOCORT CREAM,HOE PHARMACEUTICALS SDN. BHD.
MAL19986504AZ,DECOZOL CREAM,HOE PHARMACEUTICALS SDN. BHD.
MAL19986505AZ,DEZOR CREAM,HOE PHARMACEUTICALS SDN. BHD.
MAL19986521AZ,B. BRAUN 0.3% SODIUM CHLORIDE & 3.3% GLUCOSE IV INFUSION BP (1000ML),B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL19986522AZ,B. BRAUN 0.3% SODIUM CHLORIDE & 3.3% GLUCOSE IV INFUSION BP (500ML),B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL19986556XC,TIGER & STORK BRAND MEDICATED OIL,WENG HARNG ENTERPRISE
MAL19986950ARZ,AUGMENTIN SUSPENSION 228MG/5ML,GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD.
MAL19986951ARZ,AUGMENTIN SUSPENSION 457MG/5ML,GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD.
MAL19986961ACZ,ACIC 800 TABLET,IMEKS PHARMA SDN. BHD.
MAL19986995AZ,ACIPAN INJECTION 1MG/ML (1ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19987004AZ,VOREN SUPPOSITORIES 12.5MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19987336ACSZ,SALOFALK 500MG GASTRO-RESISTANT TABLETS,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19987337ACZ,TIMO-COMOD 0.5% EYE DROPS,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL19987352AZ,Insulatard� 100 IU/ml Suspension for Injection,NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD.
MAL19987355AZ,ISORADIN CREAM,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19987356AZ,BUCANIL SYRUP,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19987358XZ,SHINE VITAMIN-B COMPLEX,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19987362AZ,FOBAN CREAM,HOE PHARMACEUTICALS SDN. BHD.
MAL19987363AZ,FOBAN OINTMENT,HOE PHARMACEUTICALS SDN. BHD.
MAL19987364AZ,FOBANCORT OINTMENT,HOE PHARMACEUTICALS SDN. BHD.
MAL19987365AZ,FOBANCORT CREAM,HOE PHARMACEUTICALS SDN. BHD.
MAL19987369AZ,PHARMANIAGA ZICONAL CREAM 2% W/W,PHARMANIAGA MANUFACTURING BERHAD
MAL19987401X,AXE BRAND HEAT OIL,Leung Kai Fook Medical Sdn. Bhd.
MAL19987983AZ,ASUMALIFE TABLET 1MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19987985AZ,VOREN ENTERIC MICROENCAPSULATED CAPSULE 50MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19987988AZ,PHARMANIAGA DERMAL SA OINTMENT,PHARMANIAGA MANUFACTURING BERHAD
MAL19988441ACZ,NASACORT AQ NASAL SPRAY,DKSH MALAYSIA SDN. BHD.
MAL19988443AZ,DEXA-GENTAMICIN EYE DROPS,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL19988491AZ,KEZORAL CREAM,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19988492AZ,VOREN PLUS GEL,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19988493AZ,GLIX TABLET 5MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19988494AZ,SELADIN TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19988495AZ,SELADIN TABLET 250MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19988504XZ,IDAMAN PHARMA ALBENDAZOLE SUSPENSION 200MG/5ML,INSPIRAPHARMA SDN. BHD.
MAL19988507X,MENTHOLATUM OINTMENT,ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD.
MAL19988549X,PRIME NUTMEG MEDICATED OINTMENT,PRIME PHARMACEUTICAL SDN. BHD.
MAL19988555XZ,APPETON ESSENTIALS FOLIC ACID TABLET,KOTRA PHARMA (M) SDN. BHD.
MAL19988944T,TIAN CHIN KO (DEER BRAND) CREAM,Poh Guan Hong (1985) Sdn. Bhd
MAL19989027AZ,UROXATE TABLET 100MG,IMEKS PHARMA SDN. BHD.
MAL19989040AZ,YUCOMY CREAM,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19989041XZ,YSP Bisacodyl Suppositories 5 mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19990104AZ,MINISON TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19990107AZ,LOVASTIN TABLET 20MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19990222AZ,PROGRAF CONCENTRATE FOR INFUSION 5MG/ML,Astellas Pharma Malaysia Sdn Bhd
MAL19990262AZ,SUNAZOL CREAM,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL19990265AZ,VOKER FILM COATED TABLET 20MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19990266AZ,VOKER FILM COATED TABLET 40MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19990268AZ,PHARMANIAGA DERMAL G CREAM,PHARMANIAGA MANUFACTURING BERHAD
MAL19990569AZ,BIFEN SUSPENSION 100MG/5ML,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL19990571AZ,IOTIM EYE DROPS 0.5%,IDAMAN PHARMA SDN. BHD.
MAL19990572AZ,ZEVIN CREAM,MEDISPEC (M) SDN. BHD.
MAL19990579AZ,DOSANAC EMULSION GEL,SPG PHARMA (MALAYSIA) SDN BHD
MAL19990606AZ,ZORAX CREAM 5% W/W,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL19990610X,ALUCID TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19990624AZ,ORREPASTE,HOE PHARMACEUTICALS SDN. BHD.
MAL19990951T,GOLDEN MEN SPRAY,PRIME PHARMACEUTICAL SDN. BHD.
MAL19990956ARZ,SINGULAIR CHEWABLE TABLET 5MG,ORGANON MALAYSIA SDN. BHD.
MAL19990989AZ,DERM-AID CREAM,EGO PHARM MALAYSIA SDN. BHD.
MAL19990991ACRZ,MIACALCIC NASAL SPRAY 200 IU,ZUELLIG PHARMA SDN. BHD.
MAL19990992ACRZ,CATAFLAM 1.5% DROPS,NOVARTIS CORPORATION (MALAYSIA) SDN. BHD.
MAL19991131AZ,VESYCA FILM COATED TABLET 150MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991140AZ,AXCEL DICYCLOMINE-S SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL19991143AZ,SOFICLOR ORAL SUSPENSION,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL19991202XZ,APPETON ESSENTIALS ACTIV-C 500 (ORANGE),KOTRA PHARMA (M) SDN. BHD.
MAL19991366AZ,FUROXIME INJECTION 750MG,SPG PHARMA (MALAYSIA) SDN BHD
MAL19991375AZ,Strepsils Max Plus Lozenge,RB (HEALTH) MALAYSIA SDN BHD
MAL19991429AZ,SUFAZINE CREAM,PRIME PHARMACEUTICAL SDN. BHD.
MAL19991430AZ,ZIRAX CREAM 5%,PRIME PHARMACEUTICAL SDN. BHD.
MAL19991432AZ,KETOZOL CREAM 2%,PRIME PHARMACEUTICAL SDN. BHD.
MAL19991434AZ,TRETINON CREAM 0.05%,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991436AZ,TREN CAPSULE 250MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991438AZ,PONTALON TABLET 500MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991440XZ,LACTUL SOLUTION,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991441XZ,PORO SUPPOSITORY,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991442XZ,PORO CHEWABLE TABLET 120MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19991445AZ,ZORAX SUSPENSION,SUNWARD PHARMACEUTICAL SDN. BHD.
MAL19991446XZ,AXCEL PARACETAMOL-250 SUSPENSION (STRAWBERRY),KOTRA PHARMA (M) SDN. BHD.
MAL19991447XZ,Uphamol 250 Suspension 250mg/5ml (Orange),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19991448XZ,Uphamol 250 Suspension 250mg/5ml (Fruity),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19991509XC,"MAC DUAL ACTION LOZENGES,BLACKCURRANT FLAVOUR",ZIWELL MEDICAL SDN. BHD.
MAL19991510XC,"MAC DUAL ACTION LOZENGES,HONEY &LEMON FLAVOUR",ZIWELL MEDICAL SDN. BHD.
MAL19991893AZ,IBUSPAN TABLET 200MG,SM PHARMACEUTICALS SDN. BHD.
MAL19991894AZ,FUSIX TABLET 40MG,SM PHARMACEUTICALS SDN. BHD.
MAL19991903AZ,AXCEL FLEMIN EXPECTORANT,KOTRA PHARMA (M) SDN. BHD.
MAL19991905AZ,AXCEL FUSIDIC ACID-B CREAM,KOTRA PHARMA (M) SDN. BHD.
MAL19992035T,MA'AJUN PETANI (PASTE),SYARIKAT ZULKIFLI BAMADHAJ
MAL19992070AZ,GIPZIDE TABLET 5MG,IMEKS PHARMA SDN. BHD.
MAL19992122AZ,VICIDE CREAM 5%,PAHANG PHARMACY SDN. BHD.
MAL19992123AZ,ELOSTEN-T CREAM,PAHANG PHARMACY SDN. BHD.
MAL19992124AZ,MICOSTEN CREAM 2%,PAHANG PHARMACY SDN. BHD.
MAL19992137AZ,YSP Econazole Nitrate Pessary 150mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19992138AZ,XANAPAM TABLETS 0.5MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19992139AZ,XANAPAM TABLETS 1MG,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19992203XC,GELIGA AROMA,SYARIKAT MYP SDN. BHD.
MAL19992396AZ,CLOMAZOL-B CREAM,PRIME PHARMACEUTICAL SDN. BHD.
MAL19992397AZ,AXCEL FUSIDIC ACID CREAM,KOTRA PHARMA (M) SDN. BHD.
MAL19992398AZ,YSP Allopurinol Tablet 300mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19992399AZ,N/A,N/A
MAL19992401AZ,MICOSTEN-H CREAM,PAHANG PHARMACY SDN. BHD.
MAL19992561AZ,ELOMET OINTMENT 0.1%,ORGANON MALAYSIA SDN. BHD.
MAL19992562AZ,ELOMET CREAM 0.1%,ORGANON MALAYSIA SDN. BHD.
MAL19992585AZ,KEZOL CREAM,PAHANG PHARMACY SDN. BHD.
MAL19992587AZ,AXCEL ACYCLOVIR CREAM,KOTRA PHARMA (M) SDN. BHD.
MAL19992588AZ,AXCEL SALBUTAMOL SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL19992589AZ,CHLOROP EYE OINTMENT 1 %,SM PHARMACEUTICALS SDN. BHD.
MAL19992591AZ,ANPRODROXIL GRANULES FOR ORAL SUSPENSION 125mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19992594X,BIOTASE CHEWABLE TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19992598AZ,MUCOLEX INJECTION (2ML AMP),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19992616XZ,CITREX VITAMIN C 100MG CHEWABLE TABLET (ORANGE FLAVOUR),PHARMANIAGA MANUFACTURING BERHAD
MAL19992617XZ,CITREX VITAMIN C 100MG CHEWABLE TABLET ( BLACKCURRANT FLAVOUR),PHARMANIAGA MANUFACTURING BERHAD
MAL19992692ACZ,PETHIDINE-HAMELN 50MG/ML SOLUTION FOR INJECTION,IMEKS PHARMA SDN. BHD.
MAL19992759XZ,CLOSTEN CREAM 1%,PAHANG PHARMACY SDN. BHD.
MAL19992765AZ,INFUSOL NSD5,AIN MEDICARE SDN. BHD.
MAL19992766XZ,INFUSOL W,AIN MEDICARE SDN. BHD.
MAL19992768AZ,INFUSOL QSD1,AIN MEDICARE SDN. BHD.
MAL19992771AZ,INFUSOL HS,AIN MEDICARE SDN. BHD.
MAL19992773AZ,INFUSOL D5,AIN MEDICARE SDN. BHD.
MAL19993044AZ,INFUSOL D10,AIN MEDICARE SDN. BHD.
MAL19993045AZ,INFUSOL D20,AIN MEDICARE SDN. BHD.
MAL19993046AZ,INFUSOL HSD5,AIN MEDICARE SDN. BHD.
MAL19993047AZ,INFUSOL HM,AIN MEDICARE SDN. BHD.
MAL19993049AZ,INFUSOL RG,AIN MEDICARE SDN. BHD.
MAL19993051XZ,PORO SUSPENSION 250MG/5ML (STRAWBERRY FLAVOUR),Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19993067AZ,BETAPRO CREAM 0.05%,PAHANG PHARMACY SDN. BHD.
MAL19993072AZ,POLYTET EYE OINTMENT,SM PHARMACEUTICALS SDN. BHD.
MAL19993073AZ,ANACAINE INJECTION 2%,SM PHARMACEUTICALS SDN. BHD.
MAL19993074AZ,ANACAINE INJECTION 1%,SM PHARMACEUTICALS SDN. BHD.
MAL19993075AZ,FUSIX INJECTION 20MG/2ML,SM PHARMACEUTICALS SDN. BHD.
MAL19993078AZ,OMILOCK CAPSULE 20MG,SM PHARMACEUTICALS SDN. BHD.
MAL19993079AZ,VIROX TABLET 200MG,SM PHARMACEUTICALS SDN. BHD.
MAL19993080AZ,VIROX TABLET 400MG,SM PHARMACEUTICALS SDN. BHD.
MAL20000019ACZ,QVAR 100 INHALER,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch
MAL20000020ACZ,QVAR 50 INHALER,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch
MAL20000024ACZ,ALLERGO-COMOD EYE DROPS,PHARMAFORTE (MALAYSIA) SDN. BHD.
MAL20000036AZ,SKINOREN CREAM,DKSH MALAYSIA SDN. BHD.
MAL20000037ACRZ,XALATAN 0.005% EYE DROPS,VIATRIS SDN. BHD.
MAL20000038AZ,REGRO 5% LOTION,DCH AURIGA (MALAYSIA) SDN. BHD.
MAL20000068AZ,PRUFEN ORAL SUSPENSION 100mg/5ml,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL20000074AZ,ELOSTEN CREAM 1%,PAHANG PHARMACY SDN. BHD.
MAL20000077AZ,PHARMANIAGA GERMACID CREAM,PHARMANIAGA MANUFACTURING BERHAD
MAL20000078AZ,PHARMANIAGA GERMACORT CREAM,PHARMANIAGA MANUFACTURING BERHAD
MAL20000081AZ,KETO FILM COATED TABLET 10MG,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20000201XE,AXE BRAND INHALER,Leung Kai Fook Medical Sdn. Bhd.
MAL20000205AZ,B. BRAUN 0.33% SODIUM CHLORIDE & 5% GLUCOSE IV INFUSION BP (500ML),B.BRAUN MEDICAL INDUSTRIES SDN. BHD.
MAL20000279AZ,ROXY TABLET 150MG,IMEKS PHARMA SDN. BHD.
MAL20000291AZ,DOSANAC INJECTION,SPG PHARMA (MALAYSIA) SDN BHD
MAL20000292AZ,CAFFOX TABLET,IMEKS PHARMA SDN. BHD.
MAL20000309ACRZ,GLAMIN INFUSION,FRESENIUS KABI MALAYSIA SDN. BHD
MAL20000365AZ,AXCEL ERYTHROMYCIN ES-200 SUSPENSION,KOTRA PHARMA (M) SDN. BHD.
MAL20000366AZ,ELTHROCIN TABLET 250MG,SM PHARMACEUTICALS SDN. BHD.
MAL20000367AZ,IMACH INJECTION 10ML,SM PHARMACEUTICALS SDN. BHD.
MAL20000368AZ,IMACH INJECTION 1ML,SM PHARMACEUTICALS SDN. BHD.
MAL20000370AZ,ZOPAM INJECTION 2ML,SM PHARMACEUTICALS SDN. BHD.
MAL20000373AZ,REKAXIME INJECTION 1000MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20000380AZ,INFUSOL M10,AIN MEDICARE SDN. BHD.
MAL20000381AZ,INFUSOL M20,AIN MEDICARE SDN. BHD.
MAL20000728ARZ,ZINNAT SUSPENSION 250MG/5ML,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
MAL20000738AZ,KETAZON SHAMPOO,SPG PHARMA (MALAYSIA) SDN BHD
MAL20000851AZ,ZOBID INJECTION 3ML,SM PHARMACEUTICALS SDN. BHD.
MAL20000864T,HDI ORIGINS BEE PROPOLIS 500mg CHEWABLE TABLET,HDI NETWORK (M) SDN. BHD.
MAL20000872X,EUKY BEAR BRAND EUCALYPTUS OIL BP,ROSLIND ENTERPRISE (M) SDN. BHD.
MAL20000890XZ,Champs Vitamin C 100mg Sugar Free Strawberry Flavour Chewable Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20000913T,FAIRON HERBAL CREAM,ELPAR HERBS SDN. BHD.
MAL20000914T,ALWINS CREAM,ELPAR HERBS SDN. BHD.
MAL20001010AZ,NASONEX AQUEOUS NASAL SPRAY,ORGANON MALAYSIA SDN. BHD.
MAL20001027AZ,ACYLETE CREAM,KIREEN PHARMACEUTICAL SDN. BHD.
MAL20001028AZ,FUCIDIN H CREAM,DKSH MALAYSIA SDN. BHD.
MAL20001062XZ,UPHALYTE ORAL REHYDRATION SALTS (ORANGE),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20001231ARZ,RETROVIR IV FOR INFUSION 1%,GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD.
MAL20001295AZ,GENTASONE CREAM,PRIME PHARMACEUTICAL SDN. BHD.
MAL20001420TC,MIE ZHI CREAM,HONYI TRADING
MAL20001541ARZ,AVAXIM-SUSPENSION FOR INJ IN A PREFILLED SYRINGE,SANOFI-AVENTIS (MALAYSIA) SDN. BHD.
MAL20001561AZ,PHARMANIAGA DERMAL C CREAM,PHARMANIAGA MANUFACTURING BERHAD
MAL20001562AZ,ZOBID INJECTION 10ML,SM PHARMACEUTICALS SDN. BHD.
MAL20001570XZ,GLYPRIN TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20001622XZ,Three Legs Povidone Iodine,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL20001796AZ,TRAVOCORT CREAM,DKSH MALAYSIA SDN. BHD.
MAL20001804AZ,ANTANAZOL CREAM,"THE ZYFAS MEDICAL CO.,"
MAL20001809AZ,ENHANCIN SUSPENSION 312.5MG/5ML,RANBAXY (MALAYSIA) SDN. BHD.
MAL20001821AZ,METROLEX INJECTION,SPG PHARMA (MALAYSIA) SDN BHD
MAL20001834X,SIMCONE,IMEKS PHARMA SDN. BHD.
MAL20001914XZ,Scabitone Emulsion,SM PHARMACEUTICALS SDN. BHD.
MAL20002069T,PILEX OINTMENT,HIMALAYA WELLNESS MALAYSIA SDN. BHD.
MAL20002268AZ,AXCEL IBUPROFEN PAEDIATRIC SYRUP 100MG/5ML,KOTRA PHARMA (M) SDN. BHD.
MAL20002269AZ,UNOCEF INJECTION 1000MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20002270AZ,UNOCEF INJECTION 500MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20002272AZ,MUSAFEN TABLET 10MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20002288X,Uphaplast Medicated Plaster,Duopharma Marketing Sdn. Bhd.
MAL20002289XC,BEPANTHEN FIRST AID CREAM,BAYER CO. (MALAYSIA) SDN. BHD.
MAL20002296XRZ,VITAMIN C-1000 PROLONGED RELEASE,21ST CENTURY PRODUCTS SDN. BHD.
MAL20002297XR,21st Century Co Enzyme Q10 60mg Capsule,21ST CENTURY PRODUCTS SDN. BHD.
MAL20002516AZ,T3 Mycin Lotion,HOE PHARMACEUTICALS SDN. BHD.
MAL20002521AZ,BETACLOB CREAM,PAHANG PHARMACY SDN. BHD.
MAL20002558T,WHP Spirulina 200mg Chewable Tablet,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL20012703ARZ,INTAXEL INJECTION,FRESENIUS KABI MALAYSIA SDN. BHD
MAL20012724AZ,BETAVAL CREAM 0.1%,Noripharma Sdn. Bhd.
MAL20012725AZ,BETAVAL-N CREAM,PAHANG PHARMACY SDN. BHD.
MAL20012730AZ,DEPROPIN TABLET 25MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20012731AZ,BUTAVENT RESPIRATOR SOLUTION,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20012737AZ,DUZEN CREAM,PRIME PHARMACEUTICAL SDN. BHD.
MAL20012738AZ,DUZEN OINTMENT,PRIME PHARMACEUTICAL SDN. BHD.
MAL20012739AZ,AXCEL TRIDINE SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL20012740AZ,AXCEL DEXTROZINE SYRUP,KOTRA PHARMA (M) SDN. BHD.
MAL20012752XR,CO ENZYME Q10 100MG,21ST CENTURY PRODUCTS SDN. BHD.
MAL20013115AZ,MOBITIL INJECTION 20ML VL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20013117AZ,INSOPIN 7.5MG TABLET,DUOPHARMA (M) SENDIRIAN BERHAD
MAL20013121AZ,LIBLAN FILM-COATED TABLET,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013131XZ,CHAMPS D-WORMS 200 MG CHOCOLATE FLAVOUR CHEWABLE TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL20013171XC,21ST CENTURY CHILDREN'S VAPOR BALM,21ST CENTURY PRODUCTS SDN. BHD.
MAL20013174X,DERMASAFE DEEP RUB OINTMENT,INSPIRAPHARMA SDN. BHD.
MAL20013175X,Three Legs Wintergreen Liniment,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL20013182X,Shine Multivitamin and Mineral Capsule,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL20013248T,RUMALAYA CREAM,HIMALAYA WELLNESS MALAYSIA SDN. BHD.
MAL20013445AZ,SHRIZINE INJECTION 25MG/ML,SM PHARMACEUTICALS SDN. BHD.
MAL20013446AZ,FLUROCORT INJECTION 40MG/ML,SM PHARMACEUTICALS SDN. BHD.
MAL20013450AZ,DEXIN INJECTION 2ML,SM PHARMACEUTICALS SDN. BHD.
MAL20013455AZ,SII Diphtheria and Tetanus Vaccine Adsorbed (Pediatric)-10 doses,SM PHARMACEUTICALS SDN. BHD.
MAL20013492XRZ,VITAMIN C-500 PROLONGED RELEASE,21ST CENTURY PRODUCTS SDN. BHD.
