Drug Code,Drug Code URL,licId,Name of the drug,Name of drug (Chinese),Ingredient name/ingredient content,Gauge quantity,Single compound,Price,Effective date,Effective start date,Effective end date,Pharmacists,dosage form,Classification of medicines,Taxonomy group name,ATC code
AC04857100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01004857,01004857,"ZIKAN TABLETS ""Lita""","""利達""肌健錠",CHLORZOXAZONE 250 MG,,單方,1.50,104.12.01- 迄今,104.12.01,,利達製藥股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 250.00 MG",M03BB03
AC04933100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01004933,01004933,"FUWEININ CAPSULES ""Y.S.""","""陽生""服胃寧膠囊",BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE) 10 MG,,單方,1.50,105.06.01- 迄今,105.06.01,,台灣陽生製藥工業股份有限公司,膠囊劑,一般學名藥,"BUTYLSCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC05813100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01005813,01005813,SOLAXIN TABLETS,舒肉筋新錠,CHLORZOXAZONE 200 MG,,單方,1.50,101.05.01- 迄今,101.05.01,,衛采製藥股份有限公司,錠劑,研發廠,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC058131G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01005813,01005813,SOLAXIN TABLETS,舒肉筋新錠,CHLORZOXAZONE 200 MG,,單方,2.00,101.05.01- 迄今,101.05.01,,衛采製藥股份有限公司,錠劑,研發廠,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC06232100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01006232,01006232,"MATALMIN TABLETS 200MG ""W.S.""","""威勝""瑪達爾名錠200毫克",CHLORZOXAZONE 200 MG,,單方,1.50,106.12.01- 迄今,106.12.01,,威勝生技有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC06236100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01006236,01006236,"BUSHITON S.C. TABLETS ""C.L.""","""嘉林"" 哺順痛糖衣錠",SCOPOLAMINE BROMOBUTYLATE 10 MG,,單方,1.50,111.06.01- 迄今,111.06.01,,嘉林藥品有限公司,糖衣錠,一般學名藥,"SCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC062361G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01006236,01006236,"BUSHITON S.C. TABLETS ""C.L.""","""嘉林"" 哺順痛糖衣錠",SCOPOLAMINE BROMOBUTYLATE 10 MG,,單方,2.00,114.02.01- 迄今,114.02.01,,嘉林藥品有限公司,糖衣錠,一般學名藥,"SCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC07543100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01007543,01007543,"FOLIC ACID TABLETS 5MG ""VPC""","""榮民""葉酸錠5毫克",FOLIC ACID 5 MG,,單方,1.50,103.08.01- 迄今,103.08.01,,榮民製藥股份有限公司,錠劑,一般學名藥,"FOLIC ACID , 一般錠劑膠囊劑 , 5.00 MG",B03BB01
AC075431G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01007543,01007543,"FOLIC ACID TABLETS 5MG ""VPC""","""榮民""葉酸錠5毫克",FOLIC ACID 5 MG,,單方,2.00,103.08.01- 迄今,103.08.01,,榮民製藥股份有限公司,錠劑,一般學名藥,"FOLIC ACID , 一般錠劑膠囊劑 , 5.00 MG",B03BB01
AC07749100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01007749,01007749,"DELAX TABLETS ""SHOU CHAN""","""十全"" 筋全舒錠",CHLORMEZANONE 100 MG,,單方,1.50,100.12.01- 迄今,100.12.01,,十全實業股份有限公司,錠劑,一般學名藥,"CHLORMEZANONE , 一般錠劑膠囊劑 , 100.00 MG",M03BB02
AC07944100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01007944,01007944,"DETTACKS S.C. TABLETS 10 MG ""F.Y.""","""福元"" 得達息糖衣錠１０毫克",SCOPOLAMINE HBR 10 MG,,單方,1.50,104.06.01- 迄今,104.06.01,,福元化學製藥股份有限公司,糖衣錠,一般學名藥,"SCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC09043100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01009043,01009043,SUMENCHITON TABLETS,"""陽生""賜免肌痛錠",CHLORZOXAZONE 200 MG,,單方,1.50,105.06.01- 迄今,105.06.01,,台灣陽生製藥工業股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC090431G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01009043,01009043,SUMENCHITON TABLETS,"""陽生""賜免肌痛錠",CHLORZOXAZONE 200 MG,,單方,2.00,107.12.01- 迄今,107.12.01,,台灣陽生製藥工業股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC09945100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01009945,01009945,"Musclo Tablets ""Y.K.""","""約克""肉蘇錠",CHLORMEZANONE 100 MG,,單方,1.50,109.08.01- 迄今,109.08.01,,約克製藥股份有限公司,錠劑,一般學名藥,"CHLORMEZANONE , 一般錠劑膠囊劑 , 100.00 MG",M03BB02
AC10069277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010069,01010069,HARTMANN'S INJECTION,福多命安注射液,SODIUM LACTATE 3.2 MG/ML CALCIUM CHLORIDE 0.27 MG/ML POTASSIUM CHLORIDE 0.4 MG/ML SODIUM CHLORIDE 6 MG/ML,500 ML,複方,40.00,114.06.01- 迄今,114.06.01,,台灣大塚製藥股份有限公司,注射劑,一般學名藥,"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 500.00ML",B05BB01
AC10204100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010204,01010204,"FUZINLIN CAPSULES ""H.L.""","""華琳""伏筋寧膠囊",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORZOXAZONE 100 MG,,複方,1.50,105.10.01- 迄今,105.10.01,,華琳實業有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORZOXAZONE 100MG, 一般錠劑膠囊劑",M03BB53
AC102041G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010204,01010204,"FUZINLIN CAPSULES ""H.L.""","""華琳""伏筋寧膠囊",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORZOXAZONE 100 MG,,複方,2.00,111.02.01- 迄今,111.02.01,,華琳實業有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORZOXAZONE 100MG, 一般錠劑膠囊劑",M03BB53
AC10229100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010229,01010229,"THIMAZOL TABLETS ""SHUN HWA""","""順華"" 甲美樂錠",METHIMAZOLE 5 MG,,單方,1.50,104.01.01- 迄今,104.01.01,,順華藥品工業股份有限公司,錠劑,一般學名藥,"METHIMAZOLE , 一般錠劑膠囊劑 , 5.00 MG",H03BB02
AC102291G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010229,01010229,"THIMAZOL TABLETS ""SHUN HWA""","""順華"" 甲美樂錠",METHIMAZOLE 5 MG,,單方,2.00,110.10.01- 迄今,110.10.01,,順華藥品工業股份有限公司,錠劑,一般學名藥,"METHIMAZOLE , 一般錠劑膠囊劑 , 5.00 MG",H03BB02
AC10320277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010320,01010320,"ELECTRO-5％ DEXTROSE INFUSION SOLUTION ""Y.F.""",益力葡萄糖輸注液,SODIUM ACETATE 1.63 MG/ML SODIUM LACTATE ANHYDROUS 1.34 MG/ML CALCIUM CHLORIDE 0.37 MG/ML MAGNESIUM CHLORIDE HEXAHYDRATE 0.3 MG/ML POTASSIUM CHLORIDE 1.19 MG/ML SODIUM CHLORIDE 0.94 MG/ML,500 ML,複方,35.70,113.07.01- 迄今,113.07.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC10395100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010395,01010395,"TRAN TABLETS ""YUNG SHIN""","""永信""得朗錠",CHLORMEZANONE 100 MG,,單方,1.50,100.12.01- 迄今,100.12.01,,永信藥品工業股份有限公司,錠劑,一般學名藥,"CHLORMEZANONE , 一般錠劑膠囊劑 , 100.00 MG",M03BB02
AC10489100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010489,01010489,"HUAROKINE CAPSULES ""H.S.""","""華興""華樂筋膠囊",CHLORZOXAZONE 200 MG,,單方,1.50,101.03.01- 迄今,101.03.01,,華興化學製藥廠股份有限公司,膠囊劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC09271277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01009271,01009271,SORBIT-HARTMANN INJECTION,輸必得哈特曼注射液,CHLORZOXAZONE 200 MG,,單方,2.00,101.04.01- 迄今,101.04.01,,華興化學製藥廠股份有限公司,膠囊劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC10914221,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010914,01010914,"Lidocaine HCl 2％ for I.V. Injection ""LITA""","""利達""利多卡因靜脈注射液２％",LIDOCAINE HCL 20 MG/ML,5 ML,單方,50.00,106.02.16- 迄今,106.02.16,,利達製藥股份有限公司,注射劑,一般學名藥,"LIDOCAINE , 注射劑 , 100.00 MG",C01BB01
AC11012100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011012,01011012,"SKETA CAPSULES ""PATRON""","""派頓"" 弛刻達膠囊",CHLORZOXAZONE 250 MG ACETAMINOPHEN (=PARACETAMOL) 300 MG,,複方,1.50,104.12.01- 迄今,104.12.01,,臺灣派頓化學製藥股份有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG, 一般錠劑膠囊劑,",M03BB53
AC110121G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011012,01011012,"SKETA CAPSULES ""PATRON""","""派頓"" 弛刻達膠囊",CHLORZOXAZONE 250 MG ACETAMINOPHEN (=PARACETAMOL) 300 MG,,複方,2.00,104.11.01- 迄今,104.11.01,,臺灣派頓化學製藥股份有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG, 一般錠劑膠囊劑,",M03BB53
AC11124100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011124,01011124,BUTYPON S.C. TABLETS,腹茲方糖衣錠,SCOPOLAMINE BROMOBUTYLATE 10 MG,,單方,1.50,104.01.01- 迄今,104.01.01,,明德製藥股份有限公司,糖衣錠,一般學名藥,"SCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC11886277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011886,01011886,"DEXTROSE AND SODIUM CHLORIDE INJECTION ""ASTAR""","""安星""?水含糖注射液",SODIUM CHLORIDE 3.3 MG/ML DEXTROSE 50 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,安星製藥股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 251-500 ML",B05BB02
AC11929100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011929,01011929,"SOLAX CAPSULES ""CHEN TA""","""成大""爽樂筋膠囊",CHLORZOXAZONE 150 MG ACETAMINOPHEN (=PARACETAMOL) 150 MG,,複方,1.50,106.06.01- 迄今,106.06.01,,成大藥品股份有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 150MG + CHLORZOXAZONE 150MG, 一般錠劑膠囊劑,",M03BB53
AC119291G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01011929,01011929,"SOLAX CAPSULES ""CHEN TA""","""成大""爽樂筋膠囊",CHLORZOXAZONE 150 MG ACETAMINOPHEN (=PARACETAMOL) 150 MG,,複方,2.00,112.04.01- 迄今,112.04.01,,成大藥品股份有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 150MG + CHLORZOXAZONE 150MG, 一般錠劑膠囊劑,",M03BB53
AC12447100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01012447,01012447,"BOSCON F.C. TABLETS 10MG ""T.F.""","""大豐""博賜康膜衣錠10毫克",BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE) 10 MG,,單方,1.50,103.08.01- 迄今,103.08.01,,大豐製藥股份有限公司,膜衣錠,一般學名藥,"BUTYLSCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",A03BB01
AC12551100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01012551,01012551,"SKELIN TABLETS ""F.Y.""",馳痙寧錠,ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,104.06.01- 迄今,104.06.01,,福元化學製藥股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC104891G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01010489,01010489,"HUAROKINE CAPSULES ""H.S.""","""華興""華樂筋膠囊",CHLORZOXAZONE 200 MG,,複方,2.00,111.02.01- 迄今,111.02.01,,福元化學製藥股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC13118100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01013118,01013118,"CHLORMEZANONE TABLETS ""SHINLON""","""信隆""氯美查諾錠",CHLORMEZANONE 100 MG,,單方,1.50,105.10.01- 迄今,105.10.01,,信隆藥品工業股份有限公司,錠劑,一般學名藥,"CHLORMEZANONE , 一般錠劑膠囊劑 , 100.00 MG",M03BB02
AC13509277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01013509,01013509,"DEXSALIN INJECTION ""CHI SHENG""","""濟生""得參理注射液",DEXTROSE 25 MG/ML SODIUM CHLORIDE 4.5 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,濟生醫藥生技股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 251-500 ML",B05BB02
AC13718209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01013718,01013718,"5％/0.45％ DEXTROSE AND SODIUM CHLORIDE INJECTION ""Y.F.""","""永豐""５％ / ０．４５％葡萄糖食鹽水注射液",SODIUM CHLORIDE 4.5 G/L,1 L (LITER),複方,35.00,104.01.01- 迄今,104.01.01,,永豐化學工業股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 501-1000 ML",B05BB02
AC13929238,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01013929,01013929,"DEXTROSE-LACTATED RINGER'S INJECTION ""TAI YU""","""台裕""乳酸－糖－林格氏注射液",SODIUM LACTATE 2.1 MG/ML CALCIUM CHLORIDE 0.2 MG/ML POTASSIUM CHLORIDE 0.3 MG/ML SODIUM CHLORIDE 6 MG/ML,20 ML,複方,15.00,104.04.01- 迄今,104.04.01,,台裕化學製藥廠股份有限公司,注射劑,一般學名藥,"DEXTROSE 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 20.00ML",B05BB02
AC13929265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01013929,01013929,"DEXTROSE-LACTATED RINGER'S INJECTION ""TAI YU""","""台裕""乳酸－糖－林格氏注射液",SODIUM LACTATE 3.12 MG/ML CALCIUM CHLORIDE 0.2 MG/ML POTASSIUM CHLORIDE 0.3 MG/ML SODIUM CHLORIDE 6 MG/ML,250 ML,複方,32.90,113.07.01- 迄今,113.07.01,,台裕化學製藥廠股份有限公司,注射劑,一般學名藥,"DEXTROSE <=100MG/ML + ELECTROLYTES, 注射劑, <=250ML",B05BB02
AC13929277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01013929,01013929,"DEXTROSE-LACTATED RINGER'S INJECTION ""TAI YU""","""台裕""乳酸－糖－林格氏注射液",SODIUM LACTATE 3.1 MG/ML CALCIUM CHLORIDE 0.2 MG/ML POTASSIUM CHLORIDE 0.3 MG/ML SODIUM CHLORIDE 6 MG/ML,500 ML,複方,35.70,113.07.01- 迄今,113.07.01,,台裕化學製藥廠股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",B05BB02
AC14332114,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01014332,01014332,"KOTOWI TABLETS 2.5MG""N.C.P""","""新喜""固胃錠２．５公絲",HOMATROPINE HBR 2.5 MG,2.5 null,單方,1.50,111.12.01- 迄今,111.12.01,,新喜國際企業股份有限公司,錠劑,一般學名藥,"HOMATROPINE , 一般錠劑膠囊劑 , 2.50 MG",A03BB06
AC14845100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01014845,01014845,"FULUCON TABLETS ""S.T.""",服汝康錠,ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,104.12.01- 迄今,104.12.01,,世達藥品工業股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC14880100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01014880,01014880,"METHYLSCOPOLAMINE METHYLSULFATE TABLETS ""S.Y.""","""壽元""每斯克錠",N-METHYLSCOPOLAMINE METHYLSULFATE 1 MG,,單方,1.50,111.01.01- 迄今,111.01.01,,壽元化學工業股份有限公司,錠劑,一般學名藥,"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",A03BB03
AC125511G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01012551,01012551,"SKELIN TABLETS ""F.Y.""",馳痙寧錠,ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,2.00,111.02.01- 迄今,111.02.01,,福元化學製藥股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC15024100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01015024,01015024,"METHYLSCOPOLAMINE METHYLSULFATE TABLETS ""P.L.","""培力""每斯克錠",METHSCOPOLAMINE METHYLSULFATE 1 MG,,單方,1.50,111.01.01- 迄今,111.01.01,,培力藥品工業股份有限公司,錠劑,一般學名藥,"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",A03BB03
AC15065100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01015065,01015065,"LITONBA TABLETS ""Y.S.""",力痛別錠,ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,106.06.01- 迄今,106.06.01,,成大藥品股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC15246265,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01015246,01015246,"5％ DEXTROSE IN 0.33％ SALINE INJECTION ""SIN TONG""",５％葡萄糖０．３３％食鹽水注射液,DEXTROSE 50 MG/ML SODIUM CHLORIDE 3.3 MG/ML,250 ML,複方,22.00,103.02.01- 迄今,103.02.01,,信東生技股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML+ SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, <=250ML",B05BB02
AC15246277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01015246,01015246,"5％ DEXTROSE IN 0.33％ SALINE INJECTION ""SIN TONG""",５％葡萄糖０．３３％食鹽水注射液,DEXTROSE 50 MG/ML SODIUM CHLORIDE 3.3 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,信東生技股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 251-500 ML",B05BB02
AC16298100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016298,01016298,"CHIAKANG TABLETS ""ASTAR""","""安星""嘉康錠",CHLORZOXAZONE 250 MG ACETAMINOPHEN (=PARACETAMOL) 300 MG,,複方,1.50,111.12.01- 迄今,111.12.01,,安星製藥股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG, 一般錠劑膠囊劑,",M03BB53
AC16420100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016420,01016420,"CHLORZOXAZONE TABLETS ""P.L.""","""培力"" 可促肌鬆錠",CHLORZOXAZONE 200 MG,,單方,1.50,103.12.01- 迄今,103.12.01,,培力藥品工業股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC16485100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016485,01016485,"TONREN CAPSULES ""C.M.""",痛爾炎膠囊,ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,103.12.01- 迄今,103.12.01,,興中美生技有限公司,膠囊劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC16698100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016698,01016698,"Winsocaine Tablets ""Y.K.""","""約克"" 穩舒痛錠",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,111.04.01- 迄今,111.04.01,,約克製藥股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC166981G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016698,01016698,"Winsocaine Tablets ""Y.K.""","""約克"" 穩舒痛錠",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,2.00,111.04.01- 迄今,111.04.01,,約克製藥股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
AC14930100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01014930,01014930,"CHLORZOXAZONE TABLETS ""WINSTON""",氯若沙宗錠,CHLORZOXAZONE 250 MG,,單方,1.50,111.01.01- 迄今,111.01.01,,成大藥品股份有限公司,錠劑,一般學名藥,"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",A03BB03
AC16868209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016868,01016868,"HYOSCON INJECTION (SCOPOLAMINE BUTYLBROMIDE)""TAI YU""","""台裕"" 賜爾康注射液（普斯克）",BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE) 20 MG/ML,1 ML,單方,15.00,104.04.01- 迄今,104.04.01,,台裕化學製藥廠股份有限公司,注射劑,一般學名藥,"BUTYLSCOPOLAMINE , 注射劑 , 20.00 MG",A03BB01
AC16908209,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016908,01016908,"5％ DEXTROSE IN 0.225％ SALINE INJECTION ""S.T.""",５％葡萄糖０．２２５％食鹽水注射液,DEXTROSE 50 MG/ML SODIUM CHLORIDE 2.25 MG/ML,1 L (LITER),複方,35.00,106.04.01- 迄今,106.04.01,,信東生技股份有限公司,注射劑,一般學名藥,"DEXTROSE<= 50MG/ML + SODIUM CHLORIDE <3.0 MG/ML, 注射劑, 501-1000 ML",B05BB02
AC16908277,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01016908,01016908,"5％ DEXTROSE IN 0.225％ SALINE INJECTION ""S.T.""",５％葡萄糖０．２２５％食鹽水注射液,DEXTROSE 50 MG/ML SODIUM CHLORIDE 2.25 MG/ML,500 ML,複方,31.50,113.10.01- 迄今,113.10.01,,信東生技股份有限公司,注射劑,一般學名藥,"DEXTROSE <= 50MG/ML+ SODIUM CHLORIDE <3.0MG/ML, 注射劑, 251-500 ML",B05BB02
AC17179100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01017179,01017179,"Shulijn Tablets "" Chen Ta""",""" 成大""舒利筋錠",CHLORZOXAZONE 200 MG,,單方,1.50,106.06.01- 迄今,106.06.01,,成大藥品股份有限公司,錠劑,一般學名藥,"CHLORZOXAZONE , 一般錠劑膠囊劑 , 200.00 MG",M03BB03
AC17353100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01017353,01017353,"N-METHYLSCOPOLAMINE METHYL SULFATE TABLETS ""M.T.""",每斯克錠１公絲,METHSCOPOLAMINE METHYLSULFATE 1 MG,,單方,1.50,111.01.01- 迄今,111.01.01,,明大化學製藥股份有限公司,錠劑,一般學名藥,"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",A03BB03
AC18342100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01018342,01018342,"LOBAK TABLETS ""CHINTENG""","""井田""樂凱錠",ACETAMINOPHEN (=PARACETAMOL) 450 MG CHLORMEZANONE 100 MG,,複方,1.50,103.10.01- 迄今,103.10.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG, 一般錠劑膠囊劑,",M03BB52
