q_letter,local_pack_code,drug_id,generic_name,brand_name_strength_dosage,mfr_code,manufacturer_name,price_type,exfactory_price_raw,amount_moh_pays_raw,exfactory_price,reimbursable_price,public_with_vat,copay,interchangeable,limited_use,therapeutic_notes_requirements,qa_notes,detail_url
a,02242178,02242178,FLUOXETINE HCL,Co Fluoxetine 20mg Cap,COB,Cobalt Pharmaceuticals Company,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02242178
a,02286068,02286068,FLUOXETINE HCL,Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,SAI,Sanis Health Inc.,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02286068
a,02374447,02374447,FLUOXETINE HCL,Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,SIV,Sivem Pharmaceuticals ULC,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02374447
a,02374455,02374455,FLUOXETINE HCL,Fluoxetine 20mg Cap,SIV,Sivem Pharmaceuticals ULC,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02374455
a,02286076,02286076,FLUOXETINE HCL,Fluoxetine 20mg Cap,SAI,Sanis Health Inc.,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02286076
a,02401894,02401894,FLUOXETINE HCL,Jamp-Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,JPC,Jamp Pharma Corporation,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02401894
a,02386402,02386402,FLUOXETINE HCL,Jamp-Fluoxetine 20mg Cap,JPC,Jamp Pharma Corporation,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02386402
a,02529432,02529432,FLUOXETINE HCL,M-Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,MAT,Mantra Pharma Inc.,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529432
a,02529440,02529440,FLUOXETINE HCL,M-Fluoxetine 20mg Cap,MAT,Mantra Pharma Inc.,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02529440
a,02392917,02392917,FLUOXETINE HCL,Mar-Fluoxetine 20mg Cap,MAR,Marcan Pharmaceuticals Inc.,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02392917
a,02392909,02392909,FLUOXETINE HCL,Mar-Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,MAR,Marcan Pharmaceuticals Inc.,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02392909
a,02380560,02380560,FLUOXETINE HCL,Mint-Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,MIN,Mint Pharmaceuticals Inc.,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02380560
a,02380579,02380579,FLUOXETINE HCL,Mint-Fluoxetine 20mg Cap,MIN,Mint Pharmaceuticals Inc.,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02380579
a,02503875,02503875,FLUOXETINE HCL,NRA-Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,NRA,Nora Pharma,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503875
a,02503883,02503883,FLUOXETINE HCL,NRA-Fluoxetine 20mg Cap,NRA,Nora Pharma,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503883
a,02177587,02177587,FLUOXETINE HCL,PMS-Fluoxetine 20mg Cap,PMS,Pharmascience Inc.,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02177587
a,02177579,02177579,FLUOXETINE HCL,PMS-Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,PMS,Pharmascience Inc.,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02177579
a,02464659,02464659,FLUOXETINE HCL,PMS-Fluoxetine 60mg Cap,PMS,Pharmascience Inc.,UNIT,0.9933,0.9933,0.9933,0.9933,1.0728,0.0795,NO,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02464659
a,02464640,02464640,FLUOXETINE HCL,PMS-Fluoxetine 40mg Cap,PMS,Pharmascience Inc.,UNIT,0.6622,0.6622,0.6622,0.6622,0.7152,0.0530,NO,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02464640
a,00636622,00636622,FLUOXETINE HCL,Prozac 20mg Cap,LIL,Eli Lilly Canada Inc.,UNIT,2.4865,0.3311,2.4865,0.3311,2.6854,2.3543,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00636622
a,02018985,02018985,FLUOXETINE HCL,Prozac (Off-Formulary Interchangeable) 10mg Cap,LIL,Eli Lilly Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02018985
a,02405709,02405709,FLUOXETINE HCL,Ran-Fluoxetine 20mg Cap,RAN,Ranbaxy Pharmaceuticals Canada Inc.,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02405709
a,02479486,02479486,FLUOXETINE HCL,Sandoz Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,SDZ,Sandoz Canada Inc.,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02479486
a,02479494,02479494,FLUOXETINE HCL,Sandoz Fluoxetine 20mg Cap,SDZ,Sandoz Canada Inc.,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02479494
a,02216590,02216590,FLUOXETINE HCL,Teva-Fluoxetine 20mg Cap,TEV,Teva Canada Limited,UNIT,0.3311,0.3311,0.3311,0.3311,0.3576,0.0265,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02216590
a,02216582,02216582,FLUOXETINE HCL,Teva-Fluoxetine (Off-Formulary Interchangeable) 10mg Cap,TEV,Teva Canada Limited,UNIT,1.1773,N/A,1.1773,1.1773,1.2715,0.0942,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02216582
a,02231328,02231328,FLUOXETINE HCL,Apo-Fluoxetine 20mg/5mL Oral Sol,APX,Apotex Inc.,UNIT,0.2158,0.2158,0.2158,0.2158,0.2331,0.0173,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02231328
a,02546752,02546752,FLUOXETINE HCL,Jamp Fluoxetine Solution 20mg/5mL Oral Sol,JPC,Jamp Pharma Corporation,UNIT,0.2158,0.2158,0.2158,0.2158,0.2331,0.0173,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02546752
a,02459361,02459361,FLUOXETINE HCL,Odan-Fluoxetine 20mg/5mL Oral Sol,ODN,Odan Laboratories Ltd.,UNIT,0.2158,0.2158,0.2158,0.2158,0.2331,0.0173,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02459361
a,01917021,01917021,FLUOXETINE HCL,Prozac (Not a Benefit) 20mg/5mL Oral Sol,LIL,Eli Lilly Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01917021
a,02156032,02156032,FLUPENTIXOL DECANOATE,Fluanxol Depot 20mg/mL Inj Sol-1mL Amp Pk,VLH,Lundbeck Canada Inc.,PACK,10.2708,10.2708,10.2708,10.2708,11.0925,0.8217,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02156032
a,02156040,02156040,FLUPENTIXOL DECANOATE,Fluanxol Depot 100mg/mL Inj Sol-1mL Amp Pk,VLH,Lundbeck Canada Inc.,PACK,51.3536,51.3536,51.3536,51.3536,55.4619,4.1083,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02156040
a,02156016,02156016,FLUPENTIXOL DIHYDROCHLORIDE,Fluanxol 3mg Tab,VLH,Lundbeck Canada Inc.,UNIT,0.7663,0.7663,0.7663,0.7663,0.8276,0.0613,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02156016
a,02156008,02156008,FLUPENTIXOL DIHYDROCHLORIDE,Fluanxol 0.5mg Tab,VLH,Lundbeck Canada Inc.,UNIT,0.3548,0.3548,0.3548,0.3548,0.3832,0.0284,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02156008
a,00405361,00405361,FLUPHENAZINE HCL,Fluphenazine 5mg Tab,AAP,A A Pharma Inc.,UNIT,0.1720,0.1720,0.1720,0.1720,0.1858,0.0138,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00405361
a,00410632,00410632,FLUPHENAZINE HCL,Fluphenazine 2mg Tab,AAP,A A Pharma Inc.,UNIT,0.2252,0.2252,0.2252,0.2252,0.2432,0.0180,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00410632
a,00405345,00405345,FLUPHENAZINE HCL,Fluphenazine 1mg Tab,AAP,A A Pharma Inc.,UNIT,0.1739,0.1739,0.1739,0.1739,0.1878,0.0139,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00405345
a,00029408,00029408,FLUPHENAZINE HCL,Moditen HCL (Not a Benefit) 5mg Tab,BQU,Bristol Myers Squibb Canada Inc,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00029408
a,00029386,00029386,FLUPHENAZINE HCL,Moditen HCL (Not a Benefit) 2mg Tab,BQU,Bristol Myers Squibb Canada Inc,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00029386
a,00029378,00029378,FLUPHENAZINE HCL,Moditen HCL (Not a Benefit) 1mg Tab,BQU,Bristol Myers Squibb Canada Inc,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00029378
a,00012718,00012718,FLURAZEPAM,Dalmane (Not a Benefit) 30mg Cap,VAL,Valeant Canada Ltd.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00012718
a,00012696,00012696,FLURAZEPAM,Dalmane (Not a Benefit) 15mg Cap,VAL,Valeant Canada Ltd.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00012696
a,00521698,00521698,FLURAZEPAM,Flurazepam 15mg Cap,AAP,A A Pharma Inc.,UNIT,0.1166,0.1166,0.1166,0.1166,0.1259,0.0093,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00521698
a,00521701,00521701,FLURAZEPAM,Flurazepam 30mg Cap,AAP,A A Pharma Inc.,UNIT,0.1364,0.1364,0.1364,0.1364,0.1473,0.0109,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00521701
a,00600792,00600792,FLURBIPROFEN,Ansaid (Not a Benefit) 100mg Tab,PFI,Pfizer Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00600792
a,00647942,00647942,FLURBIPROFEN,Ansaid (Not a Benefit) 50mg Tab,PFI,Pfizer Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00647942
a,01912038,01912038,FLURBIPROFEN,Flurbiprofen 100mg Tab,AAP,A A Pharma Inc.,UNIT,0.5930,0.5930,0.5930,0.5930,0.6404,0.0474,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01912038
a,01912046,01912046,FLURBIPROFEN,Flurbiprofen 50mg Tab,AAP,A A Pharma Inc.,UNIT,0.4530,0.4530,0.4530,0.4530,0.4892,0.0362,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01912046
a,00637726,00637726,FLUTAMIDE,Euflex (Not a Benefit) 250mg Tab,SCH,Schering Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00637726
a,02238560,02238560,FLUTAMIDE,Flutamide 250mg Tab,AAP,A A Pharma Inc.,UNIT,1.8255,1.8255,1.8255,1.8255,1.9715,0.1460,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02238560
a,02446588,02446588,FLUTICASONE FUROATE,Arnuity Ellipta 200mcg Blister Pd Inh-30 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,101.5900,101.5900,101.5900,101.5900,109.7172,8.1272,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02446588
a,02446561,02446561,FLUTICASONE FUROATE,Arnuity Ellipta 100mcg Blister Pd Inh-30 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,50.8100,50.8100,50.8100,50.8100,54.8748,4.0648,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02446561
a,02474522,02474522,FLUTICASONE FUROATE & UMECLIDINIUM BROMIDE & VILANTEROL TRIFENATATE,Trelegy Ellipta 100mcg & 62.5mcg & 25mcg Pd Inh-30 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,137.6700,137.6700,137.6700,137.6700,148.6836,11.0136,NO,YES,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02474522
a,02408872,02408872,FLUTICASONE FUROATE & VILANTEROL,Breo Ellipta 100mcg & 25mcg Blister Pd Inh-30 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,110.5000,110.5000,110.5000,110.5000,119.3400,8.8400,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02408872
a,02444186,02444186,FLUTICASONE FUROATE & VILANTEROL,Breo Ellipta 200mcg & 25mcg Blister Pd Inh-30 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,171.8900,171.8900,171.8900,171.8900,185.6412,13.7512,NO,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02444186
a,02528428,02528428,FLUTICASONE PROPIONATE,Apo-Fluticasone HFA 50mcg/Metered Dose Inh-120 Dose Pk,APX,Apotex Inc.,PACK,14.2080,14.2080,14.2080,14.2080,15.3446,1.1366,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02528428
a,02510987,02510987,FLUTICASONE PROPIONATE,Apo-Fluticasone HFA 250mcg/Metered Dose Inh-120 Dose Pk,APX,Apotex Inc.,PACK,45.0200,45.0200,45.0200,45.0200,48.6216,3.6016,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02510987
a,02526557,02526557,FLUTICASONE PROPIONATE,Apo-Fluticasone HFA 125mcg/Metered Dose Inh-120 Dose Pk,APX,Apotex Inc.,PACK,23.4100,23.4100,23.4100,23.4100,25.2828,1.8728,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02526557
a,02244291,02244291,FLUTICASONE PROPIONATE,Flovent HFA 50mcg/Metered Dose Inh-120 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,33.7500,14.2080,33.7500,14.2080,36.4500,22.2420,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02244291
a,02244293,02244293,FLUTICASONE PROPIONATE,Flovent HFA 250mcg/Metered Dose Inh-120 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,116.4200,45.0200,116.4200,45.0200,125.7336,80.7136,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02244293
a,02244292,02244292,FLUTICASONE PROPIONATE,Flovent HFA 125mcg/Metered Dose Inh-120 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,58.2100,23.4100,58.2100,23.4100,62.8668,39.4568,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02244292
a,02503131,02503131,FLUTICASONE PROPIONATE,PMS-Fluticasone 250mcg/Metered Dose Inh-120 Dose Pk,PMS,Pharmascience Inc.,PACK,45.0200,45.0200,45.0200,45.0200,48.6216,3.6016,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503131
a,02503123,02503123,FLUTICASONE PROPIONATE,PMS-Fluticasone HFA 125mcg/Metered Dose Inh-120 Dose Pk,PMS,Pharmascience Inc.,PACK,23.4100,23.4100,23.4100,23.4100,25.2828,1.8728,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503123
a,02503115,02503115,FLUTICASONE PROPIONATE,PMS-Fluticasone HFA 50mcg/Metered Dose Inh-120 Dose Pk,PMS,Pharmascience Inc.,PACK,14.2080,14.2080,14.2080,14.2080,15.3446,1.1366,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02503115
a,02294745,02294745,FLUTICASONE PROPIONATE,Apo-Fluticasone (Off-Formulary Interchangeable) 50mcg/Actuation Nas Sp-120 Dose Pk,APX,Apotex Inc.,PACK,21.9700,N/A,21.9700,21.9700,23.7276,1.7576,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02294745
a,02213672,02213672,FLUTICASONE PROPIONATE,Flonase (Off-Formulary Interchangeable) 50mcg/Actuation Nas Sp-120 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,N/A,N/A,nan,nan,nan,nan,YES,NO,YES,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02213672
a,02296071,02296071,FLUTICASONE PROPIONATE,Ratio-Fluticasone (Off-Formulary Interchangeable) 50mcg/Actuation Nas Sp-120 Dose Pk,RPH,Ratiopharm Inc.,PACK,21.9700,N/A,21.9700,21.9700,23.7276,1.7576,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02296071
a,02453738,02453738,FLUTICASONE PROPIONATE,Teva-Fluticasone (Off-Formulary Interchangeable) 50mcg/Actuation Nas Sp-120 Dose Pk,TEV,Teva Canada Limited,PACK,21.9700,N/A,21.9700,21.9700,23.7276,1.7576,YES,NO,YES,amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02453738
a,02467895,02467895,FLUTICASONE PROPIONATE,Aermony Respiclick 55mcg/Actuation Pd Inh-60 Dose Pk,TEV,Teva Canada Limited,PACK,16.9560,16.9560,16.9560,16.9560,18.3125,1.3565,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02467895
a,02467917,02467917,FLUTICASONE PROPIONATE,Aermony Respiclick 232mcg/Actuation Pd Inh-60 Dose Pk,TEV,Teva Canada Limited,PACK,48.1524,48.1524,48.1524,48.1524,52.0046,3.8522,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02467917
a,02467909,02467909,FLUTICASONE PROPIONATE,Aermony Respiclick 113mcg/Actuation Pd Inh-60 Dose Pk,TEV,Teva Canada Limited,PACK,30.9619,30.9619,30.9619,30.9619,33.4389,2.4770,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02467909
a,02237246,02237246,FLUTICASONE PROPIONATE,Flovent Diskus 250mcg/Blister Pd Inh-60 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,58.2100,58.2100,58.2100,58.2100,62.8668,4.6568,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02237246
a,02237247,02237247,FLUTICASONE PROPIONATE,Flovent Diskus 500mcg/Blister Pd Inh-60 Dose Pk,GSK,"GlaxoSmithKline Inc., GlaxoSmithKline Consumer Health Care",PACK,90.5500,90.5500,90.5500,90.5500,97.7940,7.2440,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02237247
a,02061570,02061570,FLUVASTATIN SODIUM,Lescol (Not a Benefit) 40mg Cap,NOV,Novartis Pharma Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02061570
a,02061562,02061562,FLUVASTATIN SODIUM,Lescol (Not a Benefit) 20mg Cap,NOV,Novartis Pharma Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02061562
a,02299232,02299232,FLUVASTATIN SODIUM,Teva-Fluvastatin 40mg Cap,TEV,Teva Canada Limited,UNIT,0.9671,0.9671,0.9671,0.9671,1.0445,0.0774,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02299232
a,02299224,02299224,FLUVASTATIN SODIUM,Teva-Fluvastatin 20mg Cap,TEV,Teva Canada Limited,UNIT,0.6882,0.6882,0.6882,0.6882,0.7433,0.0551,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02299224
a,02250527,02250527,FLUVASTATIN SODIUM,Lescol XL 80mg ER Tab,NOV,Novartis Pharma Canada Inc.,UNIT,1.6225,1.6225,1.6225,1.6225,1.7523,0.1298,NO,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02250527
a,02231330,02231330,FLUVOXAMINE MALEATE,Apo-Fluvoxamine 100mg Tab,APX,Apotex Inc.,UNIT,0.9728,0.9728,0.9728,0.9728,1.0506,0.0778,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02231330
a,02231329,02231329,FLUVOXAMINE MALEATE,Apo-Fluvoxamine 50mg Tab,APX,Apotex Inc.,UNIT,0.5410,0.5410,0.5410,0.5410,0.5843,0.0433,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02231329
a,01919369,01919369,FLUVOXAMINE MALEATE,Luvox 100mg Tab,BGP,BGP Pharma ULC,UNIT,2.0214,0.9728,2.0214,0.9728,2.1831,1.2103,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01919369
a,01919342,01919342,FLUVOXAMINE MALEATE,Luvox 50mg Tab,BGP,BGP Pharma ULC,UNIT,1.1241,0.5410,1.1241,0.5410,1.2140,0.6730,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=01919342
a,02255529,02255529,FLUVOXAMINE MALEATE,Teva-Fluvoxamine 50mg Tab,TEV,Teva Canada Limited,UNIT,0.5410,0.5410,0.5410,0.5410,0.5843,0.0433,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02255529
a,02255537,02255537,FLUVOXAMINE MALEATE,Teva-Fluvoxamine 100mg Tab,TEV,Teva Canada Limited,UNIT,0.9728,0.9728,0.9728,0.9728,1.0506,0.0778,YES,NO,YES,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02255537
a,00426849,00426849,FOLIC ACID,Folic Acid 5mg Tab,AAP,A A Pharma Inc.,UNIT,0.0404,0.0404,0.0404,0.0404,0.0436,0.0032,YES,NO,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00426849
a,00014966,00014966,FOLIC ACID,Folvite (Not a Benefit) 5mg Tab,LED,Lederle Division-of Cyanamid Canada Inc.,UNIT,N/A,N/A,nan,nan,nan,nan,YES,NO,NO,exfactory_missing_or_non_numeric;reimbursable_missing_or_non_numeric;amount_moh_pays_na,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=00014966
a,02245531,02245531,FONDAPARINUX SODIUM,Arixtra 2.5mg/0.5mL Inj Sol-Pref Syr 0.5mL Pk (Preservative Free),ASN,Aspen Pharma Trading Limited,PACK,12.8230,11.1944,12.8230,11.1944,13.8488,2.6544,YES,YES,NO,,https://www.formulary.health.gov.on.ca/formulary/detail.xhtml?drugId=02245531
