detail_url,product_name,product_type,manufacturer,administration_form,strengths_raw
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clonidine__bij_migraine_,Clonidine,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clopidogrel,Clopidogrel,"(als besilaat, als hydrochloride, als waterstofsulfaat)",Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clopidogrel_acetylsalicylzuur,Duoplavin,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clorazepinezuur,Tranxène,(di-K-zout),Neuraxpharm Netherlands BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clotrimazol__cutaan_,Canesten foot,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clotrimazol__vaginaal_,Canesten gyno 1 capsule/tablet,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/clozapine,Clozapine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cobicistat,Tybost,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cobimetinib,Cotellic,(als hemifumaraat),Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cocaine,Cocaïne Oogdruppels FNA,(hydrochloride),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/codeine,Bronchicum Extra Sterk Natterman,(als fosfaat),Cooper Consumer Health International,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/coffeine,Coffeïne injectie FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colchicine,Colchicine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colecalciferol,Colecalciferol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colesevelam,Cholestagel,(als hydrochloride),Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colestyramine,Colestyramine 'suikervrij',,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__inhalatie_,Colistin,(penta-Na-mesilaat),Teva Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/colistine__parenteraal_,Colistimethaat natrium,(methaatnatrium),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/collagenase,Novuxol,,Smith & Nephew Nederland cv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/conestat_alfa,Ruconest,,Pharming Groep nv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/corifollitropine_alfa,Elonva,,Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cortison,Cortison,(acetaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cotrimoxazol,Bactrimel,,Eumedica nv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/covid_19_mrna_vaccin__comirnaty_,Comirnaty LP.8.1,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/covid_19_subunitvaccin__bimervax_,Bimervax LP.8.1,,Hipra Human Health,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/crizotinib,Xalkori,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__nasaal_,Allergo-COMOD neusspray,(di-Na-zout),Ursapharm Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__oculair_,Allergo-COMOD oogdruppels,(di-Na-zout),Ursapharm Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cromoglicinezuur__systemisch_,Nalcrom,(di-Na-zout),Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/crovalimab,Piasky,,Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyanocobalamine__vitamine_b12_,Cyanocobalamine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclizine,Cyclizine zetpil FNA,(hydrochloride),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclofosfamide,Cyclofosfamide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyclopentolaat,Cyclogyl,(hydrochloride),Alcon Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyproteron,Androcur,(acetaat),Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cyproteron_ethinylestradiol,Cyproteron/ethinylestradiol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cytarabine,Cytarabine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cytisinicline,Decigatan,,Aflofarm Farmacja Polska Sp. z o.o.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/c/cytomegalovirus_immunoglobuline,Megalotect,,Twin Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dabigatran,Dabigatran,"(etexilaat, als mesilaat)",Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dabrafenib,Finlee,(als mesilaat),Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dacarbazine,Dacarbazine,(als citraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dacomitinib,Vizimpro,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daktp_hib_hepb_vaccin,Vaxelis,,MCM Vaccine,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dalbavancine,Xydalba,(als hydrochloride),Abbvie bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dalteparine,Fragmin,(Na-zout),Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/damoctocog_alfa_pegol,Jivi,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danaparoide,Orgaran,(Na-zout),Viatris Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danazol,Danatrol,,Memidis Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/danicopan,Voydeya,,Alexion Pharma Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__oraal_,Dantrium,(Na-zout),Norgine bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dantroleen__parenteraal_,Agilus,(Na-zout),Norgine bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapagliflozine,Forxiga,(als propaandiolmonohydraat),AstraZeneca bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapagliflozine_metformine,Xigduo,,AstraZeneca bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapoxetine,Priligy,(als hydrochloride),Menarini Benelux nv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dapson,Dapson,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daptomycine,Daptomycine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daratumumab,Darzalex,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darbepoetine_alfa,Aranesp,(alfa),Amgen bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darifenacine,Darifenacine,(als hydrobromide),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darolutamide,Nubeqa,,Bayer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darunavir,Darunavir,(als ethanolaat of als propyleenglycolaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darunavir_cobicistat,Rezolsta,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/darunavir_cobicistat_emtricitabine_tenofoviralafenamide,Symtuza,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dasatinib,Dasatinib,(als monohydraat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daunorubicine,Cerubidine,(als hydrochloride),Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/daunorubicine_cytarabine,Vyxeos,,Jazz Pharmaceuticals Nederland BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/decitabine,Dacogen,,Janssen-Cilag bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/decitabine_cedazuridine,Inaqovi,,Otsuka Pharmaceutical Netherlands BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deferasirox,Deferasirox,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deferipron,Ferriprox,,Chiesi Pharmaceuticals bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deferoxamine,Desferal,(mesilaat),Novartis Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/defibrotide,Defitelio,,Jazz Pharmaceuticals Nederland BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deflazacort,Deflazacort,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/degarelix,Degarelix,(als acetaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/demeclocycline,Ledermycin,(hydrochloride),EuroCept bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denguevaccin,Qdenga,,Takeda Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/denosumab,Denbrayce,,Xiromed,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deoxycholzuur,Belkyra,,Abbvie bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desfluraan,Suprane,,Baxter bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desloratadine,Aerius,,Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desmopressine,Desmopressine,(acetaat),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desogestrel,Cerazette,,Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/desoximetason,Desoximetason Bipharma,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/deucravacitinib,Sotyktu,,Bristol-Myers Squibb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason__intravitreaal_,Ozurdex,,Abbvie bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason__oculair_,Axium-opto,(fosfaat als di-Na-zout),Focus Care bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason__systemisch_,Dexamethason capsule FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason_chlooramfenicol_polymyxine_b__auriculair_,Dexamethason/Chlooramfenicol/Polymyxine B oordruppels FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason_chlooramfenicol_polymyxine_b__oculair_,Dexamethason/Chlooramfenicol/Polymyxine B oogdruppels FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason_framycetine_gramicidine__auriculair_,Sofradex,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason_framycetine_gramicidine__oculair_,Sofradex,,Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason_gentamicine,Dexagenta-POS,,Ursapharm Benelux bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason_levofloxacine,Ducressa,,Santen Oy,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamethason_tobramycine,Bradexa,,Rockmed Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexamfetamine,Attenfarm,(sulfaat),ORIFARM B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexketoprofen,Stadium,(als trometamolzout),Menarini Benelux nv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexmedetomidine,Dexdor,(als hydrochloride),Orion Corporation,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dexrazoxaan,Cardioxane,(als hydrochloride),Clinigen Healthcare Ltd.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dextran_hypromellose,Duratears,,Alcon Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diazepam,Diazepam,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diazoxide,Proglicem,,Merck Sharp & Dohme bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diclofenac__cutaan_,Diclofenac gel,(Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diclofenac__oculair_,Dicloabak,(natrium),Théa Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diclofenac__systemisch_,Diclofenac,(Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diclofenac_misoprostol,Arthrotec,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dienogest,Dienogest,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/difelikefalin,Kapruvia,(als acetaat),Vifor Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/difterie__acellulair_kinkhoest__tetanusvaccin,Boostrix,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/difterie__tetanus__poliovaccin,DTP-Vaccin,,Bilthoven Biologicals,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/digoxine,Lanoxin,,Aspen Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diltiazem,Diltiazem,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diltiazem__bij_anale_fissuur_,Diltiazemhydrochloride gel,(hydrochloride),Doorgeleverde bereiding,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dimethylfumaraat__bij_multiple_sclerose_,Dimethylfumaraat,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dimethylfumaraat__bij_psoriasis_,Skilarence,,Almirall bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dimethylsulfoxide,Dimethylsulfoxide vaselinecrème/oplossing FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dimeticon,Prioderm dimeticon lotion,,Viatris Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dinoproston,Prepidil,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dinutuximab_beta,Qarziba,,Eusa Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dipyridamol,Dipyridamol,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/diroximelfumaraat,Vumerity,,Biogen Netherlands,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/disopyramide,Ritmoforine,(als fosfaat),Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/distigmine,Ubretid,(bromide),Cheplapharm Arzneimittel GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/distikstofoxide__lachgas_,Distikstofoxide,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/distikstofoxide_zuurstof__lachgas_,distikstofoxide zuurstof,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/disulfiram,Antabus 'dispergette',,Aurobindo Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/ditranol,Ditranol Crème/Zalf FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/ditranol_salicylzuur,Ditranol-Salicylzuur Collodium FNA,,Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dobutamine,Dobutamine,(als hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/docetaxel,Docetaxel,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dolutegravir,Tivicay,(als natriumzout),ViiV Healthcare bv.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dolutegravir_abacavir_lamivudine,Triumeq,,ViiV Healthcare bv.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dolutegravir_lamivudine,Dovato,,ViiV Healthcare bv.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dolutegravir_rilpivirine,Juluca,,ViiV Healthcare bv.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/domperidon,Domperidon,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/donepezil,Donepezil,(hydrochloride),Eureco Pharma B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dopamine,Dopamine,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/doravirine,Pifeltro,,Merck Sharp & Dohme bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/doravirine_lamivudine_tenofovirdisoproxil,Delstrigo,,Merck Sharp & Dohme bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dornase_alfa,Pulmozyme,(recombinant humaan desoxyribonuclease = rhDNase),Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dorzolamide,Dorzolamide,(als hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dorzolamide_timolol,Cosopt,,Santen Oy,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dostarlimab,Jemperli,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dosulepine,Prothiaden,(hydrochloride),Teofarma Srl,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/doxazosine,Cardura,(als mesilaat),Viatris Netherlands bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/doxorubicine,Doxorubicine,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/doxorubicine_in_gepegyleerde_liposomen,Caelyx,"(hydrochloride, in gepegyleerde liposoomformulering)",Baxter bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/doxycycline,Doxycycline,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/doxylamine_pyridoxine,Navalit,,EFFIK Benelux NV/SA,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/droperidol,Dehydrobenzperidol,,Substipharm,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duivelsklauw,Vogel Atrosan,,A. Vogel,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dulaglutide,Trulicity,,Eli Lilly Nederland,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/duloxetine,Cymbalta,(als hydrochloride),Eli Lilly Nederland,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dupilumab,Dupixent,,Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/durvalumab,Imfinzi,,AstraZeneca bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dutasteride,Avodart,,GlaxoSmithKline bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/d/dydrogesteron,Duphaston,,Abbott bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/ebastine,Ebastine,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/echinacea,Vogel Echinaforce,,A. Vogel,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/echinacea_salieblad,Vogel keelspray,,A. Vogel,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/eculizumab,Epysqli,,Samsung Bioepis NL,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/edoxaban,Lixiana,(als tosilaat),Daiichi Sankyo Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/efanesoctocog_alfa,Altuvoct,,Swedish Orphan Biovitrum (Nederland) B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/efavirenz,Efavirenz,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/efedrine,Efedrine,(hydrochloride),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/efgartigimod_alfa,Vyvgart,,Argenx BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/eflornithine,Vaniqa,(als hydrochloride-monohydraat),Almirall bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/efmoroctocog_alfa,Elocta,,Swedish Orphan Biovitrum (Nederland) B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/eftrenonacog_alfa,Alprolix,(= recombinant factor IX),Swedish Orphan Biovitrum (Nederland) B.V.,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/elbasvir_grazoprevir,Zepatier,,Merck Sharp & Dohme bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/eletriptan,Eletriptan,(als hydrobromide),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/eliglustat,Cerdelga,(als tartraat),Sanofi,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/elosulfase_alfa,Vimizim,,BioMarin Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/elotuzumab,Empliciti,,Bristol-Myers Squibb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/elranatamab,Elrexfio,,Pfizer bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/eltrombopag,Eltrombopag,(als olamine),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emedastine,Emadine,,Immedica Pharma,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emicizumab,Hemlibra,,Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/empagliflozine,Jardiance,,Boehringer Ingelheim bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/empagliflozine_metformine,Synjardy,,Boehringer Ingelheim bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine,Emtriva,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine_tenofoviralafenamide,Descovy,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine_tenofoviralafenamide_elvitegravir_cobicistat,Genvoya,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine_tenofoviralafenamide_rilpivirine,Odefsey,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine_tenofovirdisoproxil,Emtricitabine/tenofovirdisoproxil,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine_tenofovirdisoproxil_efavirenz,Emtricitabine/tenofovirdisoproxil/efavirenz,,Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine_tenofovirdisoproxil_elvitegravir_cobicistat,Stribild,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/emtricitabine_tenofovirdisoproxil_rilpivirine,Eviplera,,Gilead Sciences bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/enalapril,Enalapril drank FNA,(maleaat),Formularium der Nederlandse Apothekers,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/enalapril_hydrochloorthiazide,Corenitec,,Organon Pharma BV,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/enalapril_lercanidipine,Lertec,,Recordati,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/encorafenib,Braftovi,,Pierre Fabre Benelux,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/enfortumab_vedotin,Padcev,,Astellas Pharma bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/enoxaparine,Enoxaparine,(Na-zout),Diverse fabrikanten,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/enoximon,Perfan,,Carinopharm GmbH,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/entacapon,Comtan,,Orion Corporation,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/entecavir,Baraclude,,Bristol-Myers Squibb,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/entrectinib,Rozlytrek,,Roche Nederland bv,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/e/enzalutamide,Xtandi,,Astellas Pharma bv,,
