IDLicitacion,NombreLicitacion,Tipo,Estado,FechaPublicacion,Descripcion,Moneda,TipoPresupuesto,TipoMonto,MontoLicitacion,Organismo
4587-15-L125,ADQUISICION DE INSTRUMENTAL Y OTROS PRODUCTOS,L1,Adjudicada a uno o varios proveedores,10/06/2025 18:33:48,SE REQUIERE ADQUISICION DE INSTRUMENTAL Y OTROS PRODUCTOS,CLP,PUBLICADO,DISPONIBLE,2.402.600,I MUNICIPALIDAD DE CABILDO
3690-10-LE25,IMÁGENES DIAGNOSTICAS PARA EL AÑO 2025,LE,Adjudicada a uno o varios proveedores,05/06/2025 15:37:55,"La Ilustre Municipalidad de Las Cabras a través del Departamento de salud, requiere contratar los servicios radiológicos para realizar atención a usuarios del CESFAM Las Cabras y Postas de Salud Rural. Esto con el fin de dar cumplimiento al apoyo Radiológico en la Atención Primaria de Salud, por el año 2025.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE LAS CABRAS
2790-63-L125,SERVICIO MANTENIMIENTO PREVENTIVO DE EQUIPOS CRÍTICOS - Readjudicada en Id 2790-63-R125,L1,Adjudicada a uno o varios proveedores,24/06/2025 13:18:00,SERVICIO MANTENIMIENTO PREVENTIVO DE EQUIPOS CRÍTICOS Y RELEVANTES DE LOS ESTABLECIMIENTOS DE SALUD DE PAINE 2025-2026 / SC N°206 10.06.2025- DESAM.-,CLP,PUBLICADO,DISPONIBLE,6.800.000,I MUNICIPALIDAD DE PAINE
1148-54-O124,"AIF MEJ. Y AMPL. SAPR LA VICTORIA ALTA, VILCUN",O1,Adjudicada a uno o varios proveedores,09/08/2024 17:45:06,"AIF MEJORAMIENTO Y AMPLIACION SISTEMA APR LA VICTORIA ALTA, VILCUN. ",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
3231-124-L125,"ADQUISICION DE MOBILIARIO PARA SEDE CALETA BLANCA Y ESTADIO MUNICIPAL, SEGUN TERMINOS DE REFERENCIA Y BASES ADJUNTAS.",L1,Adjudicada a uno o varios proveedores,03/07/2025 15:03:00,"ADQUISICION DE MOBILIARIO PARA SEDE CALETA BLANCA Y ESTADIO MUNICIPAL, SEGUN TERMINOS DE REFERENCIA Y BASES ADJUNTAS.",CLP,PUBLICADO,ESTIMADO,2.900.000,I MUNICIPALIDAD DE PELLUHUE
2926-5-LE25,PROGRAMA RESOLUTIVIDAD EN APS 2025 CHAÑARAL,LE,Adjudicada a uno o varios proveedores,27/05/2025 13:03:38,"SER  REQUIERE  REALIZAR OPERATIVO EN COMUNA DE CHAÑARAL, CESFAM DR. LUIS  HERRERA  ROJAS DE: 200 ATENCIONES CANASTA OFTALMOLÓGICA 40 ATENCIONES CANASTA OTORRINOLARINGOLÓGICA  AÑO 2025",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CHANARAL
2785-38-LE25,Nuevo llamado Cursos de formación orientados a fortalecer las competencias de líderes y dirigentes en el ámbito de la gestión organizacional y comunitario,LE,Adjudicada a uno o varios proveedores,09/05/2025 10:25:07,"Se requiere contratar de un proveedor que imparta una serie de cursos orientados a fortalecer las competencias de líderes y dirigentes en el ámbito de la gestión organizacional y comunitaria, en la comuna de San Pedro de la Paz. Estos cursos se enfocarán en la integración de las tecnologías de información y comunicación (TIC), en la formación de líderes y en la promoción del liderazgo comunitario con una perspectiva de género.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ
3047-27-LE25,TENIDAS IMPERMEABLES PARKAS Y PANTALÓN,LE,Adjudicada a uno o varios proveedores,12/06/2025 12:07:42,SATISFACER LA NECESIDAD DE LA ACADEMIA POLITÉCNICA NAVAL.,CLP,PUBLICADO,DISPONIBLE,13.000.000,DIRECCION DE ABASTECIMIENTO DE LA ARMADA
1469-98-LE25,SILLAS PARA CENTRO DE EXTENSIÓN - UTALCA,LE,Adjudicada a uno o varios proveedores,30/05/2025 10:49:07,"La presente licitación pública tiene por objeto la provisión e instalación de sillas modelo Alba, según describe las bases técnicas de este documento. Las sillas por adquirir tienen la finalidad de instalarse en el Centro de Extensión de la Universidad de Talca para brindar apoyo a las actividades desarrolladas por los comités que sesionan en dicho lugar.",CLP,PUBLICADO,ESTIMADO,14.050.000,UNIVERSIDAD DE TALCA
1030-23-LE25,Tubos Saneamiento de HDPE,LE,Adjudicada a uno o varios proveedores,25/06/2025 08:03:12,"TUBOS PARA OBRAS DE SANEAMIENTO DE HDPE DE DIAMETRO 0.60 METROS POR 10 METROS, CORRUGADOS PARA DRENAJE PLUVIAL, DOBLE PARED (PARED INTERIOR LISA + EXTERIOR CORRUGADA), DENSIDAD (PE100) >0,945 KG/M3",CLP,PUBLICADO,ESTIMADO,12.000.000,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
2548-31-LE25,SERVICIOS DE IMPRENTA DE DISTINTOS TIPOS DE CARNET,LE,Adjudicada a uno o varios proveedores,11/06/2025 16:33:35,"SERVICIOS DE IMPRENTA DE DISTINTOS TIPOS DE CARNET, TALONARIO, TARJETA Y AGENDA DE SALUD USUARIOS ECICEP PARA ESTABLECIMIENTOS DE SALUD DE LA COMUNA DE PADRE LAS CASAS",CLP,PUBLICADO,DISPONIBLE,15.000.000,I MUNICIPALIDAD DE PADRE LAS CASAS
3798-7-LE25,SERVICIO DE TOPOGRAFÍA DIVERSOS SECTORES COMUNA DE EMPEDRADO ILUSTRE MUNICIPALIDAD DE EMPEDRADO,LE,Adjudicada a uno o varios proveedores,14/02/2025 12:50:00,"Servicios especializados para el levantamiento topográfico de diversos terrenos de propiedad de la I. Municipalidad de Empedrado, SEGÚN DOCUMENTACIÓN ADJUNTA",CLP,PUBLICADO,DISPONIBLE,15.000.000,I MUNICIPALIDAD DE EMPEDRADO
1502-17-O124,"CONST CANALIZACION QDA PAIPOTE, ETAPA III",O1,Adjudicada a uno o varios proveedores,31/12/2024 19:00:00,"La necesidad dar continuidad a las obras en Quebrada Paipote, las cuales por razones de asignación presupuestaria, se han ido realizando por Etapas, y resulta necesario ir empalmando las etapas ejecutadas a la fecha, a fin que no se produzcan desborden en las zonas intermedias de la canalización proyectada en toda su longitud. ",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
1423921-10-LE25,Adquisición de materiales de construcción,LE,Adjudicada a uno o varios proveedores,05/06/2025 18:00:50,"La Dirección de Vialidad requiere adquisición de los siguientes materiales para construcción de losa sobre cajones en camino SR-N-309 Cruce N-31 Los Monos - Las Mercedes - Cruce N-315 El Valiente km 11,7, comuna de San Fabián, Provincia de Punilla, Región de Ñuble, para dar cumplimiento al programa de Conservación por Administración Directa año 2025.",CLP,PUBLICADO,ESTIMADO,25.000.000,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
2378-34-LP25,AUDITORIA EXTERNA FINANCIERA Y PRESUPUESTARIA,LP,Adjudicada a uno o varios proveedores,16/04/2025 16:07:00,"Las presentes bases reglamentan la propuesta pública denominada “AUDITORIA EXTERNA DE LA SITUACIÓN FINANCIERA Y PRESUPUESTARIA PERÍODO 2021 - 2024, MUNICIPALIDAD DE LA FLORIDA”. La presente licitación tiene por objeto contratar el Servicio de Auditoría Externa a los Estados Financieros de los años 2021, 2022, 2023 y 2024 y elaboración de un Informe de Auditoría de conformidad con los estándares internacionales, cumpliendo con el marco normativo.",CLP,PUBLICADO,ESTIMADO,70.000.000,I MUNICIPALIDAD DE LA FLORIDA
634-57-LE25,Frazadas y Colchones para Funcionarios Año 2025,LE,Adjudicada a uno o varios proveedores,02/04/2025 10:51:32,"APRUEBA BASES ADMINISTRATIVAS Y TÉCNICAS PARA LA ADQUISICIÓN, POR LÍNEAS, DE COLCHONES Y FRAZADAS PARA FUNCIONARIOS AÑO 2025 E1O2RT9",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,DIRECCION GENERAL DE GENDARMERIA DE CHIL
2333-33-LE25,CONTROLADOR DE SEMAFOROS,LE,Adjudicada a uno o varios proveedores,23/06/2025 10:47:00,"LA NECESIDAD DE ADQUIRIR CONTROLADOR DE SEMAFOROS, PARA INTERSECCIÓN DE CALLES JANUARIO ESPINOZA CON kURT MÓLLER, SOLICITADO POR SERVICIO Y MANTENCIÓN /TALLER ELECTRICO DE LA DIRECCIÓN DE SERVICIOS GENERALES SEGUN ORDEN DE PEDIDO N°17817.",CLP,PUBLICADO,DISPONIBLE,9.000.000,I MUNICIPALIDAD DE LINARES
2736-25-R125,Insumos Quirúrgicos Veterinarios,LE,Adjudicada a uno o varios proveedores,16/06/2025 17:51:06,Insumos Quirúrgicos Veterinarios para Usuarios Fomento productivo y Veterinaria Municipal. Solicita Sr. Gerardo Hidalgo Cerda Jefe de Fomento Productivo. OC CALM.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE ANGOL
3710-53-L125,INSUMOS MEDICOS JUNIO 2025,L1,Adjudicada a uno o varios proveedores,16/06/2025 14:44:00,INSUMOS MEDICOS JUNIO 2025 SEGUN SP-389/FAR,CLP,PUBLICADO,DISPONIBLE,3.000.000,I MUNICIPALIDAD DE VICTORIA
3730-59-L125,CONTRATACIÓN SERVICIO PARA EJECUCIÓN DE ACTIVIDAD AL PROYECTO FORTALECIMIENTO DEL CAPITAL SOCIAL DEL PLAN DE GESTIÓN SOCIAL QMB,L1,Adjudicada a uno o varios proveedores,26/06/2025 10:11:36,Contratación servicio para ejecución de actividad correspondiente  al proyecto   fortalecimiento del capital social del plan de gestión social QMB Manuel Rodriguez. Solicitado por Secplan - QMB.,CLP,PUBLICADO,DISPONIBLE,2.000.000,I MUNICIPALIDAD DE CHIMBARONGO
2785-52-L125,"SDA 4794 SERVICIO DE RETIRO, TRASLADO Y ELIMINACIÓN DE MATERIAL CORTO PUNZANTE, RESIDUOS ESPECIALES Y RESIDUOS PATOLÓGICOS DESDE CENTRO VETERINARIO MUNICIPAL",L1,Adjudicada a uno o varios proveedores,24/06/2025 13:29:58,"SERVICIO DE RETIRO, TRASLADO Y ELIMINACIÓN DE MATERIAL CORTO PUNZANTE, RESIDUOS ESPECIALES Y RESIDUOS PATOLÓGICOS DESDE CENTRO VETERINARIO MUNICIPAL, SEGUN REQUERIMIENTOS TECNICOS MINIMOS INDICADOS EN LAS PRESENTES BASES",CLP,PUBLICADO,DISPONIBLE,2.500.000,I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ
1063538-64-LR25,CONVENIO INTERVENCIONES QUIRÚRGICAS DE MARCAPASOS,LR,Adjudicada a uno o varios proveedores,09/05/2025 09:53:24,"El Hospital Base San José Osorno, en adelante también el “Hospital”, requiere generar un convenio que permita contratar servicio de intervenciones quirúrgicas de implantación de marcapaso, y cambio de generador de marcapaso para pacientes beneficiarios, de acuerdo con las condiciones establecidas en las presentes bases administrativas, económicas, técnicas y sus anexos. La forma de la presente licitación pública corresponde a aquella adquisición mayor o igual a 5.000 UTM.",CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 5.000 UTM,HOSPITAL BASE OSORNO
3232-34-LE25,LICENCIAS DE CONDUCIR CON SOBRE TERMOSELLABLE – DI,LE,Adjudicada a uno o varios proveedores,13/06/2025 16:39:00,LICENCIAS DE CONDUCIR CON SOBRE TERMOSELLABLE – DIRECCIÓN DE TRÁNSITO SC 82951- TRANSITO,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE SANTO DOMINGO
949-1-L125,"Servicio de producción para Plan 2025 de Formación Ciudadana con foco en Sustentabilidad Ambiental y Cambio Climático, Mineduc Atacama.",L1,Adjudicada a uno o varios proveedores,19/06/2025 10:12:00,"Secreduc Atacama, requiere contratar el servicio de productora para jornada de Plan 2025 de Formación Ciudadana con foco en Sustentabilidad Ambiental y Cambio Climático, Mineduc Atacama, a realizar el 04 de agosto en la Ciudad de Copiapó.",CLP,PUBLICADO,DISPONIBLE,4.500.000,SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA
977274-4-LE25,Adquisición tintas y tóner para las Enf. dela MZSC,LE,Adjudicada a uno o varios proveedores,13/06/2025 14:27:18,"La presente Licitación tiene como objetivo la adquisición de tintas y tóner para las enfermerías de la MZS “Concepción, con el fin de garantizar el normal funcionamiento de estas Instalaciones de Salud.",CLP,PUBLICADO,DISPONIBLE,11.550.000,COMANDO DE APOYO A LA FUERZA
4809-41-LE25,BARRERAS METÁLICAS SIMPLE DOBLE ONDA GALVANIZADA.,LE,Adjudicada a uno o varios proveedores,13/06/2025 15:44:00,Adquisición de BARRERAS METÁLICAS GALVANIZADA. para los trabajos de  Administracion directa de la Dirección de Vialidad Provincia de Cautín.,CLP,PUBLICADO,ESTIMADO,35.298.156,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
1057489-184-LE25,Convenio de Suministro de Gel Point Laparoscópico por 36 meses para Hospital del Salvador ,LE,Adjudicada a uno o varios proveedores,06/05/2025 12:45:11,"Que, el Hospital del Salvador necesita contar con un Convenio de Suministro de Gel Point Laparoscópico por 36 meses para Hospital del Salvador con la finalidad de satisfacer de manera adecuada y eficiente la labor asistencial    Que, por la cuantía determinada, la presente licitación se ubica en el tramo para aquellas contrataciones iguales o superiores a 100 UTM e inferiores a 1.000 UTM, en conformidad al Artículo 36º del Reglamento de la Ley Nº19.886   Que, hechas las consultas respectivas, la provisión de Convenio de Suministro de Gel Point Laparoscópico por 36 meses para Hospital del Salvador no se encuentra disponible por Convenio Marco ofrecidos en el Sistema de Información de la Dirección de Compras, www.mercadopublico.cl   Que, estas compras están vinculadas a los proyectos 1057489-127-PC25//PABELLON VARIOS, correspondiente al plan anual de compras del año 2025  ",CLP,PUBLICADO,ESTIMADO,36.000.000,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR
2010-44-O124,"EST.ING.MEJORAMIENTO RUTA F-830,LA DRAGA-CASABLANC",O1,Adjudicada a uno o varios proveedores,27/11/2024 11:35:00,SE CONTEMPLA EL ESTUDIO Y ANALISIS TÉCNICO DEL MEJORAMIENTO INTEGRAL DE LA RUTA F-830,CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
5586-108-LE25,JG CONTRATO DE SUMINISTRO DEL SERVICIO DE  ENVÍO DE CARTA CERTIFICADA DOCUMENTO Y  PAQUETERÍA EXPRESS PARA EL INSTITUTO DE  INFORMÁTICA EDUCATIVA DE LA UNIVERSIDAD  DE LA FRONTERA,LE,Adjudicada a uno o varios proveedores,01/07/2025 09:45:15,"CONTRATO DE SUMINISTRO DEL SERVICIO DE  ENVÍO DE CARTA CERTIFICADA, DOCUMENTO Y  PAQUETERÍA EXPRESS PARA EL INSTITUTO DE  INFORMÁTICA EDUCATIVA DE LA UNIVERSIDAD  DE LA FRONTERA",CLP,PUBLICADO,DISPONIBLE,45.000.000,UNIVERSIDAD DE LA FRONTERA
1507-9-O124,Conservación Servicio  Sanitario Rural Copiulemu,O1,Adjudicada a uno o varios proveedores,14/05/2024 09:06:00,"Conservación Servicio Sanitario Rural de Copiulemu, comuna de Florida",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
4476-22-LE25,INSUMOS PARA CENTRO DE COSTO ESTERILIZACIÓN DEL CESFAM DE ROMERAL,LE,Adjudicada a uno o varios proveedores,18/06/2025 17:08:46,INSUMOS PARA CENTRO DE COSTO ESTERILIZACIÓN DEL CESFAM DE ROMERAL,CLP,PUBLICADO,DISPONIBLE,12.112.534,I.MUNICIPALIDAD DE ROMERAL
1725-108-LP25,CO-DISEÑO IMPLEMENTACIÓN Y ASESORÍA PARA PROYECTO DE BIENESTAR INTEGRAL COMUNITARIO CECREA.,LP,Adjudicada a uno o varios proveedores,22/05/2025 18:40:06,"CO-DISEÑO, IMPLEMENTACIÓN Y ASESORÍA PARA PROYECTO DE BIENESTAR INTEGRAL COMUNITARIO CECREA.",CLP,PUBLICADO,DISPONIBLE,93.000.000,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES
5067-115-L125,Adquisición de peluches león usachín y poleras con logo institucional - CDP 84264 CC 120,L1,Adjudicada a uno o varios proveedores,30/06/2025 17:27:01,La Vicerrectoría de vinculación con el Medio de la Universidad de Santiago de Chile requiere de peluches de león usachín y poleras con logo institucional para tienda Usach. ,CLP,PUBLICADO,DISPONIBLE,2.250.000,UNIVERSIDAD DE SANTIAGO DE CHILE
3573-21-LE25,ESTERILIZACIONES PARA CANINOS Y FELINOS 2025,LE,Adjudicada a uno o varios proveedores,16/06/2025 13:34:56,REALIZAR 600 ESTERILIZACIONES POR UN PERIODO DE 4 MESES,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE PANGUIPULLI
2789-28-L125,"“MATERIALES PARA TP CONECTIVIDAD Y REDES,  LICEO GREGORIO MORALES M.”.",L1,Adjudicada a uno o varios proveedores,17/06/2025 09:55:00,"SE REQUIERE LA ADQUISICION DE MATERIALES PARA TP CONECTIVIDAD Y REDES, LICEO GREGORIO MORALES M., COMUNA DE PAINE. S/SOLICITUD DE COMPRA N°89/02.06.2025. ",CLP,PUBLICADO,ESTIMADO,5.447.358,I MUNICIPALIDAD DE PAINE
2782-16-LE25,MESAS CAMPING CON QUITASOL MADERA LICEO PULMAHUE,LE,Adjudicada a uno o varios proveedores,04/07/2025 11:07:55,NECESIDAD DEL SERVICIO,CLP,PUBLICADO,DISPONIBLE,10.500.000,I MUNICIPALIDAD DE LA LIGUA
2345-58-LE25,ADQUISICIÓN DE LICENCIAS ADOBE,LE,Adjudicada a uno o varios proveedores,22/05/2025 18:45:29,"El objetivo de este proceso de licitación es adquirir licencias Adobe, las que serán utilizadas por los funcionarios de la Municipalidad de Las Condes en el ejercicio de sus funciones. Lo anterior, según lo que se describe en las presentes Bases de Licitación.",CLP,PUBLICADO,ESTIMADO,20.000.000,I MUNICIPALIDAD DE LAS CONDES
761391-154-LE25,DE-22-DIPLOMADO EN GESTIÓN Y PLANIFICACIÓN ESTRATÉGICA,LE,Adjudicada a uno o varios proveedores,27/06/2025 13:04:17,DE-22-DIPLOMADO EN GESTIÓN Y PLANIFICACIÓN ESTRATÉGICA,CLP,PUBLICADO,ESTIMADO,6.900.000,FUERZA AEREA DE CHILE COMANDO LOGISTICO
621-428-LR25,AP. ALGINATO PLATA 9 A 11 X 9 A 11 CM 1000021140,LR,Adjudicada a uno o varios proveedores,22/04/2025 14:26:30,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,759.053.893,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
621-316-LR25,GLIBENCLAM.METFOR. 5500 MG CM CM REC 1000020878,LR,Adjudicada a uno o varios proveedores,31/03/2025 15:59:46,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,517.587.207,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
933-20-LE25,Serv. de Transporte Prog. Competencia Federada,LE,Adjudicada a uno o varios proveedores,25/06/2025 12:50:32,Servicio de Transporte Programa Competencia Federada,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,INSTITUTO NACIONAL DE DEPORTES DE CHILE
4076-117-LE25,ADQ. ADJUSTERS Y OTROS AVIONES B200 PREF. AEREA,LE,Adjudicada a uno o varios proveedores,22/05/2025 05:53:59,"Materializar la adquisición de adjusters y otros para aviones B200 de cargo de la Prefectura Aérea de Carabineros de Chile, de acuerdo a bases de licitación.",USD,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,DIRECCION DE LOGISTICA DE CARABINEROS
3887-28-L125,CONTRTO DE SUMINISTRO MANTENCION ASCENSOR MUSEO MU,L1,Adjudicada a uno o varios proveedores,25/06/2025 16:14:00,"SE REQUIERE PROVEER AL MUNICIPIO DE UN CONTRATO DE SUMINISTRO PARA LA MANTENCION DE ASCENSOR E.D.L., 2 L PARA EL MUSEO HISTORICO DE VILLARRICA, SEGUN FICHA TECNICA  Y DEMAS  ANTECEDENTES ADJUNTOS.",CLP,PUBLICADO,ESTIMADO,2.100.000,I MUNICIPALIDAD DE VILLARRICA
2173-14-LE25,3168-43-PC25_Servicio mantención de áreas verdes,LE,Adjudicada a uno o varios proveedores,30/04/2025 17:11:47,"3168-43-PC25_Servicio de mantención de áreas verdes y jardines existentes en edificios Inmaculada Concepción N°149, Colina, Av. San Martin N° 521, Colina, Interprovincial N° 130, Colina.",CLF,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,CORP ADMINISTRATIVA DEL PODER JUDICIAL
1464-53-LE25,Reactivos Laboratorio 2025,LE,Adjudicada a uno o varios proveedores,02/07/2025 16:54:13,Cotizar Reactivos de Laboratorio con entrega Inmediata para el Hospital de Parral,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,SERVICIO DE SALUD DEL MAULE HOSPITAL DE PARRAL
2366-24-LE25,BANQUETAS DE ESPERAS METÁLICA 3 Y 4 CUERPOS,LE,Adjudicada a uno o varios proveedores,26/05/2025 13:17:29,"Adquirir sillas para sala de espera tipo banquetas, para renovar el mobiliario que se encuentra en mal estado y cubrir las necesidades en diferentes unidades y sectores de todos los Cesfam y Unidad Rural",CLP,PUBLICADO,DISPONIBLE,67.365.900,I MUNICIPALIDAD DE ARICA
1058095-65-LE25,REPOSICIÓN MEDICAMENTOS PARA 3 MESES 19,LE,Adjudicada a uno o varios proveedores,01/07/2025 13:39:29,"COTIZAR: PRECIOS UNITARIOS NETOS, SOLO COTIZAR PRODUCTOS CON STOCK PARA DESPACHO INMEDIATO, Y CON VENCIMIENTO MAYOR A 12 MESES, INDICAR FACTOR EMPAQUE EN CADA LÍNEA COTIZADA E INDICAR EL NOMBRE DE LA MARCA OFERTADA.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO
3047-26-LE25,PRODUCTOS QUIMICOS PARA PISCINA,LE,Adjudicada a uno o varios proveedores,19/06/2025 12:50:44,ADQUIRIR PRODUCTOS QUIMICOS PARA PISCINA HYATT,CLP,PUBLICADO,DISPONIBLE,10.516.931,DIRECCION DE ABASTECIMIENTO DE LA ARMADA
2069-75-LP25,JMO SUMINISTRO DE SOLUCION EN FRIO BELZER PARA HBL,LP,Adjudicada a uno o varios proveedores,22/04/2025 10:38:31,"La presente Licitación comprenderá una línea de producto la cual se individualiza en cuadro siguiente indicando además a modo referencial un estimativo de las unidades consumidas mensualmente por el hospital. Así mismo el presente proceso tiene por objetivo fijar precios de compra para la línea de producto, para el periodo de duración del contrato 24 meses y de esta manera satisfacer la demanda del Servicio de farmacia perteneciente al Hospital Barros Luco Trudeau, de tal forma que el flujo de suministro se efectúe de manera eficiente.",CLP,PUBLICADO,DISPONIBLE,129.948.000,SERVICIO DE SALUD METROPOLITANO SUR HOSP
966539-20-LE25,REPOSICION CIERRE PERIMETRAL BODEGA MUNICIPAL MARCHIGUE ,LE,Adjudicada a uno o varios proveedores,18/06/2025 12:08:51,"SE REQUIERE CONTRATAR LA EJECUCION DEL SERVICIO DENOMINADO REPOSICION CIERRE PERIMETRAL BODEGA MUNICIPAL, MARCHIGUE",CLP,PUBLICADO,DISPONIBLE,18.000.000,I MUNICIPALIDAD DE MARCHIGUE
1113159-24-L125,INSUMOS DENTAL,L1,Adjudicada a uno o varios proveedores,25/06/2025 15:50:25,INSUMOS DENTAL,CLP,PUBLICADO,DISPONIBLE,1.000.000,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M
894863-50-O125,CONSERVACION VIVIENDAS ADULTO MAYOR LIMARI,O1,Adjudicada a uno o varios proveedores,06/06/2025 11:09:27,"CONSERVACION VIVIENDAS ADULTO MAYOR 2025, AGRUPACION LIMARI",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,SERVICIO DE VIVIENDA Y URBANIZACION IV REGION
1507-14-O124,"ENROCADO RIBERA ESTERO, DESEMBANQUE Y PERF. ARAUCO",O1,Adjudicada a uno o varios proveedores,28/06/2024 08:13:00,DESEMBANQUE Y PERFILAMIENTOS EN ENROCADO RIBERA DERECHA EN ESTERO EL PERAL CONTULMO Y RIO  LARAQUETE COM. DE ARAUCO,CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
4559-41-LE25,MODULAR CESFAM LOS ÁLAMOS,LE,Adjudicada a uno o varios proveedores,27/06/2025 16:13:09,"Habilitar espacios de atención en CESFAM Los Álamos, para dar cumplimiento al Programa de Mejoramiento Integral.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL
3019-15-L125,FARMACOS SUPLEMENTOS Y VITAMINAS,L1,Adjudicada a uno o varios proveedores,26/06/2025 11:39:22,"ADQUISICIÓN DE FÁRMACOS, PARA EL ABASTECIMIENTO DE LOS CENTROS DE SALUD DE LOTA, POR 3 MESES. SOLICITADOS POR Q.F. DROGUERÍA DAS, EN DOCUMENTO 82.",CLP,NO PUBLICADO,ESTIMADO,Menor a 100 UTM,I MUNICIPALIDAD DE LOTA
1067476-4-LE25,JORNADA NACIONAL DE PLANIFICACIÓN - SNPCI 2025,LE,Adjudicada a uno o varios proveedores,09/06/2025 16:22:58,"Producir la “Jornada Nacional de la Subdirección de Patrimonio Cultural Inmaterial 2025, en la Comuna de Santiago” organizado por la Subdirección de Patrimonio Cultural Inmaterial del Servicio Nacional del Patrimonio",CLP,PUBLICADO,ESTIMADO,30.000.000,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL
621-450-LR25,DOXORUBICINA 2MGML SOL. INYEC FAM 25ML 1000020710,LR,Adjudicada a uno o varios proveedores,24/04/2025 15:21:19,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,588.181.356,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
