detail_url,brand_full,brand_name,pack_presentation,ddd_text,currency,price_per_day,price_per_week,price_per_month,price_per_six_months,reimbursed_per_day,extra_payment_per_day,table_type,unit_type,unit_amount
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"BASITRIN , 533 μl INJECTIEVLOEISTOF 37,5 mg / ml",BASITRIN,"533 μl INJECTIEVLOEISTOF 37,5 mg / ml",,€,18.75,,,,18.75,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"BASITRIN , 467 μl INJECTIEVLOEISTOF 37,5 mg / ml",BASITRIN,"467 μl INJECTIEVLOEISTOF 37,5 mg / ml",,€,19.14,,,,19.14,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"BASITRIN , 667 μl INJECTIEVLOEISTOF 37,5 mg / ml",BASITRIN,"667 μl INJECTIEVLOEISTOF 37,5 mg / ml",,€,20.2,,,,20.2,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"BASITRIN , 600 μl INJECTIEVLOEISTOF 37,5 mg / ml",BASITRIN,"600 μl INJECTIEVLOEISTOF 37,5 mg / ml",,€,22.23,,,,22.23,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"BASITRIN , 800 μl INJECTIEVLOEISTOF 37,5 mg / ml",BASITRIN,"800 μl INJECTIEVLOEISTOF 37,5 mg / ml",,€,25.1,,,,25.1,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,15 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,15 ml INJECTIEVLOEISTOF 50 mg / ml",,€,10.29,,,,10.29,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,2 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,2 ml INJECTIEVLOEISTOF 50 mg / ml",,€,13.72,,,,13.72,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,25 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,25 ml INJECTIEVLOEISTOF 50 mg / ml",,€,17.16,,,,17.16,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,3 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,3 ml INJECTIEVLOEISTOF 50 mg / ml",,€,18.87,,,,18.87,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,4 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,4 ml INJECTIEVLOEISTOF 50 mg / ml",,€,21.03,,,,21.03,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,5 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,5 ml INJECTIEVLOEISTOF 50 mg / ml",,€,21.77,,,,21.77,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,45 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,45 ml INJECTIEVLOEISTOF 50 mg / ml",,€,23.25,,,,23.25,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,35 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,35 ml INJECTIEVLOEISTOF 50 mg / ml",,€,23.96,,,,23.96,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,55 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,55 ml INJECTIEVLOEISTOF 50 mg / ml",,€,25.64,,,,25.64,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,6 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,6 ml INJECTIEVLOEISTOF 50 mg / ml",,€,34.03,,,,34.03,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,15 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,15 ml INJECTIEVLOEISTOF 50 mg / ml",,€,10.29,,,,10.29,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,2 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,2 ml INJECTIEVLOEISTOF 50 mg / ml",,€,13.72,,,,13.72,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,3 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,3 ml INJECTIEVLOEISTOF 50 mg / ml",,€,16.67,,,,16.67,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,25 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,25 ml INJECTIEVLOEISTOF 50 mg / ml",,€,17.16,,,,17.16,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,4 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,4 ml INJECTIEVLOEISTOF 50 mg / ml",,€,18.98,,,,18.98,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,35 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,35 ml INJECTIEVLOEISTOF 50 mg / ml",,€,20.38,,,,20.38,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,5 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,5 ml INJECTIEVLOEISTOF 50 mg / ml",,€,20.39,,,,20.39,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,45 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,45 ml INJECTIEVLOEISTOF 50 mg / ml",,€,22.54,,,,22.54,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,6 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,6 ml INJECTIEVLOEISTOF 50 mg / ml",,€,25.33,,,,25.33,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"INJEXATE , 0,55 ml INJECTIEVLOEISTOF 50 mg / ml",INJEXATE,"0,55 ml INJECTIEVLOEISTOF 50 mg / ml",,€,25.64,,,,25.64,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,15 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,15 ml INJECTIEVLOEISTOF 50 mg / ml",,€,10.29,,,,10.29,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,2 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,2 ml INJECTIEVLOEISTOF 50 mg / ml",,€,13.72,,,,13.72,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,3 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,3 ml INJECTIEVLOEISTOF 50 mg / ml",,€,16.86,,,,16.86,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,25 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,25 ml INJECTIEVLOEISTOF 50 mg / ml",,€,17.16,,,,17.16,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,4 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,4 ml INJECTIEVLOEISTOF 50 mg / ml",,€,19.19,,,,19.19,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,35 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,35 ml INJECTIEVLOEISTOF 50 mg / ml",,€,20.61,,,,20.61,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,5 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,5 ml INJECTIEVLOEISTOF 50 mg / ml",,€,20.63,,,,20.63,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,45 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,45 ml INJECTIEVLOEISTOF 50 mg / ml",,€,22.7,,,,22.7,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT , 0,6 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT,"0,6 ml INJECTIEVLOEISTOF 50 mg / ml",,€,25.52,,,,25.52,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,15 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,15 ml INJECTIEVLOEISTOF 50 mg / ml",,€,10.29,,,,10.29,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,2 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,2 ml INJECTIEVLOEISTOF 50 mg / ml",,€,13.72,,,,13.72,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,3 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,3 ml INJECTIEVLOEISTOF 50 mg / ml",,€,16.86,,,,16.86,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,25 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,25 ml INJECTIEVLOEISTOF 50 mg / ml",,€,17.16,,,,17.16,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,4 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,4 ml INJECTIEVLOEISTOF 50 mg / ml",,€,19.19,,,,19.19,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,35 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,35 ml INJECTIEVLOEISTOF 50 mg / ml",,€,20.6,,,,20.6,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,5 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,5 ml INJECTIEVLOEISTOF 50 mg / ml",,€,20.63,,,,20.63,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,45 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,45 ml INJECTIEVLOEISTOF 50 mg / ml",,€,22.7,,,,22.7,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_inflammatoire_aandoening_,"METOJECT PEN , 0,6 ml INJECTIEVLOEISTOF 50 mg / ml",METOJECT PEN,"0,6 ml INJECTIEVLOEISTOF 50 mg / ml",,€,25.51,,,,25.51,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_tumoren_,"GENERIEK , 5 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml",GENERIEK,5 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml,,€,39.58,,,,39.58,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_tumoren_,"GENERIEK , 10 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml",GENERIEK,10 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml,,€,79.18,,,,79.18,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_tumoren_,"GENERIEK , 50 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml",GENERIEK,50 ml CONCENTRAAT VOOR OPLOSSING VOOR INFUSIE 100 mg / ml,,€,395.93,,,,395.93,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_tumoren_,"EMTHEXATE , 10 ml INJECTIEVLOEISTOF 100 mg / ml",EMTHEXATE,10 ml INJECTIEVLOEISTOF 100 mg / ml,,€,79.93,,,,79.93,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_tumoren_,"EMTHEXATE , 50 ml INJECTIEVLOEISTOF 100 mg / ml",EMTHEXATE,50 ml INJECTIEVLOEISTOF 100 mg / ml,,€,399.65,,,,399.65,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methotrexaat__bij_tumoren_,"EMTHEXATE , 2 ml INJECTIEVLOEISTOF 2,5 mg / ml",EMTHEXATE,"2 ml INJECTIEVLOEISTOF 2,5 mg / ml",,€,6.53,,,,1.16,5.37,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 100 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 100 μg / ml",,€,60.54,,,,0.0,60.54,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 167 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 167 μg / ml",,€,94.42,,,,0.0,94.42,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 250 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 250 μg / ml",,€,141.52,,,,0.0,141.52,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 333 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 333 μg / ml",,€,164.03,,,,0.0,164.03,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 400 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 400 μg / ml",,€,237.86,,,,0.0,237.86,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 500 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 500 μg / ml",,€,282.87,,,,0.0,282.87,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,6 ml INJECTIEVLOEISTOF 600 μg / ml",MIRCERA,"0,6 ml INJECTIEVLOEISTOF 600 μg / ml",,€,681.64,,,,0.0,681.64,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 667 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 667 μg / ml",,€,374.92,,,,0.0,374.92,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methoxypolyethyleenglycol_epoetine_beta,"MIRCERA , 0,3 ml INJECTIEVLOEISTOF 833 μg / ml",MIRCERA,"0,3 ml INJECTIEVLOEISTOF 833 μg / ml",,€,468.61,,,,0.0,468.61,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylaminolevulinaat,"METVIX ,
        CREME 160 mg /G",METVIX,CREME 160 mg /G,,€,,,,,82.17,19.85,dermatica,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methyldopa,"GENERIEK ,
        TABLET 125 mg",GENERIEK,TABLET 125 mg,1 g,€,4.2,29.4,126.0,764.4,0.2,4.01,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methyldopa,"PRESINOL ,
        TABLET 125 mg",PRESINOL,TABLET 125 mg,1 g,€,2.02,14.14,60.6,367.64,0.0,2.02,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methyldopa,"GENERIEK ,
        TABLET 250 mg",GENERIEK,TABLET 250 mg,1 g,€,1.45,10.15,43.5,263.9,0.02,1.43,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methyldopa,"GENERIEK ,
        TABLET 500 mg",GENERIEK,TABLET 500 mg,1 g,€,0.94,6.58,28.2,171.08,0.05,0.89,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylergometrine,"METHERGIN , 1 ml INJECTIEVLOEISTOF 0,2 mg / ml",METHERGIN,"1 ml INJECTIEVLOEISTOF 0,2 mg / ml",,€,0.55,,,,0.55,0.0,parenteralia,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"EQUASYM ,
        CAPSULE MET GEREGULEERDE AFGIFTE 10 mg",EQUASYM,CAPSULE MET GEREGULEERDE AFGIFTE 10 mg,30 mg,€,1.79,12.53,53.7,325.78,0.4,1.39,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"MEDIKINET ,
        CAPSULE MET GEREGULEERDE AFGIFTE 10 mg",MEDIKINET,CAPSULE MET GEREGULEERDE AFGIFTE 10 mg,30 mg,€,1.79,12.53,53.7,325.78,0.4,1.39,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"GENERIEK ,
        TABLET 10 mg",GENERIEK,TABLET 10 mg,30 mg,€,0.39,2.73,11.7,70.98,0.39,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"MEDIKINET ,
        TABLET 10 mg",MEDIKINET,TABLET 10 mg,30 mg,€,0.61,4.27,18.3,111.02,0.4,0.21,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"RITALIN ,
        TABLET 10 mg",RITALIN,TABLET 10 mg,30 mg,€,0.4,2.8,12.0,72.8,0.4,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"GENERIEK ,
        TABLET MET GEREGULEERDE AFGIFTE 18 mg",GENERIEK,TABLET MET GEREGULEERDE AFGIFTE 18 mg,30 mg,€,0.98,6.86,29.4,178.36,0.4,0.59,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"GENERIEK ,
        TABLET MET GEREGULEERDE AFGIFTE 18 mg",GENERIEK,TABLET MET GEREGULEERDE AFGIFTE 18 mg,30 mg,€,0.4,2.8,12.0,72.8,0.4,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"CONCERTA ,
        TABLET MET GEREGULEERDE AFGIFTE 18 mg",CONCERTA,TABLET MET GEREGULEERDE AFGIFTE 18 mg,30 mg,€,1.41,9.87,42.3,256.62,0.4,1.02,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"KINECTEEN ,
        TABLET MET GEREGULEERDE AFGIFTE 18 mg",KINECTEEN,TABLET MET GEREGULEERDE AFGIFTE 18 mg,30 mg,€,1.09,7.63,32.7,198.38,0.4,0.69,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"EQUASYM ,
        CAPSULE MET GEREGULEERDE AFGIFTE 20 mg",EQUASYM,CAPSULE MET GEREGULEERDE AFGIFTE 20 mg,30 mg,€,1.23,8.61,36.9,223.86,0.4,0.83,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"MEDIKINET ,
        CAPSULE MET GEREGULEERDE AFGIFTE 20 mg",MEDIKINET,CAPSULE MET GEREGULEERDE AFGIFTE 20 mg,30 mg,€,1.23,8.61,36.9,223.86,0.4,0.83,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"MEDIKINET ,
        TABLET 20 mg",MEDIKINET,TABLET 20 mg,30 mg,€,0.56,3.92,16.8,101.92,0.4,0.16,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"GENERIEK ,
        TABLET MET GEREGULEERDE AFGIFTE 27 mg",GENERIEK,TABLET MET GEREGULEERDE AFGIFTE 27 mg,30 mg,€,0.86,6.02,25.8,156.52,0.4,0.47,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"GENERIEK ,
        TABLET MET GEREGULEERDE AFGIFTE 27 mg",GENERIEK,TABLET MET GEREGULEERDE AFGIFTE 27 mg,30 mg,€,0.4,2.8,12.0,72.8,0.4,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"CONCERTA ,
        TABLET MET GEREGULEERDE AFGIFTE 27 mg",CONCERTA,TABLET MET GEREGULEERDE AFGIFTE 27 mg,30 mg,€,1.31,9.17,39.3,238.42,0.4,0.91,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"KINECTEEN ,
        TABLET MET GEREGULEERDE AFGIFTE 27 mg",KINECTEEN,TABLET MET GEREGULEERDE AFGIFTE 27 mg,30 mg,€,1.01,7.07,30.3,183.82,0.4,0.61,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"EQUASYM ,
        CAPSULE MET GEREGULEERDE AFGIFTE 30 mg",EQUASYM,CAPSULE MET GEREGULEERDE AFGIFTE 30 mg,30 mg,€,1.01,7.07,30.3,183.82,0.4,0.61,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"MEDIKINET ,
        CAPSULE MET GEREGULEERDE AFGIFTE 30 mg",MEDIKINET,CAPSULE MET GEREGULEERDE AFGIFTE 30 mg,30 mg,€,1.01,7.07,30.3,183.82,0.4,0.61,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"GENERIEK ,
        TABLET MET GEREGULEERDE AFGIFTE 36 mg",GENERIEK,TABLET MET GEREGULEERDE AFGIFTE 36 mg,30 mg,€,0.63,4.41,18.9,114.66,0.4,0.23,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"GENERIEK ,
        TABLET MET GEREGULEERDE AFGIFTE 36 mg",GENERIEK,TABLET MET GEREGULEERDE AFGIFTE 36 mg,30 mg,€,0.4,2.8,12.0,72.8,0.4,0.0,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"CONCERTA ,
        TABLET MET GEREGULEERDE AFGIFTE 36 mg",CONCERTA,TABLET MET GEREGULEERDE AFGIFTE 36 mg,30 mg,€,0.93,6.51,27.9,169.26,0.4,0.54,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"KINECTEEN ,
        TABLET MET GEREGULEERDE AFGIFTE 36 mg",KINECTEEN,TABLET MET GEREGULEERDE AFGIFTE 36 mg,30 mg,€,0.76,5.32,22.8,138.32,0.4,0.36,Per dag Per week Per maand Per half jaar,,
https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/methylfenidaat,"EQUASYM ,
        CAPSULE MET GEREGULEERDE AFGIFTE 40 mg",EQUASYM,CAPSULE MET GEREGULEERDE AFGIFTE 40 mg,30 mg,€,1.17,8.19,35.1,212.94,0.4,0.78,Per dag Per week Per maand Per half jaar,,
