PCID,Package Number,Country,Company,Product Group,Local Product Name,Generic Name,Indication,Pack Size,Effective Start Date,Effective End Date,Currency,Ex Factory Wholesale Price,Ex Factory Wholesale Price Less Rebate,Ex Factory Hospital Price,Ex Factory Hospital Price Less Rebate,Pharmacy Purchase Price,Pharmacy Purchase Price Less Rebate,Public without VAT Price,Public Without VAT Price Less Rebate,Public with VAT Price,Public With VAT Price Less Rebate,VAT Percent,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,Package Notes,Discontinued,Region,WHO ATC Code,Therapeutic Areas,Presentation,Marketing Authority,Local Pack Description,Formulation,Fill Unit,Fill Size,Pack Unit,Strength Size,Strength Unit,Brand Type,Import Type,Combination Molecule,Source,Quality Control Source,Quality Control Notes,Client,Client Pack Description,LOCAL_PACK_CODE,APPROVAL_DT,DDD Value,DDD Unit,Import Price
2160703,,BELARUS,"Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer of the finished dosage form: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer performing filling/packaging: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Issuance of a permit for the release of the medicinal product: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Other participants in the production: Holden Medical Laboratories Pvt. Ltd., India - manufacturer of granulated tablet mass",NIMESULIDE PHARMLAND,NIMESULIDE PHARMLAND,Nimesulide,,,05-06-2019,,BYR,3.25,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,M01AX17,,,,tablets 100 mg in a blister pack No. 10x2,,,,,,,,,,PRICENTRIC,,,,,119240,,,,
DUPLICATE,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",AMLODIPIN,AMLODIPIN,Amlodipine,,,04-07-2019,,BYR,4.15,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,5 mg tablets in a blister pack No. 15x4,,,,,,,,,,PRICENTRIC,,,,,31612,,,,
1322269,,BELARUS,"Salutas Pharma GmbH, Germany Manufacturer of finished dosage form: Salutas Pharma GmbH, Germany Manufacturer performing filling/packaging: Salutas Pharma GmbH, Germany Issuance of permission to release the medicinal product: Salutas Pharma GmbH, Germany",STOP CRISIS,STOP CRISIS,Moxonidine,,,01-03-2018,,BYR,11.53,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C02AC05,,,,film-coated tablets 0.2 mg in blisters in packaging No. 10x3,,,,,,,,,,PRICENTRIC,,,,,9648/11/13/15/16/18,,,,"3,37 EUR"
DUPLICATE,,BELARUS,"Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus Manufacturer of the finished dosage form: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus # ul.Leninskaya, 124, Nesvizh, Nesvizh district, Minsk region. Manufacturer carrying out filling/packaging: Belarusian-Dutch joint venture limited liability company FARMLAND (JV OOO FARMLAND), Republic of Belarus # ul.Leninskaya, 124, Nesvizh, Nesvizh district, Minsk region. Issuance of a permit for the release of a medicinal product: Belarusian-Dutch joint venture Limited Liability Company FARMLAND (JV OOO FARMLAND), Republic of Belarus # 1. ul. Leninskaya, 124, Nesvizh, Nesvizhsky district, Minsk region. 2. ul. Leninskaya, 124/1, Nesvizh, Nesvizhsky district, Minsk region. Quality control: Belarusian-Dutch joint venture Limited Liability Company FARMLAND (JV OOO FARMLAND), Republic of Belarus # 1. ul. Leninskaya, 124, Nesvizh, Nesvizhsky district, Minsk region. 2. ul. Leninskaya, 124/1, Nesvizh, Nesvizhsky district, Minsk region.",AZITHROMYCIN PHARMLAND,AZITHROMYCIN PHARMLAND,Azithromycin,,,17-06-2024,,BYR,10.52,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J01FA10,,,,"film-coated tablets, 500 mg in a blister pack No. 3x1",,,,,,,,,,PRICENTRIC,,,,,111210,,,,
2160926,,BELARUS,"Berlin-Chemie AG, Germany Manufacturer of finished dosage form: Berlin-Chemie AG, Germany Manufacturer performing filling/packaging: Berlin-Chemie AG, Germany Issuance of authorization for the release of the medicinal product: Berlin-Chemie AG, Germany",MOMENT,MOMENT,Ibuprofen,,,21-07-2021,,BYR,8.5,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,M01AE01,,,,"film-coated tablets, 400 mg in blisters in packaging No. 10x2",,,,,,,,,,PRICENTRIC,,,,,8615/08/13/19/21,,,,"2,43 EUR"
2160422,,BELARUS,"Pharmtechnology LLC, Republic of Belarus Manufacturer of finished dosage form: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22 Manufacturer performing filling/packaging: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22 Issuance of permission to release a medicinal product: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22 Quality control: Pharmtechnology LLC, Republic of Belarus # Minsk, Korzhenevskogo Street, 22",AZITHROMYCIN FT,AZITHROMYCIN FT,Azithromycin,,,17-06-2024,,BYR,13.12,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J01FA10,,,,"film-coated tablets, 500 mg in a blister pack No. 3x2",,,,,,,,,,PRICENTRIC,,,,,27935,,,,
2037321,,BELARUS,"Pharmtechnologiya LLC, Republic of Belarus Manufacturer of finished dosage form: Pharmtechnologiya LLC, Republic of Belarus Manufacturer performing packaging/packaging: Pharmtechnologiya LLC, Republic of Belarus Issuance of permission to release the medicinal product: Pharmtechnologiya LLC, Republic of Belarus Quality control: Pharmtechnologiya LLC, Republic of Belarus",AMLODIPINE FT,AMLODIPINE FT,Amlodipine,,,17-05-2022,,BYR,2.28,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,tablets 10 mg in a blister pack No. 10x3,,,,,,,,,,PRICENTRIC,,,,,22/05/1841,,,,
2185128,,BELARUS,"IPCA Laboratories Limited, India Manufacturer of finished dosage form: IPCA Laboratories Limited, India Manufacturer performing filling/packaging: IPCA Laboratories Limited, India Issue of approval for the release of the medicinal product: IPCA Laboratories Limited, India",Kalchek,Kalchek,Amlodipine,,,18-05-2020,,BYR,6.72,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,tablets 10 mg in blisters in packaging No. 10x3,,,,,,,,,,PRICENTRIC,,,,,6788/04/09/15/20,,,,"1,90 EUR"
DUPLICATE,,BELARUS,"Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer of the finished dosage form: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer performing filling/packaging: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Issuance of a permit for the release of the medicinal product: Belarusian-Dutch Joint Venture Limited Liability Company Pharmland (JV OOO Pharmland), Republic of Belarus Other participants in the production: Holden Medical Laboratories Pvt. Ltd., India - manufacturer of granulated tablet mass",LISINOPRIL PHARMLAND,LISINOPRIL PHARMLAND,Lisinopril,,,13-07-2020,,BYR,4.07,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA03,,,,5 mg tablets in a blister pack No. 15x4,,,,,,,,,,PRICENTRIC,,,,,182093,,,,
2160796,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus # ul.Chapayeva, 64A (workshop No. 4), Borisov, Minsk region, 222518 Manufacturer performing filling/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus # ul.Chapayeva, 64A (workshop No. 4), Borisov, Minsk region, 222518 Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus # ul.Chapayeva, 64, Borisov, Minsk region, 222518 Quality control: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus # ul.Chapayeva, 64A (workshop No. 4), Borisov, Minsk region, 222518",MAGNECARD®,MAGNECARD®,Acetylsalicylic acid,,,11-12-2024,,BYR,2.17,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,B01AC06,,,,"film-coated tablets, 150 mg in a blister pack No. 10x3",,,,,,,,,,PRICENTRIC,,,,,67565,,,,
DUPLICATE,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus Quality control: Lekpharm SOOO, Republic of Belarus",Enalapril,Enalapril,Enalapril,,,28-02-2023,,BYR,1.06,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA02,,,,5 mg tablets in a blister pack No. 15x2,,,,,,,,,,PRICENTRIC,,,,,23/02/1371,,,,
2160593,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer performing packaging/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Quality control: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus",Ketorolac,Ketorolac,Ketorolac,,,21-11-2023,,BYR,1.88,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,M01AB15,,,,"film-coated tablets, 10 mg in a blister pack No. 10x2",,,,,,,,,,PRICENTRIC,,,,,23/11/1252,,,,
2212959,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",Moxonidine-LF,Moxonidine-LF,Moxonidine,,,06-08-2020,,BYR,15.12,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C02AC05,,,,film-coated tablets 0.4 mg in a blister pack No. 15x2,,,,,,,,,,PRICENTRIC,,,,,57942,,,,
2037914,,BELARUS,"Belmedpreparaty RUE, Republic of Belarus Manufacturer of finished dosage form: Belmedpreparaty RUE, Republic of Belarus Manufacturer performing packaging/packaging: Belmedpreparaty RUE, Republic of Belarus Issuance of permission to release the medicinal product: Belmedpreparaty RUE, Republic of Belarus Quality control: Belmedpreparaty RUE, Republic of Belarus",Moxonidine,Moxonidine,Moxonidine,,,15-09-2022,,BYR,7.27,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C02AC05,,,,"film-coated tablets, 0.4 mg in a blister pack No. 15x2",,,,,,,,,,PRICENTRIC,,,,,297938,,,,
2160866,,BELARUS,"Sandoz GmbH, Austria Manufacturer of finished dosage form: Sandoz GmbH, Austria Manufacturer performing filling/packaging: Sandoz GmbH, Austria Issuance of approval for the release of the medicinal product: Sandoz GmbH, Austria Quality control: Sandoz GmbH, Austria",AMOXICLAV 2X,AMOXICLAV 2X,Amoxicillin and beta-lactamase inhibitor,,,,,BYR,16.68,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J01CR02,,,,"film-coated tablets, 875 mg/125 mg in blisters in packaging No. 7x2",,,,,,,,,,PRICENTRIC,,,,,11251/23,,,,"4,91 EUR"
2160141,,BELARUS,"Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer of finished dosage form: Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer performing filling/packaging: Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus Issuance of permission to release the medicinal product: Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus",CARDIOMAGNUM,CARDIOMAGNUM,Acetylsalicylic acid,,,28-01-2021,,BYR,3.81,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,B01AC06,,,,"film-coated tablets, 75 mg in a blister pack No. 15x2",,,,,,,,,,PRICENTRIC,,,,,148310,,,,
2038528,,BELARUS,"Rubicon LLC, Republic of Belarus Manufacturer of finished dosage form: Rubicon LLC, Republic of Belarus Manufacturer performing packaging/packaging: Rubicon LLC, Republic of Belarus Issuance of permission to release the medicinal product: Rubicon LLC, Republic of Belarus Quality control: Rubicon LLC, Republic of Belarus",MOXODIN,MOXODIN,Moxonidine,,,15-06-2022,,BYR,11.6,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C02AC05,,,,"film-coated tablets, 0.4 mg in a blister pack No. 10x3",,,,,,,,,,PRICENTRIC,,,,,303325,,,,
2037505,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer performing packaging/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus",Enalapril,Enalapril,Enalapril,,,04-11-2016,,BYR,1.96,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA02,,,,tablets 10 mg in a blister pack No. 10x6,,,,,,,,,,PRICENTRIC,,,,,16/11/1000,,,,
2169274,,BELARUS,"Belmedpreparaty RUE, Republic of Belarus Manufacturer of finished dosage form: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1/5 (Workshop No. 6) Manufacturer performing filling/packaging: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1/5 (Workshop No. 6) Issuance of permission to release a medicinal product: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1 Quality control: Belmedpreparaty RUE, Republic of Belarus # 220006, Minsk, Mayakovsky Street, 1",LOZARTAN,LOZARTAN,Losartan,,,18-12-2024,,BYR,16.1,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09CA01,,,,"film-coated tablets, 100 mg in a blister pack No. 10x6",,,,,,,,,,PRICENTRIC,,,,,277944,,,,
2160142,,BELARUS,"Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer of finished dosage form: Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus Manufacturer performing filling/packaging: Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus Issuance of permission to release the medicinal product: Belarusian-Dutch joint venture limited liability company Pharmland (JV OOO Pharmland), Republic of Belarus",CARDIOMAGNUM,CARDIOMAGNUM,Acetylsalicylic acid,,,28-01-2021,,BYR,4.34,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,B01AC06,,,,"film-coated tablets, 150 mg in a blister pack No. 15x2",,,,,,,,,,PRICENTRIC,,,,,148310,,,,
1322210,,BELARUS,"Gedeon Richter Plc., Hungary Manufacturer of finished dosage form: Gedeon Richter Plc., Hungary Manufacturer performing filling/packaging: Gedeon Richter Plc., Hungary Issuance of authorization for the release of the medicinal product: Gedeon Richter Plc., Hungary",Normodipine,Normodipine,Amlodipine,,,08-10-2019,,BYR,7.14,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,5mg tablets in blisters in packaging No. 10x3,,,,,,,,,,PRICENTRIC,,,,,4811/2000/05/10/15/17/19,,,,"2,13 EUR"
2160436,,BELARUS,"Ursapharm Arzneimittel GmbH, Germany Manufacturer of finished dosage form: Ursapharm Arzneimittel GmbH, Germany Manufacturer performing filling/packaging: Ursapharm Arzneimittel GmbH, Germany Issuance of permission to release the medicinal product: Stada Arzneimittel AG, Germany",Snoop,Snoop,Xylometazoline,,,28-01-2016,,BYR,10.01,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,R01AA07,,,,nasal spray 0.05% in polyethylene bottles 15 ml with a spray valve in package No. 1,,,,,,,,,,PRICENTRIC,,,,,9635/11/11/16,,,,"2,92 EUR"
1322077,,BELARUS,"Gedeon Richter Plc., Hungary Manufacturer of finished dosage form: Gedeon Richter Plc., Hungary Manufacturer performing filling/packaging: Gedeon Richter Plc., Hungary Issuance of authorization for the release of the medicinal product: Gedeon Richter Plc., Hungary",Diroton,Diroton,Lisinopril,,,22-02-2017,,BYR,11.78,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA03,,,,tablets 20mg in blisters in package No. 14x2,,,,,,,,,,PRICENTRIC,,,,,3169/97/98/02/07/10/12/17,,,,"3,51 EUR"
2160614,,BELARUS,"World Medicine Ilac San. Ve Tic. AS, Turkey Manufacturer of the finished dosage form: World Medicine Ilac San. Ve Tic. AS, Turkey # 15 Temmuz Mah., Cami Yolu Cad. No.50, Gunesli, Bagcilar, Istanbul Manufacturer performing filling/packaging: World Medicine Ilac San. Ve Tic. AS, Turkey # 15 Temmuz Mah., Cami Yolu Cad. No.50, Gunesli, Bagcilar, Istanbul Issuance of a permit for the release of the medicinal product: WORLD MEDICINE EUROPE LTD., Bulgaria # 1700 Sofia, 130, Semenovskoe Shosse Boulevard Quality control: INTERPHARMA SERVICES Ltd., Bulgaria # 1407 Sofia, Chernivrykh Boulevard, 43A",INOSEDA,INOSEDA,Inosine pranobex,,,,,BYR,20.01,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J05AX05,,,,500mg tablets in a blister pack No. 10x2,,,,,,,,,,PRICENTRIC,,,,,11329/24,,,,"6,40 USD"
1124780,,BELARUS,"Sanofi Srl, Italy Manufacturer of finished dosage form: Sanofi Srl, Italy Manufacturer performing filling/packaging: Sanofi Srl, Italy Issuance of permission to release the medicinal product: Sanofi Srl, Italy Quality control: Sanofi Srl, Italy Other participants in the production: Sanofi-Aventis Deutschland GmbH, Germany - manufacturer of granulate",Tritace,Tritace,Ramipril,,,24-05-2023,,BYR,10.77,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,"C09AA05
                        
оригинальное",,,,5mg tablets in blisters in packaging No. 14x2,,,,,,,,,,PRICENTRIC,,,,,428/94/99/07/12/18/23,,,,"3,09 EUR"
DUPLICATE,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",LISINOPRIL-LF,LISINOPRIL-LF,Lisinopril,,,28-01-2021,,BYR,2.8,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09AA03,,,,5 mg tablets in a blister pack No. 15x4,,,,,,,,,,PRICENTRIC,,,,,21/01/1670,,,,
1321962,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",AMLODIPIN,AMLODIPIN,Amlodipine,,,04-11-2016,,BYR,4.54,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,tablets 10 mg in a blister pack No. 10x6,,,,,,,,,,PRICENTRIC,,,,,16/11/1401,,,,
DUPLICATE,,BELARUS,"State Enterprise ACADEMPHARM, Republic of Belarus Manufacturer of finished dosage form: State Enterprise ACADEMPHARM, Republic of Belarus # 220141, Minsk, Akademika Kuprevicha Str., 5, Bldg. 3 Manufacturer performing filling/packaging: State Enterprise ACADEMPHARM, Republic of Belarus # 220141, Minsk, Akademika Kuprevicha Str., 5, Bldg. 3 Issuance of permission to release a medicinal product: State Enterprise ACADEMPHARM, Republic of Belarus # 220141, Minsk, Akademika Kuprevicha Str., 5, Bldg. 3 Quality control: State Enterprise ACADEMPHARM, Republic of Belarus # 220141, Minsk, Akademika Kuprevicha Str., 5, Bldg. 3",VALSARTAN-NAN,VALSARTAN-NAN,Valsartan,,,28-08-2024,,BYR,6.51,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09CA03,,,,"film-coated tablets, 80 mg in a blister pack No. 10x3",,,,,,,,,,PRICENTRIC,,,,,111636,,,,
1322110,,BELARUS,"Grindeks JSC, Latvia Manufacturer of finished dosage form: Grindeks JSC, Latvia Manufacturer performing packaging/packaging: Grindeks JSC, Latvia Issuance of permission to release the medicinal product: Grindeks JSC, Latvia",CARVIDIL,CARVIDIL,Carvedilol,,,05-04-2019,,BYR,8.92,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C07AG02,,,,tablets 12.5 mg in blisters in packaging No. 14x2,,,,,,,,,,PRICENTRIC,,,,,6715/04/06/09/10/14/19,,,,"2,63 EUR"
2037324,,BELARUS,"IPCA Laboratories Limited, India Manufacturer of finished dosage form: IPCA Laboratories Limited, India Manufacturer performing filling/packaging: IPCA Laboratories Limited, India Issue of approval for the release of the medicinal product: IPCA Laboratories Limited, India",Kalchek,Kalchek,Amlodipine,,,18-05-2020,,BYR,4.18,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C08CA01,,,,5mg tablets in blisters in packaging No. 10x3,,,,,,,,,,PRICENTRIC,,,,,6788/04/09/15/20,,,,"1,20 EUR"
DUPLICATE,,BELARUS,"State Enterprise ACADEMPHARM, Republic of Belarus Manufacturer of finished dosage form: State Enterprise ACADEMPHARM, Republic of Belarus # Akademika Kuprevicha Str., 5, Bldg. 3, Minsk, 220141 Manufacturer performing filling/packaging: State Enterprise ACADEMPHARM, Republic of Belarus # Akademika Kuprevicha Str., 5, Bldg. 3, Minsk, 220141 Issuance of permission to release a medicinal product: State Enterprise ACADEMPHARM, Republic of Belarus # Akademika Kuprevicha Str., 5, Bldg. 3, Minsk, 220141 Quality control: State Enterprise ACADEMPHARM, Republic of Belarus # Akademika Kuprevicha Str., 5, Bldg. 3, Minsk, 220141",LOZARTAN-NAN,LOZARTAN-NAN,Losartan,,,15-07-2024,,BYR,8.37,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C09CA01,,,,"film-coated tablets, 100 mg in a blister pack No. 15x2",,,,,,,,,,PRICENTRIC,,,,,64490,,,,
2160498,,BELARUS,"Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer of the finished dosage form: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Manufacturer performing packaging/packaging: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus Issuance of a permit for the release of a medicinal product: Open Joint-Stock Company Borisov Plant of Medical Preparations, Republic of Belarus",Azithromycin,Azithromycin,Azithromycin,,,07-04-2020,,BYR,5.79,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,J01FA10,,,,film-coated tablets 500 mg in a blister pack No. 3x1,,,,,,,,,,PRICENTRIC,,,,,161548,,,,
1322185,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",Moxonidine-LF,Moxonidine-LF,Moxonidine,,,06-08-2020,,BYR,15.12,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C02AC05,,,,film-coated tablets 0.4 mg in a blister pack No. 10x3,,,,,,,,,,PRICENTRIC,,,,,57942,,,,
2160551,,BELARUS,"Dragenopharm Apotheker Puschl GmbH, Germany Manufacturer of the finished dosage form: Dragenopharm Apotheker Puschl GmbH, Germany Manufacturer performing filling/packaging: Dragenopharm Apotheker Puschl GmbH, Germany Issuance of permission to release the medicinal product: Dragenopharm Apotheker Puschl GmbH, Germany",Metfogamma 1000,Metfogamma 1000,Metformin,,,21-12-2020,,BYR,8.13,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,A10BA02,,,,"film-coated tablets, 1000 mg in blisters in packaging No. 15x2",,,,,,,,,,PRICENTRIC,,,,,9287/10/11/15/20,,,,"2,34 EUR"
2037923,,BELARUS,"Lekpharm SOOO, Republic of Belarus Manufacturer of finished dosage form: Lekpharm SOOO, Republic of Belarus Manufacturer performing packaging/packaging: Lekpharm SOOO, Republic of Belarus Issuance of permission to release the medicinal product: Lekpharm SOOO, Republic of Belarus",METOPROLOL,METOPROLOL,Metoprolol,,,30-12-2020,,BYR,1.95,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C07AB02,,,,tablets 50 mg in a blister pack No. 10x6,,,,,,,,,,PRICENTRIC,,,,,20/12/1653,,,,
2037405,,BELARUS,"Belmedpreparaty RUE, Republic of Belarus Manufacturer of the finished dosage form: Belmedpreparaty RUE, Republic of Belarus # 231761, Grodno region, Skidel, ul.Kizevicha, 50-4 (workshop No. 17) Manufacturer performing filling/packaging: Belmedpreparaty RUE, Republic of Belarus # 231761, Grodno region, Skidel, ul.Kizevicha, 50-4 (workshop No. 17) Issuance of a permit for the release of a medicinal product: Belmedpreparaty RUE, Republic of Belarus # 231761, Grodno region, Skidel, ul.Kizevicha, 50-4 Quality control: Belmedpreparaty RUE, Republic of Belarus # 231761, Grodno region, Skidel, Kizyevich St., 50-4",METOPROLOL,METOPROLOL,Metoprolol,,,25-09-2025,,BYR,1.43,,,,,,,,,,0,FULLY REIMBURSABLE,,,,,,65 Manual Entry,,NO,EUROPE,C07AB02,,,,50mg tablets in a blister pack No. 20x2,,,,,,,,,,PRICENTRIC,,,,,99616,,,,
