input_company,input_product_name,company,product_name,active_ingredient,therapeutic_class,description,price_ars,date,scraped_at,SIFAR_detail,PAMI_AF,PAMI_OS,IOMA_detail,IOMA_AF,IOMA_OS,import_status,coverage_json
Casasco,BLOKIUM,Casasco,BLOKIUM,diclofenac sódico,Analgésico Antiinflam.,75 mg comp.x 15,16513.06,2025-08-21,2026-01-17T12:57:39,Producto Reconocido,9907.84,6605.22,Cobertura Monto Fijo,11628.63,4884.43,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 6605.22, ""AF"": 9907.84}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4884.43, ""AF"": 11628.63}}"
Casasco,BLOKIUM,Casasco,BLOKIUM,diclofenac sódico,Analgésico Antiinflam.,75 mg comp.x 30,34781.8,2025-10-22,2026-01-17T12:57:39,Producto Reconocido,20869.08,13912.72,Cobertura Monto Fijo,26169.31,8612.49,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 13912.72, ""AF"": 20869.08}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8612.49, ""AF"": 26169.31}}"
Casasco,BLOKIUM,Casasco,BLOKIUM,diclofenac sódico,Analgésico Antiinflam.,75 mg iny.a.x 3 x 3 ml,10713.84,2025-12-18,2026-01-17T12:57:39,Producto Reconocido,,,Cobertura Monto Fijo,7383.71,3330.13,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 3330.13, ""AF"": 7383.71}}"
Casasco,BLOKIUM,Casasco,BLOKIUM,diclofenac sódico,Analgésico Antiinflam.,75 mg iny.a.x 5 x 3 ml,17840.81,2025-12-18,2026-01-17T12:57:39,Producto Reconocido,,,Cobertura Monto Fijo,12254.9,5585.91,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5585.91, ""AF"": 12254.9}}"
Casasco,BLOKIUM B12,Casasco,BLOKIUM B12,diclofenac+vit.b12+betametasona,Antiinflam.Antineurítico,comp.x 15,20604.22,2025-12-18,2026-01-17T12:57:49,Producto Reconocido,12362.53,8241.69,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 8241.69, ""AF"": 12362.53}}"
Casasco,BLOKIUM B12,Casasco,BLOKIUM B12,diclofenac+vit.b12+betametasona,Antiinflam.Antineurítico,comp.x 30,39277.04,2025-12-18,2026-01-17T12:57:49,,23566.22,15710.82,,,,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 15710.82, ""AF"": 23566.22}}"
Casasco,BLOKIUM B12,Casasco,BLOKIUM B12,diclofenac+vit.b12+betametasona,Antiinflam.Antineurítico,iny.x 3,35955.67,2025-12-18,2026-01-17T12:57:49,Producto Reconocido,,,Cobertura Monto Fijo,26737.51,9218.16,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9218.16, ""AF"": 26737.51}}"
Casasco,BLOKIUM B12,Casasco,BLOKIUM B12,diclofenac+vit.b12+betametasona,Antiinflam.Antineurítico,iny.x 5,52097.12,2025-12-18,2026-01-17T12:57:49,Producto Reconocido,,,Cobertura Monto Fijo,38701.22,13395.9,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 13395.9, ""AF"": 38701.22}}"
Casasco,BLOKIUM B12 IM,Casasco,BLOKIUM B12 IM,diclofenac+vit.b12+betametasona,Antiinflam.Antineurítico,iny.x 3,31011.54,2025-12-18,2026-01-17T12:57:50,,18606.92,12404.62,Cobertura Monto Fijo,21793.38,9218.16,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 12404.62, ""AF"": 18606.92}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 9218.16, ""AF"": 21793.38}}"
Casasco,BLOKIUM B12 IM,Casasco,BLOKIUM B12 IM,diclofenac+vit.b12+betametasona,Antiinflam.Antineurítico,iny.x 5,40518.41,2025-12-18,2026-01-17T12:57:50,,24311.05,16207.36,Cobertura Monto Fijo,27122.51,13395.9,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 16207.36, ""AF"": 24311.05}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 13395.9, ""AF"": 27122.51}}"
Casasco,BLOKIUM CORT,Casasco,BLOKIUM CORT,diclofenac potásico+betametasona,Analgésico Antiinflam.,comp.x 15,20982.38,2025-12-18,2026-01-17T12:58:02,Producto Reconocido,12589.43,8392.95,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 8392.95, ""AF"": 12589.43}}"
Casasco,BLOKIUM CORT,Casasco,BLOKIUM CORT,diclofenac potásico+betametasona,Analgésico Antiinflam.,iny.a.x 5,39489.2,2025-12-18,2026-01-17T12:58:02,Producto Reconocido,23693.52,15795.68,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 15795.68, ""AF"": 23693.52}}"
Casasco,BLOKIUM COX,Casasco,BLOKIUM COX,etoricoxib,Analgésico Antiinflam.,120 mg comp.x 7,12911.31,2025-12-18,2026-01-17T12:58:03,,6373.04,,Cobertura Monto Fijo,8218.53,4692.78,,"{""PAMI"": {""AF"": 6373.04}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 4692.78, ""AF"": 8218.53}}"
Casasco,BLOKIUM COX,Casasco,BLOKIUM COX,etoricoxib,Analgésico Antiinflam.,60 mg comp.x 28,30835.71,2025-12-18,2026-01-17T12:58:03,,15265.35,,Cobertura Monto Fijo,19812.92,11022.79,,"{""PAMI"": {""AF"": 15265.35}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 11022.79, ""AF"": 19812.92}}"
Casasco,BLOKIUM COX,Casasco,BLOKIUM COX,etoricoxib,Analgésico Antiinflam.,90 mg comp.x 14,24626.74,2025-12-18,2026-01-17T12:58:03,,12179.49,,Cobertura Monto Fijo,16587.68,8039.06,,"{""PAMI"": {""AF"": 12179.49}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 8039.06, ""AF"": 16587.68}}"
Casasco,BLOKIUM COX,Casasco,BLOKIUM COX,etoricoxib,Analgésico Antiinflam.,90 mg comp.x 28,39957.86,2025-12-18,2026-01-17T12:58:04,,19703.76,,Cobertura Monto Fijo,27050.23,12907.63,,"{""PAMI"": {""AF"": 19703.76}, ""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 12907.63, ""AF"": 27050.23}}"
Casasco,BLOKIUM GEL,Casasco,BLOKIUM GEL,diclofenac dietilamina,Analgésico tópico Antiinfl.,1.16 g pomo x 50 g,17957.69,2025-12-18,2026-01-17T12:58:12,Producto Reconocido,10774.61,7183.08,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 7183.08, ""AF"": 10774.61}}"
Casasco,BLOKIUM COX GESIC,Casasco,BLOKIUM COX GESIC,etoricoxib+paracetamol,Analgésico Antiinflam.,60/325 mg comp.x 14,23922.48,2025-12-18,2026-01-17T12:58:14,,,,,,,,{}
Casasco,BLOKIUM COX GESIC,Casasco,BLOKIUM COX GESIC,etoricoxib+paracetamol,Analgésico Antiinflam.,60/325 mg comp.x 28,38587.33,2025-12-18,2026-01-17T12:58:14,,,,,,,,{}
Casasco,BLOKIUM GESIC,Casasco,BLOKIUM GESIC,diclofenac potásico+paracetamol,Analgésico Antiinflam.,50/400 mg comp.x 15,12978.62,2025-12-18,2026-01-17T12:58:23,Producto Reconocido,7787.17,5191.45,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 5191.45, ""AF"": 7787.17}}"
Casasco,BLOKIUM GESIC,Casasco,BLOKIUM GESIC,diclofenac potásico+paracetamol,Analgésico Antiinflam.,50/400 mg comp.x 30,20740.94,2025-12-18,2026-01-17T12:58:23,Producto Reconocido,12444.56,8296.38,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 8296.38, ""AF"": 12444.56}}"
Casasco,BLOKIUM GESIC FORTE,Casasco,BLOKIUM GESIC FORTE,diclofenac potásico+paracetamol,Analgésico Antiinflam.,50/500 mg comp.x 15,14577.61,2025-12-18,2026-01-17T12:58:23,,8746.57,5831.04,,,,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 5831.04, ""AF"": 8746.57}}"
Casasco,BLOKIUM GESIC FORTE,Casasco,BLOKIUM GESIC FORTE,diclofenac potásico+paracetamol,Analgésico Antiinflam.,50/500 mg comp.x 30,28272.71,2025-12-18,2026-01-17T12:58:23,,16963.63,11309.08,,,,,"{""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 11309.08, ""AF"": 16963.63}}"
Casasco,BLOKIUM PROTECT,Casasco,BLOKIUM PROTECT,diclofenac sódico+omeprazol,Antiinflam.Inhib.secrec.ác.gást.,cáps.x 10,16054.04,2025-12-18,2026-01-17T12:58:35,Producto Reconocido,9632.42,6421.62,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 6421.62, ""AF"": 9632.42}}"
Casasco,BLOKIUM PROTECT,Casasco,BLOKIUM PROTECT,diclofenac sódico+omeprazol,Antiinflam.Inhib.secrec.ác.gást.,cáps.x 30,45085.4,2025-12-18,2026-01-17T12:58:35,Producto Reconocido,27051.24,18034.16,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}, ""PAMI"": {""detail"": ""PAMI PLAN MEDICAMENTOS DE USO EVENTUAL"", ""OS"": 18034.16, ""AF"": 27051.24}}"
Casasco,BLOKIUM P,Casasco,BLOKIUM P,diclofenac potásico,Analgésico Antiinflam.,75 mg comp.x 10,10061.41,2025-12-18,2026-01-17T12:58:35,,,,Cobertura Monto Fijo,7684.48,2376.93,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 2376.93, ""AF"": 7684.48}}"
Casasco,BLOKIUM P,Casasco,BLOKIUM P,diclofenac potásico,Analgésico Antiinflam.,75 mg comp.x 30,24553.47,2025-12-18,2026-01-17T12:58:35,,,,Cobertura Monto Fijo,18919.39,5634.08,,"{""IOMA"": {""detail"": ""Cobertura Monto Fijo"", ""OS"": 5634.08, ""AF"": 18919.39}}"
Grimberg,BLOOMING,Grimberg,BLOOMING,accesorio,Accesorios,clips x 8 (VL),3109.0,2024-02-02,2026-01-17T12:58:46,,,,,,,,{}
Grimberg,BLOOMING,Grimberg,BLOOMING,accesorio,Accesorios,sach.x 80 (VL),45990.0,2024-02-02,2026-01-17T12:58:46,,,,,,,,{}
Casasco,BLOKIUM SPRAY,Casasco,BLOKIUM SPRAY,diclofenac dietilamina,Analgésico Antiinflam.,aer.x 125ml/150g (VL),29061.73,2025-11-20,2026-01-17T12:58:46,Producto Reconocido,,,,,,,"{""SIFAR"": {""detail"": ""Producto Reconocido""}}"
Grimberg,BLOOMING MAFALDA,Grimberg,BLOOMING MAFALDA,accesorio,Accesorios,cepillo & peine p/bebé (VL),14990.0,2025-04-08,2026-01-17T12:58:55,,,,,,,,{}
Trb-Pharma,BLUE-VIT B12,Trb-Pharma,BLUE-VIT B12,vit.b12,Complemento vitamínico,sab. ananá comp.mast.x20 (VL),10900.01,2025-12-01,2026-01-17T12:58:55,,,,,,,,{}
Varifarma,BOCIPAL,Varifarma,BOCIPAL,relugolix,Antineoplasico Inmunomodulador,40 mg comp.rec. x 100,1291000.62,2025-12-26,2026-01-17T12:59:06,,,,,,,,{}
Fresenius Kabi,BMK KIT RECOLECCION DE MEDULA OSEA X6R2107,Fresenius Kabi,BMK KIT RECOLECCION DE MEDULA OSEA X6R2107,producto médico,No clasificada,set x 1 (VL),2235957.38,2025-12-02,2026-01-17T12:59:07,,,,,,,Importado,{}
Kemex,BODABINA,Kemex,BODABINA,capecitabina,Citostático,500 mg comp.rec.x 120,1955216.59,2026-01-05,2026-01-17T12:59:15,,,,,,,,{}
Kemex,BODACLER 100 MG,Kemex,BODACLER 100 MG,carmustina,Antineoplásico,100 mg f.a.x 1+disolv.,1448995.58,2026-01-05,2026-01-17T12:59:16,,,,,,,,{}
Natufarma,BODY FORT SKIN HAIR & NAILS,Natufarma,BODY FORT SKIN HAIR & NAILS,vit.+aminoácidos+minerales+asoc.,Suplemento dietario,comp.x 30 (VL),15390.0,2025-11-01,2026-01-17T12:59:26,,,,,,,,{}
Natufarma,BODY FORT HAIR,Natufarma,BODY FORT HAIR,vit.+aminoácidos+minerales,Suplemento dietario,comp.x 30 (VL),15390.0,2025-11-01,2026-01-17T12:59:26,,,,,,,,{}
Convatec,BOLSA ACTIVELIFE DREN. TRSP. 19-64 MM,Convatec,BOLSA ACTIVELIFE DREN. TRSP. 19-64 MM,accesorio,Accesorios,Caja x 10 cód. 125371 (VL),68241.0,2025-10-02,2026-01-17T12:59:36,,,,,,,Importado,{}
Convatec,BOLSA ACTIVELIFE DREN. TRSP. 19-64 MM,Convatec,BOLSA ACTIVELIFE DREN. TRSP. 19-64 MM,accesorio,Accesorios,Caja x 30 cód. 400394 (VL),176910.83,2025-10-02,2026-01-17T12:59:36,,,,,,,Importado,{}
Finadiet,BOFINTAN,Finadiet,BOFINTAN,bosentan,Trat.hipertensión arterial pulmonar,125 mg comp.rec.x 60,6296630.87,2026-01-06,2026-01-17T12:59:37,,,,,,,,{}
Finadiet,BOFINTAN,Finadiet,BOFINTAN,bosentan,Trat.hipertensión arterial pulmonar,62.5 mg comp.x 60,6063278.79,2026-01-06,2026-01-17T12:59:37,,,,,,,,{}
Hollister,BOLSA CERRADA NEW IMAGE 44 MM,Hollister,BOLSA CERRADA NEW IMAGE 44 MM,accesorio,Accesorios,caja x30uni.cód.18372-30 (VL),155443.86,2025-12-01,2026-01-17T12:59:44,,,,,,,Importado,{}
Hollister,BOLSA CERRADA NEW IMAGE 57 MM,Hollister,BOLSA CERRADA NEW IMAGE 57 MM,accesorio,Accesorios,caja x30uni.cód.18373-30 (VL),155443.86,2025-12-01,2026-01-17T12:59:49,,,,,,,Importado,{}
Hollister,BOLSA CERRADA NEW IMAGE 70 MM,Hollister,BOLSA CERRADA NEW IMAGE 70 MM,accesorio,Accesorios,caja x30uni.cód.18374-30 (VL),155443.86,2025-12-01,2026-01-17T12:59:53,,,,,,,Importado,{}
Hollister,BOLSA CERRADA RECORT. PREMIER,Hollister,BOLSA CERRADA RECORT. PREMIER,accesorio,Accesorios,caja x30 uni. cód.82402 (VL),214935.93,2025-12-01,2026-01-17T12:59:59,,,,,,,Importado,{}
Hollister,BOLSA CERRADA RECORT. PREMIER,Hollister,BOLSA CERRADA RECORT. PREMIER,accesorio,Accesorios,caja x30 unid. cód.82300 (VL),222580.71,2025-12-01,2026-01-17T12:59:59,,,,,,,Importado,{}
Hollister,BOLSA CERRADA RECORT. PREMIER,Hollister,BOLSA CERRADA RECORT. PREMIER,accesorio,Accesorios,caja x30 unid. cód.82302 (VL),214935.93,2025-12-01,2026-01-17T12:59:59,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE NEO NATAL POUCHKINS,Hollister,BOLSA DRENABLE NEO NATAL POUCHKINS,accesorio,Accesorios,caja x 15 unid. cód.3778 (VL),392015.5,2025-12-01,2026-01-17T13:00:04,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE NEW IMAGE 102 MM,Hollister,BOLSA DRENABLE NEW IMAGE 102 MM,accesorio,Accesorios,caja x10 unid. cód.18006 (VL),177087.73,2025-12-01,2026-01-17T13:00:09,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE NEW IMAGE 57 MM,Hollister,BOLSA DRENABLE NEW IMAGE 57 MM,accesorio,Accesorios,caja x10 unid. cód.18183 (VL),67185.86,2025-12-01,2026-01-17T13:00:13,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE NEW IMAGE 57 MM,Hollister,BOLSA DRENABLE NEW IMAGE 57 MM,accesorio,Accesorios,caja x10 unid. cód.18193 (VL),67185.86,2025-12-01,2026-01-17T13:00:13,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE NEW IMAGE 70 MM,Hollister,BOLSA DRENABLE NEW IMAGE 70 MM,accesorio,Accesorios,caja x10 unid. cód.18184 (VL),67185.86,2025-12-01,2026-01-17T13:00:20,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE NEW IMAGE 70 MM,Hollister,BOLSA DRENABLE NEW IMAGE 70 MM,accesorio,Accesorios,caja x10 unid. cód.18194 (VL),67185.86,2025-12-01,2026-01-17T13:00:20,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. CVX PREMIER,Hollister,BOLSA DRENABLE RECORT. CVX PREMIER,accesorio,Accesorios,caja x5 unid. cód.89111 (VL),92946.15,2025-12-01,2026-01-17T13:00:26,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. CVX PREMIER,Hollister,BOLSA DRENABLE RECORT. CVX PREMIER,accesorio,Accesorios,caja x5 unid. cód.89811 (VL),86747.02,2025-12-01,2026-01-17T13:00:26,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. PREMIER,Hollister,BOLSA DRENABLE RECORT. PREMIER,accesorio,Accesorios,caja x10 unid. cód.88300 (VL),113266.89,2025-12-01,2026-01-17T13:00:29,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. PREMIER,Hollister,BOLSA DRENABLE RECORT. PREMIER,accesorio,Accesorios,caja x10 unid. cód.88302 (VL),103531.23,2025-12-01,2026-01-17T13:00:29,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. PREMIER,Hollister,BOLSA DRENABLE RECORT. PREMIER,accesorio,Accesorios,caja x10 unid. cód.88400 (VL),113266.89,2025-12-01,2026-01-17T13:00:29,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. PREMIER,Hollister,BOLSA DRENABLE RECORT. PREMIER,accesorio,Accesorios,caja x10 unid. cód.88402 (VL),103531.23,2025-12-01,2026-01-17T13:00:29,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. SOFT CVX PREMIER,Hollister,BOLSA DRENABLE RECORT. SOFT CVX PREMIER,accesorio,Accesorios,caja x5 unid. cód.89511 (VL),92946.15,2025-12-01,2026-01-17T13:00:34,,,,,,,Importado,{}
Hollister,BOLSA DRENABLE RECORT. SOFT CVX PREMIER,Hollister,BOLSA DRENABLE RECORT. SOFT CVX PREMIER,accesorio,Accesorios,caja x5 unid. cód.89611 (VL),92946.15,2025-12-01,2026-01-17T13:00:34,,,,,,,Importado,{}
Coloplast,BOLSA EASIFLEX 2P PED. ABIER. OPAC. 27 MM,Coloplast,BOLSA EASIFLEX 2P PED. ABIER. OPAC. 27 MM,accesorio,Accesorios,caja x 30 cód.14692 (VL),306742.12,2025-11-01,2026-01-17T13:00:38,,,,,,,,{}
Coloplast,BOLSA EASIFLEX 2P PED. ABIER. TRSP. 27 MM,Coloplast,BOLSA EASIFLEX 2P PED. ABIER. TRSP. 27 MM,accesorio,Accesorios,caja x 30 cód.14682 (VL),306742.12,2025-11-01,2026-01-17T13:00:43,,,,,,,,{}
Convatec,BOLSA ESTEEM+ CERRADA OPACA 20-70 MM,Convatec,BOLSA ESTEEM+ CERRADA OPACA 20-70 MM,accesorio,Accesorios,Caja x 30 cód. 416701 (VL),140122.18,2025-10-02,2026-01-17T13:00:49,,,,,,,Importado,{}
Convatec,BOLSA ESTEEM+ CERRADA TRSP. 20-70 MM,Convatec,BOLSA ESTEEM+ CERRADA TRSP. 20-70 MM,accesorio,Accesorios,Caja x 30 cód. 416700 (VL),140122.18,2025-10-02,2026-01-17T13:00:54,,,,,,,Importado,{}
Convatec,BOLSA ESTEEM+ DREN S-FILTRO TRSP. 19-100 MM,Convatec,BOLSA ESTEEM+ DREN S-FILTRO TRSP. 19-100 MM,accesorio,Accesorios,Caja x 10 cód. 416908 (VL),277725.0,2025-10-03,2026-01-17T13:00:59,,,,,,,Importado,{}
Convatec,BOLSA ESTEEM+ DREN. C-FILTRO OPACA 19-64MM,Convatec,BOLSA ESTEEM+ DREN. C-FILTRO OPACA 19-64MM,accesorio,Accesorios,Caja x 10 cód. 416975 (VL),125857.04,2025-10-02,2026-01-17T13:01:03,,,,,,,Importado,{}
Convatec,BOLSA ESTEEM+ DREN. C-FILTRO TRSP. 19-64 MM,Convatec,BOLSA ESTEEM+ DREN. C-FILTRO TRSP. 19-64 MM,accesorio,Accesorios,Caja x 10 cód. 416976 (VL),125857.04,2025-10-02,2026-01-17T13:01:09,,,,,,,Importado,{}
Convatec,BOLSA ESTEEM+ MOLDEABLE DREN. OPACA 30-40 MM,Convatec,BOLSA ESTEEM+ MOLDEABLE DREN. OPACA 30-40 MM,accesorio,Accesorios,Caja x 10 cód. 413522 (VL),211071.0,2025-10-06,2026-01-17T13:01:18,,,,,,,Importado,{}
Convatec,BOLSA ESTEEM+CONVEX FLEX DREN OPACA 20-57MM,Convatec,BOLSA ESTEEM+CONVEX FLEX DREN OPACA 20-57MM,accesorio,Accesorios,Caja x 10 cód. 422159 (VL),190440.0,2025-10-06,2026-01-17T13:01:22,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5 LRG DREN 10-55 MM CVX,Convatec,BOLSA ESTEEMBODY 3.5 LRG DREN 10-55 MM CVX,accesorio,Accesorios,Caja x 10 cód. 423642 (VL),199586.78,2025-10-13,2026-01-17T13:01:25,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5 LRG DREN TRSP 10-55 MM,Convatec,BOLSA ESTEEMBODY 3.5 LRG DREN TRSP 10-55 MM,accesorio,Accesorios,Caja x 10 cód. 423651 (VL),185330.58,2025-10-06,2026-01-17T13:01:27,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5MM CERR CVX SUAVE 10-35,Convatec,BOLSA ESTEEMBODY 3.5MM CERR CVX SUAVE 10-35,accesorio,Accesorios,Caja x 30 cód. 423670 (VL),427685.95,2025-10-06,2026-01-17T13:01:33,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5MM CERR CVX SUAVE 10-45,Convatec,BOLSA ESTEEMBODY 3.5MM CERR CVX SUAVE 10-45,accesorio,Accesorios,Caja x 30 cód. 423669 (VL),427685.95,2025-10-06,2026-01-17T13:01:37,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5MM CERR CVX SUAVE 10-55,Convatec,BOLSA ESTEEMBODY 3.5MM CERR CVX SUAVE 10-55,accesorio,Accesorios,Caja x 30 cód. 423668 (VL),427685.95,2025-10-06,2026-01-17T13:01:41,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5MM DREN CVX SUAVE 10-35,Convatec,BOLSA ESTEEMBODY 3.5MM DREN CVX SUAVE 10-35,accesorio,Accesorios,Caja x 10 cód. 423608 (VL),185330.58,2025-10-06,2026-01-17T13:01:44,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5MM DREN CVX SUAVE 10-25,Convatec,BOLSA ESTEEMBODY 3.5MM DREN CVX SUAVE 10-25,accesorio,Accesorios,Caja x 10 cód. 423609 (VL),185330.58,2025-10-06,2026-01-17T13:01:47,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 3.5MM DREN CVX SUAVE 10-45,Convatec,BOLSA ESTEEMBODY 3.5MM DREN CVX SUAVE 10-45,accesorio,Accesorios,Caja x 10 cód. 423607 (VL),185330.58,2025-10-06,2026-01-17T13:01:52,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-25 MM,Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-25 MM,accesorio,Accesorios,Caja x 30 cód.423675 (VL),427685.95,2025-10-06,2026-01-17T13:01:57,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7 MM DREN CVX SUAVE 10-55,Convatec,BOLSA ESTEEMBODY 7 MM DREN CVX SUAVE 10-55,accesorio,Accesorios,Caja x 10 cód. 423624 (VL),185330.58,2025-10-06,2026-01-17T13:01:57,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-35 MM,Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-35 MM,accesorio,Accesorios,Caja x 30 cód.423674 (VL),427685.95,2025-10-06,2026-01-17T13:02:03,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-45 MM,Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-45 MM,accesorio,Accesorios,Caja x 30 cód.423673 (VL),427685.95,2025-10-06,2026-01-17T13:02:07,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-55 MM,Convatec,BOLSA ESTEEMBODY 7MM CERR CVX SUAVE 10-55 MM,accesorio,Accesorios,Caja x 30 cód. 423672 (VL),427685.95,2025-10-06,2026-01-17T13:02:07,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM DREN CVX SUAVE 10-25 MM,Convatec,BOLSA ESTEEMBODY 7MM DREN CVX SUAVE 10-25 MM,accesorio,Accesorios,Caja x 10 cód. 423627 (VL),185330.58,2025-10-06,2026-01-17T13:02:13,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM DREN CVX SUAVE 10-35 MM,Convatec,BOLSA ESTEEMBODY 7MM DREN CVX SUAVE 10-35 MM,accesorio,Accesorios,Caja x 10 cód. 423626 (VL),185330.58,2025-10-06,2026-01-17T13:02:15,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM DREN CVX SUAVE 10-45 MM,Convatec,BOLSA ESTEEMBODY 7MM DREN CVX SUAVE 10-45 MM,accesorio,Accesorios,Caja x 10 cód. 423625 (VL),185330.58,2025-10-06,2026-01-17T13:02:16,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM URO CVX SUAVE 10-25 MM,Convatec,BOLSA ESTEEMBODY 7MM URO CVX SUAVE 10-25 MM,accesorio,Accesorios,Caja x 10 cód. 423723 (VL),199582.5,2025-10-06,2026-01-17T13:02:22,,,,,,,Importado,{}
Convatec,BOLSA ESTEEMBODY 7MM URO CVX SUAVE 10-45 MM,Convatec,BOLSA ESTEEMBODY 7MM URO CVX SUAVE 10-45 MM,accesorio,Accesorios,Caja x 10 cód.423721 (VL),199582.5,2025-10-06,2026-01-17T13:02:28,,,,,,,Importado,{}
