PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description
OOS,ARGENTINA,Grimberg,DENTIFIX TABLETAS LIMPIADORAS,sodium perborate+assoc.,,,,,,tablets x 12 (VL)
OOS,ARGENTINA,Grimberg,DUCHA BUCAL,accessory,,,,,,wireless indiv.flosser (VL)
OOS,ARGENTINA,Grimberg,SEGURDENT,carboxymethylcellulose sodium+assoc.,,,,,,cr.adh.sab.menta x 40 g (VL)
OOS,ARGENTINA,Grimberg,SEGURDENT,carboxymethylcellulose sodium+assoc.,,,,,,cr.adh.sab.neutro x 40 g (VL)
OOS,ARGENTINA,Grimberg,WATERPIK BOQUILLA PARA DUCHA BUCAL,accessory,,,,,,classic p/ WP70 (VL)
OOS,ARGENTINA,Grimberg,WATERPIK BOQUILLA PARA DUCHA BUCAL,accessory,,,,,,standard p/ WF-02E2 (VL)
OOS,ARGENTINA,Grimberg,WATERPIK DUCHA BUCAL,accessory,,,,,,fliar.c/4boq.+acces.limp (VL)
OOS,ARGENTINA,Grimberg,WATERPIK DUCHA BUCAL,accessory,,,,,,Ultra Jet - WP 100E (VL)
OOS,ARGENTINA,Grimberg,WATERPIK DUCHA BUCAL,accessory,,,,,,wireless single n (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM BASE,vitamins + minerals,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM BASE,vitamins + minerals,,,,,,comp. x 60 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM DEFENSAS,vitamins + minerals,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM ESSENCIAL,vitamins + minerals,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM HOMBRE,vitamins + minerals,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM HOMBRE,vitamins + minerals,,,,,,comp. x 60 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM MUJER,vitamins + minerals,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM MUJER,vitamins + minerals,,,,,,comp. x 60 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM SILVER HOMBRE,vitamins + minerals,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM SILVER MUJER,vitamins + minerals,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM SILVER,vitamins + minerals,,,,,,comp.rec.x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,CENTRUM SILVER,vitamins + minerals,,,,,,comp.rec.x 60 (VL)
OOS,ARGENTINA,Haleon Argentina,COREGA CONNECT,carboxymethylcellulose sodium+assoc.,,,,,,knob x 40 g (VL)
OOS,ARGENTINA,Haleon Argentina,COREGA CONNECT,carboxymethylcellulose sodium+assoc.,,,,,,knob x 70 g (VL)
OOS,ARGENTINA,Haleon Argentina,COREGA TABS 3 MIN 4 EN 1,"sodium, bicarbonate + assoc.",,,,,,tab.limp.x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,COREGA TABS BLANQUEADOR,"sodium, bicarbonate + assoc.",,,,,,tab.limp.x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,COREGA TABS PRO ORTODONCIA,"sodium, bicarbonate + assoc.",,,,,,tab.limp.x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,COREGA TABS WHITENING,"sodium, bicarbonate + assoc.",,,,,,tab.limp.x 30 (VL)
OOS,ARGENTINA,Haleon Argentina,PARODONTAX CEPILLO,accessory,,,,,,brush x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE CEPILLO MULTIPROTECCION TB,accessory,,,,,,Half tooth brush x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE CEPILLO MULTIPROTECCION TB,accessory,,,,,,Soft dental brush x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE CEPILLO PROTECCION COMPLETA,accessory,,,,,,soft brush x 2 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE CEPILLO SENSIBILIDAD Y ENCIAS,accessory,,,,,,brush x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE CLINICAL REPAIR,,,,,,,dental cr. x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE COMPLETE CARE MEDIUM,accessory,,,,,,medium brush x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE COMPLETE CARE SOFT,accessory,,,,,,brush x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE EXTRA FRESH BLANQUEADOR,"potassium, nitrate+assoc.",,,,,,dental cr. x 50 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE EXTRA FRESH BLANQUEADOR,"potassium, nitrate+assoc.",,,,,,dental cr. x 90 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE EXTRA FRESH BLANQUEADOR,"potassium, nitrate+assoc.",,,,,,knob x 140 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE LIMPIEZA PROFUNDA,"potassium, nitrate+assoc.",,,,,,knob x 90 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE MULTI CARE X3,accessory,,,,,,brush x 3 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE MULTIPROTECCION,triclosan+assoc.,,,,,,dental cr. x 90 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE ORIGINAL,"potassium, nitrate+assoc.",,,,,,dental cr. x 50 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE ORIGINAL,"potassium, nitrate+assoc.",,,,,,dental cr. x 90 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE PRONAMEL JUNIOR,"potassium, nitrate+assoc.",,,,,,knob x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE PROTECCION COMPLETA,"potassium, nitrate+assoc.",,,,,,knob x 140 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE PROTECCION COMPLETA,"potassium, nitrate+assoc.",,,,,,knob x 90 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE RAPIDO ALIVIO BLANQUEADOR,"potassium, nitrate+assoc.",,,,,,dental cr. x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE RAPIDO ALIVIO,"potassium, nitrate+assoc.",,,,,,dental cr. x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE REPARA Y PROTEGE X2,accessory,,,,,,brush x 2 (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE SENSIBILIDAD Y ENCIAS,"potassium, nitrate+assoc.",,,,,,knob x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE SENSIBILIDAD Y ESMALTE BLANQUEADOR,"potassium, nitrate+assoc.",,,,,,knob x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,SENSODYNE SENSIBILIDAD Y ESMALTE,"potassium, nitrate+assoc.",,,,,,knob x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA CREMA MENTA,carboxymethylcellulose sodium+assoc.,,,,,,knob x 20 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA CREMA MENTA,carboxymethylcellulose sodium+assoc.,,,,,,knob x 40 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA CREMA MENTA,carboxymethylcellulose sodium+assoc.,,,,,,knob x 70 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA CREMA SIN SABOR,carboxymethylcellulose sodium+assoc.,,,,,,knob x 20 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA CREMA SIN SABOR,carboxymethylcellulose sodium+assoc.,,,,,,knob x 40 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA CREMA SIN SABOR,carboxymethylcellulose sodium+assoc.,,,,,,knob x 70 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA MAXIMA FIJACION Y FRESCURA,carboxymethylcellulose sodium+assoc.,,,,,,knob x 40 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA MAXIMA FIJACION Y FRESCURA,carboxymethylcellulose sodium+assoc.,,,,,,knob x 70 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA MAXIMO SELLADO,carboxymethylcellulose sodium+assoc.,,,,,,knob x 40 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA MAXIMO SELLADO,carboxymethylcellulose sodium+assoc.,,,,,,knob x 70 g (VL)
OOS,ARGENTINA,Haleon Argentina,ULTRA COREGA POLVO,carboxymethylcellulose sodium+assoc.,,,,,,pvo.x 22 g (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL LIMON,"sodium, bicarbonate + assoc.",,,,,,double envelope x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL LIMON,"sodium, bicarbonate + assoc.",,,,,,over x 15 x 2 (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL NARANJA,"sodium, bicarbonate + assoc.",,,,,,double envelope x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL NARANJA,"sodium, bicarbonate + assoc.",,,,,,fco.x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL NARANJA,"sodium, bicarbonate + assoc.",,,,,,over x 15 x 2 (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL,"sodium, bicarbonate + assoc.",,,,,,double envelope x 1 (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL,"sodium, bicarbonate + assoc.",,,,,,fco.plast.x 100 g (VL)
OOS,ARGENTINA,Haleon Argentina,UVASAL,"sodium, bicarbonate + assoc.",,,,,,over x 15 x 2 (VL)
OOS,ARGENTINA,Hemoderivados,AGUA BIDESTILADA UNC,water for injections,,,,,,a. x 100 x 5 ml
OOS,ARGENTINA,Hochwertig,DERMOFLEX,coenzyme Q10+assoc.,,,,,,soft capsules x 60
OOS,ARGENTINA,Hochwertig,OVICALM FORTE,vit.+minerals+assoc.,,,,,,caps.x 60
OOS,ARGENTINA,Hochwertig,OVICALM,minerals,,,,,,caps.x 60
OOS,ARGENTINA,Hochwertig,OVIFLEX SPORT,collagen+assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Hochwertig,OVIFLEX,collagen+assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Hochwertig,PROTAPROTEX PLUS,serenoa repens+assoc.,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Hochwertig,PROTAPROTEX PLUS,serenoa repens+assoc.,,,,,,caps.x 90 (VL)
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT 48 MM,accessory,,,,,,"box of 10 units, code 7805 (VL)"
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT 96 MM,accessory,,,,,,"box of 10 units, code 7806 (VL)"
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT CONV.,accessory,,,,,,"box of 10 units, code 79520 (VL)"
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT CONV.,accessory,,,,,,"box of 10 units, code 79540 (VL)"
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT CONV.,accessory,,,,,,boxx 10 units. code 79530 (VL)
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT CONV.OV,accessory,,,,,,"box of 10 units, code 79601 (VL)"
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT CONV.OV,accessory,,,,,,"box of 10 units, code 79602 (VL)"
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. ADAPT CONV.OV,accessory,,,,,,"box of 10 units, code 79603 (VL)"
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. CERARINGS,accessory,,,,,,box x 10 units. code 8805 (VL)
OOS,ARGENTINA,Hollister,ANILLOS PLA. DE HIDROC. CERARINGS,accessory,,,,,,box x 10 units. code 8815 (VL)
OOS,ARGENTINA,Hollister,APOSITO ALG. DE CAL. 10X10 CM REST.,accessory,,,,,,box x 10 units. code 9937 (VL)
OOS,ARGENTINA,Hollister,APOSITO ALG. DE CAL. 10X20 CM REST.,accessory,,,,,,box x 5 units. code 9939 (VL)
OOS,ARGENTINA,Hollister,APOSITO ALG. DE CAL. 30.5 CM REST.,accessory,,,,,,box x 5 units. code 9940 (VL)
OOS,ARGENTINA,Hollister,BARRERA CERAPLUS CONVEXA 44 MM,accessory,,,,,,box x 5 units code 11402 (VL)
OOS,ARGENTINA,Hollister,BARRERA CERAPLUS CONVEXA 57 MM,accessory,,,,,,box x 5 units code 11403 (VL)
OOS,ARGENTINA,Hollister,BARRERA CERAPLUS CONVEXA 70 MM,accessory,,,,,,box x 5 units code 11404 (VL)
OOS,ARGENTINA,Hollister,BARRERA CERAPLUS PLANA 44 MM,accessory,,,,,,box x 5 units code 11202 (VL)
OOS,ARGENTINA,Hollister,BARRERA CERAPLUS PLANA 57 MM,accessory,,,,,,box x 5 units code 11203 (VL)
OOS,ARGENTINA,Hollister,BARRERA CERAPLUS PLANA 70 MM,accessory,,,,,,box x 5 units code 11204 (VL)
OOS,ARGENTINA,Hollister,BARRERA NEW IMAGE CONVEXA 44 MM,accessory,,,,,,box x 5 units code 14802 (VL)
OOS,ARGENTINA,Hollister,BARRERA NEW IMAGE CONVEXA 57 MM,accessory,,,,,,box x 5 units code 14803 (VL)
OOS,ARGENTINA,Hollister,BARRERA NEW IMAGE CONVEXA 70 MM,accessory,,,,,,box x 5 units code 14804 (VL)
OOS,ARGENTINA,Hollister,BARRERA NEW IMAGE PLANA 102 MM,accessory,,,,,,box x 5 units code 14606 (VL)
OOS,ARGENTINA,Hollister,BARRERA NEW IMAGE PLANA 44 MM,accessory,,,,,,box x 5 units code 14602 (VL)
OOS,ARGENTINA,Hollister,BARRERA NEW IMAGE PLANA 57 MM,accessory,,,,,,box x 5 units code 14603 (VL)
OOS,ARGENTINA,Hollister,BARRERA NEW IMAGE PLANA 70 MM,accessory,,,,,,box x 5 units code 14604 (VL)
OOS,ARGENTINA,Hollister,BARRERA PEDIAT. POUCHKINS 32 MM,accessory,,,,,,"box of 5 units, code 3761 (VL)"
OOS,ARGENTINA,Hollister,BOLSA CERRADA NEW IMAGE 44 MM,accessory,,,,,,box x30uni.code 18372-30 (VL)
OOS,ARGENTINA,Hollister,BOLSA CERRADA NEW IMAGE 57 MM,accessory,,,,,,box x30uni.code.18373-30 (VL)
OOS,ARGENTINA,Hollister,BOLSA CERRADA NEW IMAGE 70 MM,accessory,,,,,,box x30uni.code 18374-30 (VL)
OOS,ARGENTINA,Hollister,BOLSA CERRADA RECORT. PREMIER,accessory,,,,,,"box of 30 units, code 82300 (VL)"
OOS,ARGENTINA,Hollister,BOLSA CERRADA RECORT. PREMIER,accessory,,,,,,"box of 30 units, code 82302 (VL)"
OOS,ARGENTINA,Hollister,BOLSA CERRADA RECORT. PREMIER,accessory,,,,,,"box of 30 units, code 82402 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEO NATAL POUCHKINS,accessory,,,,,,box x 15 units. code 3778 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEW IMAGE 102 MM,accessory,,,,,,box x10 units. code 18006 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEW IMAGE 44 MM,accessory,,,,,,box x10 units. code 18182 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEW IMAGE 44 MM,accessory,,,,,,box x10 units. code 18192 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEW IMAGE 57 MM,accessory,,,,,,box x10 units. code 18183 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEW IMAGE 57 MM,accessory,,,,,,box x10 units. code 18193 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEW IMAGE 70 MM,accessory,,,,,,box x10 units. code 18184 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE NEW IMAGE 70 MM,accessory,,,,,,box x10 units. code 18194 (VL)
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. CVX PREMIER,accessory,,,,,,"box of 5 units, code 89111 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. CVX PREMIER,accessory,,,,,,"box of 5 units, code 89811 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. PREMIER,accessory,,,,,,"box of 10 units, code 88300 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. PREMIER,accessory,,,,,,"box of 10 units, code 88302 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. PREMIER,accessory,,,,,,"box of 10 units, code 88400 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. PREMIER,accessory,,,,,,"box of 10 units, code 88402 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. SOFT CVX PREMIER,accessory,,,,,,"box of 5 units, code 89511 (VL)"
OOS,ARGENTINA,Hollister,BOLSA DRENABLE RECORT. SOFT CVX PREMIER,accessory,,,,,,"box of 5 units, code 89611 (VL)"
OOS,ARGENTINA,Hollister,BOLSA NEONATAL POUCHKINS,accessory,,,,,,box x 15 units. code 3777 (VL)
OOS,ARGENTINA,Hollister,BOLSA PEDIATRICA POUCHKINS 32 MM,accessory,,,,,,box x 10 units. code 3799 (VL)
OOS,ARGENTINA,Hollister,BOLSA PEDIATRICA POUCHKINS,accessory,,,,,,box x 10 units. code 3795 (VL)
OOS,ARGENTINA,Hollister,BOLSA URINARIA DE PIERNA 540 ML ESTERIL,accessory,,,,,,box x10 units. code 9814 (VL)
OOS,ARGENTINA,Hollister,BOLSA URINARIA DE PIERNA 900 ML ESTERIL,accessory,,,,,,box x10 units. code 9805 (VL)
OOS,ARGENTINA,Hollister,BOLSA UROST. NEW IMAGE 44 MM,accessory,,,,,,"box of 10 units, code 18422 (VL)"
OOS,ARGENTINA,Hollister,BOLSA UROST. NEW IMAGE 57 MM,accessory,,,,,,"box of 10 units, code 18423 (VL)"
OOS,ARGENTINA,Hollister,BOLSA UROST. RECORT. COMPACT,accessory,,,,,,box x 10 units. code 1401 (VL)
OOS,ARGENTINA,Hollister,BOLSA UROST. RECORTABLE PREMIER,accessory,,,,,,box x 10 units. code 8460 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 10FR. HOM.,accessory,,,,,,box x 25 units. code 9670 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 10FR. MUJ.,accessory,,,,,,box x 25 units. code 9674 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 10FR. PED.,accessory,,,,,,box x 25 units. code 9677 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 10FR. PED.,accessory,,,,,,box x 25 units. code 9678 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 12FR. HOM.,accessory,,,,,,box x 25 units. code 9671 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 12FR. MUJ.,accessory,,,,,,box x 25 units. code 9675 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 14FR. HOM.,accessory,,,,,,box x 25 units. code 9672 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 14FR. MUJ.,accessory,,,,,,box x 25 units. code 9676 (VL)
OOS,ARGENTINA,Hollister,CATETER INTERM. INSTANT. 16FR. HOM.,accessory,,,,,,box x 25 units. code 9673 (VL)
OOS,ARGENTINA,Hollister,CERAPLUS EXTENSORES DE BARRERAS FLEXIBLES,accessory,,,,,,box x 30 u. code 79402 (VL)
OOS,ARGENTINA,Hollister,CINTURON ADAPT 66-109 CM,accessory,,,,,,box x 1 unit. code 7300 (VL)
OOS,ARGENTINA,Hollister,CINTURON ADAPT 74-124 CM,accessory,,,,,,box x 1 unit. code 7299 (VL)
OOS,ARGENTINA,Hollister,CORREAS ELASTICAS PARA BOLSAS DE PIERNAS,accessory,,,,,,box x3 unit. code 9343 (VL)
OOS,ARGENTINA,Hollister,DESOD. LUBRIC. ADAPT 236 ML,accessory,,,,,,box x 1 unit code 78500 (VL)
OOS,ARGENTINA,Hollister,DESOD. LUBRIC. ADAPT 8MLX50,accessory,,,,,,box x 1 unit code 78501 (VL)
OOS,ARGENTINA,Hollister,INVIEW CATETER EXTERNO MASC. STD 25 MM,accessory,,,,,,"box of 30 units, code 97225 (VL)"
OOS,ARGENTINA,Hollister,INVIEW CATETER EXTERNO MASC. STD 29 MM,accessory,,,,,,"box of 30 units, code 97229 (VL)"
OOS,ARGENTINA,Hollister,INVIEW CATETER EXTERNO MASC. STD 32 MM,accessory,,,,,,"box of 30 units, code 97232 (VL)"
OOS,ARGENTINA,Hollister,INVIEW CATETER EXTERNO MASC. STD 36 MM,accessory,,,,,,"box of 30 units, code 97236 (VL)"
OOS,ARGENTINA,Hollister,INVIEW CATETER EXTERNO MASC. STD 41 MM,accessory,,,,,,"box of 30 units, code 97241 (VL)"
OOS,ARGENTINA,Hollister,POLVO ADAPT PARA OSTOMIA,accessory,,,,,,box x 1 unit code 7906 (VL)
OOS,ARGENTINA,Hollister,TUBO DE DRENAJE CON CONECTOR 46 CM OVAL,accessory,,,,,,box x10 units. code 9345 (VL)
OOS,ARGENTINA,Infinity Pharma,BI1 ESPESANTE,hydrocolloid,,,,,,can x 300 g (VL)
OOS,ARGENTINA,Infinity Pharma,BI1 GLUTAMIN,glutamine,,,,,,envelopes x 30 (VL)
OOS,ARGENTINA,Infinity Pharma,BI1 HP FIBRA VAINILLA,fibers+proteins+assoc.,,,,,,200 ml x 3 (VL)
OOS,ARGENTINA,Infinity Pharma,BI1 PROTEIN,whey proteins,,,,,,can x 400 g (VL)
OOS,ARGENTINA,Innovapharma,ACEITE DE KRILL,krill oil,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,ARANDANOS,"blueberry, ext.+assoc.",,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,ASTAXANTINA,astaxanthin,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,COQ10 UBIQUINONA,coenzyme Q10+assoc.,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Innovapharma,GENACOL DERMA,collagen+assoc.,,,,,,caps.x 120 (VL)
OOS,ARGENTINA,Innovapharma,GENACOL DERMA,collagen+assoc.,,,,,,cr.antiage x 50 ml (VL)
OOS,ARGENTINA,Innovapharma,GENACOL DERMA,collagen+assoc.,,,,,,cr.antig.x50ml+caps.x120 (VL)
OOS,ARGENTINA,Innovapharma,GENACOL SPORT,collagen hydrolyzate+assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,GENACTION FORMULA AVANZADA,collagen+assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,GENACTION FORMULA ORIGINAL,collagen+assoc.,,,,,,caps.x 90 (VL)
OOS,ARGENTINA,Innovapharma,GENACTION SPORT,collagen+assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,INNOVANATURALS HUESOS Y ARTICULACIONES,hydr.colg.+magnesium+ac.hyalur.+asoc.,,,,,,env.x 450 g (VL)
OOS,ARGENTINA,Innovapharma,INNOVANATURALS MULTIVITAMINICO,vitamins + minerals,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Innovapharma,INNOVANATURALS OMEGA 3 MAX,fish oil,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,INNOVANATURALS OMEGA 3,fish oil,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Innovapharma,INNOVANATURALS OMEGA 3,fish oil,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,INNOVANATURALS VITAMINA C PLUS,vit.c+vit.d+zinc,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Innovapharma,INNOVANATURALS VITAMINA C,vit.c,,,,,,caps.x 30 (VL)
OOS,ARGENTINA,Innovapharma,MAGNESIUM GLICINATO,magnesium glycinate,,,,,,400 mg caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,MAGNESIUM MEGA,magnesium citrate,,,,,,1000 mg caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,OMEGA 3 REGULAR,fatty acids+assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,OMEGA 3 TG,omega 3 fatty acids + assoc.,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,POTASIUM,potassium,,,,,,caps.x 60 (VL)
OOS,ARGENTINA,Innovapharma,,selenium,,,,,,caps. x 30 (VL)
OOS,ARGENTINA,Innovapharma,ULTRAPURE BEAUTY,collagen hydrolyzate+assoc.,,,,,,caps.x 90 (VL)
OOS,ARGENTINA,Innovapharma,ULTRAPURE HUESOS Y ARTICULACIONES,hydr.colg.+magnesium+ac.hyalur.+asoc.,,,,,,env.x 360 g (VL)
OOS,ARGENTINA,Innovapharma,VITAMINA B12 METILCOBALAMINA,vit. b12,,,,,,bottle caps.x 30 (VL)
OOS,ARGENTINA,Intencional,COLAGENO INTENCIONAL,collagen+assoc.,,,,,,pvo. x 300 g (VL)
OOS,ARGENTINA,IQUISA,420 CBD BEAUTY,cannabidiol,,,,,,facial cream x 50 ml (VL)
OOS,ARGENTINA,IQUISA,420 CBD RELAX,cannabidiol,,,,,,env.x 16 ml (VL)
OOS,ARGENTINA,IQUISA,420 CBD TETITA FELIZ PACK,cannabidiol,,,,,,cr. 75 g + oil 75 ml (VL)
OOS,ARGENTINA,Iraola,AMUCHINA 100%,sodium chloride,,,,,,5000 ml canister (VL)
OOS,ARGENTINA,ISA,CARTIFLEX,shark cartilage+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,ISA,CARTIFLEX,shark cartilage+assoc.,,,,,,comp.x 60 (VL)
OOS,ARGENTINA,ISA,CREATINA STICKS,creatine,,,,,,envelopes x 30 (VL)
OOS,ARGENTINA,ISA,DIA D,vit.d,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,ISA,GLUCOCARTIFLEX,glucosamine,,,,,,1500 mg sachet x 15 (VL)
OOS,ARGENTINA,ISA,GLUCOCARTIFLEX,glucosamine,,,,,,1500 mg sachet x 30 (VL)
OOS,ARGENTINA,ISA,GLUCOCARTIFLEX,glucosamine,,,,,,1500 mg sachet x 42 (VL)
OOS,ARGENTINA,ISA,HERBACCION MEMORY,ginkgo biloba+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,ISA,HERBACCION SEDANTE,valerian+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,ISA,HERBACCION VIGOR,ginseng+assoc.,,,,,,comp.x 30 (VL)
OOS,ARGENTINA,ISA,NOVO CARTIFLEX ARTICULACIONES,collagen type II+assoc.,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,ISA,STOP HUNGRY,vitamins + minerals,,,,,,over x 30 (VL)
OOS,ARGENTINA,ISA,VEG 12,vit. b12,,,,,,comp. x 15 (VL)
OOS,ARGENTINA,ISA,VITAMINA C 1 GR,vit.c,,,,,,1 g sachet x 15 (VL)
OOS,ARGENTINA,ISA,ZENTRO MAX,vitamins + minerals,,,,,,comp. x 30 (VL)
OOS,ARGENTINA,ISA,ZENTRO MAX,vitamins + minerals,,,,,,over x 15 (VL)
