Effective Start Date,Effective End Date,DIN,Trade name,Strength,Dosage form,DBP (raw),Ex Factory Wholesale Price,Ex Factory Wholesale Unit,Local Pack Description,PK keyword present,Public With VAT Price,RI Price,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value
2025-02-27,,02538555,Akeega,50 mg /500 mg,Tab,$147.1000,147.1,,50 mg /500 mg Tab,No,158.868,158.868,FULLY REIMBURSABLE,158.868,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-02-27,,02538563,Akeega,100 mg /500 mg,Tab,$147.1000,147.1,,100 mg /500 mg Tab,No,158.868,158.868,FULLY REIMBURSABLE,158.868,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-02-13,,02527693,Orladeyo,150 mg,Cap,$850.000,850.0,,150 mg Cap,No,918.0,918.0,FULLY REIMBURSABLE,918.0,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-01-31,,02397447,Caripul,0.5mg,Inj-10mL Vial Pk,$20.7800,20.78,,0.5mg Inj-10mL Vial Pk,Yes,22.4424,22.4424,FULLY REIMBURSABLE,22.4424,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-01-31,,02397455,Caripul,1.5mg,Inj-10mL Vial Pk,$41.6800,41.68,,1.5mg Inj-10mL Vial Pk,Yes,45.0144,45.0144,FULLY REIMBURSABLE,45.0144,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-01-31,,02489597,Evenity,105mg/1.17mL,Inj Sol-1.17mL Pref Syr (Preservative-Free),$353.0800,353.08,,105mg/1.17mL Inj Sol-1.17mL Pref Syr (Preservative-Free),No,381.3264,381.3264,FULLY REIMBURSABLE,381.3264,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2025-01-31,,00725765,Meperidine Hydrochloride Injection USP,50mg/mL,Inj Sol-1mL Pk,$3.8110,3.811,,50mg/mL Inj Sol-1mL Pk,Yes,4.11588,4.11588,FULLY REIMBURSABLE,4.11588,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-12-13,,02542420,Amvuttra,25mg/0.5mL,Inj Sol-0.5mL Pref Syr Pk,$5721.6400/mg,5721.64,mg,25mg/0.5mL Inj Sol-0.5mL Pref Syr Pk,Yes,6179.3712,6179.3712,FULLY REIMBURSABLE,6179.3712,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-11-25,,02528908,Welireg,40mg,Tab,$213.3300,213.33,,40mg Tab,No,230.3964,230.3964,FULLY REIMBURSABLE,230.3964,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-11-04,,02539845,Omvoh,100 mg / mL,Inj Sol-1 mL Prefilled Pen (Preservative-Free),$1268.0700,1268.07,,100 mg / mL Inj Sol-1 mL Prefilled Pen (Preservative-Free),No,1369.5156,1369.5156,FULLY REIMBURSABLE,1369.5156,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-11-04,,02539853,Omvoh,100 mg / mL,Inj Sol-1 mL Prefilled Syr (Preservative-Free),$1268.0700,1268.07,,100 mg / mL Inj Sol-1 mL Prefilled Syr (Preservative-Free),No,1369.5156,1369.5156,FULLY REIMBURSABLE,1369.5156,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-11-04,,02539861,Omvoh,20 mg / mL,Inj Sol-15 mL Vial Pk (Preservative Free),$2536.1400,2536.14,,20 mg / mL Inj Sol-15 mL Vial Pk (Preservative Free),Yes,2739.0312,2739.0312,FULLY REIMBURSABLE,2739.0312,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-09-05,,02537702,Vyalev,240 mg / mL & 12 mg / mL,Inj Sol-10 mL Vial Pk,169.8100/Vial,169.81,Vial,240 mg / mL & 12 mg / mL Inj Sol-10 mL Vial Pk,Yes,183.3948,183.3948,FULLY REIMBURSABLE,183.3948,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-08-26,,02532549,Camzyos,2.5 mg,Cap,61.6000,61.6,,2.5 mg Cap,No,66.528,66.528,FULLY REIMBURSABLE,66.528,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-08-26,,02532557,Camzyos,5 mg,Cap,61.6000,61.6,,5 mg Cap,No,66.528,66.528,FULLY REIMBURSABLE,66.528,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-08-26,,02532565,Camzyos,10 mg,Cap,61.6000,61.6,,10 mg Cap,No,66.528,66.528,FULLY REIMBURSABLE,66.528,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-08-26,,02532573,Camzyos,15 mg,Cap,61.6000,61.6,,15 mg Cap,No,66.528,66.528,FULLY REIMBURSABLE,66.528,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-07-29,,02525755,Oxlumo,94.5 mg /0.5 mL,Inj Sol-0.5 mL Vial Pk,$1024.9241/ mg,1024.9241,mg,94.5 mg /0.5 mL Inj Sol-0.5 mL Vial Pk,Yes,1106.918028,1106.918028,FULLY REIMBURSABLE,1106.918028,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-07-08,,02530740,Livtencity,200 mg,Tab,$276.7857,276.7857,,200 mg Tab,No,298.928556,298.928556,FULLY REIMBURSABLE,298.928556,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-05-31,,02485559,Renvela,0.8g,Pd for Susp,$1.3127/Sachet,1.3127,Sachet,0.8g Pd for Susp,No,1.417716,1.417716,FULLY REIMBURSABLE,1.417716,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-05-31,,02485567,Renvela,2.4g,Pd for Susp,$3.9380/Sachet,3.938,Sachet,2.4g Pd for Susp,No,4.25304,4.25304,FULLY REIMBURSABLE,4.25304,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-05-15,,02533294,Empaveli,54 mg / mL,Inj Sol-20 mL Vial,$4970.0000/Vial,4970.0,Vial,54 mg / mL Inj Sol-20 mL Vial,No,5367.6,5367.6,FULLY REIMBURSABLE,5367.6,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02513099,Braftovi,75 mg,Cap,$52.7625,52.7625,,75 mg Cap,No,56.9835,56.9835,FULLY REIMBURSABLE,56.9835,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02398958,Diacomit,250 mg,Cap,$6.4806,6.4806,,250 mg Cap,No,6.999048,6.999048,FULLY REIMBURSABLE,6.999048,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02398974,Diacomit,250 mg /Pk,Pd for Oral Susp,$6.4806,6.4806,,250 mg /Pk Pd for Oral Susp,Yes,6.999048,6.999048,FULLY REIMBURSABLE,6.999048,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02398966,Diacomit,500 mg,Cap,$12.9408,12.9408,,500 mg Cap,No,13.976064,13.976064,FULLY REIMBURSABLE,13.976064,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401703,Genotropin GoQuick,5.3 mg powder for solution,Pre-filled pen,$159.0700,159.07,,5.3 mg powder for solution Pre-filled pen,No,171.7956,171.7956,FULLY REIMBURSABLE,171.7956,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401711,Genotropin GoQuick,12 mg powder for solution,Pre-filled pen,$360.1400,360.14,,12 mg powder for solution Pre-filled pen,No,388.9512,388.9512,FULLY REIMBURSABLE,388.9512,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401762,Genotropin MiniQuick,0.6 mg powder for solution,Prefilled syringe,$18.0100,18.01,,0.6 mg powder for solution Prefilled syringe,No,19.4508,19.4508,FULLY REIMBURSABLE,19.4508,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401770,Genotropin MiniQuick,0.8 mg powder for solution,Prefilled syringe,$24.0100,24.01,,0.8 mg powder for solution Prefilled syringe,No,25.9308,25.9308,FULLY REIMBURSABLE,25.9308,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401789,Genotropin MiniQuick,1.0 mg powder for solution,Prefilled syringe,$30.0100,30.01,,1.0 mg powder for solution Prefilled syringe,No,32.4108,32.4108,FULLY REIMBURSABLE,32.4108,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401797,Genotropin MiniQuick,1.2 mg powder for solution,Prefilled syringe,$36.0200,36.02,,1.2 mg powder for solution Prefilled syringe,No,38.9016,38.9016,FULLY REIMBURSABLE,38.9016,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401800,Genotropin MiniQuick,1.4 mg powder for solution,Prefilled syringe,$42.0200,42.02,,1.4 mg powder for solution Prefilled syringe,No,45.3816,45.3816,FULLY REIMBURSABLE,45.3816,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401819,Genotropin MiniQuick,1.6 mg powder for solution,Prefilled syringe,$48.0200,48.02,,1.6 mg powder for solution Prefilled syringe,No,51.8616,51.8616,FULLY REIMBURSABLE,51.8616,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401827,Genotropin MiniQuick,1.8 mg powder for solution,Prefilled syringe,$54.0200,54.02,,1.8 mg powder for solution Prefilled syringe,No,58.3416,58.3416,FULLY REIMBURSABLE,58.3416,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02401835,Genotropin MiniQuick,2.0 mg powder for solution,Prefilled syringe,$60.0200,60.02,,2.0 mg powder for solution Prefilled syringe,No,64.8216,64.8216,FULLY REIMBURSABLE,64.8216,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02434814,Jakavi,10 mg,Tab,$97.1600,97.16,,10 mg Tab,No,104.9328,104.9328,FULLY REIMBURSABLE,104.9328,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02388014,Jakavi,15 mg,Tab,$97.1600,97.16,,15 mg Tab,No,104.9328,104.9328,FULLY REIMBURSABLE,104.9328,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02388022,Jakavi,20 mg,Tab,$97.1600,97.16,,20 mg Tab,No,104.9328,104.9328,FULLY REIMBURSABLE,104.9328,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02511355,Kesimpta,20 mg /0.4 mL,Inj Sol-0.4 mL Pref SensoReady Pen Pk,$2318.7400,2318.74,,20 mg /0.4 mL Inj Sol-0.4 mL Pref SensoReady Pen Pk,Yes,2504.2392,2504.2392,FULLY REIMBURSABLE,2504.2392,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02473569,Kisqali,200 mg,Tab,$94.1271,94.1271,,200 mg Tab,No,101.657268,101.657268,FULLY REIMBURSABLE,101.657268,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02409658,Mekinist,2 mg,Tab,$342.1270,342.127,,2 mg Tab,No,369.49716,369.49716,FULLY REIMBURSABLE,369.49716,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02513080,Mektovi,15 mg,Tab,$38.3250,38.325,,15 mg Tab,No,41.391,41.391,FULLY REIMBURSABLE,41.391,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02449781,Nucala,100 mg / mL,Inj Pd-Vial Pk,$2318.1300,2318.13,,100 mg / mL Inj Pd-Vial Pk,Yes,2503.5804,2503.5804,FULLY REIMBURSABLE,2503.5804,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02532611,Radicava,105 mg /5 mL,Oral Susp,$189.5200/ mL,189.52,mL,105 mg /5 mL Oral Susp,No,204.6816,204.6816,FULLY REIMBURSABLE,204.6816,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,01902644,Retrovir,10 mg / mL,Inj Sol,$1.0182/ mL,1.0182,mL,10 mg / mL Inj Sol,No,1.099656,1.099656,FULLY REIMBURSABLE,1.099656,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,01902652,Retrovir,50 mg /5 mL,Syrup,$0.2423/ mL,0.2423,mL,50 mg /5 mL Syrup,No,0.261684,0.261684,FULLY REIMBURSABLE,0.261684,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02522845,Saphnelo,150 mg / mL,Inj Sol-2 mL Vial Pk (Preservative-Free),$1736.1391/Vial,1736.1391,Vial,150 mg / mL Inj Sol-2 mL Vial Pk (Preservative-Free),Yes,1875.030228,1875.030228,FULLY REIMBURSABLE,1875.030228,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
2024-04-30,,02456214,Tagrisso,40 mg,Tab,$322.1280,322.128,,40 mg Tab,No,347.89824,347.89824,FULLY REIMBURSABLE,347.89824,,"DRUGS FUNDED BY EAP. THERE EXISTS AN ADDITIONAL COPAYMENT BASED ON PATIENT'S AGE/INCOME ($6.11/PRESCRIPTION FOR 65 YEARS & OLD, INCOME ABOVE $19,300; $2/PRESCRIPTION FOR 65 YEARS OLD, INCOME BELOW $19,300 & FOR POPULATION UNDER TRILLIUM DRUG PROGRAM)",0.0
