Company,Local Product Name,Generic Name,Local Pack Description,PCID
JOHNSON & JOHNSON INNOVATIVE MEDICINE,PALIPERIDONE,INVEGA TRINZA,263 JGA.PRELL.X1,460144
JOHNSON & JOHNSON INNOVATIVE MEDICINE,PALIPERIDONE,INVEGA TRINZA,350 JGA.PRELL.X1,460145
JOHNSON & JOHNSON INNOVATIVE MEDICINE,PALIPERIDONE,INVEGA TRINZA,525 JGA.PRELL.X1,460146
ROEMMERS,TADALAFIL,INVICTUS,INVICTUS MASTICABLE COMPRIMIDO MASTICABLE BLISTER POR 1 UNIDAD 20 MG,1887394
ROEMMERS,TADALAFIL,INVICTUS,20 MG COMP.REC.X 1,176149
ROEMMERS,TADALAFIL,INVICTUS,20 MG COMP.REC.X 2,176150
ROEMMERS,TADALAFIL,INVICTUS,5 MG COMP.REC.X 30,176152
ROEMMERS,TADALAFIL,INVICTUS,20 MG COMP.REC.X 4,176151
JOHNSON & JOHNSON INNOVATIVE MEDICINE,CANAGLIFLOZIN,INVOKANA,100 MG COMP.X 30,146876
JOHNSON & JOHNSON INNOVATIVE MEDICINE,CANAGLIFLOZIN,INVOKANA,300 MG COMP.X 30,146877
CETUS PHARMA,LOPERAMIDE,IONET,IONET COMPRIMIDO ENVASE POR 10 2 MG,1556620
GOBBI,IOPAMIDOL,IOPAMIRON 300,300 MG FAX 100 ML,684641
GOBBI,IOPAMIDOL,IOPAMIRON 370,370 MG FAX 100 ML,684643
GOBBI,IOPAMIDOL,IOPAMIRON 300,300 MG FAX 50 ML,684642
GOBBI,IOPAMIDOL,IOPAMIRON 370,370 MG FAX 50 ML,684644
DENVER,POVIDONE-IODINE,IOPOX,10% SUN.TOPIC X 60 ML,684517
ECZANE,PALBOCICLIB,IPALXANE,100 MG C¡PS.X 21,1912795
ECZANE,PALBOCICLIB,IPALXANE,125 MG C¡PS.X 21,1912796
ECZANE,PALBOCICLIB,IPALXANE,75 MG C¡PS.X 21,1912797
LAFEDAR,IPRATROPIUM BROMIDE,IPATROP,SOL .P 20 ML,1643
LAFEDAR,IPRATROPIUM BROMIDE,IPATROP,"25 MG/100 ML, 4O ML",1644
VALMAX,IPRATROPIUM BROMIDE & SALBUTAMOL,IPRASALB,SOL.MONODS. X 20 2.8 MG,630136
SIEGFRIED,AMINOCAPROIC ACID,IPSILON,2G INY. AMP. X 10,360684
ROEMMERS,ARIPIPRAZOLE,IRAZEM,SOL.ORAL X 150 ML,435343
ROEMMERS,ARIPIPRAZOLE,IRAZEM,20 MG COMP.X 15,435344
ROEMMERS,ARIPIPRAZOLE,IRAZEM,10 MG COMP.X 30,435345
ROEMMERS,ARIPIPRAZOLE,IRAZEM,15 MG COMP.X 30,435346
ROEMMERS,ARIPIPRAZOLE,IRAZEM,5 MG COMP.X 30,435347
ROEMMERS,ARIPIPRAZOLE,IRAZEM,10 MG COMP.X 60,1468069
ROEMMERS,ARIPIPRAZOLE,IRAZEM,5 MG COMP.X 60,1468068
ASTRAZENECA,GEFITINIB,IRESSA,250 MG COMP.X 30,220
BIOPROFARMA,IRINOTECAN,IRINOGEN,100 MG INY.F.A.X 1,1297
KEMEX,IRINOTECAN,IRINOTECAN,IRINOTECAN KEMEX SOLUCION INYECTABLE 1 FRASCO AMPOLLA POR 5 ML,1596603
GLENMARK,IRINOTECAN,IRINOTECAN GLENMARK,100 MG 1 X 5ML INY.F.A.X,1141
IMA,IRINOTECAN,IRINOTECAN IMA,100 MG F.A.X 1,1894
GP PHARM,IRINOTECAN,IRINOTECAN,IRINOTECAN FILAXIS SOLUCION INYECTABLE 1 FRASCO AMPOLLA por 5 ML,1596625
BIOSINTEX,DIPHENHYDRAMINE,IRRICUTAN,IRRICUTAN LOCION 1 ENVASE POR 100 ML 3 PERCENT,1556612
ABBOTT,CHLORAMPHENICOL & COLLAGENASE,IRUXOL,IRUXOL UNG√åENTO DERMICO 1 ENVASE POR 15 G 6.6%,1887101
ABBOTT,CHLORAMPHENICOL & COLLAGENASE,IRUXOL,IRUXOL UNG.X 30 G,2169389
ABBOTT,CHLORAMPHENICOL & COLLAGENASE,IRUXOL,IRUXOL UNG.X 50 G,2169378
LAFEDAR,BACLOFEN,ISEDIS,10 MG COMP.X 60,1262923
MSD,RALTEGRAVIR,ISENTRESS,100MG MAST. COMP. X 60,147084
MSD,RALTEGRAVIR,ISENTRESS,400MG COMP. X 60,147086
MSD,RALTEGRAVIR,ISENTRESS,600MG COMP. X 60,585311
CASASCO,CLARITHROMYCIN,ISET U.D.,ISET U.D. 1 G COMP.X 8,1566716
SIEGFRIED,DROSPIRENONE & ETHINYLESTRADIOL,ISIS,COMP. REC. X 28,250720
SIEGFRIED,DROSPIRENONE & ETHINYLESTRADIOL,ISIS,COMP. REC. X 56,250721
SIEGFRIED,DROSPIRENONE & ETHINYLESTRADIOL,ISIS,COMP. REC. X 84,250722
CRAVERI,METFORMIN & SITAGLIPTIN,ISLOGLIP MET,ISLOGLIP MET50/1000 MG COMP.REC.X 60,2150669
CRAVERI,METFORMIN & SITAGLIPTIN,ISLOGLIP MET,ISLOGLIP MET50/850 MG COMP.REC.X 60,2150668
CRAVERI,GLIMEPIRIDE,ISLOPIR,2 MG COMP.X 30,896029
CRAVERI,GLIMEPIRIDE,ISLOPIR,4 MG COMP.X 30,896030
ELEA,BACTERIAL LYSATES,ISMIGEN,ISMIGEN COMPRIMIDO SUBLINGUAL BLISTER POR 10 UNIDADES,1553838
CASASCO,CARVEDILOL,ISOBLOC,ISOBLOC 3.125 MG COMP.X 30,1556748
CASASCO,CARVEDILOL,ISOBLOC,ISOBLOC 3.125 MG COMP.X 60,1556749
KLONAL,ISOXSUPRINE,ISODILAN,"ISODILAN SOLUCION INYECTABLE 100 AMPOLLA POR 2 ML, 10 MG",1554390
APONOR,ISOFLURANE,ISOFLURANO BAXTER,ENV.X 100 ML,605713
IMA,ISOFLURANE,ISOFORINE,ISOFORINEFRASCO X 100 ML,2141543
LAFEDAR,ISONIAZID,ISONIAZID,300MG COMP. X 30,684780
SCOTT CASSARA,ISOPRENALINE,ISOPROTERENOL,INJECTION 5ML* 1MG,1882
DR. GRAY SACI,ISOPRENALINE,ISOPROTERENOL GRAY,INJECTION 5ML* 1MG,1673723
DR. GRAY SACI,ISOPRENALINE,ISOPROTERENOL GRAY,INJECTION 5ML* 1MG,1673722
ABBOTT,VERAPAMIL,ISOPTINO,80MG COMP.REC. X 30,175341
ABBOTT,VERAPAMIL,ISOPTINO MD,240MG COMP.REC. X 30,175337
ABBOTT,VERAPAMIL,ISOPTINO RETARD,120MG COMP.REC. X 20,175342
NOVARTIS,DEXAMETHASONE & NEOMYCIN & POLYMYXIN B,ISOPTO-MAX,UNG.OFT.X 3.5 G,1418257
NOVARTIS,DEXAMETHASONE & NEOMYCIN & POLYMYXIN B,ISOPTO-MAX,SUSP.OFT.X 5 ML,1418256
TECHSPHERE,ISOSORBIDE MONONITRATE,ISOSORBIDE 5,20 MG 20 CAPSULES,305112
TECHSPHERE,ISOSORBIDE MONONITRATE,ISOSORBIDE 5,20 MG 50 CAPSULES,305114
OXAPHARMA,ISOTRETINOIN,ISOTAN,20 MG CAPS.X 30,743651
OXAPHARMA,ISOTRETINOIN,ISOTAN,20 MG CAPS.X 60,1492916
NORGREEN,ISOXSUPRINE,ISOXSUPRINA,10MG AMP. X 100 X 2ML EH,896040
FADA PHARMA,ISOXSUPRINE,FADA ISOXSUPRINA,10 MG A.X 25 X 2 ML,1512357
FABRA,ISOXSUPRINE,ISOXSUPRINA,10MG COMP. X 20,896038
FABRA,ISOXSUPRINE,ISOXSUPRINA,20MG COMP. X 20,896039
SANOFI,INFLUENZA VACCINES,ISTIVAC,ISTIVACJGA.PRELL.X 1 X 0.5 ML,2178217
SANOFI,"INFLUENZA, INACTIVATED, SPLIT VIRUS OR SURFACE ANTIGEN",ISTIVAC,JGA.PRELL.X 1 X 0.5 ML,553971
TUTEUR,AZACITIDINE,ITERBIL,POWDER FOR INJECTION 100 MG,1360
ECZANE,ITOPRIDE,ITOPLUS,50 MG COMP.X 10,330329
ECZANE,ITOPRIDE,ITOPLUS,50 MG COMP.X 30,330330
ECZANE,ITOPRIDE,ITOPLUS,50 MG COMP.X 60,330331
EUROFARMA,ITOPRIDE,ITOPRID,50 MG COMP.X 30,330332
EUROFARMA,ITOPRIDE,ITOPRID,50 MG COMP.X 60,330333
LKM ONCO,IRINOTECAN,ITOXARIL 100,100 MG F.A.X 1,1593
CASSARA,ITRACONAZOLE,ITRAC,CAPS 200MG.X 14,176092
CASSARA,ITRACONAZOLE,ITRAC,CAPS 100MG.X 15,176079
SAIC ARGENTINE BIOLOGICAL INSTITUTE,ITRACONAZOLE,ITRAISDIN,ITRAISDIN 50 MG CAPSULA DURA BLISTER por 14 UNIDADES,1630893
GADOR,IVACAFTOR,IVACAR,IVACAR GRANULADO 75 MG SOBRES X 60,1957453
GADOR,IVACAFTOR,IVACAR,150 MG COMP.REC.X 60,1108083
TUTEUR,IVACAFTOR,IVADECO,150 MG COMP.REC.X 60,507978
ELEA,IVERMECTIN,IVER P,6 MG COMP.X 6,1108097
CASSARA,IVERMECTIN,IVERCASS,IVERCASS SOLUCION ORAL (GOTAS) 1 FRASCO GOTERO POR 20 ML 120 MG,1573141
CASSARA,IVERMECTIN,IVERCASS,COMP.X 4,1108098
CASSARA,IVERMECTIN,IVERCREM,1% CR.X 30 G.,684783
MONSERRAT,IVERMECTIN,IVERMECTINA MONSERRAT Y ECLAIR,6 MG COMP.X 6,1468070
PANALAB,IVERMECTIN,IVERTAL,6 MG COMP.X 6,1108100
FECOFAR,OMEPRAZOLE,IVESTRON,IVESTRON CAPSULA BLISTER POR 15 UNIDADES 20 MG,1608625
FECOFAR,OMEPRAZOLE,IVESTRON,40 MG CAPS.X 28,1912798
FECOFAR,OMEPRAZOLE,IVESTRON,IVESTRON CAPSULA BLISTER por 30 UNIDADES/ 20 MG,1865882
FECOFAR,OMEPRAZOLE,IVESTRON VL,IVESTRON VL20 MG C·PS.X 30,2170383
OXAPHARMA,MINOXIDIL,IVIX,"FCO.X 60 ML, 2 %",554337
OXAPHARMA,MINOXIDIL,IVIX,"FCO.X 60 ML, 5 %",554338
OXAPHARMA,FINASTERIDE,IVIX FIN,IVIX FIN COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES,1630996
OXAPHARMA,FINASTERIDE,IVIX FIN,IVIX FIN COMPRIMIDO RECUBIERTO BLISTER por 90 UNIDADES,1630997
OXAPHARMA,MINOXIDIL,IVIX HTA,IVIX HTA2.5 MG COMP. X 30,1927727
OXAPHARMA,MINOXIDIL,IVIX HTA,IVIX HTA 2.5 MG COMP. X 90,2062980
ROEMMERS,EZETIMIBE,IXACOR,10 MG COMP.X 30,531380
VARIFARMA,AXITINIB,IXAFNIB,IXAFNIB 1 MG COMP.REC.X 56,1887158
VARIFARMA,AXITINIB,IXAFNIB,IXAFNIB 5 MG COMP.REC.X 56,1887159
PFIZER,INFLIXIMAB,IXIFI,IXIFI POLVO LIOFILIZADO PARA INYECTABLE 1 FRASCO AMPOLLA por 100 MG,1553876
ROEMMERS,APIXABAN,IXIPEN,2.5 MG COMP.X 60,1673725
ROEMMERS,APIXABAN,IXIPEN,5 MG COMP.X 60,1673724
ROEMMERS,DESVENLAFAXINE,IXIUM,100MG LP COMP. REC. ◊ 10,200213
ROEMMERS,DESVENLAFAXINE,IXIUM,LP 50MG COMP. X 10,196362
ROEMMERS,DESVENLAFAXINE,IXIUM,100MG LP COMP. REC. X 30,200516
ROEMMERS,DESVENLAFAXINE,IXIUM,LP 50MG COMP. X 30,200517
ROEMMERS,DESVENLAFAXINE,IXIUM,50 MG COMP.LIB.PROL.X 60,1468071
ELEA,APALUTAMIDE,IXOMIDE,IXOMIDA 60 MG COMP.REC.X 120,1895143
CRAVERI,DROSPIRENONE & ETHINYLESTRADIOL,JADE,COMP. REC. X 28,250724
CRAVERI,DROSPIRENONE & ETHINYLESTRADIOL,JADE MD,JADE MD COMPRIMIDO RECUBIERTO BLISTER POR 28 UNIDADES ( 21 COMPRIMIDOS RECUBIERTOS ACTIVOS ROJOS Y 7 COMPRIMIDOS RECUBIERTOS PLACEBOS BLANCOS),1844331
BAYER,LEVONORGESTREL,JADELLE,JADELLE IMPL.SUBC. X2+TROCAR X1,2071643
NOVARTIS,DEFERASIROX,JADENU,180 MG COMP*30,377190
NOVARTIS,DEFERASIROX,JADENU,360 MG COMP*30,377191
NOVARTIS,DEFERASIROX,JADENU,90 MG COMP*30,377192
NOVARTIS,RUXOLITINIB,JAKAVI,60 TABS 10 MG,326291
NOVARTIS,RUXOLITINIB,JAKAVI,60 TABS 15 MG,522
NOVARTIS,RUXOLITINIB,JAKAVI,60 TABS 20 MG,523
NOVARTIS,RUXOLITINIB,JAKAVI,60 TABS 5 MG,524
TEVA,DAPAGLIFLOZIN,JALORESE,10 MG COMP.X 28,1912799
NOLTER,SITAGLIPTIN,JALZER,100 MG COMP.X 30,1835879
NOLTER,SITAGLIPTIN,JALZER,50 MG COMP.X 30,1835880
NOLTER,METFORMIN & SITAGLIPTIN,JALZERMET,50/1000 MG COMP.X 30,1835883
NOLTER,METFORMIN & SITAGLIPTIN,JALZERMET,50/850 MG COMP.X 30,1835881
MONTEVERDE,METFORMIN & SITAGLIPTIN,JALZERMET,JALZERMET COMPRIMIDO RECUBIERTO BLISTER POR 30 UNIDADES 900 MG,1875013
NOLTER,METFORMIN & SITAGLIPTIN,JALZERMET,50/1000 MG COMP.X 60,1835884
NOLTER,METFORMIN & SITAGLIPTIN,JALZERMET,50/850 MG COMP.X 60,1835882
MSD,METFORMIN & SITAGLIPTIN,JANUMET,"50 MG/ 1000 MG COATED FILM TABLETS, 28 PIECES",453
MSD,METFORMIN & SITAGLIPTIN,JANUMET,50 MG / 500MG COM REV CT BL AL AL X 28,454
MSD,METFORMIN & SITAGLIPTIN,JANUMET,"TABLET CONTAINING 50 MG SITAGLIPTIN (AS PHOSPHATE MONOHYDRATE) WITH 1000 MG METFORMIN HYDROCHLORIDE FILM-COATED, 56",455
MSD,METFORMIN & SITAGLIPTIN,JANUMET,FTBL 50MG/ 850MG 56 STUCK,456
MSD,METFORMIN & SITAGLIPTIN,JANUMET XR,"TABLET CONTAINING 100 STAGLIPTIN (AS PHOSPHATE MONOHYDRATE) WITH 1000 MG METFORMIN HYDROCHLORIDE FILM-COATED, 28 XR",451
MSD,METFORMIN & SITAGLIPTIN,JANUMET XR,"TABLET CONTAINING 50 MG SITAGLIPTIN (AS PHOSPHATE MONOHYDRATE) WITH 1000 MG METFORMIN HYDROCHLORIDE FILM-COATED, 56 XR",452
MSD,SITAGLIPTIN,JANUVIA,"100 MG TABLET: FILM-COATED, 28 TABLETS",457
MSD,SITAGLIPTIN,JANUVIA,"25 MG TABLET: FILM-COATED, 28 TABLETS",458
MSD,SITAGLIPTIN,JANUVIA,"50 MG TABLET: FILM-COATED, 28 TABLETS",459
VARIFARMA,TOFACITINIB,JANVAX,5 MG COMP.REC.X 60,1418270
BOEHRINGER INGELHEIM,EMPAGLIFLOZIN,JARDIANCE,TABLETS 1 PACK 30 TABS 10 MG,146878
BOEHRINGER INGELHEIM,EMPAGLIFLOZIN,JARDIANCE,TABLETS 1 PACK 30 TABS 25 MG,146879
BOEHRINGER INGELHEIM,EMPAGLIFLOZIN & METFORMIN,JARDIANCE DUO,5/1000 MG*60,377318
BOEHRINGER INGELHEIM,EMPAGLIFLOZIN & METFORMIN,JARDIANCE DUO,12.5/1000 MG*60,377319
BOEHRINGER INGELHEIM,EMPAGLIFLOZIN & METFORMIN,JARDIANCE DUO,5/850 MG*60,377320
BOEHRINGER INGELHEIM,EMPAGLIFLOZIN & METFORMIN,JARDIANCE DUO,12.5/850 MG*60,377321
MONTPELLIER,TADALAFIL,JAST,20 MG COMP.RAN.X 1,1908865
MONTPELLIER,TADALAFIL,JAST,20 MG COMP.RAN.X 2,1908866
MONTPELLIER,TADALAFIL,JAST,5 MG COMP.RAN.X 30,1908864
SIEGFRIED,DIOSMIN,JATAMANSIN,600 MG COMP. X 60,1189530
SIEGFRIED,DIOSMIN,JATAMANSIN,600 MG COMP. X 30,1189529
SIEGFRIED,DIOSMIN & HESPERIDIN,JATAMANSIN PLUS,TABLETS 30; 500 MG,1332677
SIEGFRIED,DIOSMIN & HESPERIDIN,JATAMANSIN PLUS,TABLETS 60; 500 MG,1332678
PIERRE FABRE,VINFLUNINE,JAVLOR,250 MG VIAL,918
PIERRE FABRE,VINFLUNINE,JAVLOR,50 MG VIAL,919
KEMEX,ABIRATERONE,JAVULAS,250 MG COMP.X 120,1180907
GLAXOSMITHKLINE,DOSTARLIMAB,JEMPERLI,50 MG/ML VIAL X 10 ML,1844109
SAVANT,LOSARTAN,JESAN,JESAN 50 MG COMP.X 90,2026429
SANOFI,CABAZITAXEL,JEVTANA,INFUSION 1 VIAL 1.5 ML 60 MG,702
TEVA,VILDAGLIPTIN,JOVIUS,50 MG COMP.X 30,1468072
TEVA,METFORMIN & VILDAGLIPTIN,JOVIUS MET,50/1000 MG COMP.X 60,1608324
TEVA,METFORMIN & VILDAGLIPTIN,JOVIUS MET,50/500 MG COMP.X 60,1608322
TEVA,METFORMIN & VILDAGLIPTIN,JOVIUS MET,50/850 MG COMP.X 60,1608323
TEVA,SELEGILINE,JUMEX,5MG COMP. X 20,209459
TEVA,SELEGILINE,JUMEX,5MG COMP. X 40,196366
TEMIS LOSTALO,PREGABALIN,KABIAN,150 MG CAPS.X 30,460214
TEMIS LOSTALO,PREGABALIN,KABIAN 100 MULTIDOSIS,100 MG COMP.TRIRRAN.X 30,460216
ROCHE,TRASTUZUMAB EMTANSINE,KADCYLA,20 MG/ML 100 MG,623
ROCHE,TRASTUZUMAB EMTANSINE,KADCYLA,20 MG/ML 160 MG,624
BERNABO LABORATORIOS,DROSPIRENONE & ETHINYLESTRADIOL,KALA,COMP. REC. X 28,250727
ABBVIE,LOPINAVIR & RITONAVIR,KALETRA,JBE.X 160 ML,846
ABBVIE,LOPINAVIR & RITONAVIR,KALETRA,50/200 MG COMP.REC.X 120,847
ABBVIE,LOPINAVIR & RITONAVIR,KALETRA,25/100 MG COMP.REC.X 60,848
BIOPROFARMA,SULTIAME,KALISMA,200 MG COMP.REC.X 50,1608325
BIOPROFARMA,SULTIAME,KALISMA,50 MG COMP.REC.X 50,1608123
TUTEUR,ANTI-D (RH) IMMUNOGLOBULIN,KAMRHO D,300 MCG IM FAX 1 X 2ML,1024883
ELEA,CANNABIDIOL,KANBIS,SOL. ORAL X 100 ML,1533688
ELEA,CANNABIDIOL,KANBIS,SOL. ORAL X 30 ML/ 3000 MG,1492912
ELEA,CANNABIDIOL,KANBIS CBD,KANBIS CBDGOTAS X 10 ML,1927721
AMGEN,TRASTUZUMAB,KANJINTI,420 MG VIAL X 1,1418264
MONTPELLIER,POTASSIUM GLUCONATE,KAON,PVO.SOB.X 30,1229491
MONTPELLIER,POTASSIUM GLUCONATE,KAON,ELIXIR X 150 ML,1229489
MONTPELLIER,POTASSIUM GLUCONATE,KAON,ELIXIR X 500 ML,1229490
LKM ONCO,CARFILZOMIB,KARFIB,60 MG FCO.A.PVO.LIOF.X 1,1511435
ELEA,CLOBAZAM,KARIDIUM,10 MG COMP.X 60,343198
ELEA,CLOBAZAM,KARIDIUM,20 MG COMP.X 60,343199
PHARMADORF,NORTRIPTYLINE & PERPHENAZINE,KARILE 20,KARILE 20 COMPRIMIDO BLISTER POR 20 UNIDADES,1554670
PHARMADORF,NORTRIPTYLINE & PERPHENAZINE,KARILE 40,KARILE 40 COMPRIMIDO BLISTER por 20 UNIDADES,1554671
PHARMADORF,NORTRIPTYLINE & PERPHENAZINE,KARILE 40,KARILE 40 COMPRIMIDO BLISTER por 50 UNIDADES,1554672
BIOTENK,LITHIUM,KARLIT,KARLIT 300COMP.X 50,2162514
ASPEN,OXALIPLATIN,KEBIR,F.A.LIOF.P 50 MG / PERF.X1,1036
ASPEN,OXALIPLATIN,KEBIR,F.A.LIOF.P 100MG / PERF.X1,1037
ASPEN,IRINOTECAN,KEBIRTECAN,100 MG 5 ML,1028
ASPEN,CYPROTERONE,KEBIRTERONA,100 MG COMP.X 30,553800
ASPEN,CYPROTERONE,KEBIRTERONA,50 MG COMP.X 50,553801
ASPEN,LETROZOLE,KEBIRZOL,30 2.5 MG COMP.REC.X,1033
MEGALABS,KETOCONAZOLE,KEDUO,"KEDUO CREMA 1 POMO POR 15 G, 2%",1554399
TEVA,VORICONAZOLE,KEFIDIM,200 MG REC. TAB X 10,1453252
TEVA,VORICONAZOLE,KEFIDIM,50 MG COMP.REC.X 10,1483976
TEVA,CEFALEXIN,KEFORAL,1000 MG COMP.REC.X 16,643671
TEVA,CEFALEXIN,KEFORAL,500 MG COMP.REC.X 16,643673
TEVA,CEFALEXIN,KEFORAL,500 MG COMP.REC.X 24,643674
TEVA,CEFALEXIN,KEFORAL,1000 MG COMP.REC.X 8,643672
TEVA,CEFALEXIN,KEFORAL,500 MG COMP.REC.X 8,643675
PHARMADORF,OLOPATADINE,KEIM ALER,0.1% SOL.OFT.ESTERX5 ML,405623
KEMEX,FULVESTRANT,KEMFLUD,250 MG/5 ML 2 STK,377208
FECOFAR,FLUCONAZOLE,KEMICOL,KEMICOL F 150150 MG COMP.X 1,1951824
FECOFAR,FLUCONAZOLE,KEMICOL,KEMICOL F 150150 MG COMP.X 2,1951825
FECOFAR,FLUCONAZOLE,KEMICOL,KEMICOL F 150150 MG COMP.X 4,1951826
FECOFAR,FLUCONAZOLE,KEMICOL,KEMICOL F 150150 MG COMP.X 8,1951827
ELEA,QUETIAPINE,KEMOTER,"KEMOTER COMPRIMIDO RECUBIERTO BLISTER POR 10 UNIDADES, 25 MG",1914561
ELEA,QUETIAPINE,KEMOTER,COMP.REC.X 30,460274
ELEA,QUETIAPINE,KEMOTER,COMP.REC.X 30,460275
ELEA,QUETIAPINE,KEMOTER,COMP.REC.X 30,460276
ELEA,QUETIAPINE,KEMOTER XR,COMP.REC.X 30,460270
ELEA,QUETIAPINE,KEMOTER XR,COMP.REC.X 30,460271
ELEA,QUETIAPINE,KEMOTER XR,COMP.REC.X 30,460272
ELEA,QUETIAPINE,KEMOTER XR,COMP.REC.X 30,460273
KEMEX,TEMOZOLOMIDE,KEMTAX,100 MG CAPS.X 5,1418304
KEMEX,TEMOZOLOMIDE,KEMTAX,140 MG CAPS.X 5,1418306
KEMEX,TEMOZOLOMIDE,KEMTAX,180 MG CAPS.X 5,1418307
KEMEX,TEMOZOLOMIDE,KEMTAX,20 MG CAPS.X 5,1418309
KEMEX,TEMOZOLOMIDE,KEMTAX,250 MG CAPS.X 5,1418310
LEPETIT,QUETIAPINE,KENANTIS,100 MG COMP.X 30,460279
LEPETIT,QUETIAPINE,KENANTIS,200 MG COMP.X 30,460280
LEPETIT,QUETIAPINE,KENANTIS,25 MG COMP.X 30,460281
MONTPELLIER,SPIRONOLACTONE,KENOB,KENOB 100 100 MG COMP.X 30,2026989
MONTPELLIER,SPIRONOLACTONE,KENOB,KENOB 25 25 MG COMP.X 30,2026990
MONTPELLIER,SPIRONOLACTONE,KENOB,KENOB 50 50 MG COMP.X 30,2026991
GLAXOSMITHKLINE,LEVETIRACETAM,KEPPRA,"ORAL SOL 100MG/ ML, 300 ML",397770
GLAXOSMITHKLINE,LEVETIRACETAM,KEPPRA,500 MG 20 TABS,397793
GLAXOSMITHKLINE,LEVETIRACETAM,KEPPRA,1000 MG 30 TABS,397794
GLAXOSMITHKLINE,LEVETIRACETAM,KEPPRA,500 MG 60 TABS,397820
FINADIET SACIFI,KETOROLAC,KERAMIX,KERAMIX COMPRIMIDO RECUBIERTO BLISTER por 10 UNIDADES,1553896
FINADIET SACIFI,KETOROLAC,KERAMIX,KERAMIX COMPRIMIDO RECUBIERTO BLISTER por 10 UNIDADES,1553897
FINADIET SACIFI,KETOROLAC,KERAMIX RAPID,KERAMIX RAPID COMPRIMIDO SUBLINGUAL BLISTER por 10 UNIDADES 10 MG,1675199
NOVARTIS,OFATUMUMAB,KESIMPTA,KESIMPTA SOLUCION INYECTABLE 1 AUTOINYECTOR POR 0.4 ML 20 MG,1875022
NOVARTIS,OFATUMUMAB,KESIMPTA,20MG/0.4ML SOL.INY. X 1,1502375
BAGO,ABIRATERONE,KESTAVA,250 MG COMP.X 120,1180908
ROSPAW,KETOROLAC,KETIAL,10 MG COMP.X 10,684805
ROSPAW,KETOROLAC,KETIAL,20 MG COMP.X 10,684807
ROSPAW,KETOROLAC,KETIAL,10 MG COMP.X 20,684806
ROSPAW,KETOROLAC,KETIAL,20 MG COMP.X 20,684808
ROSPAW,KETOROLAC,KETIAL RAPID,10 MG COMP.SUBLING.X 10,684809
POEN,KETOTIFEN,KETIF,KETIF SOLUCION OFTALMICA FRASCO POR 5 ML,1553766
FABRA,KETOCONAZOLE,KETOCONAZOLE FABRA,200 MG 20 TAB,382121
BIOSINTEX,KETOCONAZOLE,KETOLEF,KETOLEF CREMA 1 POMO POR 15 G 2%,1573142
SEA PHARM,KETOROLAC,KETOMAR,KETOMAR 10 COMPRIMIDO RECUBIERTO BLISTER por 10 UNIDADES 10 MG,1675202
LAFEDAR,KETOCONAZOLE,KETONAZOL,2 % ORAL SUSP.100 ML,382117
LAFEDAR,KETOCONAZOLE,KETONAZOL,2 % ORAL SUSP.30 ML,382118
LAFEDAR,KETOCONAZOLE,KETONAZOL,200 MG 10 TAB,382119
CELTYC,KETOROLAC,KETOROLAC,KETOROLAC CELTYC 30 30 MG INY.A.X 100 X 1 ML,1895144
VEINFAR,KETOROLAC,KETOROLAC,KETOROLAC LARJAN 30 MG INY.A.X 100 X 2 ML,1895145
VANNIER LAB,KETOROLAC,KETOROLAC,KETOROLAC VANNIER COMPRIMIDO SUBLINGUAL BLISTER por 10 UNIDADES,1553772
KEMEX,PALBOCICLIB,KEVINIX,KEVINIX 100 MG C¡PS.X 21,2033897
KEMEX,PALBOCICLIB,KEVINIX,KEVINIX 125 MG C¡PS.X 21,2033898
KEMEX,PALBOCICLIB,KEVINIX,KEVINIX 75 MG C¡PS.X 21,2033899
SANOFI,SARILUMAB,KEVZARA,150 MG AUTOINY.X2,1370024
SANOFI,SARILUMAB,KEVZARA,200 MG AUTOINY.X2,1370025
SANOFI,SARILUMAB,KEVZARA,150 MG JGA.PRELL.X2,870133
SANOFI,SARILUMAB,KEVZARA,200 MG JGA.PRELL.X2,870134
MSD,PEMBROLIZUMAB,KEYTRUDA,100MG VIAL X 2 X 4ML,1649638
TEVA,ETORICOXIB,KINALGIN ETO,KINALGIN ETO TABLETS 90 MG COMP.REC.X 10,1934993
TEVA,ETORICOXIB,KINALGIN ETO,KINALGIN ETO TABLETS 90 MG COMP.REC.X 30,1934994
TEVA,NAPROXEN,KINALGIN N,KINALGIN NCOMP.X 20,1927677
TEVA,DICLOFENAC & PARACETAMOL,KINALGIN P,KINALGIN P COMP.X 30,1920226
TEVA,ZONISAMIDE,KINAPLASE,100 MG CAPS.X 30,554030
TEVA,ZONISAMIDE,KINAPLASE,50 MG CAPS.X 30,554031
OMICRON PHARMA,PERMETHRIN,KINDERVAL,CR.FLUIDA POMO X 100 ML 5%,630147
OMICRON PHARMA,PERMETHRIN,KINDERVAL,CREMA ENJUAGUE X 120 ML 1%,630145
OMICRON PHARMA,BENZOCAINE & BENZYL BENZOATE & PERMETHRIN,KINDERVAL,KINDERVAL MAX LOCION 1 FRASCO POR 60 ML / U,1561379
OMICRON PHARMA,PERMETHRIN,KINDERVAL,SH.X 120 ML 1% SHAMPOO,630146
CETUS PHARMA,DOMPERIDONE,KINETIDOM,10MG COMP. REC. X 20,330358
