PCID Mapping,Package Number,Country,Company,Product Group,Local Product Name,Generic Name,Description,Indication,Pack Size,Effective Start Date,Effective End Date,Currency,Ex Factory Wholesale Price,Ex Factory Wholesale Price Less Rebate,Ex Factory Hospital Price,Ex Factory Hospital Price Less Rebate,Ex Factory to Pharmacy Price,Pharmacy Purchase Price,Pharmacy Purchase Price Less Rebate,Public without VAT Price,Public Without VAT Price Less Rebate,Public with VAT Price,Public With VAT Price Less Rebate,VAT Percent,Reimbursable Status,Reimbursable Price,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,Package Notes,Discontinued,Region,WHO ATC Code,Therapeutic Areas,Presentation,Marketing Authority,Local Pack Description,Formulation,Fill Unit,Fill Size,Pack Unit,Strength,Strength Unit,Brand Type,Import Type,Combination Molecule,Source,LOCAL_PACK_CODE,Unit Price
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,KABIVEN PERIPHERAL,Isoleucine 1.2g/1000ml ; Potassium Chloride 1.2g/1000ml ; Glutamic Acid 1.2g/1000ml ; Histidine. 1.4g/1000ml ; Phenylalanine 1.6g/1000ml ; Threonine 1.2g/1000ml ; Arginine 2.4g/1000ml ; Magnesium Sulphate 0.33g/1000ml ; Glucose Anhydrous 68g/1000ml ; Valine 1.5g/1000ml ; Aspartic Acid 0.71g/1000ml ; Sodium Glycerophosphate 1.0g/1000ml ; Leucine 1.6g/1000ml ; Lysine 1.9g/1000ml ; Glycine. 1.8g/1000ml ; Purified Soybean Oil 35g/1000ml ; Calcium Chloride. 0.15g/1000ml ; Tyrosine 0.05g/1000ml ; Serine 0.94g/1000ml ; Proline 1.4g/1000ml ; Alanine 3.3g/1000ml ; Sodium Acetate 1.0g/1000ml ; Methionine 1.2g/1000ml ; Tryptophan 0.40g/1000ml,,,1,,,MYR,,,,,,,,1706.25,,1706.25,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,a box of 1 bag of 1440ml,,,,,,,,,PRICENTRIC,MAL20033362ARZ,1706.25
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,AMINOSTERIL N-HEPA 8%,L-Tryptophan 0.70g/1000ml ; L-Alanine 4.64g/1000ml ; Glacial Acetic Acid 4.42g/1000ml ; L-Methionine 1.10g/1000ml ; L-Proline 5.73g/1000ml ; L-Serine 2.24g/1000ml ; Arginine 10.72g/1000ml ; Aminoacetic Acid 5.82g/1000ml ; L-Phenylalanine 0.88g/1000ml ; L-Threonine 4.40g/1000ml ; L-Leucine 13.09g/1000ml ; Acetylcysteine Usp 0.70g/1000ml ; L-Isoleucine 10.40g/1000ml ; L-Valine 10.08g/1000ml ; L-Histidine 2.80g/1000ml ; L-Lysine Monoacetate 9.71g/1000ml,,,10,,,MYR,,,,,,,,122.85,,122.85,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,a pack of 10 bottle of 500ml,,,,,,,,,PRICENTRIC,MAL20033366ARZ,12.29
,,MALAYSIA,WENG SENG HENG MEDICAL HALL SDN. BHD.,,WHITE FLOWER EMBROCATION (PAK FAH YEOW),Methyl Salicylate 40.0% ; Menthol 15.0% ; Camphor 6.0%,,,1,,,MYR,,,,,,,,23.8,,23.8,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,WENG SENG HENG MEDICAL HALL SDN. BHD.,,Box of 1 Bottle,,,,,,,,,PRICENTRIC,MAL20033372X,23.8
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,SHINE JUNIOR MULTIVITAMIN CHEWABLE TABLET,Multivitamin tablet,,,100,,,MYR,,,,,,,,46.31,,46.31,,0.0,FULLY REIMBURSABLE,,100.00%,,,0.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL20033528X,0.46
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO VC2 Capsule,Collagen Hydrolysate; Curcuma Longa Extract; Chicken Cartilage Extract,,,60,,,MYR,,,,,,,,59.0,,59.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL20036016NC,0.98
,,MALAYSIA,N/A,,N/A,Thiamine Mononitrate 3.1mg/10ml ; Riboflavine Sodium Phosphate 4.9mg/10ml ; Nicotinamide 40mg/10ml ; Pyridoxine Hydrochloride 4.9mg/10ml ; Sodium Pantothenate 16.5mg/10ml ; Sodium Ascorbate 113mg/10ml ; Biotin 60µg/10ml ; Folic Acid 0.40mg/10ml ; Cyanocobalamin 5.0µg/10ml,,,10,,,MYR,,,,,,,,518.7,,518.7,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,N/A,,a pack of 10 amp of 10ml,,,,,,,,,PRICENTRIC,MAL20040879ACRZ,51.87
,,MALAYSIA,KOTRA PHARMA (M) SDN. BHD.,,AXCEL CEFUROXIME-250MG CAPSULE,Cefuroxime Axetil 250 mg Capsule,,,10,,,MYR,,,,,,,,25.9,,25.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KOTRA PHARMA (M) SDN. BHD.,,Box of 10 tablet,,,,,,,,,PRICENTRIC,MAL20040894AZ,2.59
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,"DIPEPTIVEN INFUSION (50ML, 100ML GLASS BOTTLE)",N(2)-L-Alanyl-L-Glutamine 50ml/100ml Infusion,,,1,,,MYR,,,,,,,,2525.25,,2525.25,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,a pack of 1 bottle of 100ml,,,,,,,,,PRICENTRIC,MAL20041243ACR,2525.25
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,KEMOPLAT INJECTION 1MG/ML,Cisplatin/ Cisplatinum 1mg Injection,,,1,,,MYR,,,,,,,,78.0,,78.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,pack of 1 vial,,,,,,,,,PRICENTRIC,MAL20051381ARZ,78.0
,,MALAYSIA,Janipro (M) Sdn Bhd,,"Janipro TLC Tiger Milk Mushroom, Lingzhi with Cordyceps Capsule 520mg",Lignosus Rhinocerus 320.00 mg; 520.00 mg; Cordyceps Sinensis 40.00 mg; 520.00 mg; Ganoderma Lucidum 40.00 mg; 520.00 mg Hard Capsules,,,30,,,MYR,,,,,,,,69.0,,69.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 capsule,,,,,,,,,PRICENTRIC,MAL20066102TC,2.3
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro Anthromax Andrographis Plus Elderberry Capsule,Andrographis Paniculata 350.00 mg; Sambucus Nigra 50.00 mg Hard Capsules,,,240,,,MYR,,,,,,,,360.0,,360.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 240 capsule,,,,,,,,,PRICENTRIC,MAL20066138TC,1.5
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,Rosuvor Film Coated Tablet 10mg,Rosuvastatin Calcium 10mg Film-Coated Tablet,,,360,,,MYR,,,,,,,,972.0,,972.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 360 tablet,,,,,,,,,PRICENTRIC,MAL20096011AZ,2.7
,,MALAYSIA,Janipro (M) Sdn Bhd,,JANIPRO BIO DVP Saccharomyces boulardii + Vitamin C with Zinc Plus Powder,Saccharomyces Boulardii; Zinc Sulphate Monohydrate; Sodium Ascorbate; Potassium Chloride,,,30,,,MYR,,,,,,,,36.0,,36.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 sachet,,,,,,,,,PRICENTRIC,MAL20106063NC,1.2
,,MALAYSIA,Janipro (M) Sdn Bhd,,"Janipro Aladants Alpha Lipoic Acid, Resveratrol, B Complex + Vitamin A, C, E, Zinc, Selenium with Curcuma Longa & Probiotic L. Reuteri Capsule",Alpha Lipoic Acid; Calcium Ascorbate; Calcium Pantothenate; Lactobacillus Reuteri; Pyridoxine Hydrochloride; Retinyl Acetate; Riboflavin; Thiamine Hydrochloride; Curcuma Longa Extract (Turmeric); Sodium Selenite; Zinc Sulfate Monohydrate; Resveratrol; Dl Alpha Tocopheryl Acetate,,,30,,,MYR,,,,,,,,69.0,,69.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 capsule,,,,,,,,,PRICENTRIC,MAL21026126NC,2.3
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro CSR Calcium Ascorbate + Acerola With Curcuma Longa & Probiotic Lactobacillus Acidophilus Capsule,Calcium Ascorbate; Acerola; Curcuma Longa Extract (Turmeric); Lactobacillus Acidophilus,,,60,,,MYR,,,,,,,,59.0,,59.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL21026132NC,0.98
,,MALAYSIA,Janipro (M) Sdn Bhd,,"Janipro Calcipro Curcuma Longa, Vitamin D3, K2 & Probiotic Bifidobacterium Longum with Calcium Plus Capsule",Zinc Sulfate Monohydrate; Vitamin D3 (Cholecalciferol); Magnesium Oxide; Calcium Carbonate; Vitamin K2; Bifidobacterium Longum; Curcuma Longa Extract (Tumeric); Copper Sulphate Pentahydrate; Manganese Sulphate Monohydrate; Boron Citrate,,,60,,,MYR,,,,,,,,59.0,,59.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL21026139NC,0.98
,,MALAYSIA,Janipro (M) Sdn Bhd,,"Janipro BZY B Complex + Vitamin C, E, Zinc With Curcuma Longa & Probiotic L. Plantarum Capsule",Calcium Ascorbate; Calcium Pantothenate; Cyanocobalamin; Lactobacillus Plantarum; Nicotinamide; Pyridoxine Hydrochloride; Riboflavin; Thiamine Hydrochloride; Curcuma Longa Extract (Turmeric); Dl Alpha Tocopheryl Acetate; Folic Acid; Zinc Sulphate Monohydrate,,,60,,,MYR,,,,,,,,59.0,,59.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 60 capsule,,,,,,,,,PRICENTRIC,MAL21036070NC,0.98
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro ATOZ Multivitamin-Multimineral Lutein & Lycopene Plus Curcuma Longa & Probiotic L. Rhamnosus Capsule,Retinyl Palmitate; Vitamin D3; Dl Alpha Tocopheryl Acetate; Vitamin K1; Thiamine Hydrochloride; Riboflavin; Nicotinamide; Calcium Pantothenate; Pyridoxine Hydrochloride; Biotin; Folic Acid; Cyanocobalamin; Calcium Ascorbate; Potassium Chloride; Magnesium Oxide; Ferrous Sulfate; Zinc Sulphate Monohydrate; Manganese Sulphate Monohydrate; Copper Sulphate Pentahydrate; Potassium Iodide; Sodium Selenite; Chromium Chloride; Curcuma Longa Extract; Lactobacillus Rhamnosus; Calcium Carbonate; Tricalcium Phosphate; Tagetes Erecta (Marigold) Extract; Lycopersicon Esculentum (Tomato),,,30,,,MYR,,,,,,,,39.0,,39.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 30 capsule,,,,,,,,,PRICENTRIC,MAL21046075NC,1.3
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Mild Medicated Oil (Bubble Gum),Menthol 15 % w/v ; Camphor 2.5% w/v Medicated Oil,,,1,,,MYR,,,,,,,,6.5,,6.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 10 ml bottle,,,,,,,,,PRICENTRIC,MAL21066028X,6.5
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Mild Medicated Oil (Happy Cherry),Menthol 15 % w/v ; Camphor 2.5% w/v Medicated Oil,,,1,,,MYR,,,,,,,,6.5,,6.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 10 ml bottle,,,,,,,,,PRICENTRIC,MAL21066029X,6.5
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Medicated Oil (Green Tea),Menthol 16 % w/v; Camphor 5.0% w/v Medicated Oil,,,1,,,MYR,,,,,,,,6.5,,6.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 10 ml bottle,,,,,,,,,PRICENTRIC,MAL21066030X,6.5
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Medicated Oil (Citrus),Menthol 16 % w/v; Camphor 5.0% w/v Medicated Oil,,,1,,,MYR,,,,,,,,6.5,,6.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 10 ml bottle,,,,,,,,,PRICENTRIC,MAL21066031X,6.5
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,FreshCare Roll-On Strong Medicated Oil,Menthol 16.00% w/v ; Methyl Salicylate 0.50% w/v ; Camphor 5.00% w/v Medicated Oil,,,1,,,MYR,,,,,,,,6.5,,6.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 10 ml bottle,,,,,,,,,PRICENTRIC,MAL21066032X,6.5
,,MALAYSIA,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,ChildLife Essentials Vitamin C 250 mg / 5 ml Liquid (Natural Orange Flavor),Ascorbic Acid (Vitamin C) Sodium Ascorbate 250 mg,,,1,,,MYR,,,,,,,,101.9,,101.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,pack of 1 bottle,,,,,,,,,PRICENTRIC,MAL21096039NCZ,101.9
,,MALAYSIA,SM PHARMACEUTICALS SDN. BHD.,,Pregal 150 mg capsule,Pregabalin 150mg Capsule,,,56,,,MYR,,,,,,,,85.0,,85.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,SM PHARMACEUTICALS SDN. BHD.,,a pack of 8 x7 tablets,,,,,,,,,PRICENTRIC,MAL21106023AZ,1.52
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,ATOSTIN FILM COATED TABLET 80MG,Atorvastatin Calcium Trihydrate 20mg Film-Coated Tablet,,,180,,,MYR,,,,,,,,252.0,,252.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 180 tablet,,,,,,,,,PRICENTRIC,MAL21106028AZ,1.4
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,Velphoro Chewable Tablet 500mg,Sucroferric Oxyhydroxide 500mg Chewable Tablet,,,90,,,MYR,,,,,,,,751.4,,751.4,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,a pack of 90 tablet,,,,,,,,,PRICENTRIC,MAL22016004ARZ,8.35
,,MALAYSIA,Asumed Biotech Sdn. Bhd.,,Asu Minoxidil Topical Solution 5%w/v,Minoxidil 5% Solution,,,1,,,MYR,,,,,,,,88.0,,88.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Asumed Biotech Sdn. Bhd.,,a pack of 1 bottle of 60ml,,,,,,,,,PRICENTRIC,MAL22026004ACZ,88.0
,,MALAYSIA,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,LAC Vitamin B-6 100mg Tablet,Pyridoxine Hydrochloride 100mg tablet,,,100,,,MYR,,,,,,,,74.9,,74.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL22026026NCZ,0.75
,,MALAYSIA,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,LAC Buffered Vitamin C 500 mg Tablet,Calcium Ascorbate 500 mg tablet,,,100,,,MYR,,,,,,,,101.9,,101.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL22026028NCZ,1.02
,,MALAYSIA,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,LAC Folic Acid 800mcg Tablet,Folic Acid 800mcg tablet,,,100,,,MYR,,,,,,,,66.9,,66.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,pack of 100 tablet,,,,,,,,,PRICENTRIC,MAL22026034NCZ,0.67
,,MALAYSIA,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,Samsca Tolvaptan Tablet 15mg,Tolvaptan 15mg Tablet,,,10,,,MYR,,,,,,,,540.0,,540.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,,a pack of 10 tablet,,,,,,,,,PRICENTRIC,MAL22066001ACZ,54.0
,,MALAYSIA,Goodmaid Chemicals Corp. Sdn. Bhd.,,Alsoft Antiseptic Solution (Chlorhexidine Gluconate 2% w/v and Isopropyl Alcohol 70% v/v),Chlorhexidine Gluconate ; Isopropyl Alcohol 2%/70% Solution,,,1,,,MYR,,,,,,,,1.48,,1.48,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Goodmaid Chemicals Corp. Sdn. Bhd.,,a pack of 1 bottle of 60ml,,,,,,,,,PRICENTRIC,MAL22066016XZ,1.48
,,MALAYSIA,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,LAC Vitamin B-12 600mcg Timed-Release Tablet,Vitamin B12 (Cyanocobalamin) 600mcg,,,120,,,MYR,,,,,,,,95.9,,95.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,pack of 120 tablet,,,,,,,,,PRICENTRIC,MAL22066078NCZ,0.8
,,MALAYSIA,SM PHARMACEUTICALS SDN. BHD.,,Levisat 500mg Film Coated tablet,Levetiracetam 500mg Film-Coated Tablet,,,100,,,MYR,,,,,,,,34.5,,34.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,SM PHARMACEUTICALS SDN. BHD.,,a pack of 10x10 tablets,,,,,,,,,PRICENTRIC,MAL22076036AZ,0.34
,,MALAYSIA,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,Duocoxib Film Coated Tablet 90mg,Etoricoxib 90mg Film-Coated Tablet,,,100,,,MYR,,,,,,,,192.9,,192.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,a pack of100 tablet,,,,,,,,,PRICENTRIC,MAL22086030AZ,1.93
,,MALAYSIA,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,Uphadyl Forte Expectorant,Diphenhydramine Hydrochloride ; Ammonium Chloride,,,90,,,MYR,,,,,,,,4.06,,4.06,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,a bottle of 90ml,,,,,,,,,PRICENTRIC,MAL22096019AZ,0.05
,,MALAYSIA,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,LAC Vitamin C 500mg/15ml Liquid,Vitamin C (Ascorbic Acid) 500mg/15ml,,,1,,,MYR,,,,,,,,103.9,,103.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,pack of 1 bottle,,,,,,,,,PRICENTRIC,MAL22096055NCZ,103.9
,,MALAYSIA,SM PHARMACEUTICALS SDN. BHD.,,Levisat Injection 500mg/5ml Concentrate for solution for infusion,Levetiracetam 500mg/5ml Injection,,,10,,,MYR,,,,,,,,39.5,,39.5,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,SM PHARMACEUTICALS SDN. BHD.,,a pack of 10x5 vials,,,,,,,,,PRICENTRIC,MAL22106009AZ,3.95
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,PORO SUSPENSION 250MG/5ML (PINEAPPLE FLAVOUR),Paracetamol 250mg/5ml Suspension,,,50,,,MYR,,,,,,,,500.0,,500.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 50 bottle of 100ml,,,,,,,,,PRICENTRIC,MAL22106025XZ,10.0
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,Melomet Lotion 0.1% w/w,Mometasone Furoate 0.1% Lotion,,,30,,,MYR,,,,,,,,48.0,,48.0,,0.0,FULLY REIMBURSABLE,,100.00%,,,0.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 1 bottle of 30gm,,,,,,,,,PRICENTRIC,MAL22126042AZ,1.6
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,Optimolol Eye Drops 0.5% w/v,Timolol Maleate 0.5% Drops,,,5,,,MYR,,,,,,,,39.0,,39.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 5ml,,,,,,,,,PRICENTRIC,MAL23016018AZ,7.8
,,MALAYSIA,Janipro (M) Sdn Bhd,,Janipro Toco-J Capsules,Calcium Ascorbate; Lactobacillus Reuteri; Lactobacillus Plantarum; Elaeis Guineensis (Palm) Oil Extract,,,10,,,MYR,,,,,,,,22.0,,22.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Janipro (M) Sdn Bhd,,pack of 10 capsule,,,,,,,,,PRICENTRIC,MAL23016075NC,2.2
,,MALAYSIA,SM PHARMACEUTICALS SDN. BHD.,,Curekuf W Cough Syrup,Diphenhydramine Hydrochloride ; Ammonium Chloride Syrup,,,1,,,MYR,,,,,,,,3.8,,3.8,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,SM PHARMACEUTICALS SDN. BHD.,,100ml bottle,,,,,,,,,PRICENTRIC,MAL23026021AZ,3.8
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,Ezycor Tablet 10mg,Ezetimibe 10mg Tablet,,,30,,,MYR,,,,,,,,96.0,,96.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 30 tablet,,,,,,,,,PRICENTRIC,MAL23056036ACZ,3.2
,,MALAYSIA,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,Glucoxit XR Tablet 750mg,Metformin Hydrochloride 750mg Tablet,,,60,,,MYR,,,,,,,,45.2,,45.2,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,,a pack of 60 Tablet,,,,,,,,,PRICENTRIC,MAL23086013AZ,0.75
,,MALAYSIA,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,Lac Joint Protec Complex Film Coated Tablet,Chondroitin Sulfate Sodium 440mg ; Methylsulfonylmethane 300mg ; Glucosamine Hydrochloride 500mg Film-Coated Tablet,,,90,,,MYR,,,,,,,,269.9,,269.9,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,,a bottle of 90 tablet,,,,,,,,,PRICENTRIC,MAL23086024XC,3.0
,,MALAYSIA,ARDENCE PHARMA SDN BHD,,NABOTA Powder 100 Units for Solution for Injection,Clostridium Botulinum Toxin Type A 100U Injection,,,1,,,MYR,,,,,,,,880.0,,880.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,ARDENCE PHARMA SDN BHD,,a box of 1 vial of 10mL,,,,,,,,,PRICENTRIC,MAL23086028AZ,880.0
,,MALAYSIA,FRESENIUS KABI MALAYSIA SDN. BHD,,Bortezomib Kabi Powder for Solution for Injection 3.5mg/vial,Bortezomib 3.5mg Injection,,,1,,,MYR,,,,,,,,585.0,,585.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,FRESENIUS KABI MALAYSIA SDN. BHD,,pack of 1 vial,,,,,,,,,PRICENTRIC,MAL23106002ARZ,585.0
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,YSP BRIMOLOL EYE DROP,Brimonidine Tartrate ; Timolol Maleate Drops,,,12,,,MYR,,,,,,,,900.0,,900.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 12 bottle of 5ml,,,,,,,,,PRICENTRIC,MAL23106010AZ,75.0
,,MALAYSIA,REFORMS PHARMA SDN. BHD.,,PainFix Relief Patch For Muscle & Joint Pain,Dl-Camphor 80 mg; Glycol Salicylate 240 mg; Dl-Alpha Tocopheryl Acetate 48 mg; Capsicum Extract 32 mg Plaster / Patches,,,6,,,MYR,,,,,,,,35.0,,35.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,REFORMS PHARMA SDN. BHD.,,box with 6 patches in 3 pouches,,,,,,,,,PRICENTRIC,MAL23106037X,5.83
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,HOTIN CREAM,Menthol ; Methyl Salicylate Cream,,,1,,,MYR,,,,,,,,9.1,,9.1,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 60 ml tube,,,,,,,,,PRICENTRIC,MAL23116019X,9.1
,,MALAYSIA,KARA MARKETING (M) SDN. BHD.,,HOTIN CREAM STRONG,Menthol ; Methyl Salicylate Cream,,,1,,,MYR,,,,,,,,9.1,,9.1,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,KARA MARKETING (M) SDN. BHD.,,a pack of 60 ml tube,,,,,,,,,PRICENTRIC,MAL23116020X,9.1
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,YSP Colchicine Tablet 0.6mg,Colchicine 0.6mg Tablet,,,1000,,,MYR,,,,,,,,405.0,,405.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 1000 tablet,,,,,,,,,PRICENTRIC,MAL23126025AZ,0.41
,,MALAYSIA,Y.S.P. INDUSTRIES (M) SDN. BHD.,,TRAMICET FILM COATED TABLET,Paracetamol 325mg ; Tramadol Hydrochloride 37.5mg Film-Coated Tablet,,,360,,,MYR,,,,,,,,648.0,,648.0,,0.0,,,0.00%,,,100.00%,,,,MALAYSIA,,,,Y.S.P. INDUSTRIES (M) SDN. BHD.,,a pack of 360 tablet,,,,,,,,,PRICENTRIC,MAL24016013AZ,1.8
