WHO_ATC_Code,Local_Pack_Description_MK,Local_Pack_Description_EN,Generic_Name,Marketing_Company_MK,Marketing_Company_EN,Pharmacy_Purchase_Price,Effective_Start_Date
C08CA06,NIMOTOP S ??????? ?? ???????? 10 mg/50 ml 1 ????? ???????? ???? ? 50 ml + PE ????????? ?????/??????,NIMOTOP S solution for infusion 10 mg/50 ml 1 dark glass bottle x 50 ml + PE infusion tube/box,nimodipine,"BAYER farmacevtska druzba d.o.o., Bayer AG","BAYER farmacevtska druzba d.o.o., Bayer AG",628.31,05.10.2012
C08CA06,NIMOTOP S ??????? ?? ???????? 10 mg/50 ml 1 ????? ???????? ???? ? 50 ml + PE ????????? ?????/??????,NIMOTOP S solution for infusion 10 mg/50 ml 1 dark glass bottle x 50 ml + PE infusion tube/box,nimodipine,"BAYER farmacevtska druzba d.o.o., Bayer AG","BAYER farmacevtska druzba d.o.o., Bayer AG",532.72,15.10.2013
C08CA06,NIMOTOP S ??????? ?? ???????? 10 mg/50 ml 1 ????? ???????? ???? ? 50 ml + PE ????????? ?????/??????,NIMOTOP S solution for infusion 10 mg/50 ml 1 dark glass bottle x 50 ml + PE infusion tube/box,nimodipine,"BAYER farmacevtska druzba d.o.o., Bayer AG","BAYER farmacevtska druzba d.o.o., Bayer AG",512.57,15.03.2018
C08CA06,NIMOTOP S ??????? ?? ???????? 10 mg/50 ml 1 ????? ???????? ???? ? 50 ml + PE ????????? ?????/??????,NIMOTOP S solution for infusion 10 mg/50 ml 1 dark glass bottle x 50 ml + PE infusion tube/box,nimodipine,"BAYER farmacevtska druzba d.o.o., Bayer AG","BAYER farmacevtska druzba d.o.o., Bayer AG",509.01,15.03.2019
C08CA06,NIMOTOP S ??????? ?? ???????? 10 mg/50 ml 1 ????? ???????? ???? ? 50 ml + PE ????????? ?????/??????,NIMOTOP S solution for infusion 10 mg/50 ml 1 dark glass bottle x 50 ml + PE infusion tube/box,nimodipine,"BAYER farmacevtska druzba d.o.o., Bayer AG","BAYER farmacevtska druzba d.o.o., Bayer AG",485,16.03.2020
C08CA06,NIMOTOP S ????-???????? ??????? 30 mg 100 ????-???????? ??????? (??????? 10 x 10)/??????,NIMOTOP S film-coated tablet 30 mg 100 film-coated tablets (blister 10 x 10)/box,nimodipine,BAYER HealthCare AG,BAYER HealthCare AG,1311.93,14.12.2011
C08CA06,NIMOTOP S ????-???????? ??????? 30 mg 100 ????-???????? ??????? (??????? 10 x 10)/??????,NIMOTOP S film-coated tablet 30 mg 100 film-coated tablets (blister 10 x 10)/box,nimodipine,BAYER HealthCare AG,BAYER HealthCare AG,891,17.10.2014
L01XG03,"NINLARO ???????, ????? 4 mg 3 ???????, ????? (3 ???????? ? 1)/??????","NINLARO capsule, hard 4 mg 3 capsules, hard (3 blisters x 1)/box",ixazomib,"TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)","TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)",252086.14,05.01.2024
L01XG03,"NINLARO ???????, ????? 3 mg 3 ???????, ????? (3 ???????? ? 1)/??????","NINLARO capsule, hard 3 mg 3 capsules, hard (3 blisters x 1)/box",ixazomib,"TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)","TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)",252086.14,05.01.2024
L01XG03,"NINLARO ???????, ????? 3 mg 3 ???????, ????? (3 ???????? ? 1)/??????","NINLARO capsule, hard 3 mg 3 capsules, hard (3 blisters x 1)/box",ixazomib,"TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)","TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)",,
L01XG03,"NINLARO ???????, ????? 2,3 mg 3 ???????, ????? (3 ???????? ? 1)/??????","NINLARO capsule, hard 2.3 mg 3 capsules, hard (3 blisters x 1)/box",ixazomib,"TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)","TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)",,
L01XG03,"NINLARO ???????, ????? 4 mg 3 ???????, ????? (3 ???????? ? 1)/??????","NINLARO capsule, hard 4 mg 3 capsules, hard (3 blisters x 1)/box",ixazomib,"TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)","TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)",,
L01XG03,"NINLARO ???????, ????? 2,3 mg 3 ???????, ????? (3 ???????? ? 1)/??????","NINLARO capsule, hard 2.3 mg 3 capsules, hard (3 blisters x 1)/box",ixazomib,"TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)","TAKEDA Ireland Limited, TAKEDA GmbH Takeda (Weerk Singen)",252086.14,05.01.2024
C01DA02,"NITROLINGUAL ???????????? ?????, ??????? 0,4 mg/???? 1 ???????? ???? ? 12,2 ml (200 ????) ?? ????? ?? ????????/??????","NITROLINGUAL sublingual spray, solution 0.4 mg/dose 1 glass bottle x 12.2 ml (200 doses) with dosing pump/box",glyceryl trinitrate,G.POHL-Boskamp GmbH&Co.KG,G.POHL-Boskamp GmbH&Co.KG,256,14.12.2011
R06AX29,NIXAR ??????? 20 mg 10 ??????? (?????? 1 ? 10)/??????,NIXAR tablet 20 mg 10 tablets (blister 1 x 10)/box,bilastine,"Menarini-Von Heyden GmbH, A. MENARINI Manufacturing Logistics and Services S.r.L.","Menarini-Von Heyden GmbH, A. MENARINI Manufacturing Logistics and Services S.r.L.",143.04,21.05.2015
R06AX29,NIXAR ??????? 20 mg 10 ??????? (?????? 1 ? 10)/??????,NIXAR tablet 20 mg 10 tablets (blister 1 x 10)/box,bilastine,"Menarini-Von Heyden GmbH, A. MENARINI Manufacturing Logistics and Services S.r.L.","Menarini-Von Heyden GmbH, A. MENARINI Manufacturing Logistics and Services S.r.L.",130,15.03.2018
H01AC01,"NORDITROPIN FlexPro ??????? ?? ??????????? 10 mg/1,5 ml 1 ????????? ?????????? ??????? ? 1,5 ml/??????",NORDITROPIN FlexPro solution for injection 10 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,12536.33,10.01.2025
H01AC01,"NORDITROPIN FlexPro ??????? ?? ??????????? 15 mg/ 1,5 ml 1 ????????? ?????????? ??????? ? 1,5 ml/??????",NORDITROPIN FlexPro solution for injection 15 mg/ 1.5 ml 1 pre-filled injection pen x 1.5 ml/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,20301.56,10.01.2025
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 15 mg/1,5 ml 1 ????????? ????????o ?????????o ??????o ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX injection solution 15 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,21191.38,14.12.2020
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 15 mg/1,5 ml 1 ????????? ????????o ?????????o ??????o ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX injection solution 15 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,20165.97,15.03.2022
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 15 mg/1,5 ml 1 ????????? ????????o ?????????o ??????o ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX injection solution 15 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,19635.82,23.03.2023
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 15 mg/1,5 ml 1 ????????? ????????o ?????????o ??????o ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX injection solution 15 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,19632.53,15.03.2024
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 10 mg/1,5 ml 1 ????????? ????????o ?????????o ??????? ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX solution for injection 10 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,14153.62,14.12.2020
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 10 mg/1,5 ml 1 ????????? ????????o ?????????o ??????? ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX solution for injection 10 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,13729.28,15.03.2022
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 10 mg/1,5 ml 1 ????????? ????????o ?????????o ??????? ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX solution for injection 10 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,13094.31,23.03.2023
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 10 mg/1,5 ml 1 ????????? ????????o ?????????o ??????? ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX solution for injection 10 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,12309.01,15.03.2024
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 10 mg/1,5 ml 1 ????????? ????????o ?????????o ??????? ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX solution for injection 10 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,12280,17.03.2025
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 10 mg/1,5 ml 5 ????????? ????????? ?????????? ??????? ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX solution for injection 10 mg/1.5 ml 5 pre-filled injection pens x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,,
H01AC01,"NORDITROPIN NORDIFLEX ??????? ?? ??????????? 15 mg/1,5 ml 5 ????????? ????????? ?????????? ??????? ? 1,5 ml ???????/??????",NORDITROPIN NORDIFLEX solution for injection 15 mg/1.5 ml 5 pre-filled injection pens x 1.5 ml solution/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,,
H01AC01,"Norditropin NordiLet ??????? ?? ??????????? 10 mg/1,5 ml 1 ????????? ?????????? ??????? ? 1,5 ml/??????",Norditropin NordiLet solution for injection 10 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,12257.5,14.12.2011
H01AC01,"Norditropin NordiLet ??????? ?? ??????????? 15 mg/1,5 ml 1 ????????? ?????????? ??????? ? 1,5 ml/??????",Norditropin NordiLet solution for injection 15 mg/1.5 ml 1 pre-filled injection pen x 1.5 ml/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,22726.54,14.12.2011
H01AC01,"Norditropin SimpleXx ??????? ?? ??????????? 15 mg/1,5 ml 1 ?????? ? 1,5 ml/??????",Norditropin SimpleXx solution for injection 15 mg/1.5 ml 1 cartridge x 1.5 ml/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,,
H01AC01,"Norditropin SimpleXx ??????? ?? ??????????? 10 mg/1,5 ml 1 ?????? ? 1,5 ml/??????",Norditropin SimpleXx solution for injection 10 mg/1.5 ml 1 cartridge x 1.5 ml/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,,
H01AC01,"Norditropin SimpleXx ??????? ?? ??????????? 5 mg/1,5 ml 1 ?????? ? 1,5 ml/??????",Norditropin SimpleXx solution for injection 5 mg/1.5 ml 1 cartridge x 1.5 ml/box,somatropin,NOVO NORDISK A/S,NOVO NORDISK A/S,,
G03AD01,"NORLEVO ??????? 1,5mg 1 ??????? (??????? 1 ? 1)/??????",NORLEVO tablet 1.5mg 1 tablet (blister 1 x 1)/box,levonorgestrel,"DELPHARM Lille S.A.S., Cenexi","DELPHARM Lille S.A.S., Cenexi",,
A07AA11,NORMIX ????-???????? ??????? 200 mg 12 ????-???????? ??????? (??????? 1 ? 12)/??????,NORMIX film-coated tablet 200 mg 12 film-coated tablets (blister 1 x 12)/box,rifaximin,ALFASIGMA SpA,ALFASIGMA SpA,316.06,04.11.2016
A07AA11,NORMIX ????-???????? ??????? 200 mg 12 ????-???????? ??????? (??????? 1 ? 12)/??????,NORMIX film-coated tablet 200 mg 12 film-coated tablets (blister 1 x 12)/box,rifaximin,ALFASIGMA SpA,ALFASIGMA SpA,328.18,09.11.2023
C08CA01,NORVASC ??????? 5 mg 30 ??????? (??????? 3 x 10)/ ??????,NORVASC tablet 5 mg 30 tablets (blister 3 x 10)/ box,amlodipine,PFIZER Manufacturing Deutschland GmbH,PFIZER Manufacturing Deutschland GmbH,112.5,14.12.2011
C08CA01,NORVASC ??????? 10 mg 30 ??????? (??????? 3 x 10)/??????,NORVASC tablet 10 mg 30 tablets (blister 3 x 10)/box,amlodipine,PFIZER Manufacturing Deutschland GmbH,PFIZER Manufacturing Deutschland GmbH,200.01,14.12.2011
J05AE03,"NORVIR ???????, ???? 100 mg 336 ??????? (4 HDPE ????????? ? 84)/??????","NORVIR capsule, soft 100 mg 336 capsules (4 HDPE container x 84)/box",ritonavir,AESICA Queenborough Limited,AESICA Queenborough Limited,12131.75,14.12.2011
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1988.17,14.12.2011
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1539.87,05.10.2012
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1430.26,15.10.2013
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1251.53,17.10.2014
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1249.26,16.03.2015
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1235.22,15.10.2016
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1209.23,15.03.2018
J05AE03,NORVIR ????-???????? ??????? 100 mg 30 ????-???????? ??????? ?? HDPE ?????????/??????,NORVIR film-coated tablet 100 mg 30 film-coated tablets in HDPE container/box,ritonavir,ABBVIE Deutschland GmbH&Co.KG,ABBVIE Deutschland GmbH&Co.KG,1013.64,15.03.2019
A03AD02,NO-SPA ??????? ?? ??????????? 40 mg/2 ml 25 ?????? ? 2 ml/??????,NO-SPA solution for injection 40 mg/2 ml 25 ampoules x 2 ml/box,drotaverine,CHINOIN Pharmaceutical and Chemical Works Private Co. Ltd.,CHINOIN Pharmaceutical and Chemical Works Private Co. Ltd.,291,14.12.2011
A03AD02,NO-SPA ??????? 40 mg 24 ??????? (??????? 1 ? 24)/??????,NO-SPA tablet 40 mg 24 tablets (blister 1 x 24)/box,drotaverine,CHINOIN Pharmaceutical and Chemical Works Private Co. ltd.,CHINOIN Pharmaceutical and Chemical Works Private Co. ltd.,,
A03AD02,NO-SPA ??????? 40 mg 100 ??????? ?? PP ?????????/??????,NO-SPA tablet 40 mg 100 tablets in a PP container/box,drotaverine,CHINOIN Pharmaceutical and Chemical Works Private Co. ltd.,CHINOIN Pharmaceutical and Chemical Works Private Co. ltd.,,
A03AD02,NO-SPA ??????? 40 mg 20 ??????? (??????? 2 ? 10)/??????,NO-SPA tablet 40 mg 20 tablets (blister 2 x 10)/box,drotaverine,CHINOIN Pharmaceutical and Chemical Works Private Co. ltd.,CHINOIN Pharmaceutical and Chemical Works Private Co. ltd.,,
N02AA01,NOVAMORF ???????????? ??????? 20 mg 60 ???????????? ??????? ?? ??????? ?????????/??????,NOVAMORF sublingual tablet 20 mg 60 sublingual tablets in a glass container/box,morphine,???????? ??,ALKALOID AD,,
N02AA01,NOVAMORF ???????????? ??????? 30 mg 20 ??????? ?? ??????? ?????????/??????,NOVAMORF sublingual tablet 30 mg 20 tablets in a glass container/box,morphine,???????? ??,ALKALOID AD,,
N02AA01,NOVAMORF ???????????? ??????? 10 mg 20 ??????? ?? tem?? staklen ?????????/??????,NOVAMORF sublingual tablet 10 mg 20 tablets in a dark glass container/box,morphine,???????? ??,ALKALOID AD,,
N02AA01,NOVAMORF ???????????? ??????? 20 mg 20 ???????????? ??????? ?? ??????? ?????????/??????,NOVAMORF sublingual tablet 20 mg 20 sublingual tablets in a glass container/box,morphine,???????? ??,ALKALOID AD,980.49,14.12.2011
N02AA01,NOVAMORF ???????????? ??????? 20 mg 20 ???????????? ??????? ?? ??????? ?????????/??????,NOVAMORF sublingual tablet 20 mg 20 sublingual tablets in a glass container/box,morphine,???????? ??,ALKALOID AD,817.5,14.03.2014
N02AA01,NOVAMORF ???????????? ??????? 10 mg 60 ??????? ?? ????? ??????? ?????????/??????,NOVAMORF sublingual tablet 10 mg 60 tablets in a dark glass container/box,morphine,???????? ??,ALKALOID AD,,
N02AA01,NOVAMORF ???????????? ??????? 30 mg 20 ??????? (??????? 2 ? 10)/??????,NOVAMORF sublingual tablet 30 mg 20 tablets (blister 2 x 10)/box,morphine,???????? ??,ALKALOID AD,,
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 2000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,86866.9,16.11.2015
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 2000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,82631.73,15.03.2016
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 2000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,80336.96,15.03.2018
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 2000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,79953.3,15.03.2019
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 2000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,77142.51,15.03.2021
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 2000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 2000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,72102.64,15.03.2022
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,43538.18,16.11.2015
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,41323.58,15.03.2016
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,40168.43,15.03.2018
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,39976.63,15.03.2019
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,38578.49,15.03.2021
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1000 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1000 IU 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,36065.75,15.03.2022
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1500 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1500 IE 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,65154.11,16.11.2015
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1500 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1500 IE 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,61646.79,15.03.2016
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1500 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1500 IE 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,59913.53,15.03.2018
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1500 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1500 IE 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,59625.68,15.03.2019
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1500 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1500 IE 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,57860.51,15.03.2021
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 1500 IE 1 ?????? ?? ??????+ 1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 1500 IE 1 vial of powder+ 1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,54084.19,15.03.2022
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 250 IE 1 ?????? ?? ??????+1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 250 IU 1 vial with powder+1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,10873.19,16.11.2015
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 250 IE 1 ?????? ?? ??????+1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 250 IU 1 vial with powder+1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,10431.14,15.03.2016
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 250 IE 1 ?????? ?? ??????+1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 250 IU 1 vial with powder+1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,10358.62,15.03.2018
B02BD02,NovoEight ?????? ? ????????? ?? ??????? ?? ??????????? 250 IE 1 ?????? ?? ??????+1 ????????? ???????? ????? ?? ?????????+ 1 ??????? ?? ??????/??????,NovoEight powder and vehicle for solution for injection 250 IU 1 vial with powder+1 pre-filled syringe with vehicle+ 1 vial/box adapter,turoctocog alfa,NOVO NORDISK A/S,NOVO NORDISK A/S,10085.11,15.03.2019
