pcid,Company,Local Product Name,Generic Name,Local Pack Description
2231755,Lafedar,PRESINOR D,losartan+hydrochlorothiazide,comp.rec.x 15
1887109,Teva Argentina,HIPREX MAX,valsartan+amlodipine,160/5 mg tablets x 28
1887110,Teva Argentina,HIPREX MAX,valsartan+amlodipine,160/10 mg tablets x 28
1887131,Genomma Lab.,TAFIROL ESPASMO,"hyoscine,n-butylbr.+paracetamol",comp. x 10 (VL)
1887132,Pfizer,TUKYSA,tucatinib,50 mg comp.x 88
1887133,Gobbi,HIBOR,bemiparin,10000 IU jga.prell.x 10
1887134,Synthon Bago,OSIREN MS,ozanimod,0.23/0.46 mg caps. x 7
1887135,Takeda Argentina S.A.,QDENGA,live attenuated dengue virus serotypes,vial x1+dil.x0.5ml+ag.x2
1887136,Duncan,RUPEDIZ,diazepam,10 mg a.x 100
1887137,Novartis,SCEMBLIX,asciminib,20 mg comp. rec.x 60
1887138,Novartis,SCEMBLIX,asciminib,40 mg comp. rec.x 60
1887139,Temis-Lostalo,COLPOESTRIENE,promestriene,ov. x 10
1887140,Temis-Lostalo,COLPOESTRIENE,promestriene,ov. x 20
1887141,Dominguez,DENURIX D3,vit.d3,oral sol x 2 ml
1887158,Varifarma,IXAFNIB,axitinib,1 mg comp.rec.x 56
1887159,Varifarma,IXAFNIB,axitinib,5 mg comp.rec.x 56
1887163,Richet,LEVOSIMENDAN RICHET LIOFILIZADO,levosimendan,2.5 mg/ml inj.f.a.x 5 ml
2231759,Lafedar,PRESINOR D,losartan+hydrochlorothiazide,comp.rec.x 30
1887170,Rospaw,VINTEX,losartan,50 mg comp.rec.x 30
1887384,Elea,SERILON,tolvaptan,30 mg tablets x 28
1887385,Elea,SERILON,tolvaptan,15 mg tablets x 30
1887387,Bristol,SOTYKTU,deucravacitinib,6 mg caps. x 30
1887394,Roemmers,INVICTUS MASTICABLE,tadalafil,20 mg comp.mast.x 1
1887395,Roemmers,MOTRAX 72,linaclotide,72 mcg caps.x 10
1887399,Rospaw,LUPRACIL,donepezil,5 mg comp.rec.x 30
1888071,Rossmore Pharma,ESIEN,disodium phosphate + monosodium phosphate.,oral sol x 45 ml
2231767,Lafedar,PRIMPERIL,metoclopramide,comp.x 20
2231768,Montpellier,PRIOTIC,"tioctic,ac.",600 mg tablets x 30
2231770,Lepetit,PRISONIL D,losartan+hydrochlorothiazide,100/25 mg rec. tab. x 30
1888078,Tuteur,OLAPATER COMPRIMIDOS,olaparib,100 mg tablets x 56
1888079,Tuteur,OLAPATER COMPRIMIDOS,olaparib,150 mg tablets x 56
1888081,Synthon Bago,OSIREN MS,ozanimod,0.92 mg caps. x 28
1888084,Mar,OTIKIT,ciprofloxacin+hydrocortisone,gts.otics x 5 ml
1895117,Elea,ALVETIDE,"fluticasone,furoate+vilanterol",92/22 mcg x 30 doses
1895118,Elea,ALVETIDE,"fluticasone,furoate+vilanterol",184/22 mcg x 30 doses
2231772,Lepetit,PRISONIL D,losartan+hydrochlorothiazide,100/25 mg rec. tab. x 60
1895121,IBC,CEFTAZIDIMA PHARMAVIAL,ceftazidime,1000 mg f.a.x 100
1895122,Duncan,CIPROFLOXACINA DUNCAN,ciprofloxacin,500 mg comp.x 1000
1895123,Veinfar,CLONIDINA,clonidine,a.x 100 x 1 ml
1895125,Temis-Lostalo,COLPOESTRIENE,promestriene,cr. vag. x 15 g.
1895126,Panalab,COMBINATER,minoxidil,2.5 mg tablets x 30
1895127,Denver Farma,DENSULIN ISOFANA,human insulin isophane,100 IU lap.prellx5x3ml
1895128,Denver Farma,DENSULIN REGULAR,human insulin,100 IU lap.prellx5x3ml
1895129,Duncan,DIFENHIDRAMINA CLORH 250 MG/ 100ML,diphenhydramine,jbe.x 50 x 120 ml
1895132,Elea,EGESTAN FOLICO,folic acid,10 mg tablets x 30
1895133,Elea,EGESTAN FOLICO,folic acid,10 mg tablets x 60
1895134,Biofactor,EMOSINT 20,desmopressin acetate,20 mcg/ml 1 ml x 3 a.
1895135,Casasco,FACTOR AG PLUS,alverine+simethicone,300/60 mg caps.x 30
1895136,Casasco,FACTOR AG PLUS,alverine+simethicone,300/60 mg caps.x 60
1895139,Duncan,HEPARINA DUNCAN,sodium heparin,5000 U/ml f.a.x 50
1895143,Elea,IXOMIDA,apalutamide,60 mg comp.rec.x 120
1895144,Celtyc,KETOROLAC CELTYC 30,ketorolac,30 mg inj.a.x 100 x 1 ml
1895145,Veinfar,KETOROLAC LARJAN,ketorolac,30 mg inj.a.x 100 x 2 ml
1895146,Eurofarma,KINSON XR,pramipexole,0.75mg comp.lib.prol.x30
1895147,Eurofarma,KINSON XR,pramipexole,0.375mgcomp.lib.prol.x10
1895148,Eurofarma,KINSON XR,pramipexole,1.5 mg comp.lib.prol.x30
1895149,Klonal,KLOMEPRAX CON SOLV,omeprazole,40 mg inj.x 25
1895150,Veinfar,LARJANCAINA,lidocaine,1% a.x 100 x 5 ml
1895151,Abbott EPD,LUVOX,fluvoxamine,100 mg tablets x 60
1895152,Veinfar,METOCLOPRAMIDA LARJAN,metoclopramide,10 mg a.x 100 x 2 ml
1895153,Duncan,"METRONIDAZOL 2,5G % X 120 ML",metronidazole,jbe. x 50 x 120 ml
1895154,Beta,PASMINOX,otilonium bromide,40 mg tablets x 60
1895155,Finadiet,PIRFEMAX 801,pirfenidone,801 mg comp.rec.x 100
1895156,Duncan,SULFAMETOXAZOL 200 MG TRIMETOPRIMA 40 MG,sulfamethoxazole+trimethoprim,jbe.x 50 x 100 ml
1895157,Alcon,SYSTANE HIDRATACION SP,polyethylene glycol+propylene glycol+assoc.,sterile sol.oft. x 10 ml
1895159,Eurofarma,TALIS,tadalafil,20 mg comp.rec.x 2
1895160,Celtyc,VANCOMICINA CELTYC 1000,vancomycin,1000 mg f.a.x 50
1895161,Celtyc,VANCOMICINA CELTYC 500,vancomycin,500 mg f.a.x 50
1895162,Richmond,VASTINA,atorvastatin,40 mg tablets x 30
1895163,Richmond,YDESIB,palbociclib,125 mg comp.rec.x 21
1895164,Richmond,YDESIB,palbociclib,75 mg comp.rec.x 21
1895165,Richmond,YDESIB,palbociclib,100 mg tab. rec.x 21
2231773,Lepetit,PRISONIL D,losartan+hydrochlorothiazide,50/12.5 mg rec. tab.x 15
1895172,Elea,DELTISONA B,meprednisone,8 mg tablets x 20
1895173,Cetus,BITECAIN A.A.,metoclopramide+assoc.,comp.x 20
1895175,Omicron,FLOGODISTEN,"niflumic,ac.+orphenadrine",comp.x 8
1895178,Roemmers,AMOXIDAL RESPIRATORIO DUO,amoxicillin+ambroxol,susp.x 70 ml
1895198,Cassara,FUSIMED B,"fusidic,ac.+betamethasone",emulsions x 50 g
1895204,Craveri,ANSIELIX DIGEST,alprazolam+domperidone+assoc.,comp.x 30
1895214,Craveri,HITORON,cyproterone,50 mg tablets x 50
1895216,Sanitas,COLIXANE B,trimebutine+bromazepam,comp.x 30
1895232,Elea,FOTADEX,tobramycin+dexamethasone,ung.oft.x 3.5 g
1895235,Ariston,ALEPSAL,phenobarbital,comp.x 20
1895242,Elea,EQUILEA,levetiracetam,500 mg tablets x 60
1895243,Elea,EQUILEA,levetiracetam,1000 mg tablets x 30
1895244,Craveri,ETOREX,etoricoxib,90 mg tablets x 14
1895252,Baliarda,PROSTOKLAR DUO,dutasteride+tamsulosin,controlled libcaps x 30
1895253,LKM,ZYVALIX PLUS,abiraterone acetate,500 mg tablets x 60
2231774,Lepetit,PRISONIL D,losartan+hydrochlorothiazide,50/12.5 mg rec. tab. x 30
2231775,Lepetit,PRISONIL D,losartan+hydrochlorothiazide,50/12.5 mg rec. tab. x 60
2231778,Panalab,PROAVENAL H,hydrocortisone,cr.x 20 g
1895268,Eczane,ALUXANTIB,axitinib,1 mg comp.rec.x 56
2231783,Panalab,PROAVENAL H,hydrocortisone,cr.x 50 g
1895791,Gobbi,KUVAN POLVO,"sapropterin, dichlorh.",100 mg sachet x 30
1895792,Biosintex Retail,CARAMELOS ANTIBIOTICOS LEFMAR,tyrothricin+benzocaine+assoc.,blister caram.x 9
1900733,Varifarma,ANFONAX,liposomal amphotericin b,50mgLiof.lip.fax1Fil/Dis
1900734,Sanofi Health Argentina S.A.,EFLUELDA,influenza virus antigens,jga.prell.x 1 x 0.7 ml
1900736,Eczane,CLONADANE,clonazepam,1 mg comp.x 30
1900737,Eczane,CLONADANE,clonazepam,1 mg comp.x 60
1900738,Eczane,CLONADANE,clonazepam,2 mg tablets x 30
1900739,Eczane,CLONADANE,clonazepam,2 mg comp.x 60
1900740,Eczane,CLONADANE,clonazepam,0.5 mg tablets x 30
1900741,Eczane,CLONADANE,clonazepam,0.5 mg tablets x 60
2231792,Cassara,NEUMOCORT PLUS,budesonide+formoterol,200/6mcg aer.inh.x 60ds.
1900743,Elea,ICELEA,emtricitabine+tenofovir alafenamide,200/25 mg rec. tab. x 30
1900746,Lepetit,LEVOTRAX,levofloxacin,500 mg comp.rec.x 7
1900748,Gray,NEOSTIGMINA GRAY,neostigmine,0.5 mg a.x 100 x 1 ml
1900749,Fresenius Kabi,ONDANSETRON KABI,ondansetron,8 mg/4 ml sol.inj.x 10
1900750,Pfizer,PREVENAR 20,polysaccharides of s.pneumoniae,jga.prell.x 1 x 0.5 ml
1900751,Geminis Farmaceutica,DOLONEUTIN PRACTIDOSIS,pregabalin,150 mg tablets x 30
1900752,Geminis Farmaceutica,DOLONEUTIN PRACTIDOSIS,pregabalin,75 mg tablets x 15
1900753,Geminis Farmaceutica,DOLONEUTIN PRACTIDOSIS,pregabalin,75 mg tablets x 30
1900754,GlaxoSmithKline Biopharma,REKAMBYS,rilpivirine,900 mg susp.inj.x3ml
1900755,Lepetit,ROSUX,rosuvastatin,40 mg tablets x 30
2231793,Cassara,NEUMOCORT PLUS,budesonide+formoterol,200/6mcg aer.inh.x150ds.
1900761,Adium,ARIZIC,aripiprazole,2 mg comp.rec.x 30
1900763,Infinity Pharma,PANZYGA,human immunoglobulin,10 g f.a.x 1 x 100 ml
1900766,Roche,POLIVY,polatuzumab vedotin,30 mg vial x 1
1900767,Beta,ATERONOVA,rosuvastatin,5 mg tablets x 30
1900768,Beta,ATERONOVA,rosuvastatin,40 mg tablets x 30
1900769,Cannava S.E.,CBD 10,cannabidiol,drops x 10 ml
1900770,Casasco,ALAGIN DUO,clindamycin+ketoconazole,eggs x 7
1900772,Veinfar,CLONIXINATO DE LISINA LARJAN,clonixinate lysine,a.x 100 x 4 ml
1900773,Veinfar,HIOSCINA,"hyoscine,n-butylbr.",a.x 100 x 1 ml
2231817,Elea,NEUMOTIDE POLVO 500/50,fluticasone+salmeterol,caps.p/inh.x 60+appl.
1900775,Casasco,ALGICUR,dexketoprofen,gel x 50 g
1900776,Casasco,ALERCAS,fexofenadine,susp. x 150 ml
1900777,Panalab,CAPILEX,minoxidil,aer.x foam 60gx2
1900778,Genomma Lab.,TAFIROL DUO,paracetamol + ibuprofen,blister pack x 10 (VL)
2231820,Gador,NEURO BILETAN,"tioctic,ac.",600 mg comp.rec.x 30
1902266,Siegfried,VEGESTABIL DIGEST,domperidone+bromazepam+simetic.,comp.x 20
1902268,Roemmers,MUCOLITIC ANTITUSIVO,carboxymethylcysteine+dextrometor,jbe.x 100 ml
1902271,Elea,NEUMOTEX NEBU,budesonide,env.x 20 ml
1902281,Roemmers,CIRIAX OTIC,ciprofloxacin+hydrocortisone,gts.otics x 5 ml
2231823,Roemmers,PLIDEX S,trimebutine+simethicone,200/120 mg rec. tab. x 60
1902307,Novartis,GILENYA,fingolimod,0.25 mg tablets x 28
1902335,Elea,OVUMIX MAX,clindamycin+ketoconazole,caps.bl.vag.x 7
2231829,Panalab,PROAVENAL M,methylprednisolone aceponate,cr.x 30 g
2231831,Eczane,PROBLOCK,bisoprolol,10 mg comp.rec.x 30
2231832,Nolter,PROCTYL HC,lidocaine + hydrocortisone,pda.x 10 g
2231834,Nolter,PROCTYL HC,lidocaine + hydrocortisone,pda.x 30 g
1908816,Fecofar,CEFALEXINA FECOFAR,cephalexin,500 mg susp. x 60 ml
1908817,Baliarda,DIGENORFLAT,dehydrocholic acid + assoc.,comp.rec.x 40
1908824,Gobbi,IFX,ifosfamide,1 g f.a.x 1
1908825,Andromaco,NAPRUX DISTEN,naproxen+carisoprodol,comp.x 30
1908829,Biol,TUBERCULINA PPD RT 23 SSI,tuberculin,vial x 10 x 1.5 ml
1908831,Eczane,IMATIXA,imatinib,400 mg comp.rec.x 30
1908837,Varifarma,BOZATINIX,cabozantinib,20 mg comp.rec.x 30
1908840,Baliarda,DOLOCOX,etoricoxib,120 mg comp.rec.x 10
1908846,Aspen Pharma,ARIXTRA,fondaparinux,2.5mg/0.5ml jga.prell.x2
1908847,Aspen Pharma,ARIXTRA,fondaparinux,7.5mg/0.5ml jga.prell.x2
1908848,Adium,BEMPENAL,bempedoico ac.,180 mg comp. rec.x 30
1908849,Adium,BEMPENAL,bempedoico ac.,180 mg comp. rec.x 60
1908851,Varifarma,BOZATINIX,cabozantinib,60 mg comp.rec.x 30
1908852,Eczane,BRIKATIB,ibrutinib,140 mg caps.x 90
1908853,Eczane,BRIKATIB,ibrutinib,140 mg caps.x 120
1908854,Kemex,BUSULTEK,busulfan,60 mg f.a.x 8
1908856,Montpellier,DAGLIBEN,dapagliflozin,10 mg comp.rec.x 30
1908857,Siegfried,DORMICUM,midazolam,15 mg tablets x 30
1908858,Siegfried,DORMICUM,midazolam,15 mg/3 ml inj.a.x 10
1908860,Elea,FALGOS,"acetylsalicylic acid,ac.+asoc.",comp.x 4 x 1 blister (VL)
1908862,Denver Farma,HALOPERIDOL DENVER FARMA DECANOATO,haloperidol,150 mg a.x 100 x 3 ml
1908864,Montpellier,JAST,tadalafil,5 mg comp.ran.x 30
1908865,Montpellier,JAST,tadalafil,20 mg tab.ran.x 1
1908866,Montpellier,JAST,tadalafil,20 mg tablets x 2
1908868,Genomma Lab.,LAFEDRYL,calamine+diphenhydramine,loc. v2 x 120 ml (VL)
1908869,Siegfried,MADOPAR HBS,levodopa+benserazide,125 mg caps.x 30
1908871,Eurofarma,PIXAR,apixaban,5 mg comp.x 60
1908872,Eurofarma,PIXAR,apixaban,2.5 mg tablets x 60
1908873,Adium,PREBICTAL 75 MULTIDOSIS,pregabalin,75 mg comp. beer. x 30
1908874,Adium,PREBICTAL 75 MULTIDOSIS,pregabalin,75 mg comp. beer. x 15
1908875,Pretoria,SUVANCLIB,palbociclib,100 mg caps.x 21
1908876,Pretoria,SUVANCLIB,palbociclib,125 mg caps.x 21
1908877,Pretoria,SUVANCLIB,palbociclib,75 mg caps.x 21
1908878,Roche,VABYSMO,faricimab,6 mg/0.05 ml x 1 vial
1908879,Microsules Arg.,ZALOB 10,lenalidomide,10 mg caps.x 21
1908880,Microsules Arg.,ZALOB 15,lenalidomide,15 mg caps.x 21
1908881,Microsules Arg.,ZALOB 25,lenalidomide,25 mg caps.x 21
1908882,Microsules Arg.,ZALOB 5,lenalidomide,5 mg caps.x 21
1908933,Roemmers,LOSACOR,losartan,100 mg comp.rec.x 60
1908934,Cassara,RECUFIN,finasteride,1 mg comp.rec.x 30
1912795,Eczane,IPALXANE,palbociclib,100 mg caps.x 21
1912796,Eczane,IPALXANE,palbociclib,125 mg caps.x 21
1912797,Eczane,IPALXANE,palbociclib,75 mg caps.x 21
1912798,Fecofar,IVESTRON,omeprazole,40 mg caps.x 28 (VL)
1912799,Teva Argentina,JALORESE,dapagliflozin,10 mg tablets x 28
1912800,Lazar,LIPONORM PLUS,atorvastatin+ezetimibe,40/10 mg tablets x 30
1912802,Microsules Arg.,MICROSULF,ciprofloxacin,500 mg tablets x 20
1912804,Vent 3,PARAMEN VENT3,sildenafil,100mg blister pack x10 tablets x2
1912805,Varifarma,PHELINUN,melphalan,200 mg f.a.x 1
1912807,Teva Argentina,SILFOX,deferasirox,90 mg tablets x 30
1912808,Teva Argentina,SILFOX,deferasirox,360 mg tablets x 30
1912809,Teva Argentina,SILFOX,deferasirox,180 mg tablets x 30
1912810,Varifarma,TEPADINA,thiotepa,400mg pvo.p/conc. f.a.x1
1912811,Tuteur,VILANOR,ibrutinib,420 mg tablets x 30
1912812,Tuteur,VILANOR,ibrutinib,140 mg tablets x 30
1912813,Tuteur,VILANOR,ibrutinib,560 mg tablets x 30
1912814,Tuteur,VILANOR,ibrutinib,280 mg tablets x 30
1912862,Elea,ESCLEROVITAN E,vit.e+vit.a+assoc.,soft capsules x 50
2231838,Rontag,PRODINAM,strontium ranelate,sob.x 28 x 2 g
1912872,Andromaco,DERALBINE,miconazole,loc.x 40 ml
1912873,Andromaco,DERALBINE,miconazole,pvo.x 40 g
1912874,Laboratorios Bernabo,MIOPROPAN 200,trimebutine,comp.x 60
1912876,Elea,DOS DIAS N,levonorgestrel+ethinyl estradiol,comp.x 2
1912880,Teva Argentina,ARMONIL NOCHE,melatonin,3 mg comp.x 15 (VL)
2231843,IMA,PROPOVAN,propofol,10 mg/ml a.x 5 x 20 ml
2231880,Lersan,MAXIVENT,budesonide+formoterol,160/4.5mcg caps.inh.x 60
1912883,Donato Zurlo,CARBON ACTIVADO DZ 0.50,activated carbon,comp.x400 blister x1 (VL)
1912884,Lazar,CETIZINE L,levocetirizine,5 mg comp.rec.x 10
1912885,Lazar,CETIZINE L,levocetirizine,5 mg comp.rec.x 30
1912887,Casasco,CORTICAS,betamethasone,1.2 mg comp.x 30
1912888,Lazar,DIUFORTAN PLUS,dutasteride+tamsulosin,0.5/0.4 mg caps.x 30
1912889,Excelentia,DORMIRTE,diphenhydramine,sob.x 5 x 5 g (VL)
1912890,Excelentia,DORMIRTE,diphenhydramine,sachet.x 25 x 5 g (VL)
1912891,Excelentia,DORMIRTE,diphenhydramine,pouch x 5 g (VL)
1912892,Savant Consumer,FABOGESIC VROZZZ,ibuprofen+diphenhydramine,softgel caps x 10 (VL)
1912893,Eurofarma,FOVEX,modafinil,200 mg tablets x 10
1912894,Eurofarma,FOVEX,modafinil,200 mg tablets x 30
1912895,Celtyc,HIDROCORTISONA CELTYC 100,hydrocortisone,100 mg f.a.x 50
1912896,Celtyc,HIDROCORTISONA CELTYC 500,hydrocortisone,500 mg f.a.x 50
1912897,Richmond,SEUTIG,carfilzomib,30 mg fco.a.x 1
1912898,Richmond,SEUTIG,carfilzomib,60 mg fco.a.x 1
1914534,Savant Consumer,ALMAXIMO,sildenafil,100 mg tablets x 2
1914539,Elea,FEMOREL MAX,"ibandronic acid,ac.+assoc.",comp.rec.x1+comp.rec.x30
1914541,MR Pharma,REMICIT,remifentanil,5 mg f.a.x 5
2231882,Elea,RABLOC,rosuvastatin,10 mg tablets x 30
1914549,Oxapharma,METRODERMIC,metronidazole,gel x 30 g
1914550,Oxapharma,METRODERMIC CREMA,metronidazole,cr.x 30 g
1914554,Sant Gall,GALFEROL 2400,vit.d,fco.dropper x 4 ml
1914556,Eurofarma,ROSULIP,rosuvastatin,10 mg tablets x 30
1914558,Roemmers,ROGASTRIL PLUS,cinitapride+simethicone,comp. x 30
1914559,Baliarda,DOLOCOX,etoricoxib,90 mg comp.rec.x 10
1914560,Richet,MONTELUKAST RICHET,montelukast,5 mg comp.mast.x 30
1914563,Lepetit,EUFOTINA,mirtazapine,30 mg comp.rec.x 30
1914564,Adium,REMIZERAL PARCHES,rivastigmine,4.6 mg patches x 30
1914565,Adium,REMIZERAL PARCHES,rivastigmine,9.5 mg patches x 30
1914566,Adium,REMIZERAL PARCHES,rivastigmine,13.3 mg patches x 30
1914570,Infinity Pharma,NUWIQ 1000 UI,factor VIII coagulation recomb.,liof.pvo.vial+j.p.x1x8ml
1914576,Omicron,ALUDROX II,"aluminum, hydr.+magn.hydra.+simet.",suspension gel x 150 ml (VL)
1914581,Medisol,GASTROCALM,metoclopramide,gts.x 20 ml
1914587,Klonal,LUAR G,"hyoscine,n-butylbr.",20 mg a.x 100 x 1 ml
1914596,Cassara,NEOQUIN,"glycolic,ac.+hydroquinone",gel x 40 g
2231884,Elea,RABLOC,rosuvastatin,20 mg tablets x 30
2231890,Roemmers,RACORVAL 3D,valsartan+hydrochloroti.+amlodip.,160/10/12.5mg comp.rex28
2231891,Roemmers,RACORVAL 3D,valsartan+hydrochloroti.+amlodip.,160/10/12.5mg comp.rex60
2231894,Roemmers,RACORVAL 3D,valsartan+hydrochloroti.+amlodip.,160/5/12.5mg comp.recx30
1914621,Medipharma,PERBEL,permethrin+benzyl benzoate,loc.x 100 ml (VL)
2231896,Roemmers,RACORVAL 3D,valsartan+hydrochloroti.+amlodip.,160/5/12.5mg comp.recx60
1914627,Elea,NEUMOTIDE AEROSOL,fluticasone+salmeterol,125/25 mcg x 120 doses
1914628,Elea,NEUMOTIDE AEROSOL,fluticasone+salmeterol,250/25 mcg x 120 doses
1914809,IMA,TYGARONA,abiraterone acetate,250 mg tablets x 120
1914817,Eczane,MITEX,telmisartan,80 mg tablets x 28
1914820,Roemmers,ABAXON,rivaroxaban,10 mg x 30 tablets
1914821,Dominguez,MIFEP KIT,mifepristone+misoprostol,kit x 1
1919950,Montpellier,MIGRAL,ergotamine+caffeine+assoc.,500 mg tablets x 20
1919953,Gador,BILETAN ENZIMATICO,"thioctic, ac.+pancreatin+asoc.",comp.rec.x 30
1919954,Gador,BILETAN ENZIMATICO,"thioctic, ac.+pancreatin+asoc.",comp.rec.x 20
1919955,Gador,BILETAN ENZIMATICO,"thioctic, ac.+pancreatin+asoc.",comp.rec.x 40
2231907,Roemmers,RACORVAL D,valsartan+hydrochlorothiazide,160/12.5 mg rec. tab.x60
1919967,Baliarda,EUDON,clebopride+simethicone+assoc.,comp.rec.x 30
1919968,Baliarda,EUDON,clebopride+simethicone+assoc.,comp.rec.x 60
1919969,Baliarda,CLEVOSAN,neomycin+assoc.,pda.x 30 g
1919970,Baliarda,CLEVOSAN,neomycin+assoc.,pda.x 10 g
1919971,Baliarda,CLEVOSAN,neomycin+assoc.,pda.x 60 g
1919979,Teva Argentina,HIPOSTEROL,atorvastatin+fenofibrate,10/134mg compx30+capsx30
1919980,Infinity Pharma,OCTANATE,factor VIII,1000 IU liof.f.a.x 1
1919982,Elea,CLAVULOX DUO,amoxicillin+clavulanic acid,400 mg/5 ml susp. x 70 ml
1920068,Rontag,NAPRONTAG,naproxen,500 mg tablets x 10
1920070,Adium,PADCEV,enfortumab vedotin,20 mg vial x 1
1920071,Adium,PADCEV,enfortumab vedotin,30 mg vial x 1
1920072,Schafer,PARACETAMOL SCHAFER 1 G,paracetamol,comp.ran.x 10
1920073,Schafer,PARACETAMOL SCHAFER 500,paracetamol,comp.x 10 (VL)
1920074,Schafer,PARACETAMOL SCHAFER 650,paracetamol,comp.x 10 (VL)
1920075,Ariston,QUEPAX,quetiapine,100 mg tablets x 30
1920076,Ariston,QUEPAX,quetiapine,200 mg tablets x 30
1920077,Ariston,QUEPAX,quetiapine,25 mg tablets x 10
1920078,Ariston,QUEPAX,quetiapine,25 mg tablets x 30
1920079,Roemmers,RAQUIFEROL D3 MINI CAPS,vit.d3,25000 IU caps.bl. x 4
1920080,Elea,REGITRAT,bosutinib,400 mg comp.rec.x 28
1920101,Teva Argentina,SURVY,sunitinib,50 mg caps.x 28
1920102,Teva Argentina,SURVY,sunitinib,12.5 mg caps.x 28
1920103,Teva Argentina,SURVY,sunitinib,25 mg caps.x 28
1920104,Gador,XOSPATA,gilteritinib,40 mg comp. rec.x 84
1920132,Siegfried,MAILEN,miconazole+metronidazole+assoc.,soft caps vag.x 6
2231909,Roemmers,RACORVAL D,valsartan+hydrochlorothiazide,80/12.5 mg rec. tab. x 30
1920139,Biosintex Tr. Esp.,ESPIROTECH INYECTABLE,colistin methanesulfonate,f.a.x 1+disolv.x1
1920140,Biosintex Tr. Esp.,ESPIROTECH INYECTABLE,colistin methanesulfonate,f.a.x 50+disolv.x50
2231910,Roemmers,RACORVAL D,valsartan+hydrochlorothiazide,80/12.5 mg rec. tab. x 60
1920144,Teva Argentina,MINUSLIP DUO,ezetimibe+fenofibrate,200/10mg capsx30+compx30
1920145,Teva Argentina,SYNCROCOR,nebivolol,5 mg comp.x 28
1920150,Teva Argentina,BONECUR,risedronate,150 mg comp.rec.x 1
1920151,Teva Argentina,BONECUR,risedronate,150 mg comp.rec.x 3
1920159,Siegfried,ETIX,etoricoxib,90 mg comp.rec.x 10
1920161,Megalabs Argentina,MANTIXA,apixaban,5 mg tablets x 30
1920164,Kemex,CATZEN,ponatinib,15 mg comp.rec.x 30
1920165,Kemex,CATZEN,ponatinib,45 mg comp.rec.x 30
1920166,Janssen-Cilag,RYBREVANT,amivantamab,350 mg vial x 7 ml
1920167,Varifarma,GORAX,relugolix,120 mg tablets x 30
1920210,Eczane,ACLOXIGENAC PLUS,diclofenac+pridinol,comp.rec.x 500
1920211,Fecofar,ANTIPRESOL A,"amlodipine+losartan,potassium",5/50 mg tablets x 30
1920212,Fecofar,ANTIPRESOL A 100,"amlodipine+losartan,potassium",5/100 mg comp.rec.x 30
1920214,Laboratorios Bernabo,DAPABER,dapagliflozin,10 mg comp.rec.x 28
1920216,Sidus,ESOMEPRA 20 MG,esomeprazole,flowpack 20mg caps.x7 (VL)
2231924,Elea,RATI SALIL FLEX,salicylic acid + assoc.,env.x 40 g (VL)
1920218,Elea,EXOBOZAN,cabozantinib,20 mg comp.rec.x 30
1920219,Elea,EXOBOZAN,cabozantinib,40 mg comp.rec.x 30
1920220,Elea,EXOBOZAN,cabozantinib,60 mg comp.rec.x 30
1920221,Casasco,HIPOLIPOL EZ,rosuvastatin+ezetimibe,5/10 mg tablets x 30
1920222,Pretoria,IBRUVANZA,ibrutinib,140 mg caps.x 90
1920223,Biotenk,IBUTENK 4%,ibuprofen,jbe.x 100 ml (VL)
2231925,Baliarda,REAGIN 1000,citicoline,envelopes x 10
1920226,Teva Argentina,KINALGIN P,diclofenac potassium+paracetamol,comp.x 30
1920227,E. J. Gezzi,LORATADINA GEZZI,loratadine,10 mg tablets x 10 (VL)
1920228,Gobbi,LORAZEPAM GOBBI,lorazepam,4 mg/ml a.x 50
1920230,Megalabs Argentina,MANTIXA,apixaban,5 mg comp.x 60
1920231,Megalabs Argentina,MANTIXA,apixaban,2.5 mg tablets x 30
1920232,Megalabs Argentina,MANTIXA,apixaban,2.5 mg tablets x 60
1920278,Siegfried,TETRALGIN NOVO,ergotamine+caffeine+assoc.,comp.x 40
1920279,Kemex,PRONTEX,pomalidomide,1 mg caps.x 21
1926927,Medisol,AEROVENT E,budesonide,200mcg aer.x120 dos.+esp
1926938,AstraZeneca,SAPHNELO,anifrolumab,300 mg vial x 1 x 2 ml
1926939,Poen,BRIMOPRESS T LC,brimonidine+timolol,sol.oft.x 5 ml
1926963,MSD Argentina SRL,WELIREG,belzutifan,40 mg comp. rec.x 90
1926972,Varifarma,LEDAGA,chlormethine,derm gel. x 60 g.
1927649,Eczane,PONATIXANE,ponatinib,45 mg comp.rec.x 30
1927651,Eczane,CILOSTANE,cilostazol,100 mg comp.x 1000
1927652,Roemmers,PROCETINA 20,vortioxetine,20 mg comp.rec.x 30
1927654,PharmaDorf,STRALINA,sertraline,100 mg tablets x 30
1927655,Bioprofarma Bago,HUTUS,enzalutamide,40 mg caps.x 120
1927672,Siegfried,VALQUIR,vortioxetine,5 mg comp.rec.x 30
1927673,Siegfried,VALQUIR,vortioxetine,20 mg comp.rec.x 30
1927674,Siegfried,VALQUIR,vortioxetine,10 mg comp.rec.x 30
1927675,Bioprofarma Bago,NILTARA,nilotinib,150 mg caps.x 120
1927676,Bioprofarma Bago,NILTARA,nilotinib,200 mg caps.x 120
1927677,Teva Argentina,KINALGIN N,naproxen,comp.x 20
1927678,Adium,XUMER CB,etoricoxib,60 mg capsules per 14 tablets
1927679,Adium,XUMER CB,etoricoxib,90 mg capsules per 14 tablets
