Country,Currency,Source,Region,Company,Product Group,Local Product Name,Generic Name,Local Pack Description,Pack Unit,Pack Size,LOCAL_PACK_CODE,Unit Price,PCID Mapping,VAT Percent,Public without VAT Price,Public with VAT Price,Reimbursable Status,Reimbursable Rate,Copayment Percent
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CSL Behring bv,REFACTO AF,,Afstyla,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lonoctocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CSL Behring bv,ADVATE,,Afstyla,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lonoctocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CSL Behring bv,KOVALTRY,,Afstyla,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lonoctocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CSL Behring bv,ADYNOVI,,Afstyla,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lonoctocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CSL Behring bv,NUWIQ,,Afstyla,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lonoctocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CSL Behring bv,NOVOEIGHT,,Afstyla,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lonoctocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,CSL Behring bv,ESPEROCT,,Afstyla,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lonoctocog_alfa,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Kenvue Netherlands BV,GENERIEK,,Imodium,CAPSULE 2 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loperamide,0.52,,0.09,0.4770642201834862,0.52,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Kenvue Netherlands BV,DIARREEREMMER HTP,,Imodium,CAPSULE 2 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loperamide,0.83,,0.09,0.7614678899082568,0.83,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Kenvue Netherlands BV,DIARREEREMMER LOPERAMIDE SAM,,Imodium,CAPSULE 2 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loperamide,0.48,,0.09,0.4403669724770642,0.48,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Kenvue Netherlands BV,IMODIUM,,Imodium,CAPSULE 2 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loperamide,1.85,,0.09,1.6972477064220184,1.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Kenvue Netherlands BV,LIVSANE,,Imodium,CAPSULE 2 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loperamide,0.59,,0.09,0.5412844036697247,0.59,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Ofimedicine B.V.,GENERIEK,,Losimed duo,TABLET 2/125 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loperamide_dimeticon,1.72,,0.09,1.5779816513761467,1.72,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbvie bv,GENERIEK,,Kaletra,TABLET 100/25 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lopinavir_ritonavir,13.07,,0.09,11.990825688073393,13.07,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbvie bv,KALETRA,,Kaletra,TABLET 100/25 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lopinavir_ritonavir,13.07,,0.09,11.990825688073393,13.07,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Reckitt Benckiser Nederland bv,GENERIEK,,Allerfre,FILMOMHULDE TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loratadine,0.18,,0.09,0.16513761467889906,0.18,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Reckitt Benckiser Nederland bv,ALLERFRE,,Allerfre,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loratadine,0.73,,0.09,0.6697247706422018,0.73,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Reckitt Benckiser Nederland bv,HOOIKOORTSTABLET LORATADINE HTP,,Allerfre,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loratadine,0.29,,0.09,0.2660550458715596,0.29,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Reckitt Benckiser Nederland bv,LIVSANE,,Allerfre,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/loratadine,0.18,,0.09,0.16513761467889906,0.18,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Lorazepam,"TABLET 0,5 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lorazepam,1.09,,0.09,1.0,1.09,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,LORVIQUA,,Lorviqua,TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lorlatinib,139.74,,0.09,128.2018348623853,139.74,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Lormetazepam,TABLET 1 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lormetazepam,0.21,,0.09,0.19266055045871558,0.21,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,GENERIEK,,Cozaar,FILMOMHULDE TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/losartan,0.06,,0.09,0.055045871559633024,0.06,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,COZAAR,,Cozaar,FILMOMHULDE TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/losartan,0.12,,0.09,0.11009174311926605,0.12,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,GENERIEK,,Cozaar Plus,"TABLET 100/12,5 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/losartan_hydrochloorthiazide,0.16,,0.09,0.14678899082568805,0.16,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,COZAAR PLUS,,Cozaar Plus,"TABLET 100/12,5 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/losartan_hydrochloorthiazide,0.41,,0.09,0.37614678899082565,0.41,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,FORTZAAR,,Cozaar Plus,OMHULDE TABLET 100/25 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/losartan_hydrochloorthiazide,0.38,,0.09,0.34862385321100914,0.38,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,HYZAAR,,Cozaar Plus,"OMHULDE TABLET 50/12,5 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/losartan_hydrochloorthiazide,0.32,,0.09,0.2935779816513761,0.32,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Vertex Pharmaceuticals bv,ORKAMBI,,Orkambi,GRANULAAT 100/125 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lumacaftor_ivacaftor,760.96,,0.09,698.1284403669724,760.96,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alnylam Netherlands bv,OXLUMO,,Oxlumo,"0,5 ml INJECTIEVLOEISTOF 189 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lumasiran,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Lurasidon,"TABLET 18,6 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lurasidon,8.58,,0.09,7.871559633027522,8.58,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,LATUDA,,Lurasidon,"TABLET 18,6 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lurasidon,10.07,,0.09,9.238532110091743,10.07,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bristol-Myers Squibb,REBLOZYL,,Reblozyl,25 mg POEDER VOOR INJECTIEVLOEISTOF 25 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/luspatercept,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Merck bv,LUVERIS,,Luveris,POEDER VOOR INJECTIEVLOEISTOF,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lutropine,63.87,,0.09,58.59633027522935,63.87,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Organon Pharma BV,ORGAMETRIL,,Orgametril,TABLET 5 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/l/lynestrenol,0.13,,0.09,0.11926605504587155,0.13,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Janssen-Cilag bv,OPSUMIT,,Opsumit,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macitentan,95.06,,0.09,87.21100917431193,95.06,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Janssen-Cilag bv,YUVANCI,,Yuvanci,TABLET 10/20 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macitentan_tadalafil,98.24,,0.09,90.12844036697247,98.24,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Ipsen Farmaceutica bv,GENERIEK,,Forlax,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol,0.45,,0.09,0.4128440366972477,0.45,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Ipsen Farmaceutica bv,FORLAX,,Forlax,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol,0.45,,0.09,0.4128440366972477,0.45,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOVICOLON LIQUID,,Clensia,CONCENTRAAT VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,1.16,,0.09,1.0642201834862384,1.16,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOVICOLON UNITDOSE,,Clensia,DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,1.16,,0.09,1.0642201834862384,1.16,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,GENERIEK,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,0.42,,0.09,0.38532110091743116,0.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOLAXOLE,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,1.18,,0.09,1.0825688073394495,1.18,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOVICOLON,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,1.16,,0.09,1.0642201834862384,1.16,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOVICOLON CHOCOLATE,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,1.16,,0.09,1.0642201834862384,1.16,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOVICOLON JUNIOR,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,1.42,,0.09,1.3027522935779814,1.42,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOVICOLON NATUREL,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,1.16,,0.09,1.0642201834862384,1.16,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,CLENSIA,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,19.3,,0.09,17.706422018348622,19.3,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,COLOFORT,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,19.31,,0.09,17.715596330275226,19.31,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,MOVIPREP,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,19.31,,0.09,17.715596330275226,19.31,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Alfasigma Nederland,PLEINVUE,,Clensia,POEDER VOOR DRANK,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/macrogol_elektrolyten,19.3,,0.09,17.706422018348622,19.3,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Kora Corporation Ltd t/a Kora Healthcare,MAGNENCE,,Magnence,POEDER VOOR DRANK 243 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/magnesiumaspartaat,24.01,,0.09,22.027522935779817,24.01,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Kora Corporation Ltd t/a Kora Healthcare,MAGMEDI,,Magmedi,TABLET 97 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/magnesiumcitraat,28.78,,0.09,26.40366972477064,28.78,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Magnesiumhydroxide,KAUWTABLET 724 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/magnesiumhydroxide,0.22,,0.09,0.20183486238532108,0.22,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Formularium der Nederlandse Apothekers,Magnesiumgluconaat Drank FNA,,Magnesiumgluconaat Drank FNA,,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/magnesiumgluconaat,,,0.09,,,NON REIMBURSABLE,0.00%,100.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Magnesiumsulfaat,10 ml INJECTIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/magnesiumsulfaat__mineraal_,3.54,,0.09,3.2477064220183482,3.54,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Baxter bv,GENERIEK,,Mannitol Infusievloeistof 10%,500 ml INFUSIEVLOEISTOF 100 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mannitol,7.58,,0.09,6.954128440366972,7.58,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Mirum Pharmaceuticals International B.V.,LIVMARLI,,Livmarli,"DRANK 9,5 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/maralixibat,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,ViiV Healthcare bv.,GENERIEK,,Celsentri,TABLET 150 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/maraviroc,44.49,,0.09,40.81651376146789,44.49,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,ViiV Healthcare bv.,CELSENTRI,,Celsentri,TABLET 150 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/maraviroc,44.73,,0.09,41.036697247706414,44.73,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,LIVTENCITY,,Livtencity,TABLET 200 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/maribavir,927.78,,0.09,851.1743119266055,927.78,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,HYMPAVZI,,Hympavzi,1 ml INJECTIEVLOEISTOF 150 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/marstacimab,,,0.09,,,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Bristol-Myers Squibb,CAMZYOS,,Camzyos,CAPSULE 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mavacamten,26.28,,0.09,24.110091743119266,26.28,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Mebendazol,TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mebendazol,0.86,,0.09,0.7889908256880733,0.86,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,LIVSANE,,Mebendazol,TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mebendazol,0.83,,0.09,0.7614678899082568,0.83,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,WORMKUURTABLET HTP,,Mebendazol,TABLET 100 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mebendazol,0.84,,0.09,0.7706422018348623,0.84,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbott bv,GENERIEK,,Duspatal,CAPSULE MET GEREGULEERDE AFGIFTE 200 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mebeverine,0.32,,0.09,0.2935779816513761,0.32,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Abbott bv,DUSPATAL,,Duspatal,CAPSULE MET GEREGULEERDE AFGIFTE 200 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mebeverine,0.36,,0.09,0.33027522935779813,0.36,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Ipsen Farmaceutica bv,INCRELEX,,Increlex,INJECTIEVLOEISTOF 10 mg / ml,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mecasermine,37.4,,0.09,34.31192660550458,37.4,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Hartmann BV,STERILLIUM,,Sterillium,"OPLOSSING VOOR CUTAAN GEBRUIK 381/254/1,7 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mecetronium,0.33,,0.09,0.30275229357798167,0.33,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Remark Pharma,SUPRIMAL,,Suprimal,"TABLET 12,5 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/meclozine,1.6,,0.09,1.4678899082568808,1.6,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,ACE Pharmaceuticals bv,EMESAFENE,,Emesafene,"TABLET 12,5/25 mg",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/meclozine_pyridoxine,26.09,,0.09,23.935779816513758,26.09,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,PROVERA,,Depo-Provera '500',TABLET 200 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/medroxyprogesteron__bij_maligne_aandoening_,5.85,,0.09,5.36697247706422,5.85,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,PROVERA,,Provera tabletten 5 mg/10 mg,TABLET 10 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/medroxyprogesteron__oraal_,0.13,,0.09,0.11926605504587155,0.13,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,DEPO-PROVERA,,Depo-Provera '150',"3,3 ml SUSPENSIE VOOR INJECTIE 150 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/medroxyprogesteron__parenteraal_,11.52,,0.09,10.56880733944954,11.52,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Pfizer bv,SAYANA PRESS,,Depo-Provera '150',"0,65 ml SUSPENSIE VOOR INJECTIE 160 mg / ml",,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/medroxyprogesteron__parenteraal_,17.09,,0.09,15.678899082568806,17.09,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Cheplapharm Arzneimittel GmbH,LARIAM,,Lariam,TABLET 250 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/mefloquine,14.18,,0.09,13.009174311926603,14.18,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Diverse fabrikanten,GENERIEK,,Megestrol,TABLET 160 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/megestrol,1.61,,0.09,1.4770642201834863,1.61,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,GENERIEK,,Circadin,TABLET 1 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/melatonine,1.05,,0.09,0.963302752293578,1.05,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,CIRCADIN,,Circadin,TABLET MET GEREGULEERDE AFGIFTE 2 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/melatonine,0.69,,0.09,0.6330275229357797,0.69,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,MELATONINE PHARMA NORD,,Circadin,TABLET 3 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/melatonine,0.3,,0.09,0.2752293577981651,0.3,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,SHIEPZ,,Circadin,TABLET 3 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/melatonine,0.3,,0.09,0.2752293577981651,0.3,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Takeda Nederland bv,VALDISPERT,,Circadin,TABLET 3 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/melatonine,0.28,,0.09,0.25688073394495414,0.28,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Aspen Netherlands bv,GENERIEK,,Alkeran,50 mg POEDER VOOR OPLOSSING VOOR INFUSIE 50 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/melfalan,137.34,,0.09,126.0,137.34,REIMBURSABLE,100.00%,0.00%
Netherlands,EUR,Farmacotherapeutisch Kompas,EUROPE,Aspen Netherlands bv,ALKERAN,,Alkeran,50 mg POEDER VOOR OPLOSSING VOOR INFUSIE 50 mg,,,https://www.farmacotherapeutischkompas.nl/bladeren/preparaatteksten/m/melfalan,30.56,,0.09,28.036697247706417,30.56,REIMBURSABLE,100.00%,0.00%
