Local Product Name,Local Pack Code,Generic Name,WHO ATC Code,Formulation,Strength Size,Fill Size,Customized 1,Marketing Authority / Company Name,Effective Start Date,Effective End Date,Public with VAT Price,Pharmacy Purchase Price,Local Pack Description,Reimbursable Status,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,VAT Percent,detail_url
MAVENCLAD,8606106946314,cladribine,L04AA40,таблета,10 mg,6 tablets (blister 1 x 6)/box,1 таблета содржи: кладрибин. . . 10 mg,"MERCK S.L., Poligono Merck, Barcelona, ​​Spain, R-Pharm Germany GmbH, Illertissen, Germany, NerPharMa S.R.L, Nerviano/Milano, Italy",18.09.2023,,0,0,tablet 6 tablets (blister 1 x 6)/box 10 mg 1 tablet contains: cladribine...10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3717193654?t:ac=overview
MAVENCLAD,8606106946307,cladribine,L04AA40,таблета,10 mg,4 tablets (blister 1 x 4)/box,1 tablet contains: cladribine...10 mg,"MERCK S.L., Poligono Merck, Barcelona, ​​Spain, R-Pharm Germany GmbH, Illertissen, Germany, NerPharMa S.R.L, Nerviano/Milano, Italy",18.09.2023,,0,0,tablet 4 tablets (blister 1 x 4)/box 10 mg 1 tablet contains: cladribine...10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3717193653?t:ac=overview
MAVENCLAD,8606106946291,cladribine,L04AA40,tablet,10 mg,1 таблета (блистер 1 х 1)/кутија,1 tablet contains: cladribine...10 mg,"MERCK S.L., Poligono Merck, Барселона, Шпанија, R-Pharm Germany GmbH, Илертисен, Германија, NerPharMa S.R.L, Нервиано/Милано, Италија",18.09.2023,,124898.53,117750.98,таблета 1 таблета (блистер 1 х 1)/кутија 10 mg 1 таблета содржи: кладрибин. . . 10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3717193655?t:ac=overview
MAXIDEX,5310297000528,dexamethasone,S01BA01,"eye drops, suspension",1 mg/1 ml,LDPE шише со вградена капалка х 5 ml/кутија,1 ml of suspension contains: dexamethasone...1 mg,"Novartis Manufacturing NV, Ports-Sint-Amands, Belgium",19.02.2021,,106.93,79.56,"капки за око, суспензија LDPE шише со вградена капалка х 5 ml/кутија 1 mg/1 ml 1 ml суспензија содржи: дексаметазон . . . 1 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4235563901?t:ac=overview
MAXIPEN,8699508270743,meropenem,J01DH02,powder for solution for injection or infusion,500 mg,1 стаклена вијала х 500 mg/кутија,"1 вијала со прашок содржи: меропенем трихидрат. . . 570,47 mg (еквивалентен на 500 mg меропенем)","I.E.Ulagay Ilac Sanayii Turk A.S., Istanbul, Turkey",13.09.2019,11.09.2024,449.75,342.66,"прашок за раствор за инјектирање или инфузија 1 стаклена вијала х 500 mg/кутија 500 mg 1 вијала со прашок содржи: меропенем трихидрат. . . 570,47 mg (еквивалентен на 500 mg меропенем)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1932989532?t:ac=overview
MAXIPEN,8699508270750,meropenem,J01DH02,powder for solution for injection or infusion,1 g,1 стаклена вијала х 1 g/кутија,1 vial with powder contains: meropen trihydrate...1141.00 mg (equivalent to 1000 mg meropenem),"I.E. Ulagay Ilac Sanayii Turk A.S., Истанбул, Турција",13.09.2019,11.09.2024,813.23,619.6,powder for solution for injection or infusion 1 glass vial x 1 g/box 1 g 1 vial of powder contains: meropen trihydrate...1141.00 mg (equivalent to 1000 mg meropenem),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1929393685?t:ac=overview
MAYFEX,8699559090451,fexofenadine,R06AX26,film-coated tablet,180 mg,20 филм-обложени таблети (блистер 2 х 10)/кутија,1 tablet contains: fexofenadine hydrochloride...180 mg,"Recordati Ilac San.ve Tic.A.S, Tekirdag, Turkey",26.10.2021,04.10.2026,0,0,филм-обложена таблета 20 филм-обложени таблети (блистер 2 х 10)/кутија 180 mg 1 таблета содржи: фексофенадин хидрохлорид. . . 180 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2650128931?t:ac=overview
MAYFEX,8699559090444,fexofenadine,R06AX26,film-coated tablet,120 mg,20 film-coated tablets (blister 2 x 10)/box,1 таблета содржи: фексофенадин хидрохлорид. . . 120 mg,"Recordati Ilac San. ve Tic. A.S, Текирдаг, Турција",26.10.2021,04.10.2026,0,0,филм-обложена таблета 20 филм-обложени таблети (блистер 2 х 10)/кутија 120 mg 1 таблета содржи: фексофенадин хидрохлорид. . . 120 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2650128932?t:ac=overview
MAXITROL,5310297000535,"dexamethasone, neomycin, polymyxin B",S01CA01,"eye drops, suspension",(1mg/3500 IE/6000 IE)/1ml,PP bottle x 5 ml with built-in dropper/box,1 ml of suspension contains: dexamethasone...1 mg neomycin sulfate...3500 IE polymyxin B sulfate...6000 IE,"NOVARTIS Farmaceutica S.A., Barcelona, ​​Spain, Novartis Pharma GmbH, Nuremberg, Germany, Novartis Manufacturing NV, Ports-Sint-Amands, Belgium",23.02.2022,,153.87,114.49,"eye drops, suspension PP bottle x 5 ml with built-in dropper/box (1mg/3500 IE/6000 IE)/1ml 1 ml suspension contains: dexamethasone...1 mg neomycin sulfate...3500 IE polymyxin B sulfate...6000 IE",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4235563904?t:ac=overview
MAYMETSI,3838989734893,"sitagliptin, metformin hydrochloride",A10BD07,филм-обложена таблета,50 mg/850 mg,56 film-coated tablets (blister 4 x 14)/box,1 филм-обложена таблета содржи: ситаглиптин. . . 50 mg метформин хидрохлорид. . . 850 mg,"TAD Pharma GmbH, Cuxhaven, Germany, KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",14.07.2022,04.07.2027,0,0,филм-обложена таблета 56 филм-обложени таблети (блистер 4 х 14)/кутија 50 mg/850 mg 1 филм-обложена таблета содржи: ситаглиптин. . . 50 mg метформин хидрохлорид. . . 850 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3235236438?t:ac=overview
MAYMETSI,3838989734909,"sitagliptin, metformin hydrochloride",A10BD07,film-coated tablet,50 mg/1000 mg,56 филм-обложени таблети (блистер 4 х 14)/кутија,1 филм-обложена таблета содржи: ситаглиптин. . . 50 mg метформин хидрохлорид. . . 1000 mg,"TAD Pharma GmbH, Cuxhaven, Germany, KRKA, d.d., Novo mesto (Šmajreška cesta 6), Novo Mesto, Slovenia",14.07.2022,04.07.2027,1100,838.1,film-coated tablet 56 film-coated tablets (blister 4 x 14)/box 50 mg/1000 mg 1 film-coated tablet contains: sitagliptin...50 mg metformin hydrochloride...1000 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3235236439?t:ac=overview
MAYSIGLU,3838989731939,sitagliptin,A10BH01,филм-обложена таблета,100 mg,28 tablets (blister 2 x 14)/box,1 филм-обложена таблета содржи: ситаглиптин. . . 100 mg,"TAD Pharma GmbH , Куксхавен, Германија, KRKA d.d. Novo mesto, Ново Место, Словенија",10.12.2021,07.12.2026,830,632.38,film-coated tablet 28 tablets (blister 2 x 14)/box 100 mg 1 film-coated tablet contains: sitagliptin...100 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4723734404?t:ac=overview
MAYSIGLU,3838989731922,sitagliptin,A10BH01,филм-обложена таблета,50 mg,28 tablets (blister 2 x 14)/box,1 film-coated tablet contains: sitagliptin...50 mg,"TAD Pharma GmbH, Cuxhaven, Germany, KRKA d.d.(Lochna), Novo Mesto, Slovenia",10.12.2021,07.12.2026,0,0,филм-обложена таблета 28 таблети (блистер 2 х 14)/кутија 50 mg 1 филм-обложена таблета содржи: ситаглиптин. . . 50 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2684218049?t:ac=overview
MAYZENT,5310297000849,siponimod,L04AE03,film-coated tablet,"0,25 mg",12 film-coated tablets (blister 1 x 12)/box,1 film-coated tablet contains: siponimod...0.25 mg (as siponimod fumaric acid),"NOVARTIS Farmaceutica S.A., Barcelona, ​​Spain, Novartis Pharma Stein A.G., Stein, Switzerland, Novartis Pharma GmbH (Sophie-Germain-Strasse 10, Nurember)g 90443, Germany, Nuremberg, Germany, Novartis Pharma GMBH (Roonstraße 25 90429 Nürnberg Germany), Nuremberg, Germany",19.12.2023,07.12.2028,7864.41,6289.92,"филм-обложена таблета 12 филм-обложени таблети (блистер 1 х 12)/кутија 0,25 mg 1 филм-обложена таблета содржи: сипонимод. . . 0,25 mg (во форма на сипонимод фумарна киселина)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4530908637?t:ac=overview
MAYZENT,5310297000863,siponimod,L04AE03,филм-обложена таблета,2 mg,28 филм-обложени таблети (блистер 2 х 14)/кутија,1 филм-обложена таблета содржи: сипонимод. . . 2 mg (во форма на сипонимод фумарна киселина),"NOVARTIS Farmaceutica S.A., Барселона, Шпанија, Novartis Pharma Stein A.G., Штајн, Швајцарија, Novartis Pharma GmbH (Sophie-Germain-Strasse 10, Nurember)g 90443, Германија, Нирнберг, Германија, Novartis Pharma GMBH (Roonstraße 25 90429 Nürnberg Germany), Нирнберг, Германија",19.12.2023,07.12.2028,61320.37,57200.35,филм-обложена таблета 28 филм-обложени таблети (блистер 2 х 14)/кутија 2 mg 1 филм-обложена таблета содржи: сипонимод. . . 2 mg (во форма на сипонимод фумарна киселина),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4530908638?t:ac=overview
MAYZENT,5310297000856,siponimod,L04AE03,film-coated tablet,1 mg,28 film-coated tablets (blister 2 x 14)/box,1 film-coated tablet contains: siponimod...1 mg (as siponimod fumaric acid),"NOVARTIS Farmaceutica S.A., Барселона, Шпанија, Novartis Pharma Stein A.G., Штајн, Швајцарија, Novartis Pharma GmbH (Sophie-Germain-Strasse 10, Nurember)g 90443, Германија, Нирнберг, Германија, Novartis Pharma GMBH (Roonstraße 25 90429 Nürnberg Germany), Нирнберг, Германија",18.01.2024,03.01.2029,61320.37,57200.35,филм-обложена таблета 28 филм-обложени таблети (блистер 2 х 14)/кутија 1 mg 1 филм-обложена таблета содржи: сипонимод. . . 1 mg (во форма на сипонимод фумарна киселина),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4530908636?t:ac=overview
MAZENID,5310001277567,diclofenac,M02AA15,гел,"1,16%",Al tube x 50 g/box,1 g of gel contains: diclofenac diethylamine...11.6 mg (equivalent to 10 mg diclofenac sodium),"АЛКАЛОИД АД Скопје - Фармацевтска, Хемиска, Козметичка индустрија, Скопје, Р. Северна Македонија",10.10.2023,20.09.2028,0,0,"гел Al туба х 50 g/кутија 1,16% 1 g гел содржи: диклофенак диетиламин. . . 11,6 mg (еквивалентен на 10 mg диклофенак натриум)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3186895057?t:ac=overview
MAZENID,5310001277628,diclofenac,M02AA15,gel,"1,16%",Al tube x 100 g/box,"1 g гел содржи: диклофенак диетиламин. . . 11,6 mg (еквивалентен на 10 mg диклофенак натриум)","АЛКАЛОИД АД Скопје - Фармацевтска, Хемиска, Козметичка индустрија, Скопје, Р. Северна Македонија",10.10.2023,27.09.2028,0,0,"гел Al туба х 100 g/утија 1,16% 1 g гел содржи: диклофенак диетиламин. . . 11,6 mg (еквивалентен на 10 mg диклофенак натриум)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3186895055?t:ac=overview
MAZENID,5310001277642,diclofenac,M02AA15,gel,"1,16%",Al tube x 60 g/box,"1 g гел содржи: диклофенак диетиламин. . . 11,6 mg (еквивалентен на 10 mg диклофенак натриум)","АЛКАЛОИД АД Скопје - Фармацевтска, Хемиска, Козметичка индустрија, Скопје, Р. Северна Македонија",10.10.2023,20.09.2028,0,0,gel Al tube x 60 g/box 1.16% 1 g gel contains: diclofenac diethylamine...11.6 mg (equivalent to 10 mg diclofenac sodium),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3186895056?t:ac=overview
MAZENID forte,5310001277604,diclofenac,M02AA15,gel,"2,32%",Al туба х 50 g/кутија,1 g of gel contains: diclofenac diethylamine...23.2 mg (equivalent to 20 mg diclofenac sodium),"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",10.10.2023,20.09.2028,0,0,"гел Al туба х 50 g/кутија 2,32% 1 g гел содржи: диклофенак диетиламин. . . 23,2 mg (еквивалентен на 20 mg диклофенак натриум)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3186895052?t:ac=overview
MAZENID forte,5310001277598,diclofenac,M02AA15,гел,"2,32%",Al tube x 60 g/box,"1 g гел содржи: диклофенак диетиламин. . . 23,2 mg (еквивалентен на 20 mg диклофенак натриум)","АЛКАЛОИД АД Скопје - Фармацевтска, Хемиска, Козметичка индустрија, Скопје, Р. Северна Македонија",10.10.2023,20.09.2028,0,0,"гел Al туба х 60 g/кутија 2,32% 1 g гел содржи: диклофенак диетиламин. . . 23,2 mg (еквивалентен на 20 mg диклофенак натриум)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3186895053?t:ac=overview
MAZENID forte,5310001277574,diclofenac,M02AA15,gel,"2,32%",Al tube x 100 g/box,1 g of gel contains: diclofenac diethylamine...23.2 mg (equivalent to 20 mg diclofenac sodium),"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",10.10.2023,20.09.2028,0,0,gel Al tube x 100 g/box 2.32% 1 g gel contains: diclofenac diethylamine...23.2 mg (equivalent to 20 mg diclofenac sodium),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3186895054?t:ac=overview
MEAXIN,3838989625252,imatinib,L01EA01,film-coated tablet,100 mg,60 таблети (блистер 6 х 10)/кутија,"1филм-обложена таблета содржи: иматиниб месилат . . . 119,50 mg (еквивалентен на 100 mg иматиниб)","TAD Pharma GmbH, Cuxhaven, Germany, KRKA d.d.(Lochna), Novo Mesto, Slovenia, KRKA - FARMA d.o.o., Jastrebarsko, Croatia",19.03.2019,,14194.29,12318.37,film-coated tablet 60 tablets (blister 6 x 10)/box 100 mg 1 film-coated tablet contains: imatinib mesylate...119.50 mg (equivalent to 100 mg imatinib),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2959370497?t:ac=overview
MEAXIN,3838989625269,imatinib,L01EA01,film-coated tablet,400 mg,30 таблети (блистер 3 х 10)/кутија,1 film-coated tablet contains: imatinib mesylate...478 mg (equivalent to 400 mg imatinib),"TAD Pharma GmbH, Cuxhaven, Germany, KRKA d.d.(Lochna), Novo Mesto, Slovenia, KRKA - FARMA d.o.o., Jastrebarsko, Croatia",19.03.2019,,31710,29000,film-coated tablet 30 tablets (blister 3 x 10)/box 400 mg 1 film-coated tablet contains: imatinib mesilate...478 mg (equivalent to 400 mg imatinib),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2959370498?t:ac=overview
MEDAXONE,5290931008984,ceftriaxone,J01DD04,powder for solution for injection or infusion,2 g,10 vials x 2 g/box,1 vial with powder contains: ceftriaxone (in the form of hydrated ceftriaxone sodium)...2 g,"MEDOCHEMIE Ltd, Лимасол, Кипар",25.01.2016,,1443.75,1100,powder for solution for injection or infusion 10 vials x 2 g/box 2 g 1 vial of powder contains: ceftriaxone (in the form of hydrated ceftriaxone sodium)...2 g,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3427505990?t:ac=overview
MEDEXOL,8680199004625,dexamethasone,S01BA01,"eye drops, solution","0,1 %",1 шише х 5 ml/кутија,1 ml раствор содржи: дексаметазон натриум фосфат. . . 1 mg,"World Medicine Ilac San ve Tic.A.S., Istanbul, Turkey",07.06.2023,04.05.2028,98.11,73,"eye drops, solution 1 bottle x 5 ml/box 0.1 % 1 ml solution contains: dexamethasone sodium phosphate...1 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3113198487?t:ac=overview
MEDICINAL NITROUS OXIDE,5319991560277,nitrous oxide,N01AX13,"medical gas, liquid",100%,50 L gas cylinder under 40 bar pressure,"concentration (%) of medical gas, liquid contains: nitrous oxide (N2O), 100% v/v","SOL France S.A.S, Сент Уан Л`Омон, Франција, SOL Nederland B.V., Тилбург, Холандија, BTG-GTB SPRL, Лесинес, Белгија, SOL S.p.A., Кремона, Италија, SOL Hellas S.A., Камари/Беотија, Грција, TAE - Technika Aeria Ellados , Аспропиргос, Грција",07.12.2021,,0,0,"медицински гас, течен 50 L боца со гас под притисок од 40 бари 100% концентрација (%) на медицински гас, течен содржи: диазотен оксид (N2O), 100% v/v",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2962759551?t:ac=overview
MEDICINAL NITROUS OXIDE,5319991560260,nitrous oxide,N01AX13,"medical gas, liquid",100 %,40 L gas cylinder under 40 bar pressure,"concentration (%) of medical gas, liquid contains: nitrous oxide (N2O), 100% v/v","SOL France S.A.S, Сент Уан Л`Омон, Франција, SOL Nederland B.V., Тилбург, Холандија, BTG-GTB SPRL, Лесинес, Белгија, SOL S.p.A., Кремона, Италија, SOL Hellas S.A., Камари/Беотија, Грција, TAE - Technika Aeria Ellados , Аспропиргос, Грција",07.12.2021,,0,0,"medical gas, liquid 40 L gas cylinder at 40 bar pressure 100 % concentration (%) of medical gas, liquid contains: nitrous oxide (N2O), 100% v/v",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2959462029?t:ac=overview
MEDICINAL NITROUS OXIDE,5319991560253,nitrous oxide,N01AX13,"медицински гас, течен",100%,10 L gas cylinder under 40 bar pressure,"concentration (%) of medical gas, liquid contains: nitrous oxide (N2O), 100% v/v","SOL France S.A.S, Saint-Ouen L'Aumont, France, SOL Nederland B.V., Tilburg, Netherlands, BTG-GTB SPRL, Lesines, Belgium, SOL S.p.A., Cremona, Italy, SOL Hellas S.A., Kamari/Boeotia, Greece, TAE - Technika Aeria Ellados , Aspropyrgos, Greece",07.12.2021,,0,0,"medical gas, liquid 10 L gas cylinder at 40 bar pressure 100% concentration (%) of medical gas, liquid contains: nitrous oxide (N2O), 100% v/v",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2962759550?t:ac=overview
MEDICINSKI KISLOROD,8606103795298,oxygen,V03AN01,"medical gas, compressed",100 % v/v,1 steel bottle x 40 L,compromised gas with at least 99.5 v/v oxygen,"MESSER Tehnogas AD Beograd, Белград, Србија",16.05.2017,,0,0,"medical gas, compressed 1 steel cylinder x 40 L 100 % v/v compressed gas with oxygen at least 99.5 v/v",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56192?t:ac=overview
MEDICINSKI KISLOROD,8606103795274,oxygen,V03AN01,"medical gas, compressed",100 % v/v,1 steel bottle x 10 L,"compressed gas with oxygen, at least 99.5 % v/v","MESSER Tehnogas AD Beograd, Belgrade, Serbia",16.05.2017,,0,0,"medical gas, compressed 1 steel cylinder x 10 L 100 % v/v compressed gas with oxygen, at least 99.5 % v/v",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56194?t:ac=overview
MEDICINSKI KISLOROD,8606103795175,oxygen,V03AN01,"medical gas, liquid",100 % v/v,1 transport container x 15 m3,liquid with an oxygen content of at least 99.5 % v/v,"MESSER Tehnogas AD Beograd, Belgrade, Serbia",16.05.2017,,0,0,"medical gas, liquid 1 transport container x 15 m3 100 % v/v liquid with an oxygen content of at least 99.5 % v/v",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56193?t:ac=overview
MEDICINSKI KISLOROD,8606103795304,oxygen,V03AN01,"медицински гас, компримиран",100%,1 челична боца х 50L,1 bottle (50 L) contains: 100% medical compressed oxygen gas with purity ≥ 99.5% V/V O2,"MESSER Tehnogas AD Beograd, Belgrade, Serbia",22.09.2021,02.09.2026,0,0,"medical gas, compressed 1 steel bottle x 50L 100% 1 bottle (50 L) contains: 100% medical gas oxygen compressed with purity ≥ 99.5 % V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2630014870?t:ac=overview
MEDICINSKI KISLOROD,5319992023016,oxygen,V03AN01,"медицински гас, компримиран",100%,челична боца х 5 L,"1 челична боца х 5 L содржи: 100% медицински гас кислород компримиран со чистота ≥99,5%V/V О2","Linde Hellas Single Person L.L.C., Mandra, Greece Linde Hellas Single Person L.L.C., Thessaloniki, Greece",05.08.2020,05.08.2025,0,0,"medical gas, compressed steel bottle x 5 L 100% 1 steel bottle x 5 L contains: 100% medical gas oxygen compressed with purity ≥99.5%V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2348679238?t:ac=overview
MEDICINSKI KISLOROD,5319992023047,oxygen,V03AN01,"medical gas, compressed",100%,steel bottle x 50 L,"1 челична боца х 50 L содржи: 100% медицински гас кислород, компримиран со чистота ≥99,5% V/V O2","Linde Hellas Single Person L.L.C., Mandra, Greece Linde Hellas Single Person L.L.C., Thessaloniki, Greece",05.08.2020,05.08.2025,0,0,"medical gas, compressed steel bottle x 50 L 100% 1 steel bottle x 50 L contains: 100% medical oxygen gas, compressed with purity ≥99.5% V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2367141280?t:ac=overview
MEDICINSKI KISLOROD,5319992023030,oxygen,V03AN01,"medical gas, compressed",100%,steel bottle x 20 L,"1 steel cylinder x 20 L contains: 100% medical oxygen gas, compressed with purity ≥99.5% V/V O2","Linde Hellas Single Person L.L.C., Mandra, Greece Linde Hellas Single Person L.L.C., Thessaloniki, Greece",05.08.2020,05.08.2025,0,0,"medical gas, compressed steel bottle x 20 L 100% 1 steel bottle x 20 L contains: 100% medical oxygen gas, compressed with purity ≥99.5% V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2348679239?t:ac=overview
MEDICINSKI KISLOROD,5319992023061,oxygen,V03AN01,"medical gas, liquid",100%,mobile tank x 18000 L,"1 mobile tank x 18000 L contains: 100% medical oxygen gas, liquid with purity ≥99.5% V/V O2","Linde Hellas Single Person L.L.C., Мандра, Грција, Linde Gaz Romania S.R.L, Галати, Романија",05.08.2020,05.08.2025,0,0,"medical gas, liquid mobile tank x 18000 L 100% 1 mobile tank x 18000 L contains: 100% medical oxygen gas, liquid with purity ≥99.5% V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2348679236?t:ac=overview
MEDICINSKI KISLOROD,5319992023023,oxygen,V03AN01,"medical gas, compressed",100%,steel bottle x10L,"1 челична боца х10L содржи: 100% медицински гас кислород, компримиран со чистота ≥99,5% V/V O2","Linde Hellas Single Person L.L.C., Mandra, Greece, Linde Gaz Bugaria LTD, Stara Zagora, Bulgaria, Linde Hellas Single Person L.L.C., Thessaloniki, Greece",05.08.2020,05.08.2025,0,0,"медицински гас, компримиран челична боца х10L 100% 1 челична боца х10L содржи: 100% медицински гас кислород, компримиран со чистота ≥99,5% V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2367141282?t:ac=overview
MEDICINSKI KISLOROD,5319992023054,oxygen,V03AN01,"medical gas, liquid",100%,mobile tank/tank x 10 000 L,"1 mobile tank x 10 000 L contains: 100% medical oxygen gas, liquid with purity ≥99.5% V/V O2","Linde Gaz Bugaria LTD, Stara Zagora, Bulgaria, Linde Gaz Romania S.R.L, Galati, Romania",05.08.2020,05.08.2025,0,0,"medical gas, liquid mobile tank/tank x 10 000 L 100% 1 mobile tank x 10 000 L contains: 100% medical oxygen gas, liquid with purity ≥99.5% V/V O2",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2442909456?t:ac=overview
MEDICINSKI KISLOROD,8606103795199,oxygen,V03AN01,"medical gas, liquid",100%,1 transport container x 180L,1 container contains: oxygen...100 V/V,"MESSER Tehnogas AD Beograd (Bajnicki put 62), Belgrade, Serbia",27.10.2025,16.09.2030,0,0,"медицински гас, течен 1 контејнер за транспорт х 180L 100% 1 контејнер содржи: кислород. . . 100 V/V",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4428554207?t:ac=overview
