Generic,Flags,Form,Strength,StrengthValue,StrengthUnit,PPB,DIN,Brand,Manufacturer,Pack,PackPrice,UnitPrice,UnitPriceSource,Page,confidence,confidence_label,confidence_reason
URSODIOL,X,Co.,500 mg,500,mg,TRUE,02273500,pms-Ursodiol C,Phmscience,100,72.42,100.0,Printed,307,1.0,high,No penalties
URSODIOL,X,Co.,500 mg,500,mg,TRUE,02515539,Ursodiol C 56:16,Sanis,100,72.42,100.0,Printed,307,0.96,high,Brand wrapped across lines (-0.04)
LACTASE,,Co. 3,000 U,000,U,TRUE,02239139,Jamp-Enzyme Lactase Régulier 2025-08 Page 285,Jamp,100,12.69,100.0,Printed,307,0.96,high,Brand wrapped across lines (-0.04)
LACTASE,,Co. 4,500 U,500,U,TRUE,02239140,Jamp-Enzyme Lactase Extra-puissant,Jamp,80,9.75,80.0,Printed,308,0.96,high,Brand wrapped across lines (-0.04)
LACTASE,,Co.,9000 U,9000,U,TRUE,80070358,Jamp-Lactase Enzyme,Jamp,50,16.45,50.0,Printed,308,1.0,high,No penalties
LACTASE,,Co. Croq. 4,500 U,500,U,TRUE,80018706,Jamp-Lactase Enzyme,Jamp,80,15.3,80.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. 8,000 U,000,U,TRUE,00263818,Cotazym,Organon,100,18.66,100.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 4,200 U,200,U,TRUE,00789445,Pancrease MT 4,Vivus,100,37.96,100.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 8,000 U,000,U,TRUE,00502790,Cotazym ECS 8,Organon,500,168.4,500.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 10,000 U,000,U,TRUE,02200104,Creon 10 Minimicrosphères,BGP Pharma,100,27.23,100.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 10,500 U,500,U,TRUE,00789437,Pancrease MT 10,Vivus,100,94.93,100.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 16,800 U,800,U,TRUE,00789429,Pancrease MT 16,Vivus,100,151.88,100.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 20,000 U,000,U,TRUE,00821373,Cotazym ECS 20,Organon,100,88.3,100.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 25,000 U,000,U,TRUE,01985205,Creon 25 Minimicrosphères,BGP Pharma,100,85.07,100.0,Printed,308,1.0,high,No penalties
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Caps. Ent. 35,000 U,000,U,TRUE,02494639,Creon Minimicrosphères Page 286 2025-08,35 BGP Pharma,100,95.31,100.0,Printed,308,0.96,high,Brand wrapped across lines (-0.04)
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Co. 10,440 U,440,U,TRUE,02230019,Viokace (10 440 USP unités de lipase),Nestlé H.S,100,17.03,100.0,Printed,309,0.96,high,Brand wrapped across lines (-0.04)
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Co. 20,880 U,880,U,TRUE,02241933,Viokace (20 880 USP unités de lipase),Nestlé H.S,100,34.06,100.0,Printed,309,0.96,high,Brand wrapped across lines (-0.04)
PANCRÉLIPASE (LIPASE-AMYLASE-PROTÉASE),X,Gran. Ent. 5,000 U,000,U,TRUE,02445158,Creon Minimicrosphères,BGP Pharma,1,34.06,1.0,Printed,309,1.0,high,No penalties
DIMENHYDRINATE,,Sol. Inj. I.M.,50 mg,50,mg,TRUE,00392537,Dimenhydrinate,Sandoz,1 ml,1.08,1.0,Printed,309,1.0,high,No penalties
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,02552574,"ALOG-Doxylamine/ Pyridoxine 300 96,03 0,3201",Analog Ph,100,32.01,100.0,Printed,309,0.96,high,Brand wrapped across lines (-0.04)
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,02552574,"ALOG-Doxylamine/ Pyridoxine 300 96,03 0,3201",Analog Ph,,300.0,0.3201,Printed,309,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,02413248,Apo-Doxylamine/B6,Apotex,100,32.01,100.0,Printed,309,1.0,high,No penalties
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,02413248,Apo-Doxylamine/B6,Apotex,,500.0,0.3201,Printed,309,0.95,high,Missing Pack/Format (-0.05)
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,00609129,Diclectin,Duchesnay,100,127.2,100.0,Printed,309,1.0,high,No penalties
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,00609129,Diclectin,Duchesnay,,300.0,1.272,Printed,309,0.95,high,Missing Pack/Format (-0.05)
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,02406187,pms-Doxylamine-Pyridoxine,Phmscience,100,32.01,100.0,Printed,309,1.0,high,No penalties
DOXYLAMINE (SUCCINATE DE)/ PYRIDOXINE (CHLORHYDRATE DE),X,Co. L.A.,10 mg,10,mg,TRUE,02406187,pms-Doxylamine-Pyridoxine,Phmscience,,500.0,0.3201,Printed,309,0.95,high,Missing Pack/Format (-0.05)
PROCHLORPÉRAZINE (MALÉATE DE),X,Co.,5 mg,5,mg,TRUE,00886440,Prochlorazine,AA Pharma,100,16.59,100.0,Printed,309,1.0,high,No penalties
PROCHLORPÉRAZINE (MALÉATE DE),X,Co.,10 mg,10,mg,TRUE,00886432,"Prochlorazine 56:22.92 ANTIÉMÉTIQUES, DIVERS",AA Pharma,100,20.25,100.0,Printed,309,0.96,high,Brand wrapped across lines (-0.04)
NABILONE,Z,Caps.,0.5 mg,0.5,mg,TRUE,02256193,Cesamet,Bausch H.,50,155.13,50.0,Printed,309,1.0,high,No penalties
NABILONE,Z,Caps.,0.5 mg,0.5,mg,TRUE,02380900,pms-Nabilone,Phmscience,100,77.56,100.0,Printed,309,1.0,high,No penalties
NABILONE,Z,Caps.,0.5 mg,0.5,mg,TRUE,02384884,Teva Nabilone 2025-08 Page 287,Teva Can,50,38.78,50.0,Printed,309,0.96,high,Brand wrapped across lines (-0.04)
NABILONE,Z,Caps.,1 mg,1,mg,TRUE,00548375,Cesamet,Bausch H.,50,310.25,50.0,Printed,310,1.0,high,No penalties
NABILONE,Z,Caps.,1 mg,1,mg,TRUE,02380919,pms-Nabilone,Phmscience,100,155.13,100.0,Printed,310,1.0,high,No penalties
NABILONE,Z,Caps.,1 mg,1,mg,TRUE,02384892,Teva Nabilone 56:28.12,Teva Can,50,77.57,50.0,Printed,310,0.96,high,Brand wrapped across lines (-0.04)
FAMOTIDINE,X,Co.,20 mg,20,mg,TRUE,02509970,AG-Famotidine,Angita,100,26.57,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,20 mg,20,mg,TRUE,02351102,Famotidine,Sanis,100,26.57,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,20 mg,20,mg,TRUE,02549107,Famotidine,Sivem,100,26.57,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,20 mg,20,mg,TRUE,02507749,Jamp Famotidine,Jamp,100,26.57,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,20 mg,20,mg,TRUE,02538628,Mint-Famotidine,Mint,100,26.57,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,20 mg,20,mg,TRUE,02022133,Teva-Famotidine,Teva Can,100,26.57,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,20 mg,20,mg,TRUE,02022133,Teva-Famotidine,Teva Can,,500.0,0.2657,Printed,310,0.95,high,Missing Pack/Format (-0.05)
FAMOTIDINE,X,Co.,40 mg,40,mg,TRUE,02509989,AG-Famotidine,Angita,100,48.33,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,40 mg,40,mg,TRUE,02351110,Famotidine,Sanis,100,48.33,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,40 mg,40,mg,TRUE,02549115,Famotidine,Sivem,100,48.33,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,40 mg,40,mg,TRUE,02507757,Jamp Famotidine,Jamp,100,48.33,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,40 mg,40,mg,TRUE,02538636,Mint-Famotidine,Mint,100,48.33,100.0,Printed,310,1.0,high,No penalties
FAMOTIDINE,X,Co.,40 mg,40,mg,TRUE,02022141,Teva-Famotidine,Teva Can,100,48.33,100.0,Printed,310,1.0,high,No penalties
NIZATIDINE,X,Caps.,150 mg,150,mg,TRUE,00778338,Axid,Pendopharm,100,83.92,100.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02484501,AG-Ranitidine,Angita,100,11.97,100.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,00733059,Apo-Ranitidine,Apotex,500,59.85,500.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02463717,Jamp-Ranitidine,Jamp,100,11.97,100.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02463717,Jamp-Ranitidine,Jamp,,500.0,0.1197,Printed,310,0.95,high,Missing Pack/Format (-0.05)
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02443708,Mar-Ranitidine,Marcan,500,59.85,500.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02526379,Mint-Ranitidine,Mint,60,7.18,60.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02473534,M-Ranitidine,Mantra Ph.,500,59.85,500.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02242453,pms-Ranitidine,Phmscience,100,11.97,100.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02242453,pms-Ranitidine,Phmscience,,500.0,0.1197,Printed,310,0.95,high,Missing Pack/Format (-0.05)
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02336480,Ran-Ranitidine,Ranbaxy,100,11.97,100.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02336480,Ran-Ranitidine,Ranbaxy,,500.0,0.1197,Printed,310,0.95,high,Missing Pack/Format (-0.05)
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02243229,Sandoz Ranitidine,Sandoz,100,11.97,100.0,Printed,310,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,150 mg,150,mg,TRUE,02243229,Sandoz Ranitidine,Sandoz,,500.0,0.1197,Printed,310,0.95,high,Missing Pack/Format (-0.05)
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,00733067,Apo-Ranitidine,Apotex,100,22.53,100.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02463725,Jamp-Ranitidine,Jamp,100,22.53,100.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02443716,Mar-Ranitidine,Marcan,100,22.53,100.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02526387,Mint-Ranitidine,Mint,30,6.76,30.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02473542,M-Ranitidine,Mantra Ph.,100,22.53,100.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02242454,pms-Ranitidine,Phmscience,30,6.76,30.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02242454,pms-Ranitidine,Phmscience,,100.0,0.2253,Printed,311,0.95,high,Missing Pack/Format (-0.05)
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02336502,Ran-Ranitidine,Ranbaxy,100,22.53,100.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02336502,Ran-Ranitidine,Ranbaxy,,500.0,0.2253,Printed,311,0.95,high,Missing Pack/Format (-0.05)
RANITIDINE (CHLORHYDRATE DE),X,Co.,300 mg,300,mg,TRUE,02243230,Sandoz Ranitidine,Sandoz,100,22.53,100.0,Printed,311,1.0,high,No penalties
RANITIDINE (CHLORHYDRATE DE),X,Orale,150 mg,150,mg,TRUE,02280833,Apo-Ranitidine 56:28.28,Apotex,300 ml,44.4,300.0,Printed,311,0.96,high,Brand wrapped across lines (-0.04)
DICLOFÉNAC SODIQUE/MISOPROSTOL,X,Co.,50 mg,50,mg,TRUE,01917056,Arthrotec,Pfizer,250,149.75,250.0,Printed,311,1.0,high,No penalties
DICLOFÉNAC SODIQUE/MISOPROSTOL,X,Co.,50 mg,50,mg,TRUE,02413469,pms-Diclofenac-Misoprostol,Phmscience,250,75.68,250.0,Printed,311,1.0,high,No penalties
DICLOFÉNAC SODIQUE/MISOPROSTOL,X,Co.,75 mg,75,mg,TRUE,02229837,Arthrotec 75,Pfizer,250,203.81,250.0,Printed,311,1.0,high,No penalties
DICLOFÉNAC SODIQUE/MISOPROSTOL,X,Co.,75 mg,75,mg,TRUE,02413477,pms-Diclofenac-Misoprostol,Phmscience,250,103.0,250.0,Printed,311,1.0,high,No penalties
MISOPROSTOL,X,Co.,100 mcg,100,mcg,TRUE,02244022,Misoprostol,AA Pharma,100,26.36,100.0,Printed,311,1.0,high,No penalties
MISOPROSTOL,X,Co.,200 mcg,200,mcg,TRUE,02244023,Misoprostol 56:28.32,AA Pharma,100,43.89,100.0,Printed,311,0.96,high,Brand wrapped across lines (-0.04)
SUCRALFATE,X,Co.,1 g,1,g,TRUE,02100622,Sulcrate,AbbVie,100,54.41,100.0,Printed,311,1.0,high,No penalties
SUCRALFATE,X,Co.,1 g,1,g,TRUE,02045702,Teva-Sucralfate,Teva Can,100,13.09,100.0,Printed,311,1.0,high,No penalties
SUCRALFATE,X,Co.,1 g,1,g,TRUE,02045702,Teva-Sucralfate,Teva Can,,500.0,0.1309,Printed,311,0.95,high,Missing Pack/Format (-0.05)
SUCRALFATE,X,Orale,1 g,1,g,TRUE,02103567,Sulcrate Plus 2025-08 Page 289,AbbVie,500 ml,49.42,500.0,Printed,311,0.96,high,Brand wrapped across lines (-0.04)
DEXLANSOPRAZOLE,X,Caps. L.A.,30 mg,30,mg,TRUE,02354950,Dexilant,Takeda,90,32.65,90.0,Printed,312,1.0,high,No penalties
DEXLANSOPRAZOLE,X,Caps. L.A.,30 mg,30,mg,TRUE,02536390,Dexlansoprazole,Altius,90,32.65,90.0,Printed,312,1.0,high,No penalties
DEXLANSOPRAZOLE,X,Caps. L.A.,60 mg,60,mg,TRUE,02354969,Dexilant,Takeda,90,32.65,90.0,Printed,312,1.0,high,No penalties
DEXLANSOPRAZOLE,X,Caps. L.A.,60 mg,60,mg,TRUE,02536404,Dexlansoprazole,Altius,90,32.65,90.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02339099,Apo-Esomeprazole,Apotex,30,16.5,30.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02339099,Apo-Esomeprazole,Apotex,,100.0,0.3628,Printed,312,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02520699,Esomeprazole,Jamp,100,55.0,100.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02394839,Esomeprazole,Pro Doc,30,16.5,30.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02535335,Esomeprazole,Sanis,100,55.0,100.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02442493,Esomeprazole,Sivem,30,16.5,30.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02442493,Esomeprazole,Sivem,,100.0,0.3628,Printed,312,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02520109,M-Esomeprazole,Mantra Ph.,100,55.0,100.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02479419,MYL-Esomeprazole,Mylan,100,55.0,100.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02244521,Nexium,AZC,28,52.33,28.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02528479,pmsc-Esomeprazole DR,Phmscience,30,16.5,30.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02528479,pmsc-Esomeprazole DR,Phmscience,,100.0,0.3628,Printed,312,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02460920,Sandoz Esomeprazole,Sandoz,30,16.5,30.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02460920,Sandoz Esomeprazole,Sandoz,,100.0,0.3628,Printed,312,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02423979,Taro-Esomeprazole,Sun Pharma,30,16.5,30.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02423979,Taro-Esomeprazole,Sun Pharma,,100.0,0.3628,Printed,312,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02423855,TEVA Esomeprazole,Teva Can,30,16.5,30.0,Printed,312,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02423855,TEVA Esomeprazole,Teva Can,,100.0,0.3628,Printed,312,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02423855,TEVA Esomeprazole,Teva Can,,30.0,,,312,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A.,20 mg,20,mg,TRUE,02423855,TEVA Esomeprazole,Teva Can,,8.0,,,312,0.87,high,Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02339102,Apo-Esomeprazole,Apotex,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02339102,Apo-Esomeprazole,Apotex,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02520702,Esomeprazole,Jamp,100,55.0,100.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02520702,Esomeprazole,Jamp,,500.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02394847,Esomeprazole,Pro Doc,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02394847,Esomeprazole,Pro Doc,,500.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02431173,Esomeprazole,Sanis,100,55.0,100.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02442507,Esomeprazole,Sivem,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02442507,Esomeprazole,Sivem,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02520117,M-Esomeprazole,Mantra Ph.,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02520117,M-Esomeprazole,Mantra Ph.,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02479427,MYL-Esomeprazole,Mylan,100,55.0,100.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02244522,Nexium,AZC,28,52.33,28.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02244522,Nexium,AZC,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02528487,pmsc-Esomeprazole DR,Phmscience,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02528487,pmsc-Esomeprazole DR,Phmscience,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02460939,Sandoz Esomeprazole,Sandoz,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02460939,Sandoz Esomeprazole,Sandoz,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02423987,Taro-Esomeprazole,Sun Pharma,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02423987,Taro-Esomeprazole,Sun Pharma,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02423863,TEVA Esomeprazole,Teva Can,30,16.5,30.0,Printed,313,1.0,high,No penalties
ESOMÉPRAZOLE (MAGNÉSIUM TRIHYDRATÉ),X,Co. L.A. ou Caps. L.A.,40 mg,40,mg,TRUE,02423863,TEVA Esomeprazole,Teva Can,,100.0,0.3628,Printed,313,0.95,high,Missing Pack/Format (-0.05)
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02293811,Apo-Lansoprazole,Apotex,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02357682,Lansoprazole,Sanis,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02385767,Lansoprazole,Sivem,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02489805,M-Lansoprazole,Mantra Ph.,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02353830,Mylan-Lansoprazole,Mylan,100,36.28,100.0,Printed,313,1.0,high,No penalties
LANSOPRAZOLE,X,Co. L.A. ou Caps. L.A.,15 mg,15,mg,TRUE,02165503,Prevacid,BGP Pharma,30,60.0,30.0,Printed,313,1.0,high,No penalties
