award_date,source_url,lot_number,un_classification_code,item_title,buyer_specifications,lot_quantity,supplier,supplier_specifications,unit_price_offer_raw,unit_price_offer,awarded_quantity_raw,awarded_quantity,total_net_awarded_raw,total_net_awarded,state,is_awarded,awarded_unit_price,lot_total_line_raw,lot_total_line,source_tender_url
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,53,51101818,Hidrocloruro de terbinafina,Terbinafina Tópica 1% Tubo 20 Gr.,30,76.956.140-4 ETHON PHARMACEUTICALS COMERCIALIZADORA IMP EXP Y DIST SPA,TRBN001%CREM. TERBIMIC 1% CREMA 20 GRS. IPHSA. TERBINAFINA. REG ISP F-21471. VCTO 12-2025. LOTE 1260822 -- 7804614931858,$ 1438,1438.0,0,0.0,0,0.0,No Adjudicada,NO,,30.450,30450.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,53,51101818,Hidrocloruro de terbinafina,Terbinafina Tópica 1% Tubo 20 Gr.,30,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,"TERBINAFINA 1% CREMA TÓPICA 20 G®, TERBINAFINA , Envase de: 1 TUBO, LAB CHILE, Reg.ISP: F-15665, Vence: 2025-08-31. ENTREGA EN 72 HRS",$ 1125,1125.0,0,0.0,0,0.0,No Adjudicada,NO,,30.450,30450.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,53,51101818,Hidrocloruro de terbinafina,Terbinafina Tópica 1% Tubo 20 Gr.,30,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"HOF0040 TERBINAFINA 1% CRM. X 20 G. TUBO, TERBINAFINA 1%, F-21396/19, HOSPIFARMA, 01-05-2025, venc: 01-05-2025, Plazo de entrega de 24-48 hrs",$ 1015,1015.0,30,30.0,30450,30450.0,Adjudicada,YES,1015.0,30.450,30450.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,54,51142235,Clorhidrato de tramadol,Tramadol Clorhidrato 100 Mg/ 10 Ml Frasco con dispensador de gotas,300,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 1415,4771",1415.4771,0,0.0,0,0.0,No Adjudicada,NO,,180.000,180000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,54,51142235,Clorhidrato de tramadol,Tramadol Clorhidrato 100 Mg/ 10 Ml Frasco con dispensador de gotas,300,76.079.782-0 WINPHARM SPA,TRAMADOL GOTAS 100MGML FC UD 22J0781 F-20254 30-10-2025 PASTEUR,$ 2100,2100.0,0,0.0,0,0.0,No Adjudicada,NO,,180.000,180000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,54,51142235,Clorhidrato de tramadol,Tramadol Clorhidrato 100 Mg/ 10 Ml Frasco con dispensador de gotas,300,76.669.630-9 OPKO CHILE S.A.,"PT00468 TRAMADOL GTS. ORAL 100 MG/ML 10 ML X 1. REG. F-21475/19. EQUIVALENTE TERAPEUTICO., VENCE: ENERO 2025",$ 650,650.0,0,0.0,0,0.0,No Adjudicada,NO,,180.000,180000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,54,51142235,Clorhidrato de tramadol,Tramadol Clorhidrato 100 Mg/ 10 Ml Frasco con dispensador de gotas,300,96.519.830-k BPH SPA,"EUFINDOL® TRAMADOL GOTAS 100 MG-ML FRASCO DE 10 ML, CAJA DE 1 UNIDAD, LABORATORIO G.L. PHARMA GMBH, PROCEDENCIA AUSTRIA, REGISTRO ISP F-2486.EQUIVALENTE TERAPÉUTICO. VENC 31-10-24",$ 1750,1750.0,0,0.0,0,0.0,No Adjudicada,NO,,180.000,180000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,54,51142235,Clorhidrato de tramadol,Tramadol Clorhidrato 100 Mg/ 10 Ml Frasco con dispensador de gotas,300,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,"TRAMADOL CLORH 100MGML 10 ML GTS®, TRAMADOL CLORH , Envase de: 1 FRASCO, LAB CHILE, Reg.ISP: F-3836, Vence: 2025-04-30. ENTREGA EN 72 HRS",$ 1100,1100.0,0,0.0,0,0.0,No Adjudicada,NO,,180.000,180000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,54,51142235,Clorhidrato de tramadol,Tramadol Clorhidrato 100 Mg/ 10 Ml Frasco con dispensador de gotas,300,77.596.940-7 LABORATORIO CHILE S A,"120-10-80382 TRAMADOL GOTAS 100MG-ML 10 ML REG.ISP F-3836 EQUIVALENTE TERAPÉUTICO Tramadol Clorhidrato 100 mg/ml 1 Frasco Solución Oral para Gotas , venc: 31-05-2025, Se adjunta documentacion técnica, certificado de farmacovigilancia, politica de canje, devoluciones y norma GMP. Despacho en 72 horas.",$ 600,600.0,300,300.0,180000,180000.0,Adjudicada,YES,600.0,180.000,180000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,55,51141606,Hidrocloruro de trazodona,Trazodona 100 Mg Comprimidos,1000,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 424,6431",424.6431,0,0.0,0,0.0,No Adjudicada,NO,,329.000,329000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,55,51141606,Hidrocloruro de trazodona,Trazodona 100 Mg Comprimidos,1000,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,"254704 TRONSALAN COM.100MG.20, CAJA X 20, MEDIPHARM VCTO MAYOR A 24 MESES. DESPACHO 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.",$ 329,329.0,1000,1000.0,329000,329000.0,Adjudicada,YES,329.0,329.000,329000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,55,51141606,Hidrocloruro de trazodona,Trazodona 100 Mg Comprimidos,1000,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"MPH0123 TRONSALAN 100 MG ESTCH. X 20 COMP., Clorhidrato de trazodona 100 mg, F-13234/18, MEDIPHARM, 01-10-2024, venc: 01-10-2024, Plazo de entrega de 24-48 hrs",$ 376,376.0,0,0.0,0,0.0,No Adjudicada,NO,,329.000,329000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,56,51152004,Bromuro de vecuronio,Vecuronio Bromuro 10 Mg 2.5 Ml Solución Inyectable,10,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 42464,3126",42464.3126,0,0.0,0,0.0,No Adjudicada,NO,,40.000,40000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,56,51152004,Bromuro de vecuronio,Vecuronio Bromuro 10 Mg 2.5 Ml Solución Inyectable,10,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"VTL0029 VECURONIO BR.POLVO LIOF. SOL INY 10MG/2.5ML CJX10, Bromuro de vecuronio 10 mg/2,5 ml, F-16444/22, VITALIS, 31-08-2024, venc: 31-08-2024, Plazo de entrega de 24-48 hrs",$ 4000,4000.0,10,10.0,40000,40000.0,Adjudicada,YES,4000.0,40.000,40000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,57,51121707,Verapamilo,Verapamilo 5 Mg 2 Ml Solución Inyectable,50,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 8492,8625",8492.8625,0,0.0,0,0.0,No Adjudicada,NO,,88.500,88500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,57,51121707,Verapamilo,Verapamilo 5 Mg 2 Ml Solución Inyectable,50,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"SAN0208 VERAPAMILO 5MG/2ML 2ML X50 AMP, Verapamilo 5 mg/2 ml, F-10917/21, SANDERSON, 21-11-2025, venc: 21-11-2025, Plazo de entrega de 24-48 hrs",$ 1770,1770.0,50,50.0,88500,88500.0,Adjudicada,YES,1770.0,88.500,88500.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,58,51181516,Glibenclamida o gliburida,Vidagliptina 50 mg comprimidos,2500,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 169,8573",169.8573,0,0.0,0,0.0,No Adjudicada,NO,,490.000,490000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,58,51181516,Glibenclamida o gliburida,Vidagliptina 50 mg comprimidos,2500,80.447.400-5 MUNNICH PHARMA MEDICAL SPA,"536467 VILZER COM.50MG.60, CAJA X 60, TECNOFARMA VCTO MAYOR A 24 MESES. DESPACHO 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.","$ 300,25",300.25,0,0.0,0,0.0,No Adjudicada,NO,,490.000,490000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,58,51181516,Glibenclamida o gliburida,Vidagliptina 50 mg comprimidos,2500,76.956.140-4 ETHON PHARMACEUTICALS COMERCIALIZADORA IMP EXP Y DIST SPA,VDGMT00050COMP. GLUADDA 50MG X 60 COMP.. MERCK. VILDAGLIPTINA. REG ISP F-25901. VCTO 09-2025. LOTE 22Z301C -- 4061841443834,"$ 377,4",377.4,0,0.0,0,0.0,No Adjudicada,NO,,490.000,490000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,58,51181516,Glibenclamida o gliburida,Vidagliptina 50 mg comprimidos,2500,76.285.229-2 GALENICUM HEALTH CHILE SPA,"0056-48-1 VILDAVITAE COMPRIMIDOS 50 mg VILDAGLIPTINA, REG ISP: F-26000 CAJA X 56 COMPRIMIDOS. VTO 30-3-2026. Productos Bioequivalentes BE con flete incluido, despacho hasta 48 hrs. hábiles posteriores a recepción conforme de orden de compra, monto minimo de facturación 150.000 mas IVA. Política de devolucion y canje incluidas en anexos.",$ 196,196.0,2500,2500.0,490000,490000.0,Adjudicada,YES,196.0,490.000,490000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,58,51181516,Glibenclamida o gliburida,Vidagliptina 50 mg comprimidos,2500,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"NOV0071 GALVUS 50MG X28 COMP, Vildagliptina 50 mg, F-21478/19, NOVARTIS, 01-05-2025, venc: 01-05-2025, Plazo de entrega de 24-48 hrs",$ 939,939.0,0,0.0,0,0.0,No Adjudicada,NO,,490.000,490000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,58,51181516,Glibenclamida o gliburida,Vidagliptina 50 mg comprimidos,2500,80.621.200-8 MERCK S A,Gluadda 50 MG -Vildagliptina- Envase x 60 Comprimidos _ Fecha venc. 30.09.2025 _ Reg. F-2590121,$ 288,288.0,0,0.0,0,0.0,No Adjudicada,NO,,490.000,490000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,58,51181516,Glibenclamida o gliburida,Vidagliptina 50 mg comprimidos,2500,96.945.670-2 NOVOFARMA SERVICE S A,AX3007300 GALVUS 50MG X 56 COMP.,$ 386,386.0,0,0.0,0,0.0,No Adjudicada,NO,,490.000,490000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,59,51191905,Suplementos vitamínicos,"Vitamina B1, B6, B12 Solución Inyectable",1000,77.664.156-1 INGENIERÍA Y SERVICIOS LOGÍSTICOS SP CHILE LIMITADA,Adquisicin De Medicamentos Departamento De Salud,"$ 424,6431",424.6431,0,0.0,0,0.0,No Adjudicada,NO,,943.000,943000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,59,51191905,Suplementos vitamínicos,"Vitamina B1, B6, B12 Solución Inyectable",1000,88.597.500-3 LABORATORIO BIOSANO S A,"Vitamina B1, B6, B12 , solución inyectable, ampollas 3ml, cajas por 100. Registro F-7969 21, Vencimiento: 30-06-2024",$ 630,630.0,0,0.0,0,0.0,No Adjudicada,NO,,943.000,943000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,59,51191905,Suplementos vitamínicos,"Vitamina B1, B6, B12 Solución Inyectable",1000,76.079.782-0 WINPHARM SPA,VITAMINAS B1-B6-B12 10.000 UI AM CX100 22.08.4789 F-7969 30-08-2024 BIOSANO,$ 850,850.0,0,0.0,0,0.0,No Adjudicada,NO,,943.000,943000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,59,51191905,Suplementos vitamínicos,"Vitamina B1, B6, B12 Solución Inyectable",1000,76.167.536-2 SOCIEDAD COMERCIALIZADORA MEDIKAR LIMITADA,"VITAMINA B1-B6-B12 10.000UI3ML®, TIAMINA PIRIDOXINA CIANOCOBALAMINA, Envase de: 100 AMPOLLA, BIOSANO, Reg.ISP: F-7969, Vence: 2024-09-30. ENTREGA EN 72 HRS",$ 975,975.0,0,0.0,0,0.0,No Adjudicada,NO,,943.000,943000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2023-08-01,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==,59,51191905,Suplementos vitamínicos,"Vitamina B1, B6, B12 Solución Inyectable",1000,76.830.090-9 FARMACEUTICA CARIBEAN SPA,"BIO0140 VITAMINA B1-B6-B12 10.000UI SOL. INY. 3ML CJ. X 100 AMP., MULTIVITAMINICO, F-7969/21, BIOSANO, 01-05-2025, venc: 01-05-2025, Plazo de entrega de 24-48 hrs",$ 943,943.0,1000,1000.0,943000,943000.0,Adjudicada,YES,943.0,943.000,943000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=ggvuv/L94RlA88n0ZHI4GQ==
2025-06-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6rcV+8hp+7CKxmTwzrzflA==,1,51201509,Daclizumab,"BEVACIZUMAB 2.5 MG /0,1ML OFTALMICO JER. PRELL. (SEGÚN BASES DE LICITACIÓN)",1,78.350.440-5 CENTRO DE ESPECIALIDADES FARMACEUTICAS SPA,"BEVACIZUMAB 2.5 MG 0,1ML OFTALMICO JERINGA PRELLENADA SEGÚN BASES DE LICITACIÓN. DESPACHO 2 DIAS CORRIDOS, SIN MONTO MINIMO.",$ 29000,29000.0,0,0.0,0,0.0,No Adjudicada,NO,,88.200.000,88200000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=6rcV+8hp+7CKxmTwzrzflA==
2025-06-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6rcV+8hp+7CKxmTwzrzflA==,1,51201509,Daclizumab,"BEVACIZUMAB 2.5 MG /0,1ML OFTALMICO JER. PRELL. (SEGÚN BASES DE LICITACIÓN)",1,70.377.400-8 FUND ARTURO LOPEZ PEREZ,Valor unitario neto,$ 31500,31500.0,0,0.0,0,0.0,No Adjudicada,NO,,88.200.000,88200000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=6rcV+8hp+7CKxmTwzrzflA==
2025-06-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6rcV+8hp+7CKxmTwzrzflA==,1,51201509,Daclizumab,"BEVACIZUMAB 2.5 MG /0,1ML OFTALMICO JER. PRELL. (SEGÚN BASES DE LICITACIÓN)",1,77.768.990-8 FARMACEUTICA INSUVAL S.A.,"AVASTIN. BEVACIZUMAB 2.5 MG 0,1ML OFTALMICO JERINGA PRELLENADA ELAB RECETARIO MAGISTRAL INSUVAL VCTO 40 DÍAS DESDE ELAB SEGUN DS79 DESPACHO 3 DÍAS FLETE PAGADO MÍNMOS DESPACHO 73.500 NETO",$ 24500,24500.0,3600,3600.0,88200000,88200000.0,Adjudicada,YES,24500.0,88.200.000,88200000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=6rcV+8hp+7CKxmTwzrzflA==
2025-08-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=GcM/ceals3PB0lzHYzWvKw==,1,51111717,Trastuzumab,"50-219-100-262-00 DENOSUMAB 120 MG/1,7 ML",1,88.466.300-8 TECNOFARMA S A,"XGEVA® Denosumab solucion Iny 70mgml CJ 1 FA 120mg en una solución de 1,7mL adm Subc-902108----Proc. P. Term.: PUERTO RICO-Certificados: ISP-FDA-EMA--GMP+API--ANVISA-INVIMA-Eficacia: 36 MESES--PROVEE. UNICO-B-2285-22-Almacenar entre 2°C y 8° C",$ 275438,275438.0,1,1.0,275438,275438.0,Adjudicada,YES,275438.0,275.438,275438.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=GcM/ceals3PB0lzHYzWvKw==
2025-08-25,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=GcM/ceals3PB0lzHYzWvKw==,2,51111717,Trastuzumab,50-219-100-114-00 DENOSUMAB 60 MG (JER),1,88.466.300-8 TECNOFARMA S A,"PROLIA® Denosumab Solucion Inyectable 60mgml CJ 1 Jeringa Prellenada-902107----Proc. P. Term.: PUERTO RICO-Certificados: ISP-FDA-EMA--GMP+API--ANVISA-INVIMA-Eficacia: 36 MESES--PROVEE. UNICO-B-2864-21-Almacenar entre 2°C y 8° C, no congelar",$ 181643,181643.0,1,1.0,181643,181643.0,Adjudicada,YES,181643.0,181.643,181643.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=GcM/ceals3PB0lzHYzWvKw==
2025-04-08,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=h6qtyeuvrrXXXy1F7/2aYg==,1,51181506,Insulina,50-216-700-014-00 INSULINA GLARGINA 100UI/ML LAPIZ DESECHABLE 3ML,1,88.466.300-8 TECNOFARMA S A,BASAGLAR® INSULINA GLARGINA SOL INYECTABLE 100 UmL PROLONGADASANALOGO Kwikpen® 100Uml x 3ml x 5-971403-BIOSIMILAR-Eli Lilly-Proc. P. Term.: Italia-Certificados: ISP---GMP-----Eficacia: 24 MESES---B-2881-21-Almacenado Entre 2°C Y 8°C Sin Congelar,$ 8130,8130.0,0,0.0,0,0.0,No Adjudicada,NO,,9.300,9300.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=h6qtyeuvrrXXXy1F7/2aYg==
2025-04-08,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=h6qtyeuvrrXXXy1F7/2aYg==,1,51181506,Insulina,50-216-700-014-00 INSULINA GLARGINA 100UI/ML LAPIZ DESECHABLE 3ML,1,92.251.000-8 SANOFI-AVENTIS DE CHILE S.A.,"36M - C541145 LANTUS SOLOSTAR, solución inyectable 100 U.I. - mL x 1 Solostar de 3 mL. REGISTRO ISP: B-102921. INSULINA HUMANA ULTRALENTA, GLARGINA, RECOMBINANTE. PRODUCTO BIOTECNOLOGICO DE REFERENCIA.",$ 9300,9300.0,1,1.0,9300,9300.0,Adjudicada,YES,9300.0,9.300,9300.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=h6qtyeuvrrXXXy1F7/2aYg==
2025-07-17,https://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=+ZEhfRqAjz3exgGgMGU37w==,2,51181506,Insulina,INSULINA GLARGINA 100 U.I/ML LAPIZ PRELLENADO 3 ML OBSERVACION: DESPACHO PARCIALIZADO SEGÚN REQUERIMIENTO DEL ESTABLECIMIENTO,1200,77.032.509-9 PHARMAXPRESS SPA,"DIST-1030629 _ LANTUS SOLOSTAR 100 U/mL X 1 Lápiz aplicador cartucho con 3mL sol inyectable, REG ISP B-1029/21 SANOFI AVENTIS, FECHA DE VTO 31-10-2027, CANTIDAD MIN. DESPACHO 288 UNIDADES, SIN DERECHO A CANJE., Despacho 48-72 horas día hábil, entrega de fríos de martes a jueves. Precio incluye flete.",$ 14285,14285.0,1200,1200.0,17142000,17142000.0,Adjudicada,YES,14285.0,17.142.000,17142000.0,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?qs=+ZEhfRqAjz3exgGgMGU37w==
