page,text
244,"2,7732"
244,"02286823  Teva-Sumatriptan DF Teva Can 6 16,64"
244,"2,7732"
244,100 mg   PPB Co.
244,
244,"02268396  Apo-Sumatriptan Apotex 6 18,33"
244,"3,0549"
244,"02212161  Imitrex DF GSK 6 92,38 15,3967"
244,"02545365  JAMP Sumatriptan Jamp 6 18,33"
244,"3,0549"
244,"02545314  JAMP Sumatriptan DF Jamp 6 18,33"
244,"3,0549"
244,"02268922  Mylan-Sumatriptan Mylan 6 18,33"
244,"3,0549"
244,02256444  pms-Sumatriptan Phmscience 6
244,"3018,33"
244,"91,65"
244,"3,0549"
244,"3,0549"
244,"02263033  Sandoz Sumatriptan Sandoz 6 18,33"
244,"3,0549"
244,"02324660  Sumatriptan Pro Doc 6 18,33"
244,"3,0549"
244,"02286548  Sumatriptan Sanis 6 18,33"
244,"3,0549"
244,"02546043  Sumatriptan Sivem 6 18,33"
244,"3,0549"
244,"02385589  Sumatriptan DF Sivem 6 18,33"
244,"3,0549"
244,"02239367  Teva-Sumatriptan Teva Can 6 18,33"
244,"3,0549"
244,02286831  Teva-Sumatriptan DF Teva Can 6
244,"5018,33"
244,"152,75"
244,"3,0549"
244,"3,0549"
244,"6 mg/0,5 mL   PPB Sol. Inj. S.C."
244,
244,"99000598  Imitrex Stat Dose GSK 2 73,24 36,6200"
244,"02361698  Taro-Sumatriptan Taro 2 66,35"
244,"33,1750"
244,"6 mg/0,5 mL Trousse"
244,
244,"02212188  Imitrex Stat Dose GSK 1 81,32CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
244,FORMATPRIX UNITAIRE
244,Page    240 2025-08
245,ZOLMITRIPTAN   X
245,"2,5 mg   PPB Co. Diss. Orale ou Co."
245,
245,02481030  Auro-Zolmitriptan AuroPharma 6
245,"3010,52"
245,"52,60"
245,"1,7532"
245,"1,7532"
245,"02512831  Bio-Zolmitriptan Biomed 6 10,52"
245,"1,7532"
245,"02458780  * CCP-Zolmitriptan Cellchem 6 10,52  R"
245,"02421623  Jamp-Zolmitriptan Jamp 6 10,52"
245,"1,7532"
245,"02477106  Jamp-Zolmitriptan Jamp 6 10,52"
245,"1,7532"
245,"02428237  Jamp-Zolmitriptan ODT Jamp 6 10,52"
245,"1,7532"
245,"02399458  Mar-Zolmitriptan Marcan 6 10,52"
245,"1,7532"
245,"02419521  Mint-Zolmitriptan Mint 6 10,52"
245,"1,7532"
245,02421534  NAT-Zolmitriptan Natco 6
245,"10010,52"
245,"175,32"
245,"1,7532"
245,"1,7532"
245,"02489392  NRA-Zolmitriptan Nora 6 10,52"
245,"1,7532"
245,02362988  Sandoz Zolmitriptan Sandoz 3
245,"65,26"
245,"10,52"
245,"1,7532"
245,"1,7532"
245,02362996  Sandoz Zolmitriptan ODT Sandoz 2
245,"63,51"
245,"10,52"
245,"1,7532"
245,"1,7532"
245,"02313960  Teva Zolmitriptan Teva Can 6 10,52"
245,"1,7532"
245,"02342545  Teva Zolmitriptan OD Teva Can 6 10,52"
245,"1,7532"
245,"02442655  Zolmitriptan Sanis 6 10,52"
245,"1,7532"
245,"02442671  Zolmitriptan ODT Sanis 6 10,52"
245,"1,7532"
245,"02238660  Zomig Xediton 6 83,10 13,8500"
245,"02243045  Zomig Rapimelt Xediton 6 83,10 13,8500"
245,5 mg Vap. nasal
245,
245,"02248993  Zomig Xediton 6 83,10 13,8500"
245,28:32.92
245,"AGENTS ANTICÉPHALÉE, DIVERS"
245,PIZOTIFÈNE (MALATE DE)   X
245,
245,1 mg Co.
245,
245,"00511552  Sandomigran DS Paladin 100 62,83 0,6283"
245,28:36
245,AGENTS ANTIPARKINSONIENS
245,ÉTHOPROPAZINE (CHLORHYDRATE D')   X
245,50 mg Co.
245,
245,"01927744  Parsitan Search Phm 100 19,53 0,1953"
245,LÉVODOPA/ BENSÉRAZIDE (CHLORHYDRATE DE)   X
245,"50 mg -12,5 mg Caps."
245,
245,"00522597  Prolopa 50/12.5 Roche 100 27,87 0,2787"
245,100 mg -25 mg Caps.
245,
245,"00386464  Prolopa 100/25 Roche 100 45,88 0,4588CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
245,FORMATPRIX UNITAIRE
245,2025-08 Page    241
246,LÉVODOPA/ CARBIDOPA/ ENTACAPONE   X
246,"50 mg - 12,5 mg - 200 mg Co."
246,
246,"02305933  Stalevo Sandoz 100 160,05 1,6005"
246,"75 mg - 18,75 mg - 200 mg Co."
246,
246,"02337827  Stalevo Sandoz 100 160,05 1,6005"
246,100 mg - 25 mg - 200 mg Co.
246,
246,"02305941  Stalevo Sandoz 100 160,05 1,6005"
246,"125 mg - 31,25 mg - 200 mg Co."
246,
246,"02337835  Stalevo Sandoz 100 160,05 1,6005"
246,"150 mg - 37,5 mg - 200 mg Co."
246,
246,"02305968  Stalevo Sandoz 100 160,05 1,6005"
246,28:36.04
246,ADAMANTANES
246,AMANTADINE (CHLORHYDRATE D')   X
246,100 mg Caps.
246,
246,"01990403  PDP-Amantadine Pendopharm 100 52,52 0,5252"
246,50 mg/5 mL   PPB Sir.
246,
246,"02538601  Odan-Amantadine Sirop Odan 500 ml 49,40"
246,"0,0988"
246,"02022826  PDP-Amantadine Pendopharm 500 ml 49,40"
246,"0,0988"
246,28:36.08
246,AGENTS ANTICHOLINERGIQUES
246,BENZTROPINE (MÉSYLATE DE)   X
246,
246,1 mg Co.
246,
246,"00706531  PDP-Benztropine Pendopharm 1000 52,20 0,0522"
246,TRIHEXYPHÉNIDYLE (CHLORHYDRATE DE)   X
246,2 mg Co.
246,
246,"00545058  Trihexyphenidyl AA Pharma 100 3,76 0,0376"
246,5 mg Co.
246,
246,"00545074  Trihex AA Pharma 100 6,81 0,0681CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
246,FORMATPRIX UNITAIRE
246,Page    242 2025-08
247,28:36.12
247,INHIB. CATÉCHOL-O-MÉTHYL-TRANSFÉRASE (COMT)
247,ENTACAPONE   X
247,200 mg   PPB Co.
247,
247,"02321459  Apo-Entacapone Apotex 100 40,10"
247,"0,4010"
247,"02243763  Comtan Sandoz 100 151,92 1,5192"
247,"02535939  Mint-Entacapone Mint 100 40,10"
247,"0,4010"
247,"02380005  Sandoz Entacapone Sandoz 100 40,10"
247,"0,4010"
247,"02375559  Teva Entacapone Teva Can 100 40,10"
247,"0,4010"
247,28:36.16
247,PRÉCURSEURS DE LA DOPAMINE
247,LÉVODOPA/ CARBIDOPA   X
247,100 mg -10 mg   PPB Co.
247,
247,"02195933  Apo-Levocarb Apotex 100 10,87"
247,"0,1087"
247,02531593  Auro-Levocarb AuroPharma 100
247,"50010,87"
247,"54,35"
247,"0,1087"
247,"0,1087"
247,"02546396  JAMP Levocarb Jamp 100 10,87"
247,"0,1087"
247,"02244494  Novo-Levocarbidopa Novopharm 100 10,87"
247,"0,1087"
247,"02549719  pms-Levodopa-Carbidopa Phmscience 100 10,87"
247,"0,1087"
247,100 mg -25 mg   PPB Co.
247,
247,"02551365  AG-Levocarb Angita 500 81,15"
247,"0,1623"
247,02195941  Apo-Levocarb Apotex 100
247,"50016,23"
247,"81,15"
247,"0,1623"
247,"0,1623"
247,02531607  Auro-Levocarb AuroPharma 100
247,"50016,23"
247,"81,15"
247,"0,1623"
247,"0,1623"
247,02546418  JAMP Levocarb Jamp 100
247,"50016,23"
247,"81,15"
247,"0,1623"
247,"0,1623"
247,02457962  Mint-Levocarb Mint 100
247,"50016,23"
247,"81,15"
247,"0,1623"
247,"0,1623"
247,02244495  Novo-Levocarbidopa Novopharm 100
247,"50016,23"
247,"81,15"
247,"0,1623"
247,"0,1623"
247,02549727  pms-Levodopa-Carbidopa Phmscience 100
247,"50016,23"
247,"81,15"
247,"0,1623"
247,"0,1623"
247,02311178  Pro-Levocarb-100/25 Pro Doc 100
247,"50016,23"
247,"81,15"
247,"0,1623"
247,"0,1623"
247,100 mg -25 mg Co. L.A.
247,
247,"02272873  Levocarb CR AA Pharma 100 79,74 0,7974"
247,200 mg -50 mg Co. L.A.
247,
247,"02245211  Levocarb CR AA Pharma 100 142,82 1,4282"
247,28:36.20
247,AGONISTES DES RÉCEPTEURS DE LA DOPAMINE
247,BROMOCRIPTINE (MÉSYLATE DE)   X
247,5 mg Caps.
247,
247,"02230454  Bromocriptine AA Pharma 100 152,51 1,5251CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
247,FORMATPRIX UNITAIRE
247,2025-08 Page    243
248,"2,5 mg Co."
248,
248,"02087324  Bromocriptine AA Pharma 100 101,88 1,0188"
248,PRAMIPEXOLE (DICHLORHYDRATE DE)   X
248,"0,25 mg   PPB Co."
248,
248,"02297302  Act Pramipexole Teva Can 100 19,50"
248,"0,1950"
248,"02292378  Apo-Pramipexole Apotex 100 19,50"
248,"0,1950"
248,02424061  Auro-Pramipexole AuroPharma 100
248,"50019,50"
248,"97,50"
248,"0,1950"
248,"0,1950"
248,"02237145  Mirapex Bo. Ing. 100 105,13 1,0513"
248,"02325802  Pramipexole Pro Doc 100 19,50"
248,"0,1950"
248,"02367602  Pramipexole Sanis 100 19,50"
248,"0,1950"
248,"02309122  Pramipexole Sivem 100 19,50"
248,"0,1950"
248,"02315262  Sandoz Pramipexole Sandoz 100 19,50"
248,"0,1950"
248,"0,5 mg   PPB Co."
248,
248,"02297310  Act Pramipexole Teva Can 100 40,18"
248,"0,4018"
248,"02292386  Apo-Pramipexole Apotex 100 40,18"
248,"0,4018"
248,02424088  Auro-Pramipexole AuroPharma 100
248,"50040,18"
248,"200,90"
248,"0,4018"
248,"0,4018"
248,"02325810  Pramipexole Pro Doc 100 40,18"
248,"0,4018"
248,"02367610  Pramipexole Sanis 100 40,18"
248,"0,4018"
248,"02309130  Pramipexole Sivem 100 40,18"
248,"0,4018"
248,"02315270  Sandoz Pramipexole Sandoz 100 40,18"
248,"0,4018"
248,1 mg   PPB Co.
248,
248,"02297329  Act Pramipexole Teva Can 100 39,01"
248,"0,3901"
248,"02292394  Apo-Pramipexole Apotex 100 39,01"
248,"0,3901"
248,02424096  Auro-Pramipexole AuroPharma 100
248,"50039,01"
248,"195,05"
248,"0,3901"
248,"0,3901"
248,"02325829  Pramipexole Pro Doc 100 39,01"
248,"0,3901"
248,"02367629  Pramipexole Sanis 100 39,01"
248,"0,3901"
248,"02309149  Pramipexole Sivem 100 39,01"
248,"0,3901"
248,"02315289  Sandoz Pramipexole Sandoz 100 39,01"
248,"0,3901"
248,"1,5 mg   PPB Co."
248,
248,"02297337  Act Pramipexole Teva Can 100 39,01"
248,"0,3901"
248,"02292408  Apo-Pramipexole Apotex 100 39,01"
248,"0,3901"
248,02424118  Auro-Pramipexole AuroPharma 100
248,"50039,01"
248,"195,05"
248,"0,3901"
248,"0,3901"
248,"02325837  Pramipexole Pro Doc 100 39,01"
248,"0,3901"
248,"02367645  Pramipexole Sanis 100 39,01"
248,"0,3901"
248,"02309157  Pramipexole Sivem 100 39,01"
248,"0,3901"
248,"02315297  Sandoz Pramipexole Sandoz 100 39,01"
248,"0,3901CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
248,FORMATPRIX UNITAIRE
248,Page    244 2025-08
249,ROPINIROLE (CHLORHYDRATE DE )   X
249,"0,25 mg   PPB Co."
249,
249,"02314037  Ran-Ropinirole Ranbaxy 100 14,41"
249,"0,1441"
249,"02316846  Teva-Ropinirole Teva Can 100 14,41"
249,"0,1441"
249,1 mg   PPB Co.
249,
249,"02314053  Ran-Ropinirole Ranbaxy 100 57,62"
249,"0,5762"
249,"02316854  Teva-Ropinirole Teva Can 100 57,62"
249,"0,5762"
249,2 mg   PPB Co.
249,
249,"02314061  Ran-Ropinirole Ranbaxy 100 63,38"
249,"0,6338"
249,"02316862  Teva-Ropinirole Teva Can 100 63,38"
249,"0,6338"
249,5 mg   PPB Co.
249,
249,"02314088  Ran-Ropinirole Ranbaxy 100 85,96"
249,"0,8596"
249,"02316870  Teva-Ropinirole Teva Can 100 85,96"
249,"0,8596"
249,28:36.32
249,INHIBITEURS DE LA MONOAMINE OXYDASE B
249,SAFINAMIDE (MÉSYLATE DE)   X
249,50 mg Co.
249,
249,"02484641  Onstryv Valeo 30 207,00 6,9000"
249,100 mg Co.
249,
249,"02484668  Onstryv Valeo 30 207,00 6,9000"
249,SÉLÉGILINE (CHLORHYDRATE DE)   X
249,5 mg   PPB Co.
249,
249,"02230641  Selegiline AA Pharma 100 50,21"
249,"0,5021"
249,"02068087  Teva-Sélégiline Teva Can 60 30,13"
249,"0,5021"
249,28:92
249,"AGENTS DU SYSTÈME NERVEUX CENTRAL, DIVERS"
249,BÉTAHISTINE (DICHLORHYDRATE DE)   X
249,16 mg   PPB Co.
249,
249,"02449153  Auro-Betahistine AuroPharma 100 11,06"
249,"0,1106"
249,"02466449  Betahistine Sanis 100 11,06"
249,"0,1106"
249,"02519690  M-Betahistine Mantra Ph. 100 11,06"
249,"0,1106"
249,"02538148  Mint-Betahistine Mint 100 11,06"
249,"0,1106"
249,02544938  NRA-Betahistine Nora 30
249,"1003,32"
249,"11,06"
249,"0,1106"
249,"0,1106"
249,"02330210  pms-Betahistine Phmscience 100 11,06"
249,"0,1106"
249,"02243878  Serc BGP Pharma 100 45,99 0,4599"
249,"02280191  Teva-Betahistine Teva Can 100 11,06"
249,"0,1106CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
249,FORMATPRIX UNITAIRE
249,2025-08 Page    245
250,24 mg   PPB Co.
250,
250,"02449161  Auro-Betahistine AuroPharma 100 16,59"
250,"0,1659"
250,"02466457  Betahistine Sanis 100 16,59"
250,"0,1659"
250,"02519704  M-Betahistine Mantra Ph. 100 16,59"
250,"0,1659"
250,"02538156  Mint-Betahistine Mint 100 16,59"
250,"0,1659"
250,02544946  NRA-Betahistine Nora 30
250,"1004,98"
250,"16,59"
250,"0,1659"
250,"0,1659"
250,"02330237  pms-Betahistine Phmscience 100 16,59"
250,"0,1659"
250,"02247998  Serc BGP Pharma 100 68,97 0,6897"
250,"02280205  Teva-Betahistine Teva Can 100 16,59"
250,"0,1659"
250,TETRABENAZINE   X
250,25 mg   PPB Co.
250,
250,"02407590  Apo-Tetrabenazine Apotex 100 166,69"
250,"1,6669"
250,02410338  Comprimés de
250,"tétrabénazineSterimax 112 186,69"
250,"1,6669"
250,"02199270  Nitoman Bausch H. 112 699,92 6,2493"
250,"02402424  pms-Tetrabenazine Phmscience 100 166,69"
250,"1,6669CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
250,FORMATPRIX UNITAIRE
250,Page    246 2025-08
251,36:00
251,AGENTS DIAGNOSTIQUE
251,36:26 diabète sucré
251,36:88 contenu de l'urines et des selles
251,36:88.12 cétones
251,36:88.40 sucre
252,
253,36:00
253,AGENTS DIAGNOSTIQUE
253,RÉACTIF QUANTITATIF DU TEMPS DE PROTHROMBINE DANS LE SANG POUR TEST PAR LE PHARMACIEN
253,
253,12 Bandelette
253,
253,"99114132  CoaguChek PT Test Roche Diag 48 297,60 6,2000"
253,99101324  CoaguChek XS PT Test Roche Diag 6
253,24
253,"4837,20"
253,"148,80"
253,"297,606,2000"
253,"6,2000"
253,"6,2000"
253,99113493  CoaguChek XS PT Test
253,PSTRoche Diag 6
253,"2437,20"
253,"148,806,2000"
253,"6,2000"
253,36:26
253,DIABÈTE SUCRÉ
253,RÉACTIF QUANTITATIF DES CÉTONES DANS LE SANG
253,PPB Bandelette
253,
253,99100929  FreeStyle Precision
253,"(Cétone)Abbott 10 19,50"
253,"99100850  * Nova Max Plus (Ketone) NovaBiomed 10 14,99  R"
253,99004879  Precision Xtra (Cétone) Ab Diabete 10
253,"15,06"
253,12 Une bandelette est remboursable pour mesurer le rapport international normalisé (RIN) chez les
253,personnes pour qui un pharmacien qui pratique en milieu communautaire prend en charge l'ajustement
253,"de la dose d'un antagoniste de la vitamine K pour l'atteinte de cibles thérapeutiques. De plus, un"
253,maximum d'une bandelette par jour est remboursable par personne.CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU
253,FORMATPRIX UNITAIRE
253,2025-08 Page    249
254,RÉACTIF QUANTITATIF DU GLUCOSE DANS LE SANG 31
254,Bandelette
254,
254,99002884  Accu-Chek Advantage Roche SD 50
254,"10040,80"
254,"71,25"
254,99100214  Accu-Chek Aviva Roche SD 50
254,"10040,80"
254,"71,25"
254,99004364  Accu-Chek Compact Roche SD 51
254,"10241,62"
254,"72,68"
254,99101387  Accu-Chek Guide Roche SD 50
254,"10034,07"
254,"68,13"
254,"99100791  Accu-Chek Mobile Roche SD 100 71,25"
254,"99101011  Bravo DEXmedical 100 39,99"
254,"99101275  CareSens N I-Sens 100 50,00"
254,99100096  Contour Ascensia 50
254,"10040,81"
254,"69,89"
254,"99100849  Contour NEXT Ascensia 100 69,89"
254,"99101233  Fora Test N'GO TaiDoc 50 25,00"
254,99100478  FreeStyle Lite Ab Diabete 50
254,"10037,00"
254,"69,00"
254,"99100928  FreeStyle Precision Abbott 100 68,90"
254,"99101090  GE200 Bionime 100 51,00"
254,99101184  Medi+Sure Medisure 50
254,"10034,00"
254,"68,00"
254,99114045  MediSure Empower Medisure 50
254,"10034,00"
254,"68,00"
254,"99100787  OneTouch Verio Lifescan 100 69,43"
254,"99113794  Rapid Response Gluco-MD BTNX 50 34,50"
254,99101313  Spirit Blood Glucose Test
254,"StripsAra Pharm 100 50,00"
254,"99101186  SureTest Skymed 50 25,00"
254,99100413  TrueTrack Nipro Diag 50
254,"10022,78"
254,"39,57"
254,99004240  Ultra Lifescan 50
254,"10039,75"
254,"69,43"
254,36:88
254,CONTENU DE L'URINES ET DES SELLES
254,RÉACTIF SEMI-QUANTITATIF DE L'ACÉTONE ET DU GLUCOSE
254,Bandelette
254,
254,"00035149  Keto-Diastix Ascensia 100 13,03"
254,36:88.12
254,CÉTONES
254,RÉACTIF QUALITATIF DE L'ACÉTONE
254,Bandelette
254,
254,"00035092  Ketostix Ascensia 50 6,06"
254,31 Pour connaître le nombre maximal de bandelettes couvert par le régime général dassurance médicaments
254,"selon la situation de la personne, veuillez consulter le point 9 de la Liste des médicaments.CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
254,FORMATPRIX UNITAIRE
254,Page    250 2025-08
255,36:88.40
255,SUCRE
255,RÉACTIF SEMI-QUANTITATIF DU GLUCOSE
255,Bandelette
255,
255,"00035130  Diastix Ascensia 50 5,44CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
255,FORMATPRIX UNITAIRE
255,2025-08 Page    251
256,
257,40:00
257,ÉQUILIBRE ÉLECTROLYTIQUE
257,40:08 agents alcalinisants
257,40:12 préparations de remplacement
257,40:18 agents d'élimination d'ions
257,40:18.18 agents d'élimination du potassium
257,40:20 agents caloriques
257,40:28 diurétiques
257,40:28.08 diurétiques de l'anse
257,40:28.16 diurétiques d'épargne potassique
257,40:28.20 diurétiques thiazidiques
257,40:28.24 diurétiques de type thiazidique
257,"40:28.92 diurétiques, divers"
258,
259,40:08
259,AGENTS ALCALINISANTS
259,ACIDE CITRIQUE/ CITRATE DE SODIUM
259,
259,334 mg -500 mg/5 mL Sol. Orale
259,
259,"00721344  Dicitrate Pendopharm 500 ml 22,33 0,0447"
259,BICARBONATE DE SODIUM
259,500 mg   PPB Co.
259,
259,"80030520  Jamp-Sodium Bicarbonate Jamp 500 34,20"
259,"0,0684"
259,"80123328  M-Sodium Bicarbonate Mantra Ph. 500 34,20"
259,"0,0684"
259,"80022194  Sandoz Sodium Bicarbonate Sandoz 500 34,20"
259,"0,0684"
259,40:12
259,PRÉPARATIONS DE REMPLACEMENT
259,CALCIUM (CARBONATE DE)
259,500 mg   PPB Co.
259,
259,"80103904  AG-Calcium 500 mg Angita 500 10,80"
259,"0,0216"
259,"80076097  Alta-Cal Altamed 500 10,80"
259,"0,0216"
259,"80066648  Bio-Calcium Biomed 500 10,80"
259,"0,0216"
259,80003773  Calcium 500 Trianon 100
259,"5002,16"
259,"10,80"
259,"0,0216"
259,"0,0216"
259,"80067139  Calcium Tablet Cellchem 60 1,30"
259,"0,0216"
259,"02237352  Euro-Cal Sandoz 500 10,80"
259,"0,0216"
259,"80124033  i-Cal 500 InfoPharma 500 10,80"
259,"0,0216"
259,02246040  Jamp-Calcium Jamp 500
259,"100010,80"
259,"21,60"
259,"0,0216"
259,"0,0216"
259,"80055526  MCal 500 mg Mantra Ph. 500 10,80"
259,"0,0216"
259,"80120791  Nora Calcium Nora 500 10,80"
259,"0,0216"
259,"80001408  Novo-Calcium Novopharm 500 10,80"
259,"0,0216"
259,00618098  Nu-Cal Odan 100
259,"5002,16"
259,"10,80"
259,"0,0216"
259,"0,0216"
259,"80039952  Opus Cal 500 Opus 500 10,80"
259,"0,0216"
259,80001122  Pharma-Cal 500 mg Pendopharm 500
259,"100010,80"
259,"21,60"
259,"0,0216"
259,"0,0216"
259,"80079608  Pro-Cal-500 Pro Doc 500 10,80"
259,"0,0216CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
259,FORMATPRIX UNITAIRE
259,2025-08 Page    255
260,CALCIUM (CARBONATE DE)/ VITAMINE D
260,500 mg - 125 UI et 200 UI   PPB Co.
260,
260,"80004143  Biocal-D Biomed 500 14,45"
260,"0,0289"
260,"80017196  Cal-500-D Pro Doc 500 14,45"
260,"0,0289"
260,"80004966  Calcite D 500 Riva 100 2,89"
260,"0,0289"
260,80004968  Calcium D 500 Trianon 100
260,"5002,89"
260,"14,45"
260,"0,0289"
260,"0,0289"
260,"02237351  Euro-Cal-D Sandoz 500 14,45"
260,"0,0289"
260,02246041  Jamp-Calcium+Vitamine D
260,125 U.I.Jamp 100
260,"5002,89"
260,"14,45"
260,"0,0289"
260,"0,0289"
260,80007304  O-Calcium 500 mg avec
260,Vitamine DNovopharm 100
260,"5002,89"
260,"14,45"
260,"0,0289"
260,"0,0289"
260,"80067149  Osteo Tablet Cellchem 60 1,73"
260,"0,0289"
260,500 mg - 800 UI Co. Croq.
260,
260,"80058042  Calcia Plus Medexus 60 7,20 0,1200"
260,500 mg - 800 UI   PPB Co. ou Caps.
260,
260,"80105524  AG-Calcium D 800 Angita 60 7,20"
260,"0,1200"
260,80015972  Calcite 500 + D 800 Riva 30
260,"5003,60"
260,"60,00"
260,"0,1200"
260,"0,1200"
260,80083458  Calcium 500 Vitamine D800 Altamed 60
260,"5007,20"
260,"60,00"
260,"0,1200"
260,"0,1200"
260,80015847  Cal-Os D Jamp 60
260,"5007,20"
260,"60,00"
260,"0,1200"
260,"0,1200"
260,"80024378  LiquiCal-D Mayaka 100 12,00"
260,"0,1200"
260,"80028413  Liqui-Jamp Plus Jamp 120 14,40"
260,"0,1200"
260,80019533  MCal D800 Mantra Ph. 60
260,"5007,20"
260,"60,00"
260,"0,1200"
260,"0,1200"
260,"80079933  Vitamin D + Calcium Cellchem 60 7,20"
260,"0,1200CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
260,FORMATPRIX UNITAIRE
260,Page    256 2025-08
261,500 mg - 400 UI et 500 UI   PPB Co. ou Co. Croq. ou Caps.
261,
261,80103511  AG-Calcium Carbonate +
261,Vitamin D 500 mg + 400 UIAngita 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,"80101376  AG-Calcium D 400 Croq. Angita 60 7,20"
261,"0,1200"
261,80101377  AG-Calcium D 400 foncé Angita 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80066647  Bio-Calcium-D Biomed 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80012594  Biocal-D Forte Biomed 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,"80090977  Bio-Cal-D3 Biomed 500 60,00"
261,"0,1200"
261,80088060  Bio-Cal-D3 Forte Biomed 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,"80000159  Calcia 400 Medexus 60 7,20"
261,"0,1200"
261,80004963  Calcite 500 + D 400 Riva 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80004969  Calcium 500 + D 400 Trianon 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80083997  Calcium 500 + Vitamine
261,"D400Altamed 60 7,20"
261,"0,1200"
261,80066082  Calcium 500 Vitamine D400 Altamed 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80066089  Calcium 500 Vitamine D400
261,UIAltamed 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,"80002901  Carbocal D 400 (Co. croq) Sandoz 60 7,20"
261,"0,1200"
261,02245511  Carbocal D 400 (Co.) Sandoz 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80004545  Carbocal D 400 (Co.) Sandoz 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80131668  Dac Calcium 500 mg +
261,Vitamine D400 UIDac Pharma 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80124031  i-Cal D400 InfoPharma 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80002122  Jamp-Calcium + Vitamine D
261,400 UIJamp 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80025065  Jamp-Calcium + Vitamine D
261,400 UI RoseJamp 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80012435  Jamp-Calcium + Vitamine D
261,"500 UIJamp 500 60,00"
261,"0,1200"
261,80002623  Jamp-Calcium+Vitamine D
261,400 UI CroquableJamp 60
261,"3007,20"
261,"36,00"
261,"0,1200"
261,"0,1200"
261,80025360  J-Cal-D 400 Jamp 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,"80000408  LiquiCal D 400 Mayaka 100 12,00"
261,"0,1200"
261,80021961  Liqui-Jamp Jamp 100
261,"12012,00"
261,"14,40"
261,"0,1200"
261,"0,1200"
261,80013329  MCal D400 Mantra Ph. 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,"80009412  MCal D400 à croquer Mantra Ph. 60 7,20"
261,"0,1200"
261,80120783  Nora Cal-D 400 (bleu foncé) Nora 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80120785  Nora CAL-D 400 (bleu pâle) Nora 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80020974  Opus Cal D-400 Opus 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200"
261,80040634  Opus Cal D-400 Bleu Foncé Opus 60
261,"5007,20"
261,"60,00"
261,"0,1200"
261,"0,1200CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT DU"
261,FORMATPRIX UNITAIRE
261,2025-08 Page    257
262,80059293  Pharma-Cal D 400 UI Foncé Phmscience 60
262,"5007,20"
262,"60,00"
262,"0,1200"
262,"0,1200"
262,80008566  Pro-Cal-D 400 Pro Doc 60
262,"5007,20"
262,"60,00"
262,"0,1200"
262,"0,1200"
262,80021369  Px-Calcium 500 mg + D 400
262,UIPhoenix 60
262,"5007,20"
262,"60,00 R"
262,R
262,80048609  Px-Calcium 500 mg + D 400
262,UIPhoenix 60
262,"5007,20"
262,"60,00 R"
262,R
262,80019198  ratio-Calcium Vit D Ratiopharm 60
262,"5007,20"
262,"60,00 R"
262,R
262,80065914  Riva-Cal D400 Riva 60
262,"5007,20"
262,"60,00"
262,"0,1200"
262,"0,1200"
262,500 mg - 1 000 UI   PPB Co. ou Co. Croq. ou Caps.
262,
262,"80105522  AG-Calcium D 1000 Croq. Angita 60 7,20"
262,"0,1200"
262,80101375  AG-Calcium D 1000 Jaune Angita 30
262,"5003,60"
