category,subcategory,generic_name,formulation,strength,ppb,local_code,brand_name,company_name,fill_size,pack_price,unit_price,page
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02410141,Mint-Olanzapine,Mint,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02545586,NRA-Olanzapine,Nora,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02311968,Olanzapine Pro,Doc,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02372819,Olanzapine,Sanis,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02385864,Olanzapine,Sivem,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02303116,pms-Olanzapine,Phmscience,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02337126,,Riva-Olanzapine,Riva,100,100,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02310341,Sandoz Olanzapine,Sandoz,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02276712,Teva-Olanzapine Teva,Can,100,17.72,17.72,220
,divers,OLANZAPINE   X,,"2,5 mg    Co.",True,02229250,Zyprexa Cheplaphar,28,"49,03",1.7511,1.7511,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02281813,Apo-Olanzapine,Apotex,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02417278,Jamp-Olanzapine FC,Jamp,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02410176,,Mint-Olanzapine,Mint,30,30,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02545608,NRA-Olanzapine,Nora,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02311984,Olanzapine Pro,Doc,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02372835,Olanzapine,Sanis,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02385880,Olanzapine,Sivem,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02303167,pms-Olanzapine,Phmscience,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02337142,,Riva-Olanzapine,Riva,100,100,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02310376,Sandoz Olanzapine,Sandoz,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02276739,Teva-Olanzapine Teva,Can,100,53.16,53.16,220
,divers,OLANZAPINE   X,,"7,5 mg    Co.",True,02229277,"Zyprexa Cheplaphar 28 147,09 5,2532CODE MARQUE DE",COMMERCE,FORMATCOÛT,DU,,220
,divers,FORMATPRIX UNITAIRE,,,False,02229277,"Zyprexa Cheplaphar 28 147,09 5,2532CODE MARQUE DE",COMMERCE,5 mg PPB Co. Diss. Orale ou,Co.,,221
,divers,FORMATPRIX UNITAIRE,,,False,02327562,ACT Olanzapine ODT Teva,Can,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02487616,AG-Olanzapine FC,Angita,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02487667,AG-Olanzapine ODT,Angita,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02281805,Apo-Olanzapine,Apotex,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02360616,Apo-Olanzapine ODT,Apotex,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02448726,Auro-Olanzapine ODT,AuroPharma,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02417251,Jamp-Olanzapine FC,Jamp,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02406624,Jamp-Olanzapine ODT,Jamp,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02410168,Mint-Olanzapine,Mint,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02436965,Mint-Olanzapine ODT,Mint,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02545594,NRA-Olanzapine,Nora,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02536188,NRA-Olanzapine ODT,Nora,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02311976,Olanzapine Pro,Doc,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02372827,Olanzapine,Sanis,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02385872,Olanzapine,Sivem,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02338645,Olanzapine ODT Pro,Doc,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02352974,Olanzapine ODT,Sanis,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02343665,Olanzapine ODT,Sivem,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02303159,pms-Olanzapine,Phmscience,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02303191,pms-Olanzapine ODT,Phmscience,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02414090,Ran-Olanzapine ODT,Ranbaxy,28,9.92,9.92,221
,divers,FORMATPRIX UNITAIRE,,,False,02337134,,Riva-Olanzapine,Riva,100,100,221
,divers,FORMATPRIX UNITAIRE,,,False,02310368,Sandoz Olanzapine,Sandoz,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02327775,Sandoz Olanzapine ODT,Sandoz,30,10.63,10.63,221
,divers,FORMATPRIX UNITAIRE,,,False,02276720,Teva-Olanzapine Teva,Can,100,35.44,35.44,221
,divers,FORMATPRIX UNITAIRE,,,False,02229269,Zyprexa Cheplaphar,28,"98,06",3.5021,3.5021,221
,divers,FORMATPRIX UNITAIRE,,,False,02243086,"Zyprexa Zydis Cheplaphar 28 100,09 3,5746CODE MARQUE DE",COMMERCE,FORMATCOÛT,DU,,221
,divers,FORMATPRIX UNITAIRE,,,False,02243086,"Zyprexa Zydis Cheplaphar 28 100,09 3,5746CODE MARQUE DE",COMMERCE,10 mg PPB Co. Diss. Orale ou,Co.,,222
,divers,FORMATPRIX UNITAIRE,,,False,02327570,ACT Olanzapine ODT Teva,Can,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02487632,AG-Olanzapine FC,Angita,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02487675,AG-Olanzapine ODT,Angita,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02281821,Apo-Olanzapine,Apotex,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02360624,Apo-Olanzapine ODT,Apotex,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02448734,Auro-Olanzapine ODT,AuroPharma,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02417286,Jamp-Olanzapine FC,Jamp,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02406632,Jamp-Olanzapine ODT,Jamp,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02410184,Mint-Olanzapine,Mint,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02436973,Mint-Olanzapine ODT,Mint,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02545616,NRA-Olanzapine,Nora,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02536196,NRA-Olanzapine ODT,Nora,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02311992,Olanzapine Pro,Doc,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02372843,Olanzapine,Sanis,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02385899,Olanzapine,Sivem,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02338653,Olanzapine ODT Pro,Doc,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02352982,Olanzapine ODT,Sanis,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02343673,Olanzapine ODT,Sivem,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02303175,pms-Olanzapine,Phmscience,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02303205,pms-Olanzapine ODT,Phmscience,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02414104,Ran-Olanzapine ODT,Ranbaxy,28,19.85,19.85,222
,divers,FORMATPRIX UNITAIRE,,,False,02337150,,Riva-Olanzapine,Riva,100,100,222
,divers,FORMATPRIX UNITAIRE,,,False,02310384,Sandoz Olanzapine,Sandoz,100,70.88,70.88,222
,divers,FORMATPRIX UNITAIRE,,,False,02327783,Sandoz Olanzapine ODT,Sandoz,30,21.26,21.26,222
,divers,FORMATPRIX UNITAIRE,,,False,02276747,Teva-Olanzapine,Teva,Can,100,100,222
,divers,FORMATPRIX UNITAIRE,,,False,02229285,Zyprexa Cheplaphar,28,"196,12",7.0043,7.0043,222
,divers,FORMATPRIX UNITAIRE,,,False,02243087,"Zyprexa Zydis Cheplaphar 28 200,00 7,1429CODE MARQUE DE",COMMERCE,FORMATCOÛT,DU,,222
,divers,FORMATPRIX UNITAIRE,,,False,02243087,"Zyprexa Zydis Cheplaphar 28 200,00 7,1429CODE MARQUE DE",COMMERCE,15 mg PPB Co. Diss. Orale ou,Co.,,223
,divers,FORMATPRIX UNITAIRE,,,False,02327589,ACT Olanzapine ODT Teva,Can,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02487683,AG-Olanzapine ODT,Angita,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02281848,Apo-Olanzapine,Apotex,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02360632,Apo-Olanzapine ODT,Apotex,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02448742,Auro-Olanzapine ODT,AuroPharma,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02417294,Jamp-Olanzapine FC,Jamp,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02406640,Jamp-Olanzapine ODT,Jamp,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02410192,,Mint-Olanzapine,Mint,30,30,223
,divers,FORMATPRIX UNITAIRE,,,False,02436981,Mint-Olanzapine ODT,Mint,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02545624,NRA-Olanzapine,Nora,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02536218,NRA-Olanzapine ODT,Nora,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02312018,Olanzapine Pro,Doc,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02372851,Olanzapine,Sanis,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02385902,Olanzapine,Sivem,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02338661,Olanzapine ODT Pro,Doc,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02352990,Olanzapine ODT,Sanis,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02343681,Olanzapine ODT,Sivem,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02303183,pms-Olanzapine,Phmscience,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02303213,pms-Olanzapine ODT,Phmscience,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02414112,Ran-Olanzapine ODT,Ranbaxy,28,29.77,29.77,223
,divers,FORMATPRIX UNITAIRE,,,False,02337169,,Riva-Olanzapine,Riva,100,100,223
,divers,FORMATPRIX UNITAIRE,,,False,02310392,Sandoz Olanzapine,Sandoz,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02327791,Sandoz Olanzapine ODT,Sandoz,30,31.89,31.89,223
,divers,FORMATPRIX UNITAIRE,,,False,02276755,Teva-Olanzapine Teva,Can,100,106.31,106.31,223
,divers,FORMATPRIX UNITAIRE,,,False,02238850,Zyprexa Cheplaphar,28,"294,17",10.5061,10.5061,223
,divers,FORMATPRIX UNITAIRE,,,False,02243088,Zyprexa Zydis Cheplaphar,28,"299,91",10.7111,10.7111,223
,divers,FORMATPRIX UNITAIRE,,,False,02243088,Zyprexa Zydis Cheplaphar,28,20 mg PPB Co. Diss. Orale ou,Co.,,223
,divers,FORMATPRIX UNITAIRE,,,False,02327597,ACT Olanzapine ODT Teva,Can,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02487691,AG-Olanzapine ODT,Angita,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02333015,Apo-Olanzapine,Apotex,100,141.37,141.37,223
,divers,FORMATPRIX UNITAIRE,,,False,02360640,Apo-Olanzapine ODT,Apotex,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02448750,Auro-Olanzapine ODT,AuroPharma,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02417308,Jamp-Olanzapine FC,Jamp,100,141.37,141.37,223
,divers,FORMATPRIX UNITAIRE,,,False,02406659,Jamp-Olanzapine ODT,Jamp,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02545632,NRA-Olanzapine,Nora,100,141.37,141.37,223
,divers,FORMATPRIX UNITAIRE,,,False,02536226,NRA-Olanzapine ODT,Nora,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02421704,Olanzapine Pro,Doc,100,141.37,141.37,223
,divers,FORMATPRIX UNITAIRE,,,False,02385910,Olanzapine,Sivem,100,141.37,141.37,223
,divers,FORMATPRIX UNITAIRE,,,False,02425114,Olanzapine ODT Pro,Doc,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02343703,Olanzapine ODT,Sivem,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02414120,Ran-Olanzapine ODT,Ranbaxy,28,39.58,39.58,223
,divers,FORMATPRIX UNITAIRE,,,False,02327805,Sandoz Olanzapine ODT,Sandoz,30,42.41,42.41,223
,divers,FORMATPRIX UNITAIRE,,,False,02359707,Teva-Olanzapine Teva,Can,100,141.37,141.37,223
,divers,FORMATPRIX UNITAIRE,,,False,02238851,Zyprexa Cheplaphar,28,"392,23",14.0082,14.0082,223
,divers,FORMATPRIX UNITAIRE,,,False,02243089,"Zyprexa Zydis Cheplaphar 28 395,84 14,1371CODE MARQUE DE",COMMERCE,FORMATCOÛT,DU,,223
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02243089,"Zyprexa Zydis Cheplaphar 28 395,84 14,1371CODE MARQUE DE",COMMERCE,"50 mg/0,5 mL Susp. Inj. I.M. 1",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354217,Invega Sustenna Janss.,Inc,1,304.10,304.10,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354217,Invega Sustenna Janss.,Inc,"75 mg/0,75 mL Susp. Inj. I.M. 1",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354225,Invega Sustenna Janss.,Inc,1,456.18,456.18,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354225,Invega Sustenna Janss.,Inc,"100 mg/1,0 mL Susp. Inj. I.M. 1",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354233,Invega Sustenna Janss.,Inc,1,456.18,456.18,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354233,Invega Sustenna Janss.,Inc,"150 mg/1,5 mL Susp. Inj. I.M. 1",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354241,Invega Sustenna Janss.,Inc,1,608.22,608.22,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02354241,Invega Sustenna Janss.,Inc,"175 mg/0,875 mL Susp. Inj. I.M. 3",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02455943,Invega Trinza Janss.,Inc,1,912.30,912.30,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02455943,Invega Trinza Janss.,Inc,"263 mg/1,315 mL Susp. Inj. I.M. 3",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02455986,Invega Trinza Janss.,Inc,1,1368.54,1368.54,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02455986,Invega Trinza Janss.,Inc,"350 mg/1,75 mL Susp. Inj. I.M. 3",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02455994,Invega Trinza Janss.,Inc,1,1368.54,1368.54,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02455994,Invega Trinza Janss.,Inc,"525 mg/2,625 mL Susp. Inj. I.M. 3",mois,,224
,divers,PALIPÉRIDONE (PALMITATE DE)   X,,,False,02456001,Invega Trinza Janss.,Inc,1,1824.66,1824.66,224
,divers,PÉRICYAZINE   X,,5 mg Caps.,False,01926780,Neuleptil Search Phm,100,"18,84",0.1884,0.1884,224
,divers,PÉRICYAZINE   X,,10 mg Caps.,False,01926772,Neuleptil Search Phm,100,"29,85",0.2985,0.2985,224
,divers,PÉRICYAZINE   X,,10 mg/mL Sol. Orale,False,01926756,Neuleptil Search Phm 100,ml,"32,84",0.3284,0.3284,224
,divers,PERPHÉNAZINE   X,,2 mg Co.,False,00335134,"Perphénazine AA Pharma 100 6,68 0,0668CODE MARQUE DE",COMMERCE,FORMATCOÛT,DU,,224
,divers,FORMATPRIX UNITAIRE,,4 mg Co.,False,00335126,Perphénazine AA Pharma,100,"8,08",0.0808,0.0808,225
,divers,FORMATPRIX UNITAIRE,,8 mg Co.,False,00335118,Perphénazine AA Pharma,100,"8,88",0.0888,0.0888,225
,divers,FORMATPRIX UNITAIRE,,16 mg Co.,False,00335096,Perphénazine AA Pharma,100,"13,59",0.1359,0.1359,225
,divers,PIMOZIDE   X,,4 mg Co.,False,02245433,Pimozide AA Pharma,100,"41,36",0.4136,0.4136,225
,divers,PROCHLORPÉRAZINE (MALÉATE DE)   X,,5 mg Co.,False,00886440,Prochlorazine AA Pharma,100,"16,59",0.1659,0.1659,225
,divers,PROCHLORPÉRAZINE (MALÉATE DE)   X,,10 mg Co.,False,00886432,"Prochlorazine AA Pharma 100 20,25 0,2025CODE MARQUE DE",COMMERCE,FORMATCOÛT,DU,,225
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02316080,ACT Quetiapine,Teva,Can,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02475979,,AG-Quetiapine,Angita,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02516934,AG-Quetiapine Fumarate,Angita,500,24.70,24.70,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02313901,,Apo-Quetiapine,Apotex,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02501635,Apo-Quetiapine,Fumarate,Apotex,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02390205,,Auro-Quetiapine,AuroPharma,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02447193,Bio-Quetiapine,Biomed,100,4.94,4.94,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02390140,Jamp Quetiapine,Fumarate,Jamp,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02330415,,Jamp-Quetiapine,Jamp,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02399822,,Mar-Quetiapine,Marcan,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02438003,Mint-Quetiapine,Mint,100,4.94,4.94,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02439158,NAT-Quetiapine,Natco,100,4.94,4.94,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02486237,NRA-Quetiapine,Nora,500,24.70,24.70,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02296551,,pms-Quetiapine,Phmscience,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02317346,Pro-Quetiapine Pro,Doc,500,24.70,24.70,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02387794,Quetiapine,Accord,100,4.94,4.94,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02353164,,Quetiapine,Sanis,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02317893,,Quetiapine,Sivem,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02316692,,Riva-Quetiapine,Riva,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02313995,Sandoz,Quetiapine,Sandoz,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02236951,Seroquel AZC,100,"51,35",0.5135,0.5135,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02284235,Teva-Quetiapine,Teva,Can,100,100,226
,divers,QUÉTIAPINE (FUMARATE DE)   X,,25 mg    Co.,True,02284235,Teva-Quetiapine,Teva,"0,0494CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,226
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02316099,ACT Quetiapine,Teva,Can,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02475987,AG-Quetiapine,Angita,100,13.18,13.18,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02516942,AG-Quetiapine Fumarate,Angita,100,13.18,13.18,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02313928,,Apo-Quetiapine,Apotex,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02501643,Apo-Quetiapine Fumarate,Apotex,100,13.18,13.18,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02390213,,Auro-Quetiapine,AuroPharma,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02390159,Jamp Quetiapine,Fumarate,Jamp,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02330423,,Jamp-Quetiapine,Jamp,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02399830,,Mar-Quetiapine,Marcan,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02438011,Mint-Quetiapine,Mint,100,13.18,13.18,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02439166,NAT-Quetiapine,Natco,100,13.18,13.18,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02296578,,pms-Quetiapine,Phmscience,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02317354,Pro-Quetiapine Pro,Doc,100,13.18,13.18,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02387808,Quetiapine,Accord,100,13.18,13.18,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02353172,,Quetiapine,Sanis,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02317907,,Quetiapine,Sivem,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02316706,,Riva-Quetiapine,Riva,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02314002,Sandoz,Quetiapine,Sandoz,100,100,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02236952,Seroquel AZC,100,"137,00",1.3700,1.3700,227
,divers,FORMATPRIX UNITAIRE,,100 mg    Co.,True,02284243,Teva-Quetiapine,Teva,Can,100,100,227
,divers,FORMATPRIX UNITAIRE,,150 mg    Co.,True,02387816,Comprimés de quétiapine,Accord,100,96.56,96.56,227
,divers,FORMATPRIX UNITAIRE,,150 mg    Co.,True,02439174,NAT-Quetiapine,Natco,100,96.56,96.56,227
,divers,FORMATPRIX UNITAIRE,,150 mg    Co.,True,02284251,Teva-Quetiapine Teva,Can,100,96.56,96.56,227
,divers,FORMATPRIX UNITAIRE,,150 mg    Co.,True,02284251,Teva-Quetiapine Teva,Can,"0,9656CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,227
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02316110,ACT Quetiapine,Teva,Can,100,100,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02475995,AG-Quetiapine,Angita,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02516950,AG-Quetiapine Fumarate,Angita,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02313936,,Apo-Quetiapine,Apotex,100,100,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02501651,Apo-Quetiapine Fumarate,Apotex,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02390248,,Auro-Quetiapine,AuroPharma,100,100,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02390167,Jamp Quetiapine Fumarate,Jamp,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02330458,Jamp-Quetiapine,Jamp,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02399849,,Mar-Quetiapine,Marcan,100,100,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02438046,Mint-Quetiapine,Mint,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02439182,NAT-Quetiapine,Natco,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02296594,,pms-Quetiapine,Phmscience,100,100,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02317362,Pro-Quetiapine Pro,Doc,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02387824,Quetiapine,Accord,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02353199,,Quetiapine,Sanis,100,100,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02317923,Quetiapine,Sivem,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02316722,,Riva-Quetiapine,Riva,100,100,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02314010,Sandoz Quetiapine,Sandoz,100,26.47,26.47,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02236953,Seroquel AZC,100,"275,20",2.7520,2.7520,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02284278,Teva-Quetiapine,Teva,Can,30,30,228
,divers,FORMATPRIX UNITAIRE,,200 mg    Co.,True,02284278,Teva-Quetiapine,Teva,"0,2647CODE MARQUE DE COMMERCE FABRICANT FORMATCOÛT",DU,,228
,divers,FORMATPRIX UNITAIRE,,300 mg    Co.,True,02316129,ACT Quetiapine,Teva,Can,100,100,229
