Registration No / Notification No,Product Name,Holder
MAL19076069T,DXN Black Cumin Plus Powder,DXN PHARMACEUTICAL SDN. BHD.
MAL19076070T,VIRGO Kafnorm Cough & Throat Irritation Relief Syrup,UNITED HERBAL SDN BHD
MAL19076072TC,MAXWELL FEMINGRA POWDER,Max Well Health Sdn Bhd
MAL19076075T,Lady Spring HERBAL CAPSULE,SERI MH UMMI SDN BHD
MAL19076077TC,Sagittarius Life Science Soyzon Powder,Shenlu Biotech Sdn Bhd
MAL19076079T,int3Tree GUACLENX CAPSULE,DS Pharma Herbs Sdn. Bhd.
MAL19076081T,nu-meds Uripro Forte Capsule,Biotropics Malaysia Berhad
MAL19076082T,Biotropics Amara Energy Capsule,Biotropics Malaysia Berhad
MAL19076084T,Boldblack Superba Plus Capsule,MOH PHARMACEUTICAL TECHNOLOGIES SDN. BHD.
MAL19076089TC,Eastern Healthcare Sabah Snake Grass Oral Granules,Eastern Healthcare (M) Sdn. Bhd.
MAL19076090T,"Xuan Shen Extract Powders ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19076093TC,Eastern Healthcare Sabah Snake Grass 380mg Tablet,Eastern Healthcare (M) Sdn. Bhd.
MAL19076094TC,TRINLEY® Cranberry 250mg Capsule,GROWAY (MALAYSIA) SDN. BHD.
MAL19076096T,HS Ginger 625mg Capsule,HERBAL SCIENCE SDN. BHD.
MAL19076097T,Primus Wellness Turmeric Extract 250mg Capsule,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19076098NC,Opceden� Ocumin Areds Capsule,YANLING NATURAL HYGIENE SDN. BHD.
MAL19076099N,Nova Cartiflex Tablet,NOVA LABORATORIES SDN. BHD.
MAL19076100N,NUTRILIVING RICE EXTRACT PLUS L-LYSINE CAPSULE,Sky Nutraceuticals Sdn. Bhd.
MAL19076101N,NUTRILIVING L-ARGININE PLUS ZINC CAPSULE,Sky Nutraceuticals Sdn. Bhd.
MAL19076102N,Excel Herbal Whitabeau Powder,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19076105NC,Opti-K Capsule,Protech Health Sciences (M) Sdn Bhd
MAL19076106N,GKB G-Pro Capsule,GK BIO INTERNATIONAL SDN. BHD.
MAL19076107N,AC CARE CHEWABLE TABLET,NMY MANUFACTURING SDN BHD
MAL19076108NC,CELLGEVITY CAPSULES,Max Health & Living Worldwide (Malaysia) Sdn Bhd
MAL19076109N,A-Peegmen Tablet,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19076110N,Excelab 12 Probiotics Capsule,AGELESS WELLNESS SDN. BHD.
MAL19076111N,GAMEGRA CAPSULE,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19076113NC,myoga EC (Fish Oil 500mg Enteric Coated Capsules),Synercam (M) Sdn Bhd
MAL19076114N,NUTRILIVING RESVERATROL 150MG CAPSULE,Sky Nutraceuticals Sdn. Bhd.
MAL19076116N,VANMATE L-GLUTATHIONE 450MG CAPSULE,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19076120TC,''TIMING'' NEW FEI ER BA JHEN GAO EXTRACT GRANULES,Timing Herbs Sdn Bhd
MAL19076127TC,''TIMING'' HSIAO YAO SAN EXTRACT GRANULES,Timing Herbs Sdn Bhd
MAL19076128T,'CHUANG SONG ZONG' Xing Su San Concentrated Granules,GREEN HERB BIOTECH SDN. BHD.
MAL19076129T,'CHUANG SONG ZONG' Qiang Huo Sheng Shi Tang Concentrated Granules,GREEN HERB BIOTECH SDN. BHD.
MAL19076130TC,''TIMING'' YU NYU JIAN EXTRACT GRANULES,Timing Herbs Sdn Bhd
MAL19076133TC,Vitamode DigestPro Capsule,Vitamode Sdn.bhd
MAL19076134TC,HB' Hinyo Capsule,Metro Signature Sdn Bhd
MAL19076142TC,HEMCLENX Capsule,VIHSDIA ENTERPRISE
MAL19076146TC,SpringHealth ImproGen Capsule,Spring Pharma Sdn Bhd
MAL19076148TC,GARSICUT CHEWABLE TABLET 1100mg,FEREENA BEAUTY CARE
MAL19076151T,Excel Herbal Ginkgo Extract 100mg capsule,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19076152TC,Phoenix Ginkgo Extract 80mg Tablet,ORIONIX SDN BHD
MAL19076153TC,ELDON DX CHIOGASLIV Capsule,ELDON HEALTHCARE SDN. BHD.
MAL19076157TC,Hurix's Sinuscare Nasal Inhaler,JIN BIN CORPORATION SDN. BHD.
MAL19076160T,Yung Kien K Ganoderma Powder,SHUANG HOR ENTERPRISE (M) SDN. BHD.
MAL19081001HA,PVP- LEVAMISOLE POUR-ON SOLUTION 20 %w/v,Pelangi Vet Pharma Sdn. Bhd.
MAL19081002HA,PVP- CLOSENTAL 3.75% w/v SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
MAL19081003HA,PVP -ENROMYCIN 10% W/V SOLUTION,Pelangi Vet Pharma Sdn. Bhd.
MAL19086002AZ,TORCOXIB 200mg CAPSULES,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19086003AZ,TENOLAURUS TABLET (TENOFOVIR DISOPROXIL FUMARATE 300 MG),SYNERRV SDN BHD
MAL19086005ACZ,MVASI Concentrate for Solution for Infusion 25 mg/ml,Amgen Biopharmaceuticals Malaysia Sdn Bhd
MAL19086006AZ,JUBITEL (Telmisartan Tablets 40mg),HEALOL PHARMACEUTICALS SDN. BHD.
MAL19086007AZ,JUBITEL (Telmisartan Tablets 80mg),HEALOL PHARMACEUTICALS SDN. BHD.
MAL19086008ACRZ,Iressa 250mg Film-coated Tablet,ASTRAZENECA SDN. BHD.
MAL19086009AZ,AZADINE (Azacitidine Powder for Suspension for Injection 100mg/vial),ACCORD HEALTHCARE SDN.BHD.
MAL19086010HA,Limoxin 200mg/ml LA Solution for Injection,Danberg (m) Sdn Bhd
MAL19086011X,IROFAS Syrup,Synercam (M) Sdn Bhd
MAL19086013XZ,WINAMOL Drops for Infants (Paracetamol 100mg/ml),KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19086014HA,MOXY 10% w/w SOLUBLE POWDER,Rural Chemical Industries Sdn Bhd
MAL19086015HA,Intermectin 10mg/ml Solution for Injection,Danberg (m) Sdn Bhd
MAL19086016HA,Prozil Fort 1%w/v Injectable Solution,Vemedim Sdn Bhd
MAL19086017HA,Vime Kanamycin 20% w/v Solution for Injection,Vemedim Sdn Bhd
MAL19086018HA,Amoxi 20% w/v Suspension for Injection,Vemedim Sdn Bhd
MAL19086019XE,Panadol Tablets 500mg with Optizorb Formulation,STERLING DRUG (MALAYA) SDN. BHD.
MAL19086021N,apotec D'Fez Capsule,Bioalpha International Sdn. Bhd.
MAL19086022N,NUTRILIVING MARIGOLD EXTRACT PLUS ASTAXANTHIN CAPSULE,Sky Nutraceuticals Sdn. Bhd.
MAL19086023N,OHP Probiotics & Prebiotic Powder,OMEGA HEALTH PRODUCTS SDN BHD
MAL19086025NC,LIFEFACTOR Truflex Advanced Capsule,M HEALTH NATURALS SDN BHD
MAL19086026NC,Isotonix Bromelain Plus Powder,MARKET MALAYSIA SHOP SDN. BHD.
MAL19086028N,apotec Pre&Pro-biotic Capsule,Bioalpha International Sdn. Bhd.
MAL19086030NC,Kordel's Glutathione Lyco Plus Vegetable Capsule,CAMBERT(M) SDN. BHD.
MAL19086031N,NUTRILIFE ENERQ10 GOLD CAPSULE,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19086032TC,''TIMING'' KO GEN CHING LIEN TANG EXTRACT GRANULES,Timing Herbs Sdn Bhd
MAL19086037T,"Huai Hua San Extract Granules ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19086040T,Yi Shi Yuan Dan Zhi Xiao Yao Fine Powder,Yi Si Yuan Trading Sdn. Bhd.
MAL19086042T,"Ba Wey Day Shiah Fang Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19086043T,"San Bi Tang Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19086044T,M.Health M'CHLOREGRASS TABLET,NATUREBIO LABORATORIES SDN.BHD
MAL19086045T,"Chuan Niu Xi Powders ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19086047T,Nature's Green New Cinnamon Twig Combination Tablets,Tong Jum Chew (m) Sdn. Bhd.
MAL19086048T,Priti Lady CAPSULE,SERI MH UMMI SDN BHD
MAL19086049T,Nature's Green Constipation Capsules,Tong Jum Chew (m) Sdn. Bhd.
MAL19086053TC,FSH STOMACHACHE COMPOUND POWDER,FU SHENG HANG SDN BHD
MAL19086055TC,V∞ G9 Herbal Powder,JASE HEALTHCARE SDN. BHD.
MAL19086057TC,LJACK LING ZHI EXTRACT 100MG CAPSULE,LJACK (M) SDN BHD
MAL19086058T,"Cang Zhu Extract Granules ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19086059TC,Dynamic Nutrition Vitalguard Royal Cordyceps 450mg Capsule,DYNAMIC NUTRITION SDN BHD
MAL19086063NCZ,PiSHiNE VITAMIN C 500mg CHEWABLE TABLET,PISHINE HEALTHCARE SDN. BHD.
MAL19086064N,HS Chondroitin Sulfate 400mg Capsule,HERBAL SCIENCE SDN. BHD.
MAL19086065N,DZR COENZYME Q10 25MG CAPSULE,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19086068N,Proviton STR Effervescent Tablet (Orange Flavour),Duopharma Marketing Sdn. Bhd.
MAL19086070N,YL Selenium Zinc Plus Capsule,YANLING NATURAL HYGIENE SDN. BHD.
MAL19086073NC,4LIFETFORM M Capsule,Forlife Research Imports Sdn. Bhd.
MAL19086075NC,Pinky Pinky Glutathione plus Capsule,INTAN BIOTECH INDUSTRIES SDN BHD
MAL19086080TC,STS DI LONG PLUS CAPSULE,WAN YEEN TRADING SDN. BHD.
MAL19086083T,Nature's Green Cinnamon Twig and Poria Plus Tablets,Tong Jum Chew (m) Sdn. Bhd.
MAL19086084T,Nature's Green Jiang Huo Tablets,Tong Jum Chew (m) Sdn. Bhd.
MAL19086085T,Yi Shi Yuan GoldMan Capsule,Yi Si Yuan Trading Sdn. Bhd.
MAL19086088TC,TMH Bigenmax Capsule 400mg,BiGen Max Enterprise
MAL19086090T,"""Sun Ten"" Huang Qi Powders",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19086093T,Yi Shi Yuan Yi Li Kang Capsule,Yi Si Yuan Trading Sdn. Bhd.
MAL19086095T,HS Cranberry Extract 300mg Capsule,HERBAL SCIENCE SDN. BHD.
MAL19086098TC,Eastern Healthcare Orthosiphon Extract 500mg Oral Granules,Eastern Healthcare (M) Sdn. Bhd.
MAL19086099T,DXN Scelium Capsule,DXN PHARMACEUTICAL SDN. BHD.
MAL19086101T,"Suo Sha Ren Extract Powders ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19096001HA,BUCOLYN 20MG/G POWDER,Life Biopharma Sdn. Bhd.
MAL19096002HA,MOXISURE 500MG/G POWDER,RANGE PHARMA SDN. BHD.
MAL19096003HA,QIANG KANG SHENG Amoxicillin 30%w/w Soluble Powder,Shennong Animal Health (Malaysia) Sdn. Bhd.
MAL19096004HA,Genta 100 mg/ml Solution for Injection,Vemedim Sdn Bhd
MAL19096005HAC,Cocci-nil 45 mg/ml Oral Solution,F.E. VENTURE SDN. BHD.
MAL19096006HA,Vimenro 20% w/v Oral Solution,Vemedim Sdn Bhd
MAL19096007HA,Dexa 0.5% w/v Solution for Injection,Vemedim Sdn Bhd
MAL19096009AZ,TREMFYA 100MG/ML SOLUTION FOR INJECTION,JOHNSON & JOHNSON SDN. BHD.
MAL19096010HAC,AMOSYN 500 mg/g Water Soluble Powder,Ritma Prestasi Sdn Bhd
MAL19096011ACRZ,Xeloda� Tablets 500MG,DKSH MALAYSIA SDN. BHD.
MAL19096013ARZ,PREVYMIS 480MG FILM-COATED TABLET,MERCK SHARP & DOHME (MALAYSIA) SDN. BHD.
MAL19096014ARZ,PREVYMIS 240MG FILM-COATED TABLET,MERCK SHARP & DOHME (MALAYSIA) SDN. BHD.
MAL19096015AZ,Flonoxin 400mg tablet,Duopharma Marketing Sdn. Bhd.
MAL19096016ACRZ,Xeloda� Tablets 150MG,DKSH MALAYSIA SDN. BHD.
MAL19096018AE,FAMODINE TABLET 20MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19096019AZ,CIATUFF 20 (TADALAFIL TABLETS 20MG),SYNERRV SDN BHD
MAL19096020AZ,CIATUFF 10 (TADALAFIL TABLETS 10MG),SYNERRV SDN BHD
MAL19096022AZ,CP Pharma Betamethasone Cream 0.1% w/w,Hovid Pharmacy Sdn. Bhd.
MAL19096023AZ,CLOFAN (CLOTRIMAZOLE PESSARY 500MG),SYNERRV SDN BHD
MAL19096024AZ,BACTOPIC (MUPIROCIN OINTMENT 2%),SYNERRV SDN BHD
MAL19096025AZ,CILOSOL 100mg Tablet,MEDISPEC (M) SDN. BHD.
MAL19096026AZ,Kestine 20mg film-coated tablets,EURODRUG LABORATORIES (M) SDN. BHD.
MAL19096027ACRZ,BLOCAMINE (Labetalol hydrochloride 5 mg/ml solution for Injection and for Infusion),HEALOL PHARMACEUTICALS SDN. BHD.
MAL19096028AZ,DESTACURE (Desloratadine Syrup 2.5mg/5ml),HEALOL PHARMACEUTICALS SDN. BHD.
MAL19096029AZ,Kestine 10mg film-coated tablets,EURODRUG LABORATORIES (M) SDN. BHD.
MAL19096030XZ,MUCOSTOP 600mg Effervescent Tablet,MEDISPEC (M) SDN. BHD.
MAL19096031X,E-zyme B6 Soothing Liquid,AV MANUFACTURING SDN.BHD
MAL19096032XC,Polylab Methylated Spirit Solution 95% V/V,POLYLAB BIOTECH SDN. BHD.
MAL19096033X,FlameX Forte Oral Suspension,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19096034N,NUTRILIVING BETA GLUCAN 187.5MG CAPSULE,Sky Nutraceuticals Sdn. Bhd.
MAL19096035NC,Vitamode Asta-i-Care Capsule,Vitamode Sdn.bhd
MAL19096036NCR,eurobio Bio-Vibrex Active Formula Tablet,EUROBIO SDN BHD
MAL19096037N,NUTRILIVING CURCUMA LONGA EXTRACT PLUS COLLAGEN CAPSULE,Sky Nutraceuticals Sdn. Bhd.
MAL19096039NC,Isotonix Vitamin D with K2 Powder,MARKET MALAYSIA SHOP SDN. BHD.
MAL19096040N,Excelab MULTIVITAMINS & MINERALS & L-Carnitine Capsule,AGELESS WELLNESS SDN. BHD.
MAL19096044NCR,eurobio CALPLEX Active Formula Tablet,EUROBIO SDN BHD
MAL19096046TC,"""TIMING"" MAI MEN TUNG TANG EXTRACT GRANULES",Timing Herbs Sdn Bhd
MAL19096047T,"Gua Lou Jyy Shtr Tong Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19096048T,"Bi Xie Fen Qing Yin Extract Granules ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19096049TC,"""TIMING"" HSENG MAY YIN EXTRACT GRANULES",Timing Herbs Sdn Bhd
MAL19096050TC,''TIMING'' DA HUANG ZHI SHI SAN EXTRACT GRANULES,Timing Herbs Sdn Bhd
MAL19096053T,Excel Herbal Ginkgo Extract 250mg capsule,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19096058TC,Eastern Healthcare Mas Cotek Extract 250mg Oral Granules,Eastern Healthcare (M) Sdn. Bhd.
MAL19096064NCR,aspen nutrition Pro Omega 3 GOLD Softgel Capsules,ASPEN SARL SDN. BHD.
MAL19096065NCZ,ATOMY VITAMIN C 550mg POWDER,ATOMY MALAYSIA SDN. BHD.
MAL19096066N,NHF BIOZYME Powder (Passion Fruit Flavour),EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19096067N,NHF BIOZYME Powder (Mixed Fruit Flavour),EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19096068N,Nova Asta-C Plus Oral Powder,NOVA LABORATORIES SDN. BHD.
MAL19096069NC,V∞ NEURIGHT Tablet,JASE HEALTHCARE SDN. BHD.
MAL19096071NC,BIOBAY� YOGARD CAPSULE,GALAXIS HEALTHCARE SDN BHD
MAL19096073NCR,PUREMED SYMPRO CAPSULE,Pure Medisciences (M) Sdn Bhd
MAL19096075T,"""CHUANG SONG ZONG"" Tzy Yinn Jianq Huoo Tang Concentrated Granules",GREEN HERB BIOTECH SDN. BHD.
MAL19096076T,'CHUANG SONG ZONG' Tuo Li Xiao Du Yin Concentrated Granules,GREEN HERB BIOTECH SDN. BHD.
MAL19096077T,"Daw Chyh San Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19096078T,"""CHUANG SONG ZONG"" Nu Ke Bai Zi Ren Wan Concentrated Granules",GREEN HERB BIOTECH SDN. BHD.
MAL19096080T,MS Herbs Bio Erva plus Capsule,SERI MH UMMI SDN BHD
MAL19096081T,URIPRIME CAPSULE,Biotropics Malaysia Berhad
MAL19096082T,Yung kien B Ganoderma Powder,SHUANG HOR ENTERPRISE (M) SDN. BHD.
MAL19096085TC,T'Neeq Junior Chewable Tablet,RI NETWORK SDN. BHD.
MAL19096088T,Himalaya Septilin Syrup,HIMALAYA WELLNESS MALAYSIA SDN. BHD.
MAL19096089TC,SMGC BELIEV VEMOTEX CAPSULE 500MG,VIHSDIA ENTERPRISE
MAL19096090T,RASFIT RASPBERRY PLUS TABLET 1000MG,DS Pharma Herbs Sdn. Bhd.
MAL19096092TR,BiO-LiFE Oleaf Herbalmeds Capsule,MEGA LIFESCIENCES SDN. BHD.
MAL19096094TC,Truelifesciences CEREZA-TC POWDER,WELLESTA TRUELIFE SDN. BHD.
MAL19096096TR,BiO-LiFE CURCURE PHYTO Herbalmeds Tablet,MEGA LIFESCIENCES SDN. BHD.
MAL19106002X,COVEE CREAM 1% W/W,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL19106007AZ,SOFOVIR (SOFOSBUVIR TABLETS 400MG),SYNERRV SDN BHD
MAL19106008X,UNISON GLUCOSAMINE 500MG TABLET,UNISON NUTRACEUTICALS SDN. BHD.
MAL19106009ACRZ,OptaProst Ophthalmic Solution 0.005% w/v,Pharmaniaga Marketing Sdn Bhd
MAL19106010AZ,STELARA 130mg/26mL Concentrate for Solution for Infusion,JOHNSON & JOHNSON SDN. BHD.
MAL19106011ACRZ,Lynparza 100 mg Film-Coated Tablets,ASTRAZENECA SDN. BHD.
MAL19106012AZ,ICUNES� 100mcg/ml Concentrate for Solution for Infusion,AVERROES PHARMACEUTICALS SDN. BHD.
MAL19106013ACRZ,Lynparza 150 mg Film-Coated Tablets,ASTRAZENECA SDN. BHD.
MAL19106015ARZ,Tasigna 50mg Capsules,NOVARTIS CORPORATION (MALAYSIA) SDN. BHD.
MAL19106016XZ,NP Ferrous Fumarate 200mg Tablet,Noripharma Sdn. Bhd.
MAL19106021N,NHF Vitamin E 350IU Capsule,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19106023N,GNC Potassium 99 MG Tablet,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL19106024NC,MB LACTOFERRIN 100MG CAPSULE,MB NUTRACEUTICALS SDN BHD
MAL19106025NC,"itsColl Wellness Collagen Hydrolysate, Vitamin C & L- glutathione Plus Powder",ITSCOLL PRODUCTS (M) SDN.BHD.
MAL19106029NC,LIFEFACTOR� Crystaceuticals SOD Glutathione Plus Capsule,Life Factor Sdn Bhd
MAL19106032HA,Marbovitryl 2%w/v Solution for Injection,Vemedim Sdn Bhd
MAL19106033HA,DEXFLORCOL 200MG/ML SOLUTION,Dexchem Industries Sdn Bhd
MAL19106034HA,TYLVALOSURE 625MG/G GRANULES,RANGE PHARMA SDN. BHD.
MAL19106036HA,Ceftionel 50mg/ml Suspension for Injection,Danberg (m) Sdn Bhd
MAL19106038HA,NEOMEC IVERMECTIN INJECTION BP 1% W/V,KM Vet Pharm Sdn. Bhd.
MAL19106040T,"Ell Jwu Tong Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19106043TC,J.B. Cough Syrup (Peppermint Flavour),JIN BIN CORPORATION SDN. BHD.
MAL19106044TC,FSH HUA TAN DAN POWDER,FU SHENG HANG SDN BHD
MAL19106045T,Nature's Green Hua Zhuo Zhi Kang Capsules,Tong Jum Chew (m) Sdn. Bhd.
MAL19106046T,Three Legs Herbal Cough Relief Syrup,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL19106048T,Nabisar COUGH SYRUP,CAMBRIDGE BIOTEK SDN BHD
MAL19106049TC,DZLAB MUSCLE LIQUID SPRAY,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19106052T,"Gan Cao Powder ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19106053T,"LAGUN FACT'R SYRUP (Fever, Cough and Cold)",Vital & Living Pharmacy Sdn Bhd
MAL19106057T,Biotropics nu-femme AMARA capsule,Biotropics Malaysia Berhad
MAL19106058T,apotec LaFit Capsule,Bioalpha International Sdn. Bhd.
MAL19106061TC,GPR Lady Capsule,TRADIPHARMA TRADE
MAL19106064T,"Yan Hu Suo 0.67g/1g Extract Powders ""Sun Ten""",SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.
MAL19106066TC,SJ Inchi Capsule,J.D. ACADEMY
MAL19106067T,apotec Spirulina 250mg Chewable Tablet,Bioalpha International Sdn. Bhd.
MAL19106071N,apotec Alpha Lipoic Acid (ALA) 300mg Capsule,Bioalpha International Sdn. Bhd.
MAL19106072N,PowerLIFE Bio-A CDE CoEnzyme Q10 50mg Capsule,Esprit Care Sdn. Bhd.
MAL19106073NC,Watsons Vitamin B Complex Effervescent Tablet,WATSON`S PERSONAL CARE STORES SDN. BHD.
MAL19106074N,NHF Chromium & Beta Glucan Plus Capsule,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19106075N,DZR PHARMA L-CARNITINE PLUS CAPSULE,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19106076N,NHF BIOZYME Powder (Apple Flavour),EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL19106077NC,Cmary Gluta Colla Plus Chewable Tablet,CMARY RICH SDN. BHD.
MAL19106078N,Neelif CALCIUM PLUS CAPSULE,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19106079NCR,VitaHealth Reviv Capsule,VITAHEALTH BIOTECH SDN BHD
MAL19106080NCR,Nutrinlife Multivitamins and Minerals Complex Film Coated Tablet,BIOFUNCTION MARKETING SDN. BHD.
MAL19106083N,StemLabs� Daily Vitamins Plus Minerals Tablet,YANLING NATURAL HYGIENE SDN. BHD.
MAL19106087T,GNC HERBAL PLUS TRIBULUS 500MG Capsule,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL19106088TC,RS Diamily Peria Katak 300mg Capsule,RADZIAH BRILLIANT SOLUTION
MAL19106089TC,THROZZ THROAT LOZENGES (BLACKCURRANT FLAVOUR),MEDICINSPIRE GLOBAL SDN BHD
MAL19106090TC,TNT AGROTECH LIGNOSUS RHINOCERUS 2GM POWDER,TNT AGROTECH SDN BHD
MAL19106091T,"Xin Dang Guei Syh Nih Tang Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19106092T,"Shiang Su San Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19106093T,"Uen Ching Yiin Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19106094T,Wu Lin San Extract Granules 'C.F.T.',CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD
MAL19106095T,"Xin Mu Hsiang Pin Lang Wan Extract Granules ""TI""",TIAN I BIOTECH INTERNATIONAL SDN BHD
MAL19106097T,'CHUANG SONG ZONG' Yi Kuan Jien Concentrated Granules,GREEN HERB BIOTECH SDN. BHD.
MAL19106100TC,TIMING NEW HSIAO JIAN ZHONG TANG EXTRACT GRANULES,Timing Herbs Sdn Bhd
MAL19106103T,BioHerbalike Nutritionals LIV-GARD CAPSULES,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN. BHD.
MAL19116002N,SACCRANTA SACCHAROMYCES BOULARDII 250MG CAPSULES,SYNERRV SDN BHD
MAL19116003NCR,eurobio GlutaShinz Vegetable Capsule,EUROBIO SDN BHD
MAL19116004NC,PHARMORIX NEUROWIN FILM COATED TABLET,PHARMORIX (M) SDN. BHD.
MAL19116005NCR,eurobio® Xancorex Active Tablet,EUROBIO SDN BHD
MAL19116006NC,Kordel's V-Fresh Vegetable Capsule,CAMBERT(M) SDN. BHD.
MAL19116007N,DZR LYCOPENE PLUS CAPSULE,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19116008NC,Duplex Movt360 Capsule,DUPLEX HEALTHCARE SDN. BHD.
MAL19116010NC,"Kordel's Vitamin B Complex, C + Minerals Effervescent Tablet",CAMBERT(M) SDN. BHD.
MAL19116011N,HS Chondroitin Sulfate & MSM Capsule,HERBAL SCIENCE SDN. BHD.
MAL19116013HA,Forcyl 160mg/ml Solution for Injection,Gladron Chemicals Sdn Bhd
MAL19116014HA,TP-FLUMIX 200 MG/ML SOLUTION,Thye Pharma Sdn. Bhd
MAL19116015HAC,TIMECOTIL 100MG/ML SOLUTION,GMS Farming Sdn Bhd
MAL19116016HAC,G-FLOR 100MG/ML SOLUTION,GMS Farming Sdn Bhd
MAL19116017HA,TP-CTC HCL 500 MG/G POWDER,Thye Pharma Sdn. Bhd
MAL19116018HA,OXYDEX 50% W/W WATER SOLUBLE POWDER,Dexchem Industries Sdn Bhd
MAL19116019HA,Farmcare 20% w/w Chlortetracycline Hydrochloride Water Soluble Powder,Peterlabs Sdn Bhd
MAL19116020HAC,VP AMOXCILN 50% W/W WATER SOLUBLE POWDER,Yeam Heng Trading Co.
MAL19116021HACR,ENROTRON FLAVOUR 50 MG TABLET,My Vet Care Sdn Bhd
MAL19116022HA,TP-AMPRO 200MG/G POWDER,Thye Pharma Sdn. Bhd
MAL19116023AZ,Phoxilium 1.2 mmol/l phosphate solution for haemodialysis/haemofiltration,Vantive Sdn. Bhd.
MAL19116027XZ,Lotemp Kids Suspension 120mg/5ml,MEDISPEC (M) SDN. BHD.
MAL19116028X,Nuvanta Chondrosamine Tablet,UNISON NUTRACEUTICALS SDN. BHD.
MAL19116029X,RinsA CG 0.1 (Chlorhexidine Gluconate 0.1% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL19116031X,Hemaron Tablet,Noripharma Sdn. Bhd.
MAL19116032ACRZ,CUBICIN (DAPTOMYCIN FOR INJECTION) 500MG VIAL,MERCK SHARP & DOHME (MALAYSIA) SDN. BHD.
MAL19116033AZ,"HYDEX (Dexmedetomidine Concentrate For Infusion 100mcg/ml, 2 ml vial)",ACCORD HEALTHCARE SDN.BHD.
MAL19116034ACZ,Entacapone HEC 200 mg film-coated tablets,MEDISPEC (M) SDN. BHD.
MAL19116035AZ,JUBLEVET (Levetiracetam Tablets 500mg),SYNERRV SDN BHD
MAL19116036ACZ,Moxifloxacin HEC 400 mg film-coated tablets,MEDISPEC (M) SDN. BHD.
MAL19116042ACRZ,HUMIRA Solution for Injection in Prefilled syringe 20MG/0.2ML,ABBVIE SDN BHD
MAL19116043ACRZ,HUMIRA Solution for Injection in Prefilled syringe 80MG/0.8ML,ABBVIE SDN BHD
MAL19116044ACRZ,HUMIRA Solution for Injection in Prefilled PEN 80MG/0.8ML,ABBVIE SDN BHD
MAL19116048T,'CHUANG SONG ZONG' Yue Ju Wan Concentrated Granules,GREEN HERB BIOTECH SDN. BHD.
MAL19116051T,'S.T.T.' XI JIAO JIE DU POWDER (QU XI JIAO),Yo Ho Lifestyle Sdn Bhd
